"","Row","Column","Block","Population","Family","Replicate","Date","Dead","Monarch_Quantity_Past","Monarch_Quantity_Observed","Monarch_Note","Tetraopes_tetropthalmus","Liriomyza_asclepiadis","Aphis_nerii","Aphis_asclepiadis","Myzocallis_asclepiadis","Euchaetes_egle","Lygaeus_kalmii","Labidomera_clivicollis","Rhyssomatus_lineaticollis","Comment","Sample"
"250",15,35,"4","57","4","1","07/15/2020","0",0,0,"",0,17,0,0,0,0,0,0,0,"","July"
"251",15,33,"4","4","5","1","07/15/2020","0",0,0,"",0,0,2,3,0,0,0,0,0,"","July"
"252",15,31,"4","69","1","1","07/15/2020","0",0,0,"",0,0,8,0,0,0,0,0,0,"","July"
"253",15,30,"4","31","3","5","07/15/2020","0",0,0,"",0,0,19,0,0,0,0,0,0,"","July"
"254",15,29,"4","14","2","5","07/15/2020","0",0,0,"",0,0,4,0,0,0,0,0,0,"","July"
"255",15,26,"4","29","3","1","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"256",15,25,"3","74","1","2","07/15/2020","0",0,0,"",0,17,0,0,0,0,0,0,0,"","July"
"257",15,24,"3","68","3","1","07/15/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"258",15,23,"3","27","5","4","07/15/2020","0",0,0,"",0,30,0,0,0,0,0,0,0,"","July"
"259",15,22,"3","7","4","1","07/15/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"260",15,21,"3","67","2","4","07/15/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"261",15,20,"3","27","3","1","07/15/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"262",15,18,"3","21","2","1","07/15/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"263",15,17,"3","57","3","4","07/15/2020","0",0,0,"",0,5,0,0,0,0,1,0,0,"","July"
"264",15,16,"3","1","5","5","07/15/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"265",15,15,"3","14","3","3","07/15/2020","0",0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","July"
"266",15,14,"3","17","3","3","07/15/2020","0",0,0,"",0,2,0,0,0,0,1,0,0,"","July"
"267",15,13,"3","27","3","4","07/15/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"268",15,12,"3","68","4","2","07/15/2020","0",0,1,"2nd/3rd instar",0,16,0,0,0,0,0,0,0,"","July"
"269",15,11,"3","68","2","2","07/15/2020","0",0,0,"",0,22,0,4,0,0,0,0,0,"","July"
"270",15,10,"3","8","3","2","07/15/2020","0",0,1,"1 egg",0,3,0,0,0,0,0,0,0,"","July"
"271",15,9,"3","18","3","3","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"272",15,8,"3","57","2","4","07/15/2020","0",0,1,"1 egg",0,11,0,0,0,0,0,0,0,"","July"
"273",15,7,"3","17","4","3","07/15/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"274",15,6,"3","31","2","3","07/15/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"275",15,5,"3","46","4","3","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"276",15,4,"3","27","4","2","07/15/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"277",15,3,"3","41","1","3","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"278",15,1,"3","4","5","4","07/15/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"279",14,46,"4","35","5","1","07/15/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"280",14,45,"4","5","1","5","07/15/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"281",14,44,"4","20","2","1","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"282",14,43,"4","41","1","2","07/15/2020","0",0,0,"",0,1,0,1,0,0,0,0,0,"","July"
"283",14,42,"4","39","1","5","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"284",14,41,"4","19","2","4","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"285",14,40,"4","12","4","2","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"286",14,39,"4","13","2","1","07/15/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"287",14,38,"4","17","1","5","07/15/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"288",14,37,"4","35","4","2","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"289",14,36,"4","41","2","2","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"290",14,34,"4","5","4","3","07/15/2020","0",0,0,"",0,6,0,3,0,0,1,0,0,"","July"
"291",14,32,"4","12","2","3","07/15/2020","0",0,0,"",0,15,0,11,0,0,0,0,0,"","July"
"292",14,31,"4","2","1","3","07/15/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"293",14,30,"4","47","2","1","07/15/2020","0",0,0,"",0,8,0,0,0,0,1,0,0,"","July"
"294",14,29,"4","19","1","2","07/15/2020","0",0,0,"",0,7,0,9,0,0,0,0,0,"","July"
"295",14,28,"4","46","5","2","07/15/2020","0",0,0,"",0,14,0,1,0,0,0,0,0,"","July"
"296",14,27,"4","6","5","2","07/15/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"297",14,26,"4","13","2","5","07/15/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"298",14,25,"3","40","4","2","07/15/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"299",14,24,"3","31","4","4","07/15/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"300",14,23,"3","49","4","1","07/15/2020","0",0,0,"",0,10,0,9,0,0,0,0,0,"","July"
"301",14,22,"3","49","3","3","07/15/2020","0",0,1,"1 egg",0,11,0,0,0,0,0,0,0,"","July"
"302",14,21,"3","46","4","2","07/15/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"303",14,20,"3","31","4","3","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"304",14,19,"3","30","4","2","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"305",14,18,"3","62","4","3","07/15/2020","0",0,0,"",0,21,0,4,0,0,0,0,0,"","July"
"306",14,17,"3","47","3","2","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"307",14,16,"3","35","2","5","07/15/2020","0",0,0,"",0,7,0,3,0,0,0,0,0,"","July"
"308",14,15,"3","77","5","4","07/15/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"309",14,14,"3","13","2","4","07/15/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"310",14,13,"3","29","2","1","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"311",14,12,"3","35","3","1","07/15/2020","0",0,0,"",0,1,0,24,0,0,0,0,0,"","July"
"312",14,11,"3","74","2","4","07/15/2020","0",0,0,"",0,0,0,1,0,0,0,0,0,"","July"
"313",14,10,"3","57","3","1","07/15/2020","0",0,1,"1st instar",0,16,0,0,0,0,0,0,0,"","July"
"314",14,9,"3","19","3","4","07/15/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"315",14,8,"3","7","1","5","07/15/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"316",14,7,"3","21","1","4","07/15/2020","0",0,0,"",0,7,0,0,0,0,0,0,1,"","July"
"317",14,6,"3","4","1","5","07/15/2020","0",0,0,"",0,11,0,4,0,0,0,0,0,"","July"
"318",14,5,"3","41","2","1","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"319",14,3,"3","21","1","3","07/15/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"320",14,2,"3","21","4","5","07/15/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"321",14,1,"3","57","2","3","07/15/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"322",13,46,"4","68","1","2","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"323",13,45,"4","19","5","1","07/15/2020","0",0,0,"",0,0,0,0,0,0,1,0,0,"","July"
"324",13,44,"4","27","3","2","07/15/2020","0",0,1,"1 egg",0,5,0,0,0,0,0,0,0,"","July"
"325",13,42,"4","19","5","5","07/15/2020","0",0,1,"1st instar",0,0,0,0,0,0,0,0,0,"","July"
"326",13,39,"4","5","1","3","07/15/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"327",13,38,"4","9","2","5","07/15/2020","0",0,0,"",0,0,0,0,0,0,1,0,0,"","July"
"328",13,37,"4","39","5","4","07/15/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"329",13,36,"4","79","4","3","07/15/2020","0",0,1,"1st instar",0,25,0,0,0,0,1,0,0,"","July"
"330",13,35,"4","6","5","3","07/15/2020","0",0,0,"",0,25,0,12,0,0,0,0,0,"","July"
"331",13,34,"4","35","2","4","07/15/2020","0",0,1,"1 egg",0,22,0,0,0,0,1,0,0,"","July"
"332",13,32,"4","61","3","4","07/15/2020","0",0,0,"",0,9,0,1,0,0,0,0,0,"","July"
"333",13,31,"4","1","2","5","07/15/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"334",13,30,"4","7","5","1","07/15/2020","0",0,1,"1 egg",0,16,0,0,0,0,0,0,0,"","July"
"335",13,29,"4","12","1","2","07/15/2020","0",0,1,"4th instar",0,6,0,0,0,0,0,0,0,"","July"
"336",13,28,"4","11","1","1","07/15/2020","0",0,0,"",0,0,0,0,0,0,1,0,0,"","July"
"337",13,27,"4","1","2","3","07/15/2020","0",0,0,"",0,1,11,10,60,0,0,0,0,"","July"
"338",13,26,"4","49","1","2","07/15/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"339",13,25,"3","62","2","4","07/15/2020","0",0,0,"",0,11,0,1,0,0,0,0,0,"","July"
"340",13,24,"3","11","2","3","07/16/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"341",13,23,"3","56","4","3","07/16/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"342",13,22,"3","46","3","3","07/16/2020","0",0,0,"",0,6,0,32,0,0,0,0,0,"","July"
"343",13,21,"3","19","3","1","07/16/2020","0",0,0,"",0,16,3,52,0,0,0,0,0,"","July"
"344",13,20,"3","20","5","5","07/16/2020","0",0,1,"1 egg",0,17,0,0,0,0,0,0,0,"","July"
"345",13,19,"3","72","3","2","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"346",13,18,"3","14","5","5","07/16/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"347",13,17,"3","14","1","2","07/16/2020","0",0,3,"3 eggs",0,8,0,0,0,0,0,0,0,"","July"
"348",13,16,"3","61","4","3","07/16/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"349",13,15,"3","62","1","4","07/16/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"350",13,14,"3","61","5","3","07/16/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"351",13,13,"3","17","1","2","07/16/2020","0",0,0,"",0,7,0,2,0,0,0,0,0,"","July"
"352",13,10,"3","49","1","1","07/16/2020","0",0,0,"",0,3,0,34,0,0,0,0,0,"","July"
"353",13,9,"3","77","4","4","07/16/2020","0",0,2,"1st instar, 1 egg",0,7,0,0,0,0,0,0,0,"","July"
"354",13,8,"3","42","2","5","07/16/2020","0",0,0,"",0,1,0,21,0,0,0,0,0,"","July"
"355",13,6,"3","35","5","5","07/16/2020","0",0,1,"3rd/4th  instar",0,2,0,0,0,0,0,0,0,"","July"
"356",13,4,"3","41","1","4","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"357",13,3,"3","13","1","3","07/16/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"358",13,2,"3","39","3","1","07/16/2020","0",0,0,"",0,23,0,0,0,0,0,0,0,"","July"
"359",13,1,"3","72","2","2","07/16/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"360",12,46,"4","21","5","4","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"361",12,45,"4","21","5","5","07/16/2020","0",0,0,"",0,4,0,1,0,0,0,0,0,"","July"
"362",12,44,"4","64","5","2","07/16/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"363",12,43,"4","19","1","5","07/16/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"364",12,42,"4","47","5","3","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"365",12,40,"4","45","2","2","07/16/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"366",12,39,"4","68","1","1","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"367",12,38,"4","57","2","5","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"368",12,37,"4","40","4","1","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"369",12,36,"4","14","4","1","07/16/2020","0",0,1,"1 egg",0,0,0,0,0,0,1,0,0,"","July"
"370",12,35,"4","72","3","3","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"371",12,34,"4","61","1","2","07/16/2020","0",0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","July"
"372",12,33,"4","35","5","2","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"373",12,32,"4","28","4","4","07/16/2020","0",0,1,"1 egg",0,8,0,0,0,0,0,0,0,"","July"
"374",12,31,"4","51","4","1","07/16/2020","0",0,0,"",0,8,0,0,0,0,1,0,0,"","July"
"375",12,30,"4","14","4","3","07/16/2020","0",0,0,"",0,23,0,0,0,0,0,0,0,"","July"
"376",12,29,"4","41","1","3","07/16/2020","0",0,0,"",0,2,0,30,0,0,0,0,0,"","July"
"377",12,27,"4","6","1","2","07/16/2020","0",0,1,"1 egg",0,22,0,0,0,0,0,0,0,"","July"
"378",12,26,"4","29","5","3","07/16/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"379",12,24,"4","17","3","4","07/16/2020","0",0,0,"",0,20,0,0,0,0,0,0,0,"","July"
"380",12,23,"1","6","1","1","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"381",12,22,"1","21","4","3","07/16/2020","0",0,1,"1 egg",0,12,0,0,0,0,0,0,0,"","July"
"382",12,21,"3","23","1","1","07/16/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"383",12,20,"3","68","2","3","07/16/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"384",12,19,"3","57","5","5","07/16/2020","0",0,0,"",0,19,0,0,0,0,0,0,0,"","July"
"385",12,18,"3","36","5","2","07/16/2020","0",0,1,"1 egg",0,8,0,0,0,0,1,0,0,"","July"
"386",12,17,"3","8","1","2","07/16/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"387",12,16,"3","67","4","2","07/16/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"388",12,15,"3","67","4","1","07/16/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"389",12,14,"3","41","2","3","07/16/2020","0",0,2,"2 eggs",0,11,0,1,0,0,0,0,0,"","July"
"390",12,12,"3","62","2","2","07/16/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"391",12,11,"3","47","1","4","07/16/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"392",12,10,"3","72","5","4","07/16/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"393",12,8,"3","32","1","1","07/16/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"394",12,7,"3","9","1","4","07/16/2020","0",0,0,"",0,27,0,0,0,0,0,0,0,"","July"
"395",12,6,"3","79","2","2","07/16/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"396",12,5,"3","46","1","2","07/16/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"397",12,4,"3","61","1","3","07/16/2020","0",0,1,"1 egg",0,9,0,0,0,0,0,0,0,"","July"
"398",12,3,"3","47","4","3","07/16/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"399",12,2,"3","1","3","2","07/16/2020","0",0,1,"1 egg",0,11,0,0,0,0,0,0,0,"","July"
"400",12,1,"3","7","1","1","07/16/2020","0",0,0,"",0,7,0,0,0,0,0,0,0,"","July"
"401",11,46,"4","31","1","5","07/16/2020","0",0,2,"2 eggs",0,24,0,0,0,0,0,0,0,"","July"
"402",11,45,"4","35","3","3","07/16/2020","0",0,1,"2nd/3rd instar",0,2,0,0,0,0,0,0,0,"","July"
"403",11,44,"4","21","3","3","07/16/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"404",11,43,"4","41","1","4","07/16/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"405",11,39,"4","26","1","4","07/16/2020","0",0,0,"",0,3,0,0,0,0,0,0,0,"","July"
"406",11,38,"4","28","1","2","07/16/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"407",11,36,"4","68","5","4","07/16/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"408",11,35,"4","40","3","2","07/16/2020","0",0,0,"",0,8,0,0,0,0,1,0,0,"","July"
"409",11,34,"4","67","1","2","07/16/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"410",11,33,"4","68","5","5","07/16/2020","0",0,1,"1 egg",0,11,0,4,0,0,0,0,0,"","July"
"411",11,32,"4","35","4","3","07/16/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"412",11,31,"4","17","4","5","07/16/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"413",11,30,"4","4","4","1","07/16/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"414",11,29,"4","30","2","1","07/16/2020","0",0,1,"1 egg",0,3,0,0,0,0,0,0,0,"","July"
"415",11,28,"4","12","2","1","07/16/2020","0",0,3,"3 egg",0,12,0,1,0,0,0,0,0,"","July"
"416",11,27,"4","42","2","4","07/16/2020","0",0,1,"1 egg",0,17,0,0,0,0,0,0,0,"","July"
"417",11,26,"4","67","1","3","07/16/2020","0",0,1,"1 egg",0,17,0,0,0,0,0,0,0,"","July"
"418",11,24,"4","57","2","1","07/16/2020","0",0,2,"2 eggs",0,15,0,0,0,0,0,0,0,"","July"
"419",11,23,"1","39","5","1","07/16/2020","0",0,0,"",0,7,0,6,0,0,0,0,1,"","July"
"420",11,22,"1","9","1","2","07/16/2020","0",0,0,"",0,3,25,0,0,0,0,0,0,"","July"
"421",11,21,"1","4","2","4","07/16/2020","0",0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","July"
"422",11,20,"1","2","4","5","07/16/2020","0",0,1,"1st instar",0,8,0,1,0,0,0,0,0,"","July"
"423",11,19,"1","74","1","5","07/16/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"424",11,18,"1","1","2","4","07/16/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"425",11,17,"1","40","5","1","07/16/2020","0",0,0,"",0,6,0,0,0,0,1,0,0,"","July"
"426",11,15,"1","68","2","5","07/16/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"427",11,13,"1","61","1","5","07/16/2020","0",0,1,"1 egg",0,4,0,0,0,0,0,0,0,"","July"
"428",11,12,"1","67","5","5","07/16/2020","0",0,0,"",0,2,0,4,0,0,0,0,0,"","July"
"429",11,11,"1","36","1","2","07/16/2020","0",0,1,"1st instar",0,29,0,0,0,0,0,0,0,"","July"
"430",11,10,"1","64","5","1","07/16/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"431",11,9,"1","2","1","2","07/16/2020","0",0,1,"1 egg",0,20,0,0,0,0,0,0,0,"","July"
"432",11,8,"1","64","1","4","07/16/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"433",11,7,"1","35","5","3","07/16/2020","0",0,0,"",0,4,0,1,0,0,1,0,0,"","July"
"434",11,5,"1","18","3","1","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"435",11,4,"1","11","3","2","07/18/2020","0",0,0,"",0,15,0,1,0,0,0,0,0,"","July"
"436",11,3,"1","11","1","3","07/18/2020","0",0,1,"1 egg",0,17,0,0,0,0,0,0,0,"","July"
"437",11,2,"1","3","4","1","07/18/2020","0",0,0,"",0,16,0,0,0,0,0,0,0,"","July"
"438",11,1,"1","64","1","1","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"439",10,46,"4","47","4","2","07/18/2020","0",0,0,"",0,6,0,0,0,0,0,0,0,"","July"
"440",10,45,"4","31","3","2","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"441",10,44,"4","61","1","1","07/18/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"442",10,42,"4","5","4","4","07/18/2020","0",0,2,"2 eggs",0,1,0,0,0,0,0,0,0,"","July"
"443",10,41,"4","15","2","1","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"444",10,40,"2","68","4","4","07/18/2020","0",0,1,"1st instar",0,10,0,0,0,0,0,0,0,"","July"
"445",10,39,"2","79","3","5","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"446",10,38,"2","57","1","3","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
"447",10,37,"2","57","1","1","07/18/2020","0",0,0,"",0,22,0,0,0,0,0,0,0,"","July"
"448",10,36,"2","72","5","1","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,1,0,0,"","July"
"449",10,35,"2","56","2","4","07/18/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"450",10,34,"2","5","5","2","07/18/2020","0",0,0,"",0,21,0,0,0,0,0,0,0,"","July"
"451",10,33,"2","28","4","5","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"452",10,31,"2","47","4","1","07/18/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"453",10,30,"2","41","2","4","07/18/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"454",10,29,"2","31","5","2","07/18/2020","0",0,1,"1 egg",0,0,0,2,0,0,0,0,0,"","July"
"455",10,28,"2","61","4","1","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"456",10,27,"2","30","3","3","07/18/2020","0",0,1,"1 egg",0,25,0,0,0,0,0,0,0,"","July"
"457",10,26,"2","3","5","4","07/18/2020","0",0,0,"",0,12,0,0,0,0,0,0,0,"","July"
"458",10,25,"2","14","1","3","07/18/2020","0",0,1,"1 egg",0,3,0,0,0,0,0,0,0,"","July"
"459",10,24,"2","5","3","5","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"460",10,23,"1","31","3","3","07/18/2020","0",0,0,"",0,19,0,0,0,0,1,0,0,"","July"
"461",10,22,"1","46","1","1","07/18/2020","0",0,0,"",0,15,0,0,0,0,1,0,0,"","July"
"462",10,20,"1","31","2","1","07/18/2020","0",0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","July"
"463",10,19,"1","9","2","4","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"464",10,18,"1","72","1","5","07/18/2020","0",0,0,"",0,8,0,0,0,0,0,0,0,"","July"
"465",10,17,"1","17","5","3","07/18/2020","0",0,0,"",0,9,0,0,0,0,1,1,0,"","July"
"466",10,16,"1","23","1","4","07/18/2020","0",0,2,"2 eggs",0,16,0,0,0,0,1,1,0,"","July"
"467",10,15,"1","61","3","3","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"468",10,14,"1","42","2","1","07/18/2020","0",0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","July"
"469",10,13,"1","12","3","4","07/18/2020","0",0,0,"",0,13,0,0,0,0,0,0,0,"","July"
"470",10,12,"1","72","4","4","07/18/2020","0",0,0,"",0,4,0,0,0,0,0,0,0,"","July"
"471",10,10,"1","67","4","5","07/18/2020","0",0,1,"1 egg",0,14,0,0,0,0,0,0,0,"","July"
"472",10,9,"1","69","1","2","07/18/2020","0",0,0,"",0,18,0,0,0,0,0,0,0,"","July"
"473",10,8,"1","42","1","1","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"474",10,6,"1","62","4","2","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,1,0,"","July"
"475",10,5,"1","1","5","2","07/18/2020","0",0,2,"2 eggs",0,18,0,0,0,0,0,1,0,"","July"
"476",10,4,"1","56","4","1","07/18/2020","0",0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July"
"477",10,3,"1","79","3","1","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"478",10,2,"1","62","4","5","07/18/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"479",10,1,"1","14","4","5","07/18/2020","0",0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","July"
"480",9,46,"2","1","1","4","07/18/2020","0",0,0,"",0,2,0,0,0,0,0,0,0,"","July"
"481",9,45,"2","72","3","4","07/18/2020","0",0,3,"3 eggs",0,5,0,0,0,0,1,0,0,"","July"
"482",9,44,"2","5","2","3","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"483",9,43,"2","35","2","2","07/18/2020","0",0,0,"",0,10,0,0,0,0,0,0,0,"","July"
"484",9,42,"2","47","5","4","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"485",9,41,"2","17","3","5","07/18/2020","0",0,0,"",0,5,0,0,0,0,1,0,0,"","July"
"486",9,40,"2","62","5","5","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"487",9,39,"2","15","5","4","07/18/2020","0",0,0,"",0,9,0,0,0,0,0,0,0,"","July"
"488",9,38,"2","57","5","4","07/18/2020","0",0,0,"",0,11,0,0,0,0,0,0,0,"","July"
"489",9,37,"2","6","4","4","07/18/2020","0",0,0,"",0,16,0,0,0,0,1,0,0,"","July"
"490",9,36,"2","39","5","2","07/18/2020","0",0,0,"",0,0,0,0,0,0,0,0,0,"","July"
"491",9,35,"2","49","3","1","07/18/2020","0",0,0,"",0,13,0,0,0,0,1,0,0,"","July"
"492",9,33,"2","77","5","3","07/18/2020","0",0,0,"",0,5,0,0,0,0,0,0,0,"","July"
"493",9,32,"2","15","3","1","07/18/2020","0",0,0,"",0,21,0,0,0,0,0,0,0,"","July"
"494",9,31,"2","45","2","4","07/18/2020","0",0,1,"1st instar",0,13,0,0,0,0,0,0,0,"","July"
"495",9,30,"2","36","4","1","07/18/2020","0",0,0,"",0,14,0,0,0,0,0,0,0,"","July"
"496",9,29,"2","35","4","1","07/18/2020","0",0,0,"",0,15,0,0,0,0,0,0,0,"","July"
"497",9,28,"2","7","3","5","07/18/2020","0",0,2,"2 eggs",0,27,0,0,0,0,0,0,0,"","July"
"498",9,26,"2","77","1","2","07/18/2020","0",0,1,"1 egg",0,4,0,0,0,0,0,0,0,"","July"
"499",9,25,"2","64","5","3","07/18/2020","0",0,0,"",0,1,0,0,0,0,0,0,0,"","July"
