Row,Column,Block,Population,Family,Replicate,Comment,Date,Height_ram1,Height_ram2,Height_ram3,Height_ram4,Height_ram5,Height_ram6,Height_ram7,Height_ram8,Total_Height,Dead
8,3,1,67,3,2,,9/2/2020,8,42.2,71.6,,,,,,121.8,0
8,4,1,21,5,1,,9/2/2020,23.4,17.7,22.1,16.3,37,,,,116.5,0
8,5,1,13,5,4,,9/2/2020,21.2,13.2,5.4,,,,,,39.8,0
8,6,1,74,1,3,,9/2/2020,37.7,11.5,28.6,25.5,34.3,25.9,,,163.5,0
8,7,1,17,1,4,,9/2/2020,35.2,25.7,21.2,7.5,7.2,,,,96.8,0
8,8,1,15,4,4,,9/2/2020,55.1,4.2,,,,,,,59.3,0
8,9,1,7,3,2,,9/2/2020,68.4,,,,,,,,68.4,0
8,10,1,12,3,2,,9/2/2020,16.5,7.2,41.1,,,,,,64.8,0
8,11,1,11,4,5,,9/2/2020,59,51.4,4.3,,,,,,114.7,0
8,12,1,20,5,1,,9/2/2020,23.2,6.3,,,,,,,29.5,0
8,13,1,72,4,5,,9/2/2020,4.3,20.9,27.4,,,,,,52.6,0
8,14,1,62,2,5,,9/2/2020,21.7,,,,,,,,21.7,0
8,15,1,15,1,5,,9/2/2020,42.1,47.8,,,,,,,89.9,0
8,16,1,14,3,2,,9/2/2020,3.1,2.2,,,,,,,5.3,0
8,17,1,57,3,2,very eaten,9/2/2020,20.1,2,1.5,,,,,,23.6,0
8,18,1,62,1,2,,9/2/2020,37.6,38.8,,,,,,,76.4,0
8,19,1,47,5,1,,9/2/2020,50.9,8.1,,,,,,,59,0
8,20,1,15,5,1,,9/2/2020,21.5,12.5,16.1,52.6,,,,,102.7,0
8,21,1,16,2,1,,9/2/2020,7.6,8.8,13.4,9.6,7.2,,,,46.6,0
8,22,1,29,4,3,,9/2/2020,39.5,9.1,,,,,,,48.6,0
8,23,2,68,5,2,,9/2/2020,50.3,,,,,,,,50.3,0
8,24,2,4,2,2,,9/2/2020,28.5,,,,,,,,28.5,0
8,25,2,46,2,5,,9/2/2020,14.4,,,,,,,,14.4,0
8,26,2,68,4,1,,9/2/2020,44.9,,,,,,,,44.9,0
8,27,2,6,3,5,,9/2/2020,68.2,84.5,,,,,,,152.7,0
8,28,2,7,1,2,,9/2/2020,67,25.1,39.1,,,,,,131.2,0
8,29,2,35,3,5,,9/2/2020,33.1,,,,,,,,33.1,0
8,30,2,39,3,3,,9/2/2020,37.6,,,,,,,,37.6,0
8,31,2,62,4,4,,9/2/2020,61.2,82.3,36,88.8,,,,,268.3,0
8,32,2,4,3,3,,9/2/2020,77.7,,,,,,,,77.7,0
8,33,2,21,1,2,,9/2/2020,66.3,,,,,,,,66.3,0
8,34,2,77,4,3,,9/2/2020,30.1,14,72.4,,,,,,116.5,0
8,35,2,17,4,2,,9/2/2020,74.1,16.5,23.8,71.7,63.1,,,,249.2,0
8,36,2,27,5,2,,9/2/2020,32.6,63.2,60.6,,,,,,156.4,0
8,37,2,26,1,1,,9/2/2020,21.1,75.5,27.8,,,,,,124.4,0
8,38,2,17,3,1,,9/2/2020,65.9,8,20.1,,,,,,94,0
8,39,2,5,4,1,,9/2/2020,3.2,5.8,,,,,,,9,0
8,40,2,39,3,5,,9/2/2020,21.8,49.2,17.3,10.5,,,,,98.8,0
8,41,2,64,2,2,,9/2/2020,13.6,,,,,,,,13.6,0
8,42,2,64,3,3,,9/2/2020,7.6,44.2,,,,,,,51.8,0
8,43,2,39,4,1,,9/2/2020,78,88.5,89.6,,,,,,256.1,0
8,44,2,62,1,3,,9/2/2020,35.6,,,,,,,,35.6,0
8,45,2,67,2,2,,9/2/2020,24.5,27.2,,,,,,,51.7,0
8,46,2,67,5,3,,9/2/2020,,,,,,,,,0,1
9,1,1,28,1,5,,9/2/2020,77.1,,,,,,,,77.1,0
9,2,1,4,3,1,,9/2/2020,10.2,80.8,,,,,,,91,0
9,3,1,12,3,1,,9/2/2020,,,,,,,,,0,1
9,4,1,27,4,1,,9/2/2020,29.1,26.3,57.5,,,,,,112.9,0
9,5,1,1,4,3,,9/2/2020,13.9,60.1,,,,,,,74,0
9,6,1,49,5,5,,9/2/2020,18.6,9.6,42.4,,,,,,70.6,0
9,7,1,39,3,4,,9/2/2020,10,79.9,,,,,,,89.9,0
9,8,1,77,3,1,,9/2/2020,61.6,5.3,,,,,,,66.9,0
9,9,1,3,2,2,,9/2/2020,21.1,46.4,,,,,,,67.5,0
9,10,1,69,2,4,,9/2/2020,,,,,,,,,0,1
9,11,1,17,2,5,,9/2/2020,32.6,,,,,,,,32.6,0
9,12,1,51,4,2,,9/2/2020,55.1,26,42.2,12.6,,,,,135.9,0
9,13,1,79,1,1,,9/2/2020,6.9,52.7,,,,,,,59.6,0
9,14,1,5,5,5,,9/2/2020,,,,,,,,,0,1
9,15,1,13,5,2,,9/2/2020,23.6,8.1,,,,,,,31.7,0
9,16,1,30,5,3,,9/2/2020,40.2,32.6,29.9,,,,,,102.7,0
9,17,1,39,3,2,,9/2/2020,57.6,,,,,,,,57.6,0
9,18,1,20,1,2,,9/2/2020,,,,,,,,,0,1
9,19,1,72,3,1,,9/2/2020,52.5,37.9,11.2,62.1,68.8,54,,,286.5,0
9,20,1,7,3,3,,9/2/2020,26.8,38.5,,,,,,,65.3,0
9,21,1,79,4,2,,9/2/2020,32.6,83.3,77,,,,,,192.9,0
9,22,1,15,3,5,,9/2/2020,,,,,,,,,0,1
9,23,2,45,2,1,,9/2/2020,5.6,30,33.3,,,,,,68.9,0
9,24,2,27,4,5,,9/2/2020,13,22.1,18.7,,,,,,53.8,0
9,25,2,64,5,3,,9/2/2020,40.1,,,,,,,,40.1,0
9,26,2,77,1,2,,9/2/2020,15,41.5,39.6,,,,,,96.1,0
9,27,2,64,2,4,,9/2/2020,,,,,,,,,0,1
9,28,2,7,3,5,,9/2/2020,65.6,48.1,,,,,,,113.7,0
9,29,2,35,4,1,,9/2/2020,19.7,25.1,34.2,69.5,,,,,148.5,0
9,30,2,36,4,1,,9/2/2020,45,,,,,,,,45,0
9,31,2,45,2,4,,9/2/2020,18,40.8,23,12.7,,,,,94.5,0
9,32,2,15,3,1,,9/2/2020,34.9,,,,,,,,34.9,0
9,33,2,77,5,3,,9/2/2020,23.8,62.8,64.6,,,,,,151.2,0
9,34,2,36,3,1,,9/2/2020,,,,,,,,,0,1
9,35,2,49,3,1,,9/2/2020,60.6,63.1,,,,,,,123.7,0
9,36,2,39,5,2,,9/2/2020,6.1,,,,,,,,6.1,0
9,37,2,6,4,4,,9/2/2020,40.3,15.4,,,,,,,55.7,0
9,38,2,57,5,4,,9/2/2020,40.2,,,,,,,,40.2,0
9,39,2,15,5,4,,9/2/2020,16,6.5,34.4,27.2,28.3,,,,112.4,0
9,40,2,62,5,5,,9/2/2020,49.9,57.6,80.9,,,,,,188.4,0
9,41,2,17,3,5,no living tissue,9/2/2020,,,,,,,,,0,1
9,42,2,47,5,4,,9/2/2020,51.7,,,,,,,,51.7,0
9,43,2,35,2,2,,9/2/2020,24.2,,,,,,,,24.2,0
9,44,2,5,2,3,,9/2/2020,55.5,,,,,,,,55.5,0
9,45,2,72,3,4,,9/2/2020,11.1,8.6,,,,,,,19.7,0
9,46,2,1,1,4,,9/2/2020,27,9.1,9.8,,,,,,45.9,0
10,1,1,14,4,5,,9/2/2020,32,,,,,,,,32,0
10,2,1,62,4,5,,9/2/2020,17.6,7.1,7.6,85.3,,,,,117.6,0
10,3,1,79,3,1,,9/2/2020,33.8,,,,,,,,33.8,0
10,4,1,56,4,1,,9/2/2020,24.7,,,,,,,,24.7,0
10,5,1,1,5,2,,9/2/2020,77,26.1,42,57.3,,,,,202.4,0
10,6,1,62,4,2,,9/2/2020,40.8,,,,,,,,40.8,0
10,7,1,7,3,4,,9/2/2020,,,,,,,,,0,1
10,8,1,42,1,1,,9/2/2020,15.9,5.8,31.6,,,,,,53.3,0
10,9,1,69,1,2,,9/2/2020,68.2,47.9,30.6,15,56.5,,,,218.2,0
10,10,1,67,4,5,,9/2/2020,61,49.7,8.8,,,,,,119.5,0
10,11,1,16,3,3,,9/2/2020,6.6,6.3,,,,,,,12.9,0
10,12,1,72,4,4,,9/2/2020,54.4,6,,,,,,,60.4,0
10,13,1,12,3,4,,9/2/2020,48,55.1,,,,,,,103.1,0
10,14,1,42,2,1,,9/2/2020,29.8,,,,,,,,29.8,0
10,15,1,61,3,3,,9/2/2020,30.4,,,,,,,,30.4,0
10,16,1,23,1,4,,9/2/2020,47,23.2,46.7,56.5,,,,,173.4,0
10,17,1,17,5,3,,9/2/2020,24.6,57.2,68.1,,,,,,149.9,0
10,18,1,72,1,5,,9/2/2020,2,,,,,,,,2,0
10,19,1,9,2,4,,9/2/2020,80.4,,,,,,,,80.4,0
10,20,1,31,2,1,,9/2/2020,62.3,61.6,43.2,,,,,,167.1,0
10,21,1,47,5,2,,9/2/2020,,,,,,,,,0,1
10,22,1,46,1,1,,9/2/2020,91.5,,,,,,,,91.5,0
10,23,1,31,3,3,,9/2/2020,50.6,10,37.8,42.3,,,,,140.7,0
10,24,2,5,3,5,,9/2/2020,15.1,29.6,8.3,,,,,,53,0
10,25,2,14,1,3,,9/2/2020,25.2,35.5,44.1,36,2,,,,142.8,0
10,26,2,3,5,4,,9/2/2020,46.6,27.6,6.2,,,,,,80.4,0
10,27,2,30,3,3,,9/2/2020,41.5,45.2,24.1,46.4,,,,,157.2,0
10,28,2,61,4,1,,9/2/2020,89.6,90.6,107,,,,,,287.2,0
10,29,2,31,5,2,,9/2/2020,68.3,,,,,,,,68.3,0
10,30,2,41,2,4,,9/2/2020,37.6,,,,,,,,37.6,0
10,31,2,47,4,1,,9/2/2020,36.9,29.7,51.8,,,,,,118.4,0
10,32,2,16,1,2,,9/2/2020,,,,,,,,,0,1
10,33,2,28,4,5,no living tissue,9/2/2020,,,,,,,,,0,1
10,34,2,5,5,2,,9/2/2020,71.3,,,,,,,,71.3,0
10,35,2,56,2,4,,9/2/2020,65.6,45.1,,,,,,,110.7,0
10,36,2,72,5,1,,9/2/2020,33,51.2,51.6,,,,,,135.8,0
10,37,2,57,1,1,,9/2/2020,78.2,76.4,74.1,52.6,83.9,,,,365.2,0
10,38,2,57,1,3,,9/2/2020,6,12.4,12.1,,,,,,30.5,0
10,39,2,79,3,5,,9/2/2020,6.5,38.2,,,,,,,44.7,0
10,40,2,68,4,4,,9/2/2020,7.3,6.2,19.7,,,,,,33.2,0
10,41,4,15,2,1,,9/2/2020,28.1,22,,,,,,,50.1,0
10,42,4,5,4,4,,9/2/2020,9.4,22.8,31.9,,,,,,64.1,0
10,43,4,32,1,4,,9/2/2020,,,,,,,,,0,1
10,44,4,61,1,1,,9/2/2020,10.4,4.1,20.1,,,,,,34.6,0
10,45,4,31,3,2,,9/2/2020,16.1,,,,,,,,16.1,0
10,46,4,47,4,2,,9/2/2020,8.4,15.1,24.1,30.6,,,,,78.2,0
11,1,1,64,1,1,no living tissue,9/1/2020,,,,,,,,,0,1
11,2,1,3,4,1,,9/1/2020,48.3,42.2,51.3,,,,,,141.8,0
11,3,1,11,1,3,,9/1/2020,74.8,6,23.1,,,,,,103.9,0
11,4,1,11,3,2,no living tissue,9/1/2020,,,,,,,,,0,1
11,5,1,18,3,1,,9/1/2020,14.2,6.6,15.7,69.4,,,,,105.9,0
11,6,1,29,4,1,,9/1/2020,,,,,,,,,0,1
11,7,1,35,5,3,,9/1/2020,47.3,26.4,11.9,15.5,,,,,101.1,0
11,8,1,64,1,4,,9/1/2020,30.4,21.4,13.6,62.1,,,,,127.5,0
11,9,1,2,1,2,,9/1/2020,41.1,19.3,70.6,,,,,,131,0
11,10,1,64,5,1,,9/1/2020,54.4,38.9,,,,,,,93.3,0
11,11,1,36,1,2,,9/1/2020,50.6,24.5,56.1,,,,,,131.2,0
11,12,1,67,5,5,,9/1/2020,20.9,30,,,,,,,50.9,0
11,13,1,61,1,5,,9/1/2020,8.3,52,,,,,,,60.3,0
11,14,1,74,2,2,,9/1/2020,18,,,,,,,,18,0
11,15,1,68,2,5,,9/1/2020,17.2,18.2,,,,,,,35.4,0
11,16,1,29,2,2,,9/1/2020,,,,,,,,,0,1
11,17,1,40,5,1,,9/1/2020,2.6,12,27.2,,,,,,41.8,0
11,18,1,1,2,4,,9/1/2020,52.9,,,,,,,,52.9,0
11,19,1,74,1,5,,9/1/2020,7.6,10.2,10.1,,,,,,27.9,0
11,20,1,2,4,5,,9/1/2020,52.3,,,,,,,,52.3,0
11,21,1,4,2,4,,9/1/2020,23,,,,,,,,23,0
11,22,1,9,1,2,,9/1/2020,72.7,65.1,,,,,,,137.8,0
11,23,1,39,5,1,,9/1/2020,65.1,41.4,,,,,,,106.5,0
11,24,4,57,2,1,,9/1/2020,42.5,25.6,,,,,,,68.1,0
11,25,4,17,4,1,,9/1/2020,,,,,,,,,0,1
11,26,4,67,1,3,,9/1/2020,63.1,10,,,,,,,73.1,0
11,27,4,42,2,4,,9/1/2020,70.3,,,,,,,,70.3,0
11,28,4,12,2,1,,9/1/2020,62.4,56.6,44.1,54.2,,,,,217.3,0
11,29,4,30,2,1,,9/1/2020,25.8,,,,,,,,25.8,0
11,30,4,4,4,1,,9/1/2020,22.7,47.9,,,,,,,70.6,0
11,31,4,17,4,5,,9/1/2020,22.8,22.2,,,,,,,45,0
11,32,4,35,4,3,,9/1/2020,6.3,7.1,6.6,24.3,,,,,44.3,0
11,33,4,68,5,5,,9/1/2020,55.1,,,,,,,,55.1,0
11,34,4,67,1,2,,9/1/2020,16.1,17.3,12.6,21.5,,,,,67.5,0
11,35,4,40,3,2,,9/1/2020,11,15.6,78.8,,,,,,105.4,0
11,36,4,68,5,4,,9/1/2020,16,45.3,,,,,,,61.3,0
11,37,4,4,2,1,,9/1/2020,,,,,,,,,0,1
11,38,4,28,1,2,,9/1/2020,9.3,39.4,,,,,,,48.7,0
11,39,4,26,1,4,,9/1/2020,21.4,41,,,,,,,62.4,0
11,40,4,6,3,4,,9/1/2020,,,,,,,,,0,1
11,41,4,16,1,1,,9/1/2020,8.4,,,,,,,,8.4,0
11,42,4,42,1,4,,9/1/2020,,,,,,,,,0,1
11,43,4,41,1,4,,9/1/2020,7,,,,,,,,7,0
11,44,4,21,3,3,,9/1/2020,21.6,,,,,,,,21.6,0
11,45,4,35,3,3,,9/1/2020,13.3,24.3,,,,,,,37.6,0
11,46,4,31,1,5,,9/1/2020,89,,,,,,,,89,0
12,1,3,7,1,1,,9/1/2020,36.1,,,,,,,,36.1,0
12,2,3,1,3,2,,9/1/2020,26.2,28.1,11.3,61.8,,,,,127.4,0
12,3,3,47,4,3,,9/1/2020,8.7,29.2,35.4,,,,,,73.3,0
12,4,3,61,1,3,,9/1/2020,24.6,36.1,60.5,,,,,,121.2,0
12,5,3,46,1,2,,9/1/2020,73.2,,,,,,,,73.2,0
12,6,3,79,2,2,,9/1/2020,5.6,,,,,,,,5.6,0
12,7,3,9,1,4,,9/1/2020,32.2,9.8,5,2.1,49.9,,,,99,0
12,8,3,32,1,1,,9/1/2020,48.4,,,,,,,,48.4,0
12,9,3,7,2,4,,9/1/2020,,,,,,,,,0,1
12,10,3,72,5,4,,9/1/2020,28.2,,,,,,,,28.2,0
12,11,3,47,1,4,,9/1/2020,28.6,24.5,,,,,,,53.1,0
12,12,3,62,2,2,,9/1/2020,,,,,,,,,0,1
12,13,3,46,3,2,,9/1/2020,38.2,26.4,10.1,33.3,,,,,108,0
12,14,3,41,2,3,,9/1/2020,22,7.1,12.3,,,,,,41.4,0
12,15,3,67,4,1,,9/1/2020,15.6,,,,,,,,15.6,0
12,16,3,67,4,2,,9/1/2020,32,15.1,45.5,,,,,,92.6,0
12,17,3,8,1,2,,9/1/2020,63.4,4.3,12.4,,,,,,80.1,0
12,18,3,36,5,2,,9/1/2020,12.6,,,,,,,,12.6,0
12,19,3,57,5,5,,9/1/2020,68.6,58.3,46.4,49,,,,,222.3,0
12,20,3,68,2,3,,9/1/2020,46.2,,,,,,,,46.2,0
12,21,3,23,1,1,,9/1/2020,46.1,,,,,,,,46.1,0
12,22,1,21,4,3,,9/1/2020,31.1,91.7,,,,,,,122.8,0
12,23,1,6,1,1,,9/1/2020,10.5,19.4,,,,,,,29.9,0
12,24,4,17,3,4,,9/1/2020,42.9,,,,,,,,42.9,0
12,25,4,57,4,4,,9/1/2020,29.4,10.5,16,10.1,,,,,66,0
12,26,4,29,5,3,,9/1/2020,21.2,,,,,,,,21.2,0
12,27,4,6,1,2,,9/1/2020,71.2,,,,,,,,71.2,0
12,28,4,17,2,3,,9/1/2020,,,,,,,,,0,1
12,29,4,41,1,3,,9/1/2020,23.4,59.5,,,,,,,82.9,0
12,30,4,14,4,3,,9/1/2020,57.7,68.9,,,,,,,126.6,0
12,31,4,51,4,1,,9/1/2020,77,72.3,,,,,,,149.3,0
12,32,4,28,4,4,,9/1/2020,39.4,,,,,,,,39.4,0
12,33,4,35,5,2,,9/1/2020,18,47.8,,,,,,,65.8,0
12,34,4,61,1,2,,9/1/2020,42.2,,,,,,,,42.2,0
12,35,4,72,3,3,,9/1/2020,20.1,9.2,,,,,,,29.3,0
12,36,4,14,4,1,,9/1/2020,13.4,13.1,,,,,,,26.5,0
12,37,4,40,4,1,,9/1/2020,17,11.5,7.1,13.3,10.5,9.6,,,69,0
12,38,4,57,2,5,,9/1/2020,13.1,18.7,,,,,,,31.8,0
12,39,4,68,1,1,,9/1/2020,9.9,13.3,,,,,,,23.2,0
12,40,4,45,2,2,,9/1/2020,5.5,7,,,,,,,12.5,0
12,41,4,13,1,2,,9/1/2020,3.6,4,,,,,,,7.6,0
12,42,4,47,5,3,,9/1/2020,9.8,,,,,,,,9.8,0
12,43,4,19,1,5,very eaten,9/1/2020,,,,,,,,,0,1
12,44,4,64,5,2,very eaten,9/1/2020,18,,,,,,,,18,0
12,45,4,21,5,5,very eaten,9/1/2020,10.1,18.6,,,,,,,28.7,0
12,46,4,21,5,4,,9/1/2020,22.2,27,13.6,9.6,9.2,12.7,,,94.3,0
13,1,3,72,2,2,,9/1/2020,17.3,26,41.2,,,,,,84.5,0
13,2,3,39,3,1,,9/1/2020,6.6,14.5,64.2,,,,,,85.3,0
13,3,3,13,1,3,,9/1/2020,25.5,,,,,,,,25.5,0
13,4,3,41,1,4,,9/1/2020,28.1,,,,,,,,28.1,0
13,5,3,77,2,5,,9/1/2020,,,,,,,,,0,1
13,6,3,35,5,5,,9/1/2020,11.1,12.5,11.2,,,,,,34.8,0
13,7,3,20,2,2,,9/1/2020,,,,,,,,,0,1
13,8,3,42,2,5,,9/1/2020,26,4.2,13.6,51.9,,,,,95.7,0
13,9,3,77,4,4,,9/1/2020,30.2,69.2,,,,,,,99.4,0
13,10,3,49,1,1,,9/1/2020,58.2,,,,,,,,58.2,0
13,11,3,49,2,4,,9/1/2020,4.6,,,,,,,,4.6,0
13,12,3,13,3,3,,9/1/2020,,,,,,,,,0,1
13,13,3,17,1,2,,9/1/2020,47,25.1,47.4,,,,,,119.5,0
13,14,3,61,5,3,,9/1/2020,32.1,27.5,10.9,,,,,,70.5,0
13,15,3,62,1,4,,9/1/2020,57.6,8.2,3.3,,,,,,69.1,0
13,16,3,61,4,3,,9/1/2020,49.3,61.5,,,,,,,110.8,0
13,17,3,14,1,2,,9/1/2020,8.8,,,,,,,,8.8,0
13,18,3,14,5,5,,9/1/2020,28.3,30.4,,,,,,,58.7,0
13,19,3,72,3,2,,9/1/2020,35.1,,,,,,,,35.1,0
13,20,3,20,5,5,,9/1/2020,70.4,40,13.3,,,,,,123.7,0
13,21,3,19,3,1,,9/1/2020,25.2,55.9,,,,,,,81.1,0
13,22,3,46,3,3,,9/1/2020,6.1,60.5,60.4,,,,,,127,0
13,23,3,56,4,3,,9/1/2020,62.9,6.2,6.1,6.7,,,,,81.9,0
13,24,3,11,2,3,,9/1/2020,51,,,,,,,,51,0
13,25,3,62,2,4,,9/1/2020,79.4,72.5,,,,,,,151.9,0
13,26,4,49,1,2,,9/1/2020,63.1,57.4,51.8,34.6,36.6,68.2,,,311.7,0
13,27,4,1,2,3,,9/1/2020,13.8,20.2,53.3,,,,,,87.3,0
13,28,4,11,1,1,,9/1/2020,50.1,4,10.5,10,9.1,,,,83.7,0
13,29,4,12,1,2,,9/1/2020,41.7,101.8,,,,,,,143.5,0
13,30,4,7,5,1,,9/1/2020,61.6,73.6,,,,,,,135.2,0
13,31,4,1,2,5,,9/1/2020,19.8,9.7,25,,,,,,54.5,0
13,32,4,61,3,4,,9/1/2020,14.7,57.7,14.2,24.8,,,,,111.4,0
13,33,4,57,1,5,,9/1/2020,,,,,,,,,0,1
13,34,4,35,2,4,no living tissue,9/1/2020,,,,,,,,,0,1
13,35,4,6,5,3,,9/1/2020,49.2,44.6,,,,,,,93.8,0
13,36,4,79,4,3,,9/1/2020,77.4,69.1,89.4,,,,,,235.9,0
13,37,4,39,5,4,,9/1/2020,49.6,,,,,,,,49.6,0
13,38,4,9,2,5,,9/1/2020,12.1,12.1,13.3,8,,,,,45.5,0
13,39,4,5,1,3,,9/1/2020,51.6,,,,,,,,51.6,0
13,40,4,56,2,2,,9/1/2020,,,,,,,,,0,1
13,41,4,12,1,3,,9/1/2020,,,,,,,,,0,1
13,42,4,19,5,5,,9/1/2020,7,23.1,,,,,,,30.1,0
13,43,4,1,3,1,,9/1/2020,,,,,,,,,0,1
13,44,4,27,3,2,,9/1/2020,39.1,,,,,,,,39.1,0
13,45,4,19,5,1,,9/1/2020,14.1,19,14.4,,,,,,47.5,0
13,46,4,68,1,2,,9/1/2020,31.1,13,,,,,,,44.1,0
14,1,3,57,2,3,,9/1/2020,31.1,30.4,10.5,20.8,,,,,92.8,0
14,2,3,21,4,5,,9/1/2020,5.5,34.1,56.3,,,,,,95.9,0
14,3,3,21,1,3,,9/1/2020,26.6,20,52.2,3.5,,,,,102.3,0
14,4,3,11,1,4,,9/1/2020,,,,,,,,,0,1
14,5,3,41,2,1,,9/1/2020,41.1,,,,,,,,41.1,0
14,6,3,4,1,5,,9/1/2020,66.3,30.4,,,,,,,96.7,0
14,7,3,21,1,4,,9/1/2020,46.2,50.6,41.8,72.7,,,,,211.3,0
14,8,3,7,1,5,,9/1/2020,18.4,16.2,27.1,30.3,,,,,92,0
14,9,3,19,3,4,,9/1/2020,23.9,,,,,,,,23.9,0
14,10,3,57,3,1,,9/1/2020,58.6,68,66.3,52.2,,,,,245.1,0
14,11,3,74,2,4,,9/1/2020,7.4,46.2,,,,,,,53.6,0
14,12,3,35,3,1,,9/1/2020,73,32.4,,,,,,,105.4,0
14,13,3,29,2,1,,9/1/2020,,,,,,,,,0,1
14,14,3,13,2,4,,9/1/2020,23.1,28.3,,,,,,,51.4,0
14,15,3,77,5,4,,9/1/2020,42,59.6,,,,,,,101.6,0
14,16,3,35,2,5,,9/1/2020,3.4,66.7,,,,,,,70.1,0
14,17,3,47,3,2,,9/1/2020,49.1,,,,,,,,49.1,0
14,18,3,62,4,3,,9/1/2020,37.6,84.8,84.5,,,,,,206.9,0
14,19,3,30,4,2,,9/1/2020,18.3,,,,,,,,18.3,0
14,20,3,31,4,3,,9/1/2020,26.1,20,46.9,,,,,,93,0
14,21,3,46,4,2,,9/1/2020,62.3,,,,,,,,62.3,0
14,22,3,49,3,3,,9/1/2020,59.9,67.8,59.5,55.1,,,,,242.3,0
14,23,3,49,4,1,,9/1/2020,4.2,16,11.4,41.2,,,,,72.8,0
14,24,3,31,4,4,,9/1/2020,49.4,57.7,,,,,,,107.1,0
14,25,3,40,4,2,,9/1/2020,32.3,8.8,,,,,,,41.1,0
14,26,4,13,2,5,,9/1/2020,3,3.4,4.4,34.3,,,,,45.1,0
14,27,4,6,5,2,,9/1/2020,84.9,80.4,72.9,77.1,69.8,,,,385.1,0
14,28,4,46,5,2,,9/1/2020,37.4,6,1.7,,,,,,45.1,0
14,29,4,19,1,2,,9/1/2020,33.8,78,,,,,,,111.8,0
14,30,4,47,2,1,,9/1/2020,21.6,29.4,27.6,7.4,10.2,,,,96.2,0
14,31,4,2,1,3,,9/1/2020,34.7,,,,,,,,34.7,0
14,32,4,12,2,3,,9/1/2020,69.8,62.3,65.4,,,,,,197.5,0
14,33,4,13,3,5,,9/1/2020,,,,,,,,,0,1
14,34,4,5,4,3,,9/1/2020,29.6,35.3,,,,,,,64.9,0
14,35,4,79,2,4,,9/1/2020,,,,,,,,,0,1
14,36,4,41,2,2,,9/1/2020,24.5,,,,,,,,24.5,0
14,37,4,35,4,2,,9/1/2020,14,15.4,6.2,9.1,,,,,44.7,0
14,38,4,17,1,5,,9/1/2020,63.7,9.2,,,,,,,72.9,0
14,39,4,13,2,1,,9/1/2020,41.8,31.9,,,,,,,73.7,0
14,40,4,12,4,2,,9/1/2020,7.5,1.5,1.5,5.4,,,,,15.9,0
14,41,4,19,2,4,,9/1/2020,14.2,13.5,,,,,,,27.7,0
14,42,4,39,1,5,,9/1/2020,13.1,,,,,,,,13.1,0
14,43,4,41,1,2,,9/1/2020,54.7,,,,,,,,54.7,0
14,44,4,20,2,1,,9/1/2020,,,,,,,,,0,1
14,45,4,5,1,5,no living tissue,9/1/2020,,,,,,,,,0,1
14,46,4,35,5,1,,9/1/2020,5.1,14.9,14.9,,,,,,34.9,0
15,1,3,4,5,4,,9/1/2020,32.4,16.3,12.1,25.9,32,,,,118.7,0
15,2,3,29,3,4,,9/1/2020,,,,,,,,,0,1
15,3,3,41,1,3,no living tissue,9/1/2020,,,,,,,,,0,1
15,4,3,27,4,2,,9/1/2020,4.7,7.8,8.6,6.3,13.9,,,,41.3,0
15,5,3,46,4,3,,9/1/2020,19.2,,,,,,,,19.2,0
15,6,3,31,2,3,,9/1/2020,31.2,,,,,,,,31.2,0
15,7,3,17,4,3,,9/1/2020,9,2.5,3.4,4.1,4.3,21.1,,,44.4,0
15,8,3,57,2,4,,9/1/2020,29.7,53.5,,,,,,,83.2,0
15,9,3,18,3,3,,9/1/2020,11.3,33.8,,,,,,,45.1,0
15,10,3,8,3,2,,9/1/2020,11,7.7,9.1,14.5,,,,,42.3,0
15,11,3,68,2,2,,9/1/2020,54.8,,,,,,,,54.8,0
15,12,3,68,4,2,,9/1/2020,63.4,,,,,,,,63.4,0
15,13,3,27,3,4,,9/1/2020,61.6,73.5,7.2,8.1,,,,,150.4,0
15,14,3,17,3,3,,9/1/2020,39.2,11.1,27.9,,,,,,78.2,0
15,15,3,14,3,3,,9/1/2020,28.1,27.3,,,,,,,55.4,0
15,16,3,1,5,5,,9/1/2020,9.8,51.4,,,,,,,61.2,0
15,17,3,57,3,4,,9/1/2020,19,22.6,24.1,,,,,,65.7,0
15,18,3,21,2,1,,9/1/2020,10.5,,,,,,,,10.5,0
15,19,3,20,3,4,,9/1/2020,,,,,,,,,0,1
15,20,3,27,3,1,,9/1/2020,37.6,,,,,,,,37.6,0
15,21,3,67,2,4,,9/1/2020,5.5,9.4,20.1,,,,,,35,0
15,22,3,7,4,1,,9/1/2020,9.6,3.2,23,,,,,,35.8,0
15,23,3,27,5,4,,9/1/2020,47.6,83.5,,,,,,,131.1,0
15,24,3,68,3,1,,9/1/2020,7,41.8,72.3,,,,,,121.1,0
15,25,3,74,1,2,,9/1/2020,67.6,,,,,,,,67.6,0
15,26,4,29,3,1,,9/1/2020,14.4,17.1,,,,,,,31.5,0
15,27,4,29,2,4,,9/1/2020,,,,,,,,,0,1
15,28,4,15,3,3,,9/1/2020,16.7,34.4,,,,,,,51.1,0
15,29,4,14,2,5,,9/1/2020,66.4,9.3,31.6,"0,0,0,0,0",,,,,107.3,0
15,30,4,31,3,5,,9/1/2020,2.2,34.5,27.4,,,,,,64.1,0
15,31,4,69,1,1,,9/1/2020,46.1,,,,,,,,46.1,0
