"","Population","Row","Column","Block","Family","Replicate","Dead","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_score","Year","Urb_Rur","Pop_ID"
"541","36",1,25,2,"4","2","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"542","36",3,20,1,"2","2","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"543","36",20,29,4,"2","3","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"544","36",16,8,3,"5","1","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"545","36",9,34,2,"3","1","1","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"546","36",20,45,4,"3","2","1","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"547","36",3,32,2,"3","5","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"548","36",4,15,1,"2","1","1","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"549","36",9,30,2,"4","1","1","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"550","36",11,11,1,"1","2","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"551","36",6,1,1,"4","4","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"552","36",18,26,4,"5","5","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"553","36",17,32,4,"4","3","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"554","36",1,43,2,"3","3","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"555","36",4,40,2,"1","4","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"556","36",5,43,2,"3","4","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"557","36",20,9,3,"5","4","0","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,-3.25583,"2019",NA,NA
"558","39",3,27,2,"4","2","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"559","39",18,28,4,"1","1","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"560","39",8,30,2,"3","3","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"561","39",17,10,3,"4","5","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"562","39",21,32,4,"4","3","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"563","39",18,2,3,"2","3","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"564","39",3,13,1,"2","2","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"565","39",9,7,1,"3","4","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"566","39",13,2,3,"3","1","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"567","39",7,29,2,"2","5","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"568","39",8,40,2,"3","5","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"569","39",16,22,3,"4","4","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"570","39",5,42,2,"5","3","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"571","39",11,23,1,"5","1","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"572","39",9,36,2,"5","2","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"573","39",16,40,4,"1","2","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"574","39",18,25,3,"1","3","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"575","39",9,17,1,"3","2","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"576","39",2,4,1,"2","1","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"577","39",7,9,1,"2","4","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"578","39",13,37,4,"5","4","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"579","39",14,42,4,"1","5","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"580","39",16,31,4,"1","4","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"581","39",8,43,2,"4","1","0","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,2.30737,"2019",NA,NA
"582","40",1,13,1,"3","5","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"583","40",15,39,4,"2","5","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"584","40",11,35,4,"3","2","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"585","40",1,16,1,"4","5","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"586","40",17,20,3,"1","1","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"587","40",6,11,1,"5","5","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"588","40",20,37,4,"2","3","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"589","40",3,43,2,"5","2","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"590","40",11,17,1,"5","1","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"591","40",12,37,4,"4","1","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"592","40",5,33,2,"3","1","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"593","40",18,43,4,"5","4","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"594","40",21,39,4,"4","4","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"595","40",1,26,2,"3","4","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"596","40",17,16,3,"2","1","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"597","40",2,16,1,"2","2","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"598","40",15,41,4,"3","3","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"599","40",19,3,3,"4","3","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"600","40",14,25,3,"4","2","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"601","40",4,38,2,"5","3","0","AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,1.5481,"2019",NA,NA
"602","41",14,36,4,"2","2","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"603","41",10,30,2,"2","4","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"604","41",2,30,2,"1","1","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"605","41",15,45,4,"4","5","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"606","41",1,14,1,"2","5","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"607","41",12,14,3,"2","3","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"608","41",5,36,2,"1","5","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"609","41",14,5,3,"2","1","0","AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,0.524692,"2019",NA,NA
"610","42",11,27,4,"2","4","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"611","42",11,42,4,"1","4","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"612","42",10,8,1,"1","1","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"613","42",16,45,4,"1","5","1","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"614","42",10,14,1,"2","1","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"615","42",6,41,2,"1","2","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"616","42",13,8,3,"2","5","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"617","42",18,13,3,"1","3","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"618","42",21,17,3,"2","3","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"619","42",2,29,2,"2","2","0","AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,2.65813,"2019",NA,NA
"620","45",12,40,4,"2","2","0","AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,-2.92002,"2019",NA,NA
"621","45",9,23,2,"2","1","0","AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,-2.92002,"2019",NA,NA
"622","45",19,10,3,"1","3","1","AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,-2.92002,"2019",NA,NA
"623","45",9,31,2,"2","4","0","AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,-2.92002,"2019",NA,NA
"624","45",16,36,4,"1","5","0","AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,-2.92002,"2019",NA,NA
"625","46",12,5,3,"1","2","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"626","46",14,28,4,"5","2","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"627","46",2,17,1,"1","5","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"628","46",18,5,3,"4","5","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"629","46",5,18,1,"5","3","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"630","46",18,40,4,"2","1","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"631","46",12,13,3,"3","2","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"632","46",6,13,1,"5","1","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"633","46",13,22,3,"3","3","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"634","46",10,22,1,"1","1","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"635","46",19,46,4,"3","5","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"636","46",17,8,3,"3","4","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"637","46",3,38,2,"2","3","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"638","46",20,4,3,"5","4","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"639","46",3,42,2,"2","2","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"640","46",16,11,3,"4","4","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"641","46",14,21,3,"4","2","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"642","46",21,10,3,"1","4","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"643","46",15,5,3,"4","3","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"644","46",19,22,3,"3","1","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"645","46",4,46,2,"4","1","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"646","46",8,25,2,"2","5","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"647","46",7,14,1,"5","5","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"648","46",19,19,3,"2","4","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"649","46",6,17,1,"1","3","0","AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,-2.26854,"2019",NA,NA
"650","47",12,11,3,"1","4","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"651","47",2,40,2,"2","4","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"652","47",12,3,3,"4","3","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"653","47",21,14,3,"3","1","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"654","47",21,19,3,"5","5","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"655","47",5,16,1,"1","5","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"656","47",4,5,1,"1","1","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"657","47",10,46,4,"4","2","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"658","47",7,11,1,"4","4","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"659","47",19,15,3,"1","2","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"660","47",10,21,1,"5","2","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"661","47",20,39,4,"1","3","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"662","47",4,4,1,"3","5","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"663","47",5,17,1,"3","3","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"664","47",7,4,1,"2","2","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"665","47",21,46,4,"2","5","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"666","47",18,23,3,"3","4","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"667","47",10,31,2,"4","1","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"668","47",14,17,3,"3","2","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"669","47",14,30,4,"2","1","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"670","47",12,42,4,"5","3","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"671","47",5,21,1,"4","5","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"672","47",9,42,2,"5","4","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"673","47",8,19,1,"5","1","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"674","47",2,24,2,"2","3","0","AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,-2.66342,"2019",NA,NA
"675","49",2,5,1,"3","5","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"676","49",13,10,3,"1","1","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"677","49",2,36,2,"4","3","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"678","49",1,18,1,"4","2","1","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"679","49",19,43,4,"2","1","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"680","49",13,11,3,"2","4","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"681","49",6,10,1,"4","5","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"682","49",16,14,3,"2","2","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"683","49",3,39,2,"5","3","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"684","49",9,6,1,"5","5","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"685","49",3,11,1,"3","4","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"686","49",18,18,3,"3","2","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"687","49",20,7,3,"1","3","1","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"688","49",17,30,4,"2","5","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"689","49",5,14,1,"2","3","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"690","49",9,35,2,"3","1","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"691","49",14,23,3,"4","1","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"692","49",13,26,4,"1","2","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"693","49",14,22,3,"3","3","0","AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,0.2286,"2019",NA,NA
"694","51",20,25,3,"4","4","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"695","51",21,15,3,"4","5","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"696","51",12,31,4,"4","1","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"697","51",6,16,1,"2","1","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"698","51",4,34,2,"4","3","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"699","51",9,12,1,"4","2","0","AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,2.67139,"2019",NA,NA
"700","54",17,15,3,"1","5","0","AS067",43.67876,-79.431977,"South",4811.40388831811,4.81140388831811,3.17675,"2019",NA,NA
"701","56",21,44,4,"2","5","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"702","56",10,35,2,"2","4","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"703","56",5,4,1,"3","3","1","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"704","56",3,37,2,"2","1","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"705","56",13,40,4,"2","2","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"706","56",7,30,2,"3","5","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"707","56",20,2,3,"3","1","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"708","56",3,31,2,"4","4","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"709","56",10,4,1,"4","1","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"710","56",18,12,3,"3","2","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"711","56",15,38,4,"4","5","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"712","56",4,17,1,"4","2","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"713","56",13,23,3,"4","3","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"714","56",4,26,2,"2","3","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"715","56",2,7,1,"3","4","0","AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,2.24942,"2019",NA,NA
"716","57",6,34,2,"5","2","1","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"717","57",13,33,4,"1","5","1","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"718","57",2,43,2,"1","4","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"719","57",14,10,3,"3","1","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"720","57",6,7,1,"5","3","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"721","57",2,42,2,"5","1","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"722","57",15,35,4,"4","1","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"723","57",10,38,2,"1","3","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"724","57",14,1,3,"2","3","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"725","57",19,33,4,"4","3","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"726","57",20,22,3,"2","2","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"727","57",11,24,4,"2","1","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"728","57",15,17,3,"3","4","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"729","57",12,38,4,"2","5","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"730","57",9,38,2,"5","4","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"731","57",8,17,1,"3","2","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"732","57",12,25,4,"4","4","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"733","57",12,19,3,"5","5","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"734","57",8,2,1,"1","2","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"735","57",7,34,2,"4","5","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"736","57",15,8,3,"2","4","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"737","57",17,39,4,"3","3","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"738","57",10,37,2,"1","1","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"739","57",16,2,3,"4","2","0","AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,2.71762,"2019",NA,NA
"740","61",13,16,3,"4","3","0","AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,0.644411,"2019",NA,NA
"741","61",10,44,4,"1","1","0","AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,0.644411,"2019",NA,NA
"742","61",11,13,1,"1","5","0","AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,0.644411,"2019",NA,NA
"743","61",4,10,1,"5","1","1","AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,0.644411,"2019",NA,NA
"744","61",19,24,3,"3","5","0","AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,0.644411,"2019",NA,NA
