"","Row","Column","Block","Population","Family","Replicate","Alive","Herbivory","Date","Surveyor","Comment"
"336",8,14,"1","62","2","5",1,"0,3,1,25,0","8/26/2021","Sophie",NA
"337",8,15,"1","15","1","5",1,"0,10,0,8,0","8/26/2021","Sophie",NA
"338",8,16,"1","14","3","2",1,"0,34,20,0,1","8/26/2021","Sophie",NA
"339",8,17,"1","57","3","2",0,NA,"8/26/2021","Sophie",NA
"340",8,18,"1","62","1","2",0,NA,"8/26/2021","Sophie",NA
"341",8,19,"1","47","5","1",1,"0,22,36,5,4","8/26/2021","Sophie",NA
"342",8,20,"1","15","5","1",1,"0,0,20,0,0","8/26/2021","Sophie",NA
"343",8,21,"1","16","2","1",0,NA,"8/26/2021","Sophie",NA
"344",8,22,"1","29","4","3",1,"2,4,2,0,0","8/26/2021","Sophie",NA
"345",8,23,"2","68","5","2",1,"2,1,2,1,3","8/26/2021","Sophie",NA
"346",8,24,"2","4","2","2",1,"0,0,4,25,2","8/26/2021","Sophie",NA
"347",8,25,"2","46","2","5",1,"0,0,0,0,3","8/26/2021","Sophie",NA
"348",8,26,"2","68","4","1",1,"1,1,2,2,0","8/26/2021","Sophie",NA
"349",8,27,"2","6","3","5",1,"1,1,1,0,2","8/26/2021","Sophie",NA
"350",8,28,"2","7","1","2",1,"0,0,2,4,3","8/26/2021","Sophie",NA
"351",8,29,"2","35","3","5",0,NA,"8/26/2021","Sophie",NA
"352",8,30,"2","39","3","3",1,"3,16,4,0,2","8/26/2021","Sophie",NA
"353",8,31,"2","62","4","4",1,"0,0,1,1,0","8/26/2021","Sophie",NA
"354",8,32,"2","4","3","3",1,"14,1,0,1,1","8/26/2021","Sophie",NA
"355",8,33,"2","21","1","2",1,"2,0,1,0,0","8/26/2021","Sophie",NA
"356",8,34,"2","77","4","3",1,"0,3,2,2,5","8/26/2021","Sophie",NA
"357",8,35,"2","17","4","2",1,"0,0,2,22,0","8/26/2021","Sophie",NA
"358",8,36,"2","27","5","2",1,"1,2,1,6,4","8/26/2021","Sophie",NA
"359",8,37,"2","26","1","1",1,"12,0,2,0,2","8/26/2021","Sophie",NA
"360",8,38,"2","17","3","1",1,"18,5,2,0,32","8/26/2021","Sophie",NA
"361",8,39,"2","5","4","1",0,NA,"8/26/2021","Sophie",NA
"362",8,40,"2","39","3","5",1,"0,4,0,2,2","8/26/2021","Sophie",NA
"363",8,41,"2","64","2","2",0,NA,"8/26/2021","Sophie",NA
"364",8,42,"2","64","3","3",1,"4,10,0,10,30","8/26/2021","Sophie",NA
"365",8,43,"2","39","4","1",1,"0,0,0,0,2","8/26/2021","Sophie",NA
"366",8,44,"2","62","1","3",0,NA,"8/26/2021","Sophie",NA
"367",8,45,"2","67","2","2",1,"3,0,4,2,28","8/26/2021","Sophie",NA
"368",8,46,"2","67","5","3",0,NA,"8/26/2021","Sophie",NA
"369",9,1,"1","28","1","5",1,"0,0,5,2,1","8/25/2021","Sophie",NA
"370",9,2,"1","4","3","1",1,"2,5,2,0,0","8/25/2021","Sophie",NA
"371",9,3,"1","12","3","1",1,"3,3,5,2,4","8/25/2021","Sophie",NA
"372",9,4,"1","27","4","1",1,"3,1,1,0,10","8/25/2021","Sophie",NA
"373",9,5,"1","1","4","3",1,"0,0,1,4,2","8/25/2021","Sophie",NA
"374",9,6,"1","49","5","5",1,"22,2,2,1,0","8/25/2021","Sophie",NA
"375",9,7,"1","39","3","4",1,"0,16,0,0,3","8/25/2021","Sophie",NA
"376",9,8,"1","77","3","1",1,"3,6,0,2,0","8/25/2021","Sophie",NA
"377",9,9,"1","3","2","2",0,NA,"8/25/2021","Sophie",NA
"378",9,10,"1","69","2","4",0,NA,"8/25/2021","Sophie",NA
"379",9,11,"1","17","2","5",0,NA,"8/25/2021","Sophie",NA
"380",9,12,"1","51","4","2",1,NA,"8/25/2021","Sophie",NA
"381",9,13,"1","79","1","1",1,"0,1,1,14,1","8/25/2021","Sophie",NA
"382",9,14,"1","5","5","5",0,NA,"8/25/2021","Sophie",NA
"383",9,15,"1","13","5","2",1,"no pot","8/25/2021","Sophie",NA
"384",9,16,"1","30","5","3",1,"0,0,1,3,3","8/25/2021","Sophie",NA
"385",9,17,"1","39","3","2",1,"0,18,4,4,3","8/25/2021","Sophie",NA
"386",9,18,"1","20","1","2",0,NA,"8/25/2021","Sophie",NA
"387",9,19,"1","72","3","1",1,"1,5,0,0,0","8/25/2021","Sophie",NA
"388",9,20,"1","7","3","3",1,"2,30,5,1,0","8/25/2021","Sophie",NA
"389",9,21,"1","79","4","2",1,"20,2,0,0,0","8/25/2021","Sophie",NA
"390",9,22,"1","15","3","5",1,"10,6,44,2,0","8/25/2021","Sophie",NA
"391",9,23,"2","45","2","1",1,"1,5,3,3,0","8/25/2021","Sophie",NA
"392",9,24,"2","27","4","5",0,NA,"8/25/2021","Sophie",NA
"393",9,25,"2","64","5","3",1,"2,0,1,0,0","8/25/2021","Sophie",NA
"394",9,26,"2","77","1","2",1,"0,4,0,0,1","8/25/2021","Sophie",NA
"395",9,27,"2","64","2","4",0,NA,"8/25/2021","Sophie",NA
"396",9,28,"2","7","3","5",0,NA,"8/25/2021","Sophie",NA
"397",9,29,"2","35","4","1",1,"2,0,0,2,0","8/25/2021","Sophie",NA
"398",9,30,"2","36","4","1",1,"0,3,5,0,1","8/25/2021","Sophie",NA
"399",9,31,"2","45","2","4",1,"4,2,2,2,8","8/25/2021","Sophie",NA
"400",9,32,"2","15","3","1",1,"24,3,1,0,2","8/25/2021","Sophie",NA
"401",9,33,"2","77","5","3",1,"0,5,1,0,0","8/25/2021","Sophie",NA
"402",9,34,"2","36","3","1",0,NA,"8/25/2021","Sophie",NA
"403",9,35,"2","49","3","1",1,"2,3,0,3,0","8/25/2021","Sophie",NA
"404",9,36,"2","39","5","2",1,"5,30,15,4,5","8/25/2021","Sophie",NA
"405",9,37,"2","6","4","4",1,"0,4,3,6,4","8/25/2021","Sophie",NA
"406",9,38,"2","57","5","4",1,"0,0,0,0,01","8/25/2021","Sophie",NA
"407",9,39,"2","15","5","4",0,NA,"8/25/2021","Sophie",NA
"408",9,40,"2","62","5","5",1,"25,1,0,1,2","8/25/2021","Sophie",NA
"409",9,41,"2","17","3","5",1,"0,0,0,5,4","8/25/2021","Sophie",NA
"410",9,42,"2","47","5","4",1,"3,0,2,2,22","8/25/2021","Sophie",NA
"411",9,43,"2","35","2","2",1,"2,5,8,10,3","8/25/2021","Sophie",NA
"412",9,44,"2","5","2","3",1,"40,10,0,0,1","8/25/2021","Sophie",NA
"413",9,45,"2","72","3","4",1,"0,0,0,0,02","8/25/2021","Sophie",NA
"414",9,46,"2","1","1","4",0,NA,"8/25/2021","Sophie",NA
"415",10,1,"1","14","4","5",1,"8,0,10,2,6","8/25/2021","Sophie",NA
"416",10,2,"1","62","4","5",1,"2,1,0,0,0","8/25/2021","Sophie",NA
"417",10,3,"1","79","3","1",1,"18,2,1,0,0","8/25/2021","Sophie",NA
"418",10,4,"1","56","4","1",1,"0,0,0,0,50","8/25/2021","Sophie",NA
"419",10,5,"1","1","5","2",1,"23,2,0,1,5","8/25/2021","Sophie",NA
"420",10,6,"1","62","4","2",1,"0,22,5,5,2","8/25/2021","Sophie",NA
"421",10,7,"1","7","3","4",0,NA,"8/25/2021","Sophie",NA
"422",10,8,"1","42","1","1",1,"0,12,2,0,12","8/25/2021","Sophie",NA
"423",10,9,"1","69","1","2",1,"1,3,4,5,26","8/25/2021","Sophie",NA
"424",10,10,"1","67","4","5",1,"0,0,0,0,06","8/25/2021","Sophie",NA
"425",10,11,"1","16","3","3",1,"0,3,3,5,2","8/25/2021","Sophie",NA
"426",10,12,"1","72","4","4",1,"2,0,1,1,25","8/25/2021","Sophie",NA
"427",10,13,"1","12","3","4",1,"0,0,15,2,14","8/25/2021","Sophie",NA
"428",10,14,"1","42","2","1",1,"0,8,3,14,1","8/25/2021","Sophie",NA
"429",10,15,"1","61","3","3",1,"1,2,0,0,0","8/25/2021","Sophie",NA
"430",10,16,"1","23","1","4",1,"2,2,2,0,0","8/25/2021","Sophie",NA
"431",10,17,"1","17","5","3",1,"1,8,1,32,4","8/25/2021","Sophie",NA
"432",10,18,"1","72","1","5",1,"1,0,0,1,0","8/25/2021","Sophie",NA
"433",10,19,"1","9","2","4",1,"3,0,0,2,2","8/25/2021","Sophie",NA
"434",10,20,"1","31","2","1",1,"5,3,10,2,4","8/25/2021","Sophie",NA
"435",10,21,"1","47","5","2",0,NA,"8/25/2021","Sophie",NA
"436",10,22,"1","46","1","1",1,"0,0,2,0,1","8/25/2021","Sophie",NA
"437",10,23,"1","31","3","3",1,"0,0,0,0,02","8/25/2021","Sophie",NA
"438",10,24,"2","5","3","5",1,"0,2,3,1,5","8/25/2021","Sophie",NA
"439",10,25,"2","14","1","3",1,"4,2,3,0,0","8/25/2021","Sophie",NA
"440",10,26,"2","3","5","4",1,"6,8,1,0,1","8/25/2021","Sophie",NA
"441",10,27,"2","30","3","3",1,"0,0,4,2,1","8/25/2021","Sophie",NA
"442",10,28,"2","61","4","1",1,"1,3,2,2,1","8/25/2021","Sophie",NA
"443",10,29,"2","31","5","2",1,"1,3,10,0,1","8/25/2021","Sophie",NA
"444",10,30,"2","41","2","4",0,NA,"8/25/2021","Sophie",NA
"445",10,31,"2","47","4","1",1,"1,0,0,0,1","8/25/2021","Sophie",NA
"446",10,32,"2","16","1","2",0,NA,"8/25/2021","Sophie",NA
"447",10,33,"2","28","4","5",1,"4,0,1,0,2","8/25/2021","Sophie",NA
"448",10,34,"2","5","5","2",1,"3,5,8,1,1","8/25/2021","Sophie",NA
"449",10,35,"2","56","2","4",1,"3,3,3,2,2","8/25/2021","Sophie",NA
"450",10,36,"2","72","5","1",0,NA,"8/25/2021","Sophie",NA
"451",10,37,"2","57","1","1",1,"4,2,1,0,0","8/25/2021","Sophie",NA
"452",10,38,"2","57","1","3",1,"0,8,-,-,-","8/25/2021","Sophie",NA
"453",10,39,"2","79","3","5",1,"2,1,1,4,22","8/25/2021","Sophie",NA
"454",10,40,"2","68","4","4",0,NA,"8/25/2021","Sophie",NA
"455",10,41,"4","15","2","1",1,"8,0,2,0,1","8/25/2021","Sophie",NA
"456",10,42,"4","5","4","4",1,"3,4,8,4,4","8/25/2021","Sophie",NA
"457",10,43,"4","32","1","4",0,NA,"8/25/2021","Sophie",NA
"458",10,44,"4","61","1","1",1,"0,0,0,26,2","8/25/2021","Sophie",NA
"459",10,45,"4","31","3","2",0,NA,"8/25/2021","Sophie",NA
"460",10,46,"4","47","4","2",0,NA,"8/25/2021","Sophie",NA
"461",11,1,"1","64","1","1",1,"0,20,32,3,50","8/25/2021","Sophie",NA
"462",11,2,"1","3","4","1",1,"0,10,0,0,1","8/25/2021","Sophie",NA
"463",11,3,"1","11","1","3",1,"0,0,0,0,02","8/25/2021","Sophie",NA
"464",11,4,"1","11","3","2",1,"0,0,0,0,03","8/25/2021","Sophie",NA
"465",11,5,"1","18","3","1",1,"6,-,-,-,-","8/25/2021","Sophie",NA
"466",11,6,"1","29","4","1",0,NA,"8/25/2021","Sophie",NA
"467",11,7,"1","35","5","3",1,"5,3,32,3,4","8/25/2021","Sophie",NA
"468",11,8,"1","64","1","4",1,"5,0,0,0,4","8/25/2021","Sophie",NA
"469",11,9,"1","2","1","2",1,"6,2,1,42,0","8/25/2021","Sophie",NA
"470",11,10,"1","64","5","1",1,"0,4,0,2,3","8/25/2021","Sophie",NA
"471",11,11,"1","36","1","2",1,"0,1,34,25,54","8/25/2021","Sophie",NA
"472",11,12,"1","67","5","5",1,"0,10,4,32,16","8/25/2021","Sophie",NA
"473",11,13,"1","61","1","5",1,"1,2,3,4,88","8/25/2021","Sophie",NA
"474",11,14,"1","74","2","2",1,"2,1,0,2,4","8/25/2021","Sophie",NA
"475",11,15,"1","68","2","5",0,NA,"8/25/2021","Sophie",NA
"476",11,16,"1","29","2","2",0,NA,"8/25/2021","Sophie",NA
"477",11,17,"1","40","5","1",1,"2,4,3,28,16","8/25/2021","Sophie",NA
"478",11,18,"1","1","2","4",0,NA,"8/25/2021","Sophie",NA
"479",11,19,"1","74","1","5",0,NA,"8/25/2021","Sophie",NA
"480",11,20,"1","2","4","5",1,"0,0,0,1,1","8/25/2021","Sophie",NA
"481",11,21,"1","4","2","4",1,"0,3,15,2,54","8/25/2021","Sophie",NA
"482",11,22,"1","9","1","2",0,NA,"8/25/2021","Sophie",NA
"483",11,23,"1","39","5","1",1,"1,14,4,0,2","8/25/2021","Sophie",NA
"484",11,24,"4","57","2","1",1,"8,22,5,3,2","8/25/2021","Sophie",NA
"485",11,25,"4","17","4","1",0,NA,"8/25/2021","Sophie",NA
"486",11,26,"4","67","1","3",1,"1,1,0,0,1","8/25/2021","Sophie",NA
"487",11,27,"4","42","2","4",0,NA,"8/25/2021","Sophie",NA
"488",11,28,"4","12","2","1",1,"1,2,0,0,0","8/25/2021","Sophie",NA
"489",11,29,"4","30","2","1",1,"25,56,52,26,3","8/25/2021","Sophie",NA
"490",11,30,"4","4","4","1",1,"1,1,0,18,66","8/25/2021","Sophie",NA
"491",11,31,"4","17","4","5",1,"3,1,0,0,4","8/25/2021","Sophie",NA
"492",11,32,"4","35","4","3",1,"0,3,1,0,1","8/25/2021","Sophie",NA
"493",11,33,"4","68","5","5",1,"3,22,8,26,4","8/25/2021","Sophie",NA
"494",11,34,"4","67","1","2",1,"0,2,6,4,12","8/25/2021","Sophie",NA
"495",11,35,"4","40","3","2",1,"26,0,0,30,0","8/25/2021","Sophie",NA
"496",11,36,"4","68","5","4",1,"0,4,0,4,6","8/25/2021","Sophie",NA
"497",11,37,"4","4","2","1",0,NA,"8/25/2021","Sophie",NA
"498",11,38,"4","28","1","2",0,NA,"8/25/2021","Sophie",NA
"499",11,39,"4","26","1","4",1,"0,0,0,0,02","8/25/2021","Sophie",NA
"500",11,40,"4","6","3","4",0,NA,"8/25/2021","Sophie",NA
"501",11,41,"4","16","1","1",0,NA,"8/25/2021","Sophie",NA
"502",11,42,"4","42","1","4",0,NA,"8/25/2021","Sophie",NA
"503",11,43,"4","41","1","4",0,NA,"8/25/2021","Sophie",NA
"504",11,44,"4","21","3","3",0,NA,"8/25/2021","Sophie",NA
"505",11,45,"4","35","3","3",1,"4,0,0,5,2","8/25/2021","Sophie",NA
"506",11,46,"4","31","1","5",1,"0,2,4,0,0","8/25/2021","Sophie",NA
"507",12,1,"3","7","1","1",1,"0,1,1,0,2","8/25/2021","Sophie",NA
"508",12,2,"3","1","3","2",1,"0,0,0,0,01","8/25/2021","Sophie",NA
"509",12,3,"3","47","4","3",1,"40,4,0,5,0","8/25/2021","Sophie",NA
"510",12,4,"3","61","1","3",1,"0,0,3,4,1","8/25/2021","Sophie",NA
"511",12,5,"3","46","1","2",1,"0,0,0,0,0","8/25/2021","Sophie",NA
"512",12,6,"3","79","2","2",0,NA,"8/25/2021","Sophie",NA
"513",12,7,"3","9","1","4",1,"12,12,2,5,16","8/25/2021","Sophie",NA
"514",12,8,"3","32","1","1",1,"0,0,4,0,36","8/25/2021","Sophie",NA
"515",12,9,"3","7","2","4",0,NA,"8/25/2021","Sophie",NA
"516",12,10,"3","72","5","4",1,"2,1,2,10,3","8/25/2021","Sophie",NA
"517",12,11,"3","47","1","4",1,"0,14,1,1,3","8/25/2021","Sophie",NA
"518",12,12,"3","62","2","2",1,"1,1,4,2,2","8/25/2021","Sophie",NA
"519",12,13,"3","46","3","2",0,NA,"8/25/2021","Sophie",NA
"520",12,14,"3","41","2","3",1,"8,1,1,0,2","8/25/2021","Sophie",NA
"521",12,15,"3","67","4","1",1,"68,0,0,46","8/25/2021","Sophie",NA
"522",12,16,"3","67","4","2",1,"5,0,1,0,1","8/25/2021","Sophie",NA
"523",12,17,"3","8","1","2",1,"1,1,3,1,10","8/25/2021","Sophie",NA
"524",12,18,"3","36","5","2",0,NA,"8/25/2021","Sophie",NA
"525",12,19,"3","57","5","5",1,"0,0,0,0,0","8/25/2021","Sophie",NA
"526",12,20,"3","68","2","3",1,"20,4,2,10,2","8/25/2021","Sophie",NA
"527",12,21,"3","23","1","1",0,NA,"8/25/2021","Sophie",NA
"528",12,22,"1","21","4","3",1,"2,1,5,14,0","8/25/2021","Sophie",NA
"529",12,23,"1","6","1","1",1,"0,0,2,3,0","8/25/2021","Sophie",NA
"530",12,24,"4","17","3","4",1,"0,0,24,6,0","8/25/2021","Sophie",NA
"531",12,25,"4","57","4","4",0,NA,"8/25/2021","Sophie",NA
"532",12,26,"4","29","5","3",1,"16,6,0,2,1","8/25/2021","Sophie",NA
"533",12,27,"4","6","1","2",1,"2,0,0,2,1","8/25/2021","Sophie",NA
"534",12,28,"4","17","2","3",0,NA,"8/25/2021","Sophie",NA
"535",12,29,"4","41","1","3",1,"0,01,1,54","8/25/2021","Sophie",NA
"536",12,30,"4","14","4","3",1,"0,4,20,4,5","8/25/2021","Sophie",NA
"537",12,31,"4","51","4","1",1,"5,3,2,1,50","8/25/2021","Sophie",NA
"538",12,32,"4","28","4","4",1,"1,3,5,1,1","8/25/2021","Sophie",NA
"539",12,33,"4","35","5","2",1,"1,2,3,2,46","8/25/2021","Sophie",NA
"540",12,34,"4","61","1","2",1,"14,2,3,4,1","8/25/2021","Sophie",NA
"541",12,35,"4","72","3","3",0,NA,"8/25/2021","Sophie",NA
"542",12,36,"4","14","4","1",1,"23,25,0,3,0","8/25/2021","Sophie",NA
"543",12,37,"4","40","4","1",0,NA,"8/25/2021","Sophie",NA
"544",12,38,"4","57","2","5",1,"0,3,0,4,4","8/25/2021","Sophie",NA
"545",12,39,"4","68","1","1",0,NA,"8/25/2021","Sophie",NA
"546",12,40,"4","45","2","2",0,NA,"8/25/2021","Sophie",NA
"547",12,41,"4","13","1","2",0,NA,"8/25/2021","Sophie",NA
"548",12,42,"4","47","5","3",0,NA,"8/25/2021","Sophie",NA
"549",12,43,"4","19","1","5",0,NA,"8/25/2021","Sophie",NA
"550",12,44,"4","64","5","2",1,"50,20,54,22,16","8/25/2021","Sophie",NA
"551",12,45,"4","21","5","5",0,NA,"8/25/2021","Sophie",NA
"552",12,46,"4","21","5","4",1,"0,4,0,48,6","8/25/2021","Sophie",NA
"553",13,1,"3","72","2","2",1,"0,0,0,2,2","8/24/2021","Sophie",NA
"554",13,2,"3","39","3","1",1,"0,0,2,2,2","8/24/2021","Sophie",NA
"555",13,3,"3","13","1","3",1,"1,1,0,0,0","8/24/2021","Sophie",NA
"556",13,4,"3","41","1","4",1,"28,0,0,0,0","8/24/2021","Sophie",NA
"557",13,5,"3","77","2","5",0,NA,"8/24/2021","Sophie",NA
"558",13,6,"3","35","5","5",0,NA,"8/24/2021","Sophie",NA
"559",13,7,"3","20","2","2",0,NA,"8/24/2021","Sophie",NA
"560",13,8,"3","42","2","5",1,"1,2,2,0,3","8/24/2021","Sophie",NA
"561",13,9,"3","77","4","4",1,"0,0,0,0,01","8/24/2021","Sophie",NA
"562",13,10,"3","49","1","1",1,"0,0,0,0,02","8/24/2021","Sophie",NA
"563",13,11,"3","49","2","4",0,NA,"8/24/2021","Sophie",NA
"564",13,12,"3","13","3","3",0,NA,"8/24/2021","Sophie",NA
"565",13,13,"3","17","1","2",0,NA,"8/24/2021","Sophie",NA
"566",13,14,"3","61","5","3",1,"1,2,1,0,16","8/24/2021","Sophie",NA
"567",13,15,"3","62","1","4",0,NA,"8/24/2021","Sophie",NA
"568",13,16,"3","61","4","3",1,"20,1,1,0,0","8/24/2021","Sophie",NA
"569",13,17,"3","14","1","2",1,"0,4,4,2,32","8/24/2021","Sophie",NA
"570",13,18,"3","14","5","5",1,"12,10,5,4,1","8/24/2021","Sophie",NA
"571",13,19,"3","72","3","2",0,NA,"8/24/2021","Sophie",NA
"572",13,20,"3","20","5","5",1,"3,2,2,1,2","8/24/2021","Sophie",NA
"573",13,21,"3","19","3","1",1,"0,3,3,1,0","8/24/2021","Sophie",NA
"574",13,22,"3","46","3","3",1,"0,14,2,2,1","8/24/2021","Sophie",NA
"575",13,23,"3","56","4","3",0,NA,"8/24/2021","Sophie",NA
"576",13,24,"3","11","2","3",1,"10,8,32,1,50","8/24/2021","Sophie",NA
"577",13,25,"3","62","2","4",1,"0,1,1,0,4","8/24/2021","Sophie",NA
"578",13,26,"4","49","1","2",1,"0,4,2,0,0","8/24/2021","Sophie",NA
"579",13,27,"4","1","2","3",1,"0,0,4,2,1","8/24/2021","Sophie",NA
"580",13,28,"4","11","1","1",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"581",13,29,"4","12","1","2",1,"0,2,2,1,1","8/24/2021","Sophie",NA
"582",13,30,"4","7","5","1",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"583",13,31,"4","1","2","5",0,NA,"8/24/2021","Sophie",NA
"584",13,32,"4","61","3","4",1,"1,2,2,1,3","8/24/2021","Sophie",NA
"585",13,33,"4","57","1","5",0,NA,"8/24/2021","Sophie",NA
"586",13,34,"4","35","2","4",0,NA,"8/24/2021","Sophie",NA
"587",13,35,"4","6","5","3",1,"0,1,0,0,3","8/24/2021","Sophie",NA
"588",13,36,"4","79","4","3",1,"0,0,0,0,04","8/24/2021","Sophie",NA
"589",13,37,"4","39","5","4",1,"1,40,10,18,4","8/24/2021","Sophie",NA
"590",13,38,"4","9","2","5",0,NA,"8/24/2021","Sophie",NA
"591",13,39,"4","5","1","3",1,"12,12,8,6,4","8/24/2021","Sophie",NA
"592",13,40,"4","56","2","2",0,NA,"8/24/2021","Sophie",NA
"593",13,41,"4","12","1","3",0,NA,"8/24/2021","Sophie",NA
"594",13,42,"4","19","5","5",0,NA,"8/24/2021","Sophie",NA
"595",13,43,"4","1","3","1",0,NA,"8/24/2021","Sophie",NA
"596",13,44,"4","27","3","2",1,"12,2,2,0,8","8/24/2021","Sophie",NA
"597",13,45,"4","19","5","1",0,NA,"8/24/2021","Sophie",NA
"598",13,46,"4","68","1","2",0,NA,"8/24/2021","Sophie",NA
"599",14,1,"3","57","2","3",1,"0,25,0,0,4","8/24/2021","Sophie",NA
"600",14,2,"3","21","4","5",1,"1,0,2,0,0","8/24/2021","Sophie",NA
"601",14,3,"3","21","1","3",1,"1,1,2,0,6","8/24/2021","Sophie",NA
"602",14,4,"3","11","1","4",0,NA,"8/24/2021","Sophie",NA
"603",14,5,"3","41","2","1",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"604",14,6,"3","4","1","5",1,"5,0,2,0,1","8/24/2021","Sophie",NA
"605",14,7,"3","21","1","4",1,"4,0,1,1,2","8/24/2021","Sophie",NA
"606",14,8,"3","7","1","5",1,"0,0,5,0,1","8/24/2021","Sophie",NA
"607",14,9,"3","19","3","4",1,"23,2,2,3,18","8/24/2021","Sophie",NA
"608",14,10,"3","57","3","1",1,"5,8,3,0,4","8/24/2021","Sophie",NA
"609",14,11,"3","74","2","4",1,"0,0,0,0,03","8/24/2021","Sophie",NA
"610",14,12,"3","35","3","1",1,"3,8,2,35,0","8/24/2021","Sophie",NA
"611",14,13,"3","29","2","1",1,"20,4,50,1,0","8/24/2021","Sophie",NA
"612",14,14,"3","13","2","4",1,"0,3,0,5,6","8/24/2021","Sophie",NA
"613",14,15,"3","77","5","4",1,"0,0,0,0,02","8/24/2021","Sophie",NA
"614",14,16,"3","35","2","5",1,"1,1,0,0,0","8/24/2021","Sophie",NA
"615",14,17,"3","47","3","2",1,"2,4,0,0,5","8/24/2021","Sophie",NA
"616",14,18,"3","62","4","3",1,"1,0,0,3,0","8/24/2021","Sophie",NA
"617",14,19,"3","30","4","2",1,"50,14,1,44,40","8/24/2021","Sophie",NA
"618",14,20,"3","31","4","3",1,"3,0,3,5,0","8/24/2021","Sophie",NA
"619",14,21,"3","46","4","2",1,"0,-,-,-,-","8/24/2021","Sophie",NA
"620",14,22,"3","49","3","3",1,"22,10,2,16,3","8/24/2021","Sophie",NA
"621",14,23,"3","49","4","1",1,"3,70,50,26,8","8/24/2021","Sophie",NA
"622",14,24,"3","31","4","4",1,"25,4,2,0,0","8/24/2021","Sophie",NA
"623",14,25,"3","40","4","2",1,"0,0,0,0,05","8/24/2021","Sophie",NA
"624",14,26,"4","13","2","5",0,NA,"8/24/2021","Sophie",NA
"625",14,27,"4","6","5","2",1,"0,5,1,0,2","8/24/2021","Sophie",NA
"626",14,28,"4","46","5","2",1,"0,0,0,2,3","8/24/2021","Sophie",NA
"627",14,29,"4","19","1","2",1,"4,1,12,30,0","8/24/2021","Sophie",NA
"628",14,30,"4","47","2","1",1,"0,54,3,14,5","8/24/2021","Sophie",NA
"629",14,31,"4","2","1","3",1,"0,2,0,2,1","8/24/2021","Sophie",NA
"630",14,32,"4","12","2","3",1,"3,3,4,0,1","8/24/2021","Sophie",NA
"631",14,33,"4","13","3","5",1,"0,0,0,8,2","8/24/2021","Sophie",NA
"632",14,34,"4","5","4","3",1,"0,22,25,0,8","8/24/2021","Sophie",NA
"633",14,35,"4","79","2","4",0,NA,"8/24/2021","Sophie",NA
"634",14,36,"4","41","2","2",1,"28,3,0,6,6","8/24/2021","Sophie",NA
"635",14,37,"4","35","4","2",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"636",14,38,"4","17","1","5",1,"2,4,0,30,2","8/24/2021","Sophie",NA
"637",14,39,"4","13","2","1",1,"8,8,2,1,0","8/24/2021","Sophie",NA
"638",14,40,"4","12","4","2",0,NA,"8/24/2021","Sophie",NA
"639",14,41,"4","19","2","4",0,NA,"8/24/2021","Sophie",NA
"640",14,42,"4","39","1","5",1,"0,0,0,0,22","8/24/2021","Sophie",NA
"641",14,43,"4","41","1","2",1,"3,4,3,0,3","8/24/2021","Sophie",NA
"642",14,44,"4","20","2","1",0,NA,"8/24/2021","Sophie",NA
"643",14,45,"4","5","1","5",0,NA,"8/24/2021","Sophie",NA
"644",14,46,"4","35","5","1",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"645",15,1,"3","4","5","4",1,"1,0,0,1,1","8/24/2021","Sophie",NA
"646",15,2,"3","29","3","4",0,NA,"8/24/2021","Sophie",NA
"647",15,3,"3","41","1","3",1,"4,2,0,2,4","8/24/2021","Sophie",NA
"648",15,4,"3","27","4","2",1,"10,3,2,1,4,12","8/24/2021","Sophie",NA
"649",15,5,"3","46","4","3",1,"0,0,0,0,04","8/24/2021","Sophie",NA
"650",15,6,"3","31","2","3",1,"1,14,18,4,8","8/24/2021","Sophie",NA
"651",15,7,"3","17","4","3",1,"3,0,3,3,4","8/24/2021","Sophie",NA
"652",15,8,"3","57","2","4",1,"3,6,0,1,0","8/24/2021","Sophie",NA
"653",15,9,"3","18","3","3",1,"0,0,4,4,3","8/24/2021","Sophie",NA
"654",15,10,"3","8","3","2",0,NA,"8/24/2021","Sophie",NA
"655",15,11,"3","68","2","2",1,"0,20,0,0,6","8/24/2021","Sophie",NA
"656",15,12,"3","68","4","2",1,"1,0,5,2,3","8/24/2021","Sophie",NA
"657",15,13,"3","27","3","4",1,"3,0,2,0,2","8/24/2021","Sophie",NA
"658",15,14,"3","17","3","3",1,"0,0,0,0,02","8/24/2021","Sophie",NA
"659",15,15,"3","14","3","3",1,"0,2,32,1,3","8/24/2021","Sophie",NA
"660",15,16,"3","1","5","5",1,"0,0,0,0,0","8/24/2021","Sophie",NA
"661",15,17,"3","57","3","4",0,NA,"8/24/2021","Sophie",NA
"662",15,18,"3","21","2","1",1,"1,12,22,10,3","8/24/2021","Sophie",NA
"663",15,19,"3","20","3","4",0,NA,"8/24/2021","Sophie",NA
"664",15,20,"3","27","3","1",0,NA,"8/24/2021","Sophie",NA
"665",15,21,"3","67","2","4",0,NA,"8/24/2021","Sophie",NA
"666",15,22,"3","7","4","1",1,"0,2,0,50,30","8/24/2021","Sophie",NA
