"","Row","Column","Block","Population","Family","Replicate","Surveyor","Date","Monarch_Quantity_Observed","Liriomyza_asclepiadis","Labidomera_clivicollis","Comment","Sample"
"353",8,31,"2","62","4","4","Hayden","7/15/21",4,4,0,NA,"Early"
"354",8,32,"2","4","3","3","Hayden","7/15/21",1,1,0,NA,"Early"
"355",8,33,"2","21","1","2","Hayden","7/15/21",1,3,0,NA,"Early"
"356",8,34,"2","77","4","3","Hayden","7/15/21",0,2,0,NA,"Early"
"357",8,35,"2","17","4","2","Hayden","7/15/21",2,2,0,NA,"Early"
"358",8,36,"2","27","5","2","Hayden","7/15/21",3,3,0,NA,"Early"
"359",8,37,"2","26","1","1","Hayden","7/15/21",1,8,0,NA,"Early"
"360",8,38,"2","17","3","1","Hayden","7/15/21",1,2,0,NA,"Early"
"361",8,39,"2","5","4","1","Hayden","7/15/21",0,2,0,NA,"Early"
"362",8,40,"2","39","3","5","Hayden","7/15/21",1,2,0,NA,"Early"
"363",8,41,"2","64","2","2","Hayden","7/15/21",0,1,0,NA,"Early"
"364",8,42,"2","64","3","3","Hayden","7/15/21",1,7,0,NA,"Early"
"365",8,43,"2","39","4","1","Hayden","7/15/21",1,0,0,NA,"Early"
"366",8,44,"2","62","1","3","Hayden","7/15/21",0,1,0,NA,"Early"
"367",8,45,"2","67","2","2","Hayden","7/15/21",0,2,0,NA,"Early"
"368",8,46,"2","67","5","3","Hayden","7/15/21",0,0,0,NA,"Early"
"369",9,1,"1","28","1","5","Hayden","7/15/21",1,0,0,NA,"Early"
"370",9,2,"1","4","3","1","Hayden","7/15/21",2,1,0,NA,"Early"
"371",9,3,"1","12","3","1","Hayden","7/15/21",0,0,0,NA,"Early"
"372",9,4,"1","27","4","1","Hayden","7/15/21",1,0,0,NA,"Early"
"373",9,5,"1","1","4","3","Hayden","7/15/21",3,4,0,NA,"Early"
"374",9,6,"1","49","5","5","Hayden","7/15/21",1,0,0,NA,"Early"
"375",9,7,"1","39","3","4","Hayden","7/15/21",4,1,0,NA,"Early"
"376",9,8,"1","77","3","1","Hayden","7/15/21",0,2,0,NA,"Early"
"377",9,9,"1","3","2","2","Hayden","7/15/21",0,0,0,NA,"Early"
"378",9,10,"1","69","2","4","Hayden","7/15/21",0,0,0,NA,"Early"
"379",9,11,"1","17","2","5","Hayden","7/15/21",0,1,0,NA,"Early"
"380",9,12,"1","51","4","2","Hayden","7/15/21",1,0,0,NA,"Early"
"381",9,13,"1","79","1","1","Hayden","7/15/21",0,1,0,NA,"Early"
"382",9,14,"1","5","5","5","Hayden","7/15/21",0,0,0,NA,"Early"
"383",9,15,"1","13","5","2","Hayden","7/15/21",0,4,0,NA,"Early"
"384",9,16,"1","30","5","3","Hayden","7/15/21",0,1,0,NA,"Early"
"385",9,17,"1","39","3","2","Hayden","7/15/21",0,0,0,NA,"Early"
"386",9,18,"1","20","1","2","Hayden","7/15/21",0,0,0,NA,"Early"
"387",9,19,"1","72","3","1","Hayden","7/15/21",1,0,0,NA,"Early"
"388",9,20,"1","7","3","3","Hayden","7/15/21",1,1,0,NA,"Early"
"389",9,21,"1","79","4","2","Hayden","7/15/21",1,1,0,NA,"Early"
"390",9,22,"1","15","3","5","Hayden","7/15/21",0,0,0,NA,"Early"
"391",9,23,"2","45","2","1","Hayden","7/15/21",0,0,0,NA,"Early"
"392",9,24,"2","27","4","5","Hayden","7/15/21",0,0,0,NA,"Early"
"393",9,25,"2","64","5","3","Hayden","7/15/21",1,4,0,NA,"Early"
"394",9,26,"2","77","1","2","Hayden","7/15/21",1,2,0,NA,"Early"
"395",9,27,"2","64","2","4","Hayden","7/15/21",0,0,0,NA,"Early"
"396",9,28,"2","7","3","5","Hayden","7/15/21",0,2,0,NA,"Early"
"397",9,29,"2","35","4","1","Hayden","7/15/21",0,1,0,NA,"Early"
"398",9,30,"2","36","4","1","Hayden","7/15/21",1,0,0,NA,"Early"
"399",9,31,"2","45","2","4","Hayden","7/15/21",1,1,0,NA,"Early"
"400",9,32,"2","15","3","1","Hayden","7/15/21",0,3,0,NA,"Early"
"401",9,33,"2","77","5","3","Hayden","7/15/21",0,0,0,NA,"Early"
"402",9,34,"2","36","3","1","Hayden","7/15/21",0,0,0,NA,"Early"
"403",9,35,"2","49","3","1","Hayden","7/15/21",0,2,0,NA,"Early"
"404",9,36,"2","39","5","2","Hayden","7/15/21",1,0,0,NA,"Early"
"405",9,37,"2","6","4","4","Hayden","7/15/21",0,0,0,NA,"Early"
"406",9,38,"2","57","5","4","Hayden","7/15/21",0,1,0,NA,"Early"
"407",9,39,"2","15","5","4","Hayden","7/15/21",0,0,0,NA,"Early"
"408",9,40,"2","62","5","5","Hayden","7/15/21",0,1,1,NA,"Early"
"409",9,41,"2","17","3","5","Hayden","7/15/21",1,0,0,NA,"Early"
"410",9,42,"2","47","5","4","Hayden","7/15/21",2,3,0,NA,"Early"
"411",9,43,"2","35","2","2","Hayden","7/15/21",2,0,0,NA,"Early"
"412",9,44,"2","5","2","3","Hayden","7/15/21",1,3,0,NA,"Early"
"413",9,45,"2","72","3","4","Hayden","7/15/21",0,3,0,NA,"Early"
"414",9,46,"2","1","1","4","Hayden","7/15/21",0,0,0,NA,"Early"
"415",10,1,"1","14","4","5","Hayden","7/15/21",1,0,0,NA,"Early"
"416",10,2,"1","62","4","5","Hayden","7/15/21",2,3,0,NA,"Early"
"417",10,3,"1","79","3","1","Hayden","7/15/21",1,0,0,NA,"Early"
"418",10,4,"1","56","4","1","Hayden","7/15/21",0,0,0,NA,"Early"
"419",10,5,"1","1","5","2","Hayden","7/15/21",0,0,0,NA,"Early"
"420",10,6,"1","62","4","2","Hayden","7/15/21",0,0,0,NA,"Early"
"421",10,7,"1","7","3","4","Hayden","7/15/21",0,0,0,NA,"Early"
"422",10,8,"1","42","1","1","Hayden","7/15/21",1,1,0,NA,"Early"
"423",10,9,"1","69","1","2","Hayden","7/15/21",0,2,0,NA,"Early"
"424",10,10,"1","67","4","5","Hayden","7/15/21",0,1,0,NA,"Early"
"425",10,11,"1","16","3","3","Hayden","7/15/21",0,0,0,NA,"Early"
"426",10,12,"1","72","4","4","Hayden","7/15/21",1,0,0,NA,"Early"
"427",10,13,"1","12","3","4","Hayden","7/15/21",1,1,0,NA,"Early"
"428",10,14,"1","42","2","1","Hayden","7/15/21",0,2,0,NA,"Early"
"429",10,15,"1","61","3","3","Hayden","7/15/21",0,2,0,NA,"Early"
"430",10,16,"1","23","1","4","Hayden","7/15/21",2,3,0,NA,"Early"
"431",10,17,"1","17","5","3","Hayden","7/15/21",1,3,0,NA,"Early"
"432",10,18,"1","72","1","5","Hayden","7/15/21",0,2,0,NA,"Early"
"433",10,19,"1","9","2","4","Hayden","7/15/21",0,1,0,NA,"Early"
"434",10,20,"1","31","2","1","Hayden","7/15/21",1,2,0,NA,"Early"
"435",10,21,"1","47","5","2","Hayden","7/15/21",0,0,0,NA,"Early"
"436",10,22,"1","46","1","1","Hayden","7/14/21",1,0,0,NA,"Early"
"437",10,23,"1","31","3","3","Hayden","7/14/21",0,3,0,NA,"Early"
"438",10,24,"2","5","3","5","Hayden","7/14/21",2,0,0,NA,"Early"
"439",10,25,"2","14","1","3","Hayden","7/14/21",2,0,0,NA,"Early"
"440",10,26,"2","3","5","4","Hayden","7/14/21",2,3,0,NA,"Early"
"441",10,27,"2","30","3","3","Hayden","7/14/21",1,1,0,NA,"Early"
"442",10,28,"2","61","4","1","Hayden","7/14/21",1,5,1,NA,"Early"
"443",10,29,"2","31","5","2","Hayden","7/14/21",2,0,0,NA,"Early"
"444",10,30,"2","41","2","4","Hayden","7/14/21",0,0,0,NA,"Early"
"445",10,31,"2","47","4","1","Hayden","7/14/21",1,0,0,NA,"Early"
"446",10,32,"2","16","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"447",10,33,"2","28","4","5","Hayden","7/14/21",1,3,0,NA,"Early"
"448",10,34,"2","5","5","2","Hayden","7/14/21",1,1,0,NA,"Early"
"449",10,35,"2","56","2","4","Hayden","7/14/21",3,0,0,NA,"Early"
"450",10,36,"2","72","5","1","Hayden","7/14/21",0,3,0,NA,"Early"
"451",10,37,"2","57","1","1","Hayden","7/14/21",2,2,0,NA,"Early"
"452",10,38,"2","57","1","3","Hayden","7/14/21",0,0,0,NA,"Early"
"453",10,39,"2","79","3","5","Hayden","7/14/21",0,0,0,NA,"Early"
"454",10,40,"2","68","4","4","Hayden","7/14/21",0,0,0,NA,"Early"
"455",10,41,"4","15","2","1","Hayden","7/14/21",0,2,0,NA,"Early"
"456",10,42,"4","5","4","4","Hayden","7/14/21",0,0,0,NA,"Early"
"457",10,43,"4","32","1","4","Hayden","7/14/21",0,0,0,NA,"Early"
"458",10,44,"4","61","1","1","Hayden","7/14/21",2,0,0,NA,"Early"
"459",10,45,"4","31","3","2","Hayden","7/14/21",0,0,0,NA,"Early"
"460",10,46,"4","47","4","2","Hayden","7/14/21",1,0,0,NA,"Early"
"461",11,1,"1","64","1","1","Hayden","7/14/21",0,2,0,NA,"Early"
"462",11,2,"1","3","4","1","Hayden","7/14/21",3,2,0,NA,"Early"
"463",11,3,"1","11","1","3","Hayden","7/14/21",2,4,0,NA,"Early"
"464",11,4,"1","11","3","2","Hayden","7/14/21",0,0,0,NA,"Early"
"465",11,5,"1","18","3","1","Hayden","7/14/21",1,0,0,NA,"Early"
"466",11,6,"1","29","4","1","Hayden","7/14/21",0,0,0,NA,"Early"
"467",11,7,"1","35","5","3","Hayden","7/14/21",1,0,0,NA,"Early"
"468",11,8,"1","64","1","4","Hayden","7/14/21",2,1,0,NA,"Early"
"469",11,9,"1","2","1","2","Hayden","7/14/21",1,3,0,NA,"Early"
"470",11,10,"1","64","5","1","Hayden","7/14/21",3,2,0,NA,"Early"
"471",11,11,"1","36","1","2","Hayden","7/14/21",0,1,0,NA,"Early"
"472",11,12,"1","67","5","5","Hayden","7/14/21",1,0,0,NA,"Early"
"473",11,13,"1","61","1","5","Hayden","7/14/21",1,1,0,NA,"Early"
"474",11,14,"1","74","2","2","Hayden","7/14/21",0,2,0,NA,"Early"
"475",11,15,"1","68","2","5","Hayden","7/14/21",1,0,0,NA,"Early"
"476",11,16,"1","29","2","2","Hayden","7/14/21",0,0,0,NA,"Early"
"477",11,17,"1","40","5","1","Hayden","7/14/21",1,0,0,NA,"Early"
"478",11,18,"1","1","2","4","Hayden","7/14/21",0,0,0,NA,"Early"
"479",11,19,"1","74","1","5","Hayden","7/14/21",0,0,0,NA,"Early"
"480",11,20,"1","2","4","5","Hayden","7/14/21",1,3,0,NA,"Early"
"481",11,21,"1","4","2","4","Hayden","7/14/21",0,3,0,NA,"Early"
"482",11,22,"1","9","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"483",11,23,"1","39","5","1","Hayden","7/14/21",2,3,0,NA,"Early"
"484",11,24,"4","57","2","1","Hayden","7/14/21",0,0,0,NA,"Early"
"485",11,25,"4","17","4","1","Hayden","7/14/21",0,0,0,NA,"Early"
"486",11,26,"4","67","1","3","Hayden","7/14/21",5,5,0,NA,"Early"
"487",11,27,"4","42","2","4","Hayden","7/14/21",0,0,0,NA,"Early"
"488",11,28,"4","12","2","1","Hayden","7/14/21",5,1,0,NA,"Early"
"489",11,29,"4","30","2","1","Hayden","7/14/21",1,6,0,NA,"Early"
"490",11,30,"4","4","4","1","Hayden","7/14/21",0,2,0,NA,"Early"
"491",11,31,"4","17","4","5","Hayden","7/14/21",0,3,0,NA,"Early"
"492",11,32,"4","35","4","3","Hayden","7/14/21",0,0,0,NA,"Early"
"493",11,33,"4","68","5","5","Hayden","7/14/21",3,2,0,NA,"Early"
"494",11,34,"4","67","1","2","Hayden","7/14/21",1,0,0,NA,"Early"
"495",11,35,"4","40","3","2","Hayden","7/14/21",1,2,0,NA,"Early"
"496",11,36,"4","68","5","4","Hayden","7/14/21",1,1,0,NA,"Early"
"497",11,37,"4","4","2","1","Hayden","7/14/21",0,0,0,NA,"Early"
"498",11,38,"4","28","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"499",11,39,"4","26","1","4","Hayden","7/14/21",2,3,0,NA,"Early"
"500",11,40,"4","6","3","4","Hayden","7/14/21",0,0,0,NA,"Early"
"501",11,41,"4","16","1","1","Hayden","7/14/21",0,0,0,NA,"Early"
"502",11,42,"4","42","1","4","Hayden","7/14/21",0,0,0,NA,"Early"
"503",11,43,"4","41","1","4","Hayden","7/14/21",1,0,0,NA,"Early"
"504",11,44,"4","21","3","3","Hayden","7/14/21",0,0,0,NA,"Early"
"505",11,45,"4","35","3","3","Hayden","7/14/21",3,2,0,NA,"Early"
"506",11,46,"4","31","1","5","Hayden","7/14/21",0,0,0,NA,"Early"
"507",12,1,"3","7","1","1","Hayden","7/14/21",0,0,0,NA,"Early"
"508",12,2,"3","1","3","2","Hayden","7/14/21",0,2,0,NA,"Early"
"509",12,3,"3","47","4","3","Hayden","7/14/21",0,0,0,NA,"Early"
"510",12,4,"3","61","1","3","Hayden","7/14/21",1,1,0,NA,"Early"
"511",12,5,"3","46","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"512",12,6,"3","79","2","2","Hayden","7/14/21",0,0,0,NA,"Early"
"513",12,7,"3","9","1","4","Hayden","7/14/21",0,0,0,NA,"Early"
"514",12,8,"3","32","1","1","Hayden","7/14/21",3,2,0,NA,"Early"
"515",12,9,"3","7","2","4","Hayden","7/14/21",0,0,0,NA,"Early"
"516",12,10,"3","72","5","4","Hayden","7/14/21",0,0,0,NA,"Early"
"517",12,11,"3","47","1","4","Hayden","7/14/21",1,4,0,NA,"Early"
"518",12,12,"3","62","2","2","Hayden","7/14/21",1,0,0,NA,"Early"
"519",12,13,"3","46","3","2","Hayden","7/14/21",0,0,0,NA,"Early"
"520",12,14,"3","41","2","3","Hayden","7/14/21",2,2,0,NA,"Early"
"521",12,15,"3","67","4","1","Hayden","7/14/21",0,0,0,NA,"Early"
"522",12,16,"3","67","4","2","Hayden","7/14/21",0,0,0,NA,"Early"
"523",12,17,"3","8","1","2","Hayden","7/14/21",2,1,1,NA,"Early"
"524",12,18,"3","36","5","2","Hayden","7/14/21",0,0,0,NA,"Early"
"525",12,19,"3","57","5","5","Hayden","7/14/21",1,2,0,NA,"Early"
"526",12,20,"3","68","2","3","Hayden","7/14/21",0,0,0,NA,"Early"
"527",12,21,"3","23","1","1","Hayden","7/14/21",0,6,0,NA,"Early"
"528",12,22,"1","21","4","3","Hayden","7/14/21",1,2,0,NA,"Early"
"529",12,23,"1","6","1","1","Hayden","7/14/21",4,0,0,NA,"Early"
"530",12,24,"4","17","3","4","Hayden","7/14/21",3,12,0,NA,"Early"
"531",12,25,"4","57","4","4","Hayden","7/14/21",0,0,0,NA,"Early"
"532",12,26,"4","29","5","3","Hayden","7/14/21",3,2,0,NA,"Early"
"533",12,27,"4","6","1","2","Hayden","7/14/21",0,1,0,NA,"Early"
"534",12,28,"4","17","2","3","Hayden","7/14/21",0,0,0,NA,"Early"
"535",12,29,"4","41","1","3","Hayden","7/14/21",3,0,0,NA,"Early"
"536",12,30,"4","14","4","3","Hayden","7/14/21",0,0,0,NA,"Early"
"537",12,31,"4","51","4","1","Hayden","7/14/21",0,0,0,NA,"Early"
"538",12,32,"4","28","4","4","Hayden","7/14/21",2,2,0,NA,"Early"
"539",12,33,"4","35","5","2","Hayden","7/14/21",0,7,0,NA,"Early"
"540",12,34,"4","61","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"541",12,35,"4","72","3","3","Hayden","7/14/21",0,0,0,NA,"Early"
"542",12,36,"4","14","4","1","Hayden","7/14/21",0,3,0,NA,"Early"
"543",12,37,"4","40","4","1","Hayden","7/14/21",0,0,0,NA,"Early"
"544",12,38,"4","57","2","5","Hayden","7/14/21",0,0,0,NA,"Early"
"545",12,39,"4","68","1","1","Hayden","7/14/21",0,0,0,NA,"Early"
"546",12,40,"4","45","2","2","Hayden","7/14/21",2,0,0,NA,"Early"
"547",12,41,"4","13","1","2","Hayden","7/14/21",0,0,0,NA,"Early"
"548",12,42,"4","47","5","3","Hayden","7/14/21",2,0,0,NA,"Early"
"549",12,43,"4","19","1","5","Hayden","7/14/21",0,0,0,NA,"Early"
"550",12,44,"4","64","5","2","Hayden","7/14/21",1,0,0,NA,"Early"
"551",12,45,"4","21","5","5","Hayden","7/14/21",0,0,0,NA,"Early"
"552",12,46,"4","21","5","4","Hayden","7/14/21",3,3,0,NA,"Early"
"553",13,1,"3","72","2","2","Hayden","7/14/21",5,0,0,NA,"Early"
"554",13,2,"3","39","3","1","Hayden","7/14/21",0,1,0,NA,"Early"
"555",13,3,"3","13","1","3","Hayden","7/14/21",1,2,0,NA,"Early"
"556",13,4,"3","41","1","4","Hayden","7/14/21",0,1,0,NA,"Early"
"557",13,5,"3","77","2","5","Hayden","7/14/21",0,0,0,NA,"Early"
"558",13,6,"3","35","5","5","Hayden","7/14/21",0,0,0,NA,"Early"
"559",13,7,"3","20","2","2","Hayden","7/14/21",0,0,0,NA,"Early"
"560",13,8,"3","42","2","5","Hayden","7/14/21",1,1,0,NA,"Early"
"561",13,9,"3","77","4","4","Hayden","7/14/21",1,2,1,NA,"Early"
"562",13,10,"3","49","1","1","Hayden","7/14/21",1,2,0,NA,"Early"
"563",13,11,"3","49","2","4","Hayden","7/14/21",0,0,0,NA,"Early"
"564",13,12,"3","13","3","3","Hayden","7/14/21",0,0,0,NA,"Early"
"565",13,13,"3","17","1","2","Hayden","7/14/21",0,1,1,NA,"Early"
"566",13,14,"3","61","5","3","Hayden","7/14/21",1,1,0,NA,"Early"
"567",13,15,"3","62","1","4","Hayden","7/14/21",0,3,1,NA,"Early"
"568",13,16,"3","61","4","3","Hayden","7/14/21",0,0,0,NA,"Early"
"569",13,17,"3","14","1","2","Hayden","7/14/21",2,0,0,NA,"Early"
"570",13,18,"3","14","5","5","Hayden","7/14/21",2,0,0,NA,"Early"
"571",13,19,"3","72","3","2","Hayden","7/14/21",0,0,0,NA,"Early"
"572",13,20,"3","20","5","5","Hayden","7/14/21",2,3,0,NA,"Early"
"573",13,21,"3","19","3","1","Hayden","7/13/21",3,0,0,NA,"Early"
"574",13,22,"3","46","3","3","Hayden","7/13/21",2,7,1,NA,"Early"
"575",13,23,"3","56","4","3","Hayden","7/13/21",0,0,0,NA,"Early"
"576",13,24,"3","11","2","3","Hayden","7/13/21",1,1,0,NA,"Early"
"577",13,25,"3","62","2","4","Hayden","7/13/21",0,1,0,NA,"Early"
"578",13,26,"4","49","1","2","Hayden","7/13/21",4,1,0,NA,"Early"
"579",13,27,"4","1","2","3","Hayden","7/13/21",0,0,0,NA,"Early"
"580",13,28,"4","11","1","1","Hayden","7/13/21",0,0,0,NA,"Early"
"581",13,29,"4","12","1","2","Hayden","7/13/21",3,1,0,NA,"Early"
"582",13,30,"4","7","5","1","Hayden","7/13/21",1,1,0,NA,"Early"
"583",13,31,"4","1","2","5","Hayden","7/13/21",0,0,0,NA,"Early"
"584",13,32,"4","61","3","4","Hayden","7/13/21",1,23,0,NA,"Early"
"585",13,33,"4","57","1","5","Hayden","7/13/21",0,0,0,NA,"Early"
"586",13,34,"4","35","2","4","Hayden","7/13/21",1,0,0,NA,"Early"
"587",13,35,"4","6","5","3","Hayden","7/13/21",1,0,0,NA,"Early"
"588",13,36,"4","79","4","3","Hayden","7/13/21",3,1,0,NA,"Early"
"589",13,37,"4","39","5","4","Hayden","7/13/21",2,1,0,NA,"Early"
"590",13,38,"4","9","2","5","Hayden","7/13/21",1,0,0,NA,"Early"
"591",13,39,"4","5","1","3","Hayden","7/13/21",3,0,0,NA,"Early"
"592",13,40,"4","56","2","2","Hayden","7/13/21",0,0,0,NA,"Early"
"593",13,41,"4","12","1","3","Hayden","7/13/21",0,0,0,NA,"Early"
"594",13,42,"4","19","5","5","Hayden","7/13/21",0,0,0,NA,"Early"
"595",13,43,"4","1","3","1","Hayden","7/13/21",0,0,0,NA,"Early"
"596",13,44,"4","27","3","2","Hayden","7/13/21",0,4,0,NA,"Early"
"597",13,45,"4","19","5","1","Hayden","7/13/21",1,0,0,NA,"Early"
"598",13,46,"4","68","1","2","Hayden","7/13/21",0,8,0,NA,"Early"
"599",14,1,"3","57","2","3","Hayden","7/13/21",2,0,0,NA,"Early"
"600",14,2,"3","21","4","5","Hayden","7/13/21",3,2,0,NA,"Early"
"601",14,3,"3","21","1","3","Hayden","7/13/21",1,3,0,NA,"Early"
"602",14,4,"3","11","1","4","Hayden","7/13/21",0,0,0,NA,"Early"
"603",14,5,"3","41","2","1","Hayden","7/13/21",1,1,0,NA,"Early"
"604",14,6,"3","4","1","5","Hayden","7/13/21",2,0,0,NA,"Early"
"605",14,7,"3","21","1","4","Hayden","7/13/21",0,2,0,NA,"Early"
"606",14,8,"3","7","1","5","Hayden","7/13/21",2,0,0,NA,"Early"
"607",14,9,"3","19","3","4","Hayden","7/13/21",1,1,0,NA,"Early"
"608",14,10,"3","57","3","1","Hayden","7/13/21",1,0,1,NA,"Early"
"609",14,11,"3","74","2","4","Hayden","7/13/21",1,0,0,NA,"Early"
"610",14,12,"3","35","3","1","Hayden","7/13/21",0,0,0,NA,"Early"
"611",14,13,"3","29","2","1","Hayden","7/13/21",1,0,0,NA,"Early"
"612",14,14,"3","13","2","4","Hayden","7/13/21",0,6,0,NA,"Early"
"613",14,15,"3","77","5","4","Hayden","7/13/21",0,0,0,NA,"Early"
"614",14,16,"3","35","2","5","Hayden","7/13/21",2,3,0,NA,"Early"
"615",14,17,"3","47","3","2","Hayden","7/13/21",2,5,0,NA,"Early"
"616",14,18,"3","62","4","3","Hayden","7/13/21",0,4,0,NA,"Early"
"617",14,19,"3","30","4","2","Hayden","7/13/21",0,0,0,NA,"Early"
"618",14,20,"3","31","4","3","Hayden","7/13/21",0,2,0,NA,"Early"
"619",14,21,"3","46","4","2","Hayden","7/13/21",0,0,0,NA,"Early"
"620",14,22,"3","49","3","3","Hayden","7/13/21",2,1,0,NA,"Early"
"621",14,23,"3","49","4","1","Hayden","7/13/21",1,5,0,NA,"Early"
"622",14,24,"3","31","4","4","Hayden","7/13/21",1,1,0,NA,"Early"
"623",14,25,"3","40","4","2","Hayden","7/13/21",3,5,0,NA,"Early"
"624",14,26,"4","13","2","5","Hayden","7/13/21",0,0,0,NA,"Early"
"625",14,27,"4","6","5","2","Hayden","7/13/21",3,2,0,NA,"Early"
"626",14,28,"4","46","5","2","Hayden","7/13/21",3,2,0,NA,"Early"
"627",14,29,"4","19","1","2","Hayden","7/13/21",2,4,0,NA,"Early"
"628",14,30,"4","47","2","1","Hayden","7/13/21",1,5,0,NA,"Early"
"629",14,31,"4","2","1","3","Hayden","7/13/21",2,4,0,NA,"Early"
"630",14,32,"4","12","2","3","Hayden","7/13/21",1,1,0,NA,"Early"
"631",14,33,"4","13","3","5","Hayden","7/13/21",0,0,0,NA,"Early"
"632",14,34,"4","5","4","3","Hayden","7/13/21",1,2,0,NA,"Early"
"633",14,35,"4","79","2","4","Hayden","7/13/21",NA,NA,NA,NA,"Early"
"634",14,36,"4","41","2","2","Hayden","7/13/21",0,1,0,NA,"Early"
"635",14,37,"4","35","4","2","Hayden","7/13/21",0,1,0,NA,"Early"
"636",14,38,"4","17","1","5","Hayden","7/13/21",0,3,0,NA,"Early"
"637",14,39,"4","13","2","1","Hayden","7/13/21",1,1,0,NA,"Early"
"638",14,40,"4","12","4","2","Hayden","7/13/21",0,0,0,NA,"Early"
"639",14,41,"4","19","2","4","Hayden","7/13/21",0,0,0,NA,"Early"
"640",14,42,"4","39","1","5","Hayden","7/13/21",0,0,0,NA,"Early"
"641",14,43,"4","41","1","2","Hayden","7/13/21",0,4,0,NA,"Early"
"642",14,44,"4","20","2","1","Hayden","7/13/21",0,0,0,NA,"Early"
"643",14,45,"4","5","1","5","Hayden","7/13/21",1,1,0,NA,"Early"
"644",14,46,"4","35","5","1","Hayden","7/13/21",2,1,0,NA,"Early"
"645",15,1,"3","4","5","4","Samer","7/12/21",0,0,0,NA,"Early"
"646",15,2,"3","29","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"647",15,3,"3","41","1","3","Samer","7/12/21",3,0,0,NA,"Early"
"648",15,4,"3","27","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"649",15,5,"3","46","4","3","Samer","7/12/21",1,0,0,NA,"Early"
"650",15,6,"3","31","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"651",15,7,"3","17","4","3","Samer","7/12/21",1,0,0,NA,"Early"
"652",15,8,"3","57","2","4","Samer","7/12/21",0,0,0,NA,"Early"
"653",15,9,"3","18","3","3","Samer","7/12/21",2,0,0,NA,"Early"
"654",15,10,"3","8","3","2","Samer","7/12/21",0,0,0,NA,"Early"
"655",15,11,"3","68","2","2","Samer","7/12/21",4,0,0,NA,"Early"
"656",15,12,"3","68","4","2","Samer","7/12/21",1,0,0,NA,"Early"
"657",15,13,"3","27","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"658",15,14,"3","17","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"659",15,15,"3","14","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"660",15,16,"3","1","5","5","Samer","7/12/21",0,0,0,NA,"Early"
"661",15,17,"3","57","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"662",15,18,"3","21","2","1","Samer","7/12/21",4,0,0,NA,"Early"
"663",15,19,"3","20","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"664",15,20,"3","27","3","1","Samer","7/12/21",0,0,0,NA,"Early"
"665",15,21,"3","67","2","4","Samer","7/12/21",0,0,0,NA,"Early"
"666",15,22,"3","7","4","1","Samer","7/12/21",2,0,0,NA,"Early"
"667",15,23,"3","27","5","4","Samer","7/12/21",5,0,0,NA,"Early"
"668",15,24,"3","68","3","1","Samer","7/12/21",0,0,0,NA,"Early"
"669",15,25,"3","74","1","2","Samer","7/12/21",5,0,0,NA,"Early"
"670",15,26,"4","29","3","1","Samer","7/12/21",2,0,0,NA,"Early"
"671",15,27,"4","29","2","4","Samer","7/12/21",0,0,0,NA,"Early"
"672",15,28,"4","15","3","3","Samer","7/12/21",0,0,0,NA,"Early"
"673",15,29,"4","14","2","5","Samer","7/12/21",1,0,0,NA,"Early"
"674",15,30,"4","31","3","5","Samer","7/12/21",0,0,0,NA,"Early"
"675",15,31,"4","69","1","1","Samer","7/12/21",1,0,0,NA,"Early"
"676",15,32,"4","77","2","3","Samer","7/12/21",0,0,0,NA,"Early"
"677",15,33,"4","4","5","1","Samer","7/12/21",0,0,0,NA,"Early"
"678",15,34,"4","11","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"679",15,35,"4","57","4","1","Samer","7/12/21",0,0,0,NA,"Early"
"680",15,36,"4","72","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"681",15,37,"4","5","1","1","Samer","7/12/21",0,0,0,NA,"Early"
"682",15,38,"4","56","4","5","Samer","7/12/21",3,0,0,NA,"Early"
"683",15,39,"4","40","2","5","Samer","7/12/21",2,0,0,NA,"Early"
"684",15,40,"4","9","1","1","Samer","7/12/21",1,0,0,NA,"Early"
"685",15,41,"4","40","3","3","Samer","7/12/21",3,0,0,NA,"Early"
"686",15,42,"4","3","3","4","Samer","7/12/21",0,0,0,NA,"Early"
"687",15,43,"4","20","5","2","Samer","7/12/21",0,0,0,NA,"Early"
"688",15,44,"4","3","2","1","Samer","7/12/21",0,0,0,NA,"Early"
"689",15,45,"4","41","4","5","Samer","7/12/21",1,0,0,NA,"Early"
"690",15,46,"4","18","4","5","Samer","7/12/21",0,0,0,NA,"Early"
"691",16,1,"3","15","4","2","Samer","7/12/21",0,0,0,NA,"Early"
"692",16,2,"3","57","4","2","Samer","7/12/21",0,0,0,NA,"Early"
