"","Row","Column","Block","Population","Family","Replicate","Date_early","Surveyor_early","Comment_early","Scar_length_mm","Total_Height_early","Ramets_early","Date_late","Surveyor_late","Comment_late","Total_Height_late","Ramets_late","date_diff"
"217",5,45,"2","64","1","2","7/2/2021","Hayden",NA,91.76,226.7,11,"8/24/2021","Hayden",NA,330,6,53
"218",5,46,"2","29","5","4","7/2/2021","Hayden",NA,NA,25.6,2,"8/24/2021","Hayden",NA,26.7,2,53
"219",6,1,"1","36","4","4","7/1/2021","Sophie",NA,69.7,97.9,5,"8/24/2021","Hayden",NA,211.7,3,54
"220",6,2,"1","61","4","5","7/1/2021","Sophie",NA,85.2,189.6,6,"8/24/2021","Hayden",NA,302.8,6,54
"221",6,3,"1","2","2","3","7/1/2021","Sophie",NA,21.2,76.5,3,"8/24/2021","Hayden",NA,116.9,2,54
"222",6,4,"1","27","3","3","7/1/2021","Sophie",NA,30.9,48.9,2,"8/24/2021","Hayden",NA,64,2,54
"223",6,5,"1","11","2","4","7/1/2021","Sophie",NA,48.4,86.6,4,"8/24/2021","Hayden",NA,200.1,5,54
"224",6,6,"1","12","1","4","7/1/2021","Sophie",NA,NA,38,3,"8/24/2021","Hayden",NA,82.5,2,54
"225",6,7,"1","57","5","3","7/1/2021","Sophie",NA,13.8,72.5,3,"8/24/2021","Hayden",NA,138.6,3,54
"226",6,8,"1","7","5","3","7/1/2021","Sophie",NA,12,130.2,3,"8/24/2021","Hayden",NA,178.6,2,54
"227",6,9,"1","21","4","4","7/1/2021","Sophie",NA,58.2,147,4,"8/24/2021","Hayden",NA,120.7,2,54
"228",6,10,"1","49","4","5","7/1/2021","Sophie",NA,NA,16.6,2,"8/24/2021","Hayden",NA,25.7,2,54
"229",6,11,"1","40","5","5","7/1/2021","Sophie",NA,NA,29.2,4,"8/24/2021","Hayden",NA,37.8,4,54
"230",6,12,"1","7","5","2","7/1/2021","Sophie",NA,49.3,36.3,1,"8/24/2021","Hayden",NA,77.6,1,54
"231",6,13,"1","46","5","1","7/1/2021","Sophie",NA,12.1,51.3,4,"8/24/2021","Hayden",NA,0,0,54
"232",6,14,"1","36","2","5","7/1/2021","Sophie",NA,16.6,12.5,1,"8/24/2021","Hayden",NA,41.6,1,54
"233",6,15,"1","26","1","2","7/1/2021","Sophie",NA,NA,27.6,2,"8/24/2021","Hayden",NA,29,1,54
"234",6,16,"1","51","2","1","7/1/2021","Sophie",NA,38.5,127.8,6,"8/24/2021","Hayden",NA,193.9,4,54
"235",6,17,"1","46","1","3","7/1/2021","Sophie",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"236",6,18,"1","6","2","1","7/1/2021","Sophie",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"237",6,19,"1","19","5","2","7/1/2021","Sophie",NA,62.8,95.9,4,"8/24/2021","Hayden",NA,181.2,3,54
"238",6,20,"1","3","5","1","7/1/2021","Sophie",NA,29.2,58.5,4,"8/24/2021","Hayden",NA,115.6,2,54
"239",6,21,"1","29","4","5","7/1/2021","Sophie",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"240",6,22,"1","79","4","1","7/1/2021","Sophie",NA,252.8,119.9,7,"8/24/2021","Hayden",NA,70.9,3,54
"241",6,23,"2","21","2","2","7/1/2021","Sophie",NA,NA,2.8,1,"8/24/2021","Hayden",NA,23.8,1,54
"242",6,24,"2","77","4","5","7/1/2021","Sophie",NA,17,13.3,2,"8/24/2021","Hayden",NA,18,1,54
"243",6,25,"2","72","2","4","7/1/2021","Sophie",NA,NA,6,1,"8/24/2021","Hayden",NA,14.6,1,54
"244",6,26,"2","1","1","3","7/1/2021","Sophie",NA,161.2,95.1,4,"8/24/2021","Hayden",NA,133.1,2,54
"245",6,27,"2","5","5","3","7/1/2021","Sophie",NA,210,140.5,4,"8/24/2021","Hayden",NA,160.5,2,54
"246",6,28,"2","36","1","1","7/1/2021","Sophie",NA,61,14.2,1,"8/24/2021","Hayden",NA,0,0,54
"247",6,29,"2","62","3","4","7/1/2021","Sophie",NA,99.2,64.5,4,"8/24/2021","Hayden",NA,193.3,3,54
"248",6,30,"2","12","5","4","7/1/2021","Sophie",NA,NA,11.9,1,"8/24/2021","Hayden",NA,58.9,2,54
"249",6,31,"2","18","4","3","7/1/2021","Sophie",NA,143.4,93.9,4,"8/24/2021","Hayden",NA,77,2,54
"250",6,32,"2","18","2","1","7/1/2021","Sophie",NA,12.8,26.1,2,"8/24/2021","Hayden",NA,42.8,2,54
"251",6,33,"2","14","1","1","7/1/2021","Sophie",NA,36.5,80.7,5,"8/24/2021","Hayden",NA,90.2,2,54
"252",6,34,"2","57","5","2","7/1/2021","Sophie",NA,NA,0,0,"8/24/2021","Hayden",NA,42.8,2,54
"253",6,35,"2","1","3","4","7/1/2021","Sophie",NA,56.5,50,6,"8/24/2021","Hayden",NA,108.1,3,54
"254",6,36,"2","74","2","3","7/1/2021","Sophie",NA,64.4,36.5,2,"8/24/2021","Hayden",NA,35,1,54
"255",6,37,"2","17","3","2","7/1/2021","Sophie",NA,NA,11.6,2,"8/24/2021","Hayden",NA,0,0,54
"256",6,38,"2","1","4","5","7/1/2021","Sophie",NA,20.6,34.7,2,"8/24/2021","Hayden",NA,101.3,2,54
"257",6,39,"2","62","4","1","7/1/2021","Sophie",NA,163.9,192.9,4,"8/24/2021","Hayden",NA,327.6,5,54
"258",6,40,"2","17","2","1","7/1/2021","Sophie",NA,29.8,85.2,3,"8/24/2021","Hayden",NA,114.8,2,54
"259",6,41,"2","42","1","2","7/1/2021","Sophie",NA,24,16.7,1,"8/24/2021","Hayden",NA,20.8,1,54
"260",6,42,"2","4","3","4","7/1/2021","Sophie",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"261",6,43,"2","79","2","5","7/1/2021","Sophie",NA,28.9,27.5,3,"8/24/2021","Hayden",NA,0,0,54
"262",6,44,"2","17","5","2","7/1/2021","Sophie",NA,82.1,55,3,"8/24/2021","Hayden",NA,24.8,1,54
"263",6,45,"2","18","2","4","7/1/2021","Sophie",NA,43.3,26.1,1,"8/24/2021","Hayden",NA,28,1,54
"264",6,46,"2","7","4","3","7/1/2021","Sophie",NA,174.7,165.5,8,"8/24/2021","Hayden",NA,174.3,6,54
"265",7,1,"1","3","2","5","7/1/2021","Hayden",NA,172.28,135.1,4,"8/24/2021","Hayden",NA,291.9,5,54
"266",7,2,"1","6","2","3","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"267",7,3,"1","7","1","3","7/1/2021","Hayden",NA,71.5,65.1,3,"8/24/2021","Hayden",NA,112.4,2,54
"268",7,4,"1","47","2","2","7/1/2021","Hayden",NA,14.46,89.3,5,"8/24/2021","Hayden",NA,68.3,3,54
"269",7,5,"1","62","1","5","7/1/2021","Hayden",NA,53.34,35,2,"8/24/2021","Hayden",NA,118.6,4,54
"270",7,6,"1","64","2","3","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"271",7,7,"1","67","2","1","7/1/2021","Hayden",NA,26.32,41.6,3,"8/24/2021","Hayden",NA,54.2,2,54
"272",7,8,"1","5","5","4","7/1/2021","Hayden",NA,116.93,39.2,1,"8/24/2021","Hayden",NA,65.6,1,54
"273",7,9,"1","39","2","4","7/1/2021","Hayden",NA,37.66,61.3,3,"8/24/2021","Hayden",NA,96.7,2,54
"274",7,10,"1","79","3","4","7/1/2021","Hayden",NA,4.75,57.2,5,"8/24/2021","Hayden",NA,39.4,1,54
"275",7,11,"1","47","4","4","7/1/2021","Hayden",NA,197.6,130.2,4,"8/24/2021","Hayden",NA,318.7,6,54
"276",7,12,"1","4","4","2","7/1/2021","Hayden",NA,13.31,34,2,"8/24/2021","Hayden",NA,86.4,3,54
"277",7,13,"1","19","2","2","7/1/2021","Hayden",NA,76.53,68,3,"8/24/2021","Hayden",NA,122.8,2,54
"278",7,14,"1","46","5","5","7/1/2021","Hayden",NA,19.33,11.1,1,"8/24/2021","Hayden",NA,0,0,54
"279",7,15,"1","7","4","4","7/1/2021","Hayden",NA,NA,15.7,2,"8/24/2021","Hayden",NA,18.8,1,54
"280",7,16,"1","68","1","5","7/1/2021","Hayden",NA,97.19,81.5,4,"8/24/2021","Hayden",NA,68.5,3,54
"281",7,17,"1","5","2","4","7/1/2021","Hayden",NA,83.18,28.8,2,"8/24/2021","Hayden",NA,16.5,1,54
"282",7,18,"1","5","3","2","7/1/2021","Hayden",NA,17.42,57.2,3,"8/24/2021","Hayden",NA,79.8,2,54
"283",7,19,"1","29","1","2","7/1/2021","Hayden",NA,33.45,16.4,1,"8/24/2021","Hayden",NA,26,1,54
"284",7,20,"1","79","3","3","7/1/2021","Hayden",NA,NA,154.5,5,"8/24/2021","Hayden",NA,246.7,4,54
"285",7,21,"1","35","3","2","7/1/2021","Hayden",NA,60.62,128.6,5,"8/24/2021","Hayden",NA,241.4,4,54
"286",7,22,"1","35","4","4","7/1/2021","Hayden",NA,35.4,131.6,6,"8/24/2021","Hayden",NA,213,5,54
"287",7,23,"2","14","4","4","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"288",7,24,"2","7","2","3","7/1/2021","Hayden",NA,20.89,44,6,"8/24/2021","Hayden",NA,113.3,3,54
"289",7,25,"2","12","2","4","7/1/2021","Hayden",NA,NA,7.2,1,"8/24/2021","Hayden",NA,0,0,54
"290",7,26,"2","67","1","5","7/1/2021","Hayden",NA,18.97,65,6,"8/24/2021","Hayden",NA,76.3,2,54
"291",7,27,"2","30","2","4","7/1/2021","Hayden",NA,26.62,38.7,2,"8/24/2021","Hayden",NA,57.8,1,54
"292",7,28,"2","8","2","2","7/1/2021","Hayden",NA,265.05,193.4,8,"8/24/2021","Hayden",NA,274.1,4,54
"293",7,29,"2","39","2","5","7/1/2021","Hayden",NA,253.98,124,3,"8/24/2021","Hayden",NA,256.6,4,54
"294",7,30,"2","56","3","5","7/1/2021","Hayden",NA,NA,6.7,2,"8/24/2021","Hayden",NA,0,0,54
"295",7,31,"2","62","2","3","7/1/2021","Hayden",NA,148.01,145.6,7,"8/24/2021","Hayden",NA,180.1,3,54
"296",7,32,"2","5","1","4","7/1/2021","Hayden",NA,33.68,32.4,1,"8/24/2021","Hayden",NA,56.1,1,54
"297",7,33,"2","12","2","2","7/1/2021","Hayden",NA,342.26,350.4,8,"8/24/2021","Hayden",NA,796.3,9,54
"298",7,34,"2","57","4","5","7/1/2021","Hayden",NA,201,264.7,6,"8/24/2021","Hayden",NA,501.8,6,54
"299",7,35,"2","62","3","5","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"300",7,36,"2","79","5","1","7/1/2021","Hayden",NA,NA,8.4,1,"8/24/2021","Hayden",NA,0,0,54
"301",7,37,"2","1","1","1","7/1/2021","Hayden",NA,105.02,113.8,3,"8/24/2021","Hayden",NA,186.2,3,54
"302",7,38,"2","64","3","4","7/1/2021","Hayden",NA,267.1,172.8,9,"8/24/2021","Hayden",NA,26.2,1,54
"303",7,39,"2","19","5","3","7/1/2021","Hayden",NA,49.86,106.4,5,"8/24/2021","Hayden",NA,162.1,2,54
"304",7,40,"2","30","4","4","7/1/2021","Hayden",NA,218.11,152.7,5,"8/24/2021","Hayden",NA,177.6,3,54
"305",7,41,"2","16","3","5","7/1/2021","Hayden",NA,385.43,251.5,6,"8/24/2021","Hayden",NA,372.6,5,54
"306",7,42,"2","13","3","1","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"307",7,43,"2","27","4","3","7/1/2021","Hayden",NA,NA,0,0,"8/24/2021","Hayden",NA,0,0,54
"308",7,44,"2","11","2","5","7/1/2021","Hayden",NA,25.14,18.9,1,"8/24/2021","Hayden",NA,18.5,1,54
"309",7,45,"2","2","5","4","7/1/2021","Hayden",NA,NA,26.2,2,"8/24/2021","Hayden",NA,43.5,2,54
"310",7,46,"2","29","5","2","7/1/2021","Hayden",NA,119.42,101.5,3,"8/24/2021","Hayden",NA,71.6,2,54
"311",8,1,"1","9","2","1","7/1/2021","Sophie",NA,68.7,114.4,5,"8/23/2021","Hayden",NA,128.6,2,53
"312",8,2,"1","57","1","2","7/1/2021","Sophie",NA,261.2,236.5,8,"8/23/2021","Hayden",NA,396.7,7,53
"313",8,3,"1","67","3","2","7/1/2021","Sophie",NA,73,282.3,7,"8/23/2021","Hayden",NA,342.9,5,53
"314",8,4,"1","21","5","1","7/1/2021","Sophie",NA,17.9,59.2,6,"8/23/2021","Hayden",NA,143.2,4,53
"315",8,5,"1","13","5","4","7/1/2021","Sophie",NA,47.3,31.1,4,"8/23/2021","Hayden",NA,121.2,3,53
"316",8,6,"1","74","1","3","7/1/2021","Sophie",NA,21.5,66,4,"8/23/2021","Hayden",NA,68.4,3,53
"317",8,7,"1","17","1","4","7/1/2021","Sophie",NA,17.8,53.2,3,"8/23/2021","Hayden",NA,164.7,3,53
"318",8,8,"1","15","4","4","7/1/2021","Sophie",NA,57.6,61.8,2,"8/23/2021","Hayden",NA,156.7,2,53
"319",8,9,"1","7","3","2","7/1/2021","Sophie",NA,NA,0,0,"8/23/2021","Hayden",NA,25.1,1,53
"320",8,10,"1","12","3","2","7/1/2021","Sophie",NA,NA,10.3,2,"8/23/2021","Hayden",NA,0,0,53
"321",8,11,"1","11","4","5","7/1/2021","Sophie",NA,NA,0,0,"8/23/2021","Hayden",NA,16.6,1,53
"322",8,12,"1","20","5","1","7/1/2021","Sophie",NA,47.2,29.2,3,"8/23/2021","Hayden",NA,39.1,2,53
"323",8,13,"1","72","4","5","7/1/2021","Sophie",NA,102.8,36.6,1,"8/23/2021","Hayden",NA,59.6,1,53
"324",8,14,"1","62","2","5","7/1/2021","Sophie",NA,NA,0,0,"8/23/2021","Hayden",NA,59.7,2,53
"325",8,15,"1","15","1","5","7/1/2021","Sophie",NA,117.3,69.3,3,"8/23/2021","Hayden",NA,141.8,3,53
"326",8,16,"1","14","3","2","7/1/2021","Sophie",NA,28.3,82.1,3,"8/23/2021","Hayden",NA,67.4,2,53
"327",8,17,"1","57","3","2","7/1/2021","Sophie",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"328",8,18,"1","62","1","2","7/1/2021","Sophie",NA,NA,13.1,2,"8/23/2021","Hayden",NA,0,0,53
"329",8,19,"1","47","5","1","7/1/2021","Sophie",NA,9.3,41,2,"8/23/2021","Hayden",NA,68.6,3,53
"330",8,20,"1","15","5","1","7/1/2021","Sophie",NA,85.9,85.8,4,"8/23/2021","Hayden",NA,119,2,53
"331",8,21,"1","16","2","1","7/1/2021","Sophie",NA,6,14.1,3,"8/23/2021","Hayden",NA,0,0,53
"332",8,22,"1","29","4","3","7/1/2021","Sophie",NA,48.1,30.4,3,"8/23/2021","Hayden",NA,15,1,53
"333",8,23,"2","68","5","2","7/1/2021","Sophie",NA,42.8,26.5,2,"8/23/2021","Hayden",NA,42.8,1,53
"334",8,24,"2","4","2","2","7/1/2021","Sophie",NA,16.4,52.5,4,"8/23/2021","Hayden",NA,76.8,3,53
"335",8,25,"2","46","2","5","7/1/2021","Sophie",NA,NA,18.9,2,"8/23/2021","Hayden",NA,13.2,1,53
"336",8,26,"2","68","4","1","7/1/2021","Sophie",NA,79.3,81.2,3,"8/23/2021","Hayden",NA,149.4,3,53
"337",8,27,"2","6","3","5","7/1/2021","Sophie",NA,114.9,170.1,6,"8/23/2021","Hayden",NA,327.8,5,53
"338",8,28,"2","7","1","2","7/1/2021","Sophie",NA,32.23,59.6,3,"8/23/2021","Hayden",NA,120,2,53
"339",8,29,"2","35","3","5","7/1/2021","Sophie",NA,34.2,16.4,2,"8/23/2021","Hayden",NA,0,0,53
"340",8,30,"2","39","3","3","7/1/2021","Sophie",NA,224.38,37,1,"8/23/2021","Hayden",NA,70.7,1,53
"341",8,31,"2","62","4","4","7/1/2021","Sophie",NA,106.05,38.4,2,"8/23/2021","Hayden",NA,88.5,1,53
"342",8,32,"2","4","3","3","7/1/2021","Sophie",NA,63.34,39.2,1,"8/23/2021","Hayden",NA,72.6,1,53
"343",8,33,"2","21","1","2","7/1/2021","Sophie",NA,192.35,191,5,"8/23/2021","Hayden",NA,318.3,5,53
"344",8,34,"2","77","4","3","7/1/2021","Sophie",NA,90.7,109.1,7,"8/23/2021","Hayden",NA,129.8,3,53
"345",8,35,"2","17","4","2","7/1/2021","Sophie",NA,195.2,174.1,7,"8/23/2021","Hayden",NA,139.2,4,53
"346",8,36,"2","27","5","2","7/1/2021","Sophie",NA,24.42,131.4,6,"8/23/2021","Hayden",NA,177.7,5,53
"347",8,37,"2","26","1","1","7/1/2021","Sophie",NA,188.09,122,4,"8/23/2021","Hayden",NA,192.8,3,53
"348",8,38,"2","17","3","1","7/1/2021","Sophie",NA,57.1,51.6,3,"8/23/2021","Hayden",NA,76.3,2,53
"349",8,39,"2","5","4","1","7/1/2021","Sophie",NA,13.82,34,4,"8/23/2021","Hayden",NA,0,0,53
"350",8,40,"2","39","3","5","7/1/2021","Sophie",NA,63,186,8,"8/23/2021","Hayden",NA,125.4,2,53
"351",8,41,"2","64","2","2","7/1/2021","Sophie",NA,NA,33.3,3,"8/23/2021","Hayden",NA,23,2,53
"352",8,42,"2","64","3","3","7/1/2021","Sophie",NA,46.32,68,4,"8/23/2021","Hayden",NA,71.8,2,53
"353",8,43,"2","39","4","1","7/1/2021","Sophie",NA,105.5,175.1,6,"8/23/2021","Hayden",NA,223.7,3,53
"354",8,44,"2","62","1","3","7/1/2021","Sophie",NA,52.94,31.8,2,"8/23/2021","Hayden",NA,33.5,2,53
"355",8,45,"2","67","2","2","7/1/2021","Sophie",NA,14.97,72.6,5,"8/23/2021","Hayden",NA,60.3,2,53
"356",8,46,"2","67","5","3","7/1/2021","Sophie",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"357",9,1,"1","28","1","5","7/1/2021","Hayden",NA,342.61,150.8,4,"8/23/2021","Hayden",NA,221.5,4,53
"358",9,2,"1","4","3","1","7/1/2021","Hayden",NA,156.29,86.6,3,"8/23/2021","Hayden",NA,206.7,3,53
"359",9,3,"1","12","3","1","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,16.8,1,53
"360",9,4,"1","27","4","1","7/1/2021","Hayden",NA,206.8,117.6,7,"8/23/2021","Hayden",NA,42.2,1,53
"361",9,5,"1","1","4","3","7/1/2021","Hayden",NA,154.35,86.4,3,"8/23/2021","Hayden",NA,203.1,2,53
"362",9,6,"1","49","5","5","7/1/2021","Hayden",NA,138.72,83.9,4,"8/23/2021","Hayden",NA,145.8,3,53
"363",9,7,"1","39","3","4","7/1/2021","Hayden",NA,58.26,81.4,6,"8/23/2021","Hayden",NA,261.3,3,53
"364",9,8,"1","77","3","1","7/1/2021","Hayden",NA,36.07,82,4,"8/23/2021","Hayden",NA,98,3,53
"365",9,9,"1","3","2","2","7/1/2021","Hayden",NA,39.96,57.3,3,"8/23/2021","Hayden",NA,156.2,3,53
"366",9,10,"1","69","2","4","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"367",9,11,"1","17","2","5","7/1/2021","Hayden",NA,4.76,52.9,2,"8/23/2021","Hayden",NA,34.6,1,53
"368",9,12,"1","51","4","2","7/1/2021","Hayden",NA,100.88,46.7,5,"8/23/2021","Hayden",NA,20.4,1,53
"369",9,13,"1","79","1","1","7/1/2021","Hayden",NA,54.37,57.6,2,"8/23/2021","Hayden",NA,144.5,4,53
"370",9,14,"1","5","5","5","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"371",9,15,"1","13","5","2","7/1/2021","Hayden",NA,18.78,51.1,3,"8/23/2021","Hayden",NA,28.1,1,53
"372",9,16,"1","30","5","3","7/1/2021","Hayden",NA,105.71,58.6,4,"8/23/2021","Hayden",NA,68.6,2,53
"373",9,17,"1","39","3","2","7/1/2021","Hayden",NA,68.81,37.2,2,"8/23/2021","Hayden",NA,52.5,1,53
"374",9,18,"1","20","1","2","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"375",9,19,"1","72","3","1","7/1/2021","Hayden",NA,155.09,67.4,3,"8/23/2021","Hayden",NA,80.4,2,53
"376",9,20,"1","7","3","3","7/1/2021","Hayden",NA,22.87,55.7,5,"8/23/2021","Hayden",NA,98,2,53
"377",9,21,"1","79","4","2","7/1/2021","Hayden",NA,213.75,100,8,"8/23/2021","Hayden",NA,118.9,2,53
"378",9,22,"1","15","3","5","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,27.8,1,53
"379",9,23,"2","45","2","1","7/1/2021","Hayden",NA,19.1,73.1,6,"8/23/2021","Hayden",NA,52,2,53
"380",9,24,"2","27","4","5","7/1/2021","Hayden",NA,4.59,15.8,2,"8/23/2021","Hayden",NA,0,0,53
"381",9,25,"2","64","5","3","7/1/2021","Hayden",NA,11.05,45.6,2,"8/23/2021","Hayden",NA,69,1,53
"382",9,26,"2","77","1","2","7/1/2021","Hayden",NA,248.61,119.8,5,"8/23/2021","Hayden",NA,260,5,53
"383",9,27,"2","64","2","4","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"384",9,28,"2","7","3","5","7/1/2021","Hayden",NA,19.07,37.7,4,"8/23/2021","Hayden",NA,15.8,1,53
"385",9,29,"2","35","4","1","7/1/2021","Hayden",NA,214.69,169.3,7,"8/23/2021","Hayden",NA,356.4,6,53
"386",9,30,"2","36","4","1","7/1/2021","Hayden",NA,123.96,96.9,5,"8/23/2021","Hayden",NA,93.8,2,53
"387",9,31,"2","45","2","4","7/1/2021","Hayden",NA,278.37,93.9,5,"8/23/2021","Hayden",NA,112.6,3,53
"388",9,32,"2","15","3","1","7/1/2021","Hayden",NA,34.81,130.6,7,"8/23/2021","Hayden",NA,183.6,3,53
"389",9,33,"2","77","5","3","7/1/2021","Hayden",NA,119.79,133.6,4,"8/23/2021","Hayden",NA,206.7,4,53
"390",9,34,"2","36","3","1","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"391",9,35,"2","49","3","1","7/1/2021","Hayden",NA,205.97,49.1,3,"8/23/2021","Hayden",NA,135.3,4,53
"392",9,36,"2","39","5","2","7/1/2021","Hayden",NA,NA,8.9,1,"8/23/2021","Hayden",NA,14.7,1,53
"393",9,37,"2","6","4","4","7/1/2021","Hayden",NA,28.66,39.2,4,"8/23/2021","Hayden",NA,46.6,2,53
"394",9,38,"2","57","5","4","7/1/2021","Hayden",NA,37.52,82.6,2,"8/23/2021","Hayden",NA,143.2,2,53
"395",9,39,"2","15","5","4","7/1/2021","Hayden",NA,20.04,37.5,5,"8/23/2021","Hayden",NA,6.7,1,53
"396",9,40,"2","62","5","5","7/1/2021","Hayden",NA,315.8,152,5,"8/23/2021","Hayden",NA,341.8,6,53
"397",9,41,"2","17","3","5","7/1/2021","Hayden",NA,140.05,58.2,3,"8/23/2021","Hayden",NA,64.4,2,53
"398",9,42,"2","47","5","4","7/1/2021","Hayden",NA,NA,100.8,3,"8/23/2021","Hayden",NA,68.6,1,53
"399",9,43,"2","35","2","2","7/1/2021","Hayden",NA,18.48,18.8,2,"8/23/2021","Hayden",NA,35.4,1,53
"400",9,44,"2","5","2","3","7/1/2021","Hayden",NA,155.59,96.1,4,"8/23/2021","Hayden",NA,124.8,2,53
"401",9,45,"2","72","3","4","7/1/2021","Hayden",NA,NA,2.66,1,"8/23/2021","Hayden",NA,32.8,1,53
"402",9,46,"2","1","1","4","7/1/2021","Hayden",NA,49.48,17.2,1,"8/23/2021","Hayden",NA,0,0,53
"403",10,1,"1","14","4","5","7/1/2021","Hayden",NA,44.96,51.1,3,"8/23/2021","Hayden",NA,128.6,2,53
"404",10,2,"1","62","4","5","7/1/2021","Hayden",NA,541.77,239.4,7,"8/23/2021","Hayden",NA,299.4,4,53
"405",10,3,"1","79","3","1","7/1/2021","Hayden",NA,91.86,72.1,3,"8/23/2021","Hayden",NA,158.1,2,53
"406",10,4,"1","56","4","1","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"407",10,5,"1","1","5","2","7/1/2021","Hayden",NA,19.53,36.1,2,"8/23/2021","Hayden",NA,71.6,1,53
"408",10,6,"1","62","4","2","7/1/2021","Hayden",NA,29.97,49.3,3,"8/23/2021","Hayden",NA,45.6,1,53
"409",10,7,"1","7","3","4","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"410",10,8,"1","42","1","1","7/1/2021","Hayden",NA,46.33,108.9,6,"8/23/2021","Hayden",NA,217.9,7,53
"411",10,9,"1","69","1","2","7/1/2021","Hayden",NA,123.07,72,4,"8/23/2021","Hayden",NA,62.7,3,53
"412",10,10,"1","67","4","5","7/1/2021","Hayden",NA,124.32,80.3,4,"8/23/2021","Hayden",NA,180.3,3,53
"413",10,11,"1","16","3","3","7/1/2021","Hayden",NA,NA,5.6,1,"8/23/2021","Hayden",NA,33.6,1,53
"414",10,12,"1","72","4","4","7/1/2021","Hayden",NA,14.15,27.2,3,"8/23/2021","Hayden",NA,73,1,53
"415",10,13,"1","12","3","4","7/1/2021","Hayden",NA,48.25,67.8,4,"8/23/2021","Hayden",NA,153.7,4,53
"416",10,14,"1","42","2","1","7/1/2021","Hayden",NA,79.06,40.6,2,"8/23/2021","Hayden",NA,102.1,2,53
"417",10,15,"1","61","3","3","7/1/2021","Hayden",NA,241.78,139.7,6,"8/23/2021","Hayden",NA,150.5,3,53
"418",10,16,"1","23","1","4","7/1/2021","Hayden",NA,384.18,131.6,6,"8/23/2021","Hayden",NA,224.3,4,53
"419",10,17,"1","17","5","3","7/1/2021","Hayden",NA,86.88,94.8,5,"8/23/2021","Hayden",NA,121.8,3,53
"420",10,18,"1","72","1","5","7/1/2021","Hayden",NA,95.43,73.4,3,"8/23/2021","Hayden",NA,101.6,2,53
"421",10,19,"1","9","2","4","7/1/2021","Hayden",NA,109.87,63,3,"8/23/2021","Hayden",NA,100.1,3,53
"422",10,20,"1","31","2","1","7/1/2021","Hayden",NA,312.83,133.8,7,"8/23/2021","Hayden",NA,97.5,2,53
"423",10,21,"1","47","5","2","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"424",10,22,"1","46","1","1","7/1/2021","Hayden",NA,205.61,116.8,6,"8/23/2021","Hayden",NA,300.8,4,53
"425",10,23,"1","31","3","3","7/1/2021","Hayden",NA,75.56,79,5,"8/23/2021","Hayden",NA,123.3,2,53
"426",10,24,"2","5","3","5","7/1/2021","Hayden",NA,NA,10.4,1,"8/23/2021","Hayden",NA,45.7,2,53
"427",10,25,"2","14","1","3","7/1/2021","Hayden",NA,73.95,93.6,6,"8/23/2021","Hayden",NA,113,3,53
"428",10,26,"2","3","5","4","7/1/2021","Hayden",NA,101.34,33.1,1,"8/23/2021","Hayden",NA,66.7,1,53
"429",10,27,"2","30","3","3","7/1/2021","Hayden",NA,13.54,97.5,8,"8/23/2021","Hayden",NA,108.5,2,53
"430",10,28,"2","61","4","1","7/1/2021","Hayden",NA,180.28,290.2,5,"8/23/2021","Hayden",NA,539.2,5,53
"431",10,29,"2","31","5","2","7/1/2021","Hayden",NA,105.8,79,6,"8/23/2021","Hayden",NA,51.5,1,53
"432",10,30,"2","41","2","4","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
"433",10,31,"2","47","4","1","7/1/2021","Hayden",NA,83.86,42.2,2,"8/23/2021","Hayden",NA,195.4,4,53
"434",10,32,"2","16","1","2","7/1/2021","Hayden",NA,NA,0,0,"8/23/2021","Hayden",NA,0,0,53
