Row,Column,Block,Population,Family,Replicate,Date,Weevil_dam_June,Scar_length_mm,Scar_length_mm_nocalculations,Dead
11,5,1,18,3,1,7/29/2020,0,0,0,0
11,6,1,29,4,1,7/29/2020,0,0,0,1
11,7,1,35,5,3,7/29/2020,2,127.48,127.48,0
11,8,1,64,1,4,7/29/2020,1,26.96,26.96,0
11,9,1,2,1,2,7/29/2020,2,94.86,94.86,0
11,10,1,64,5,1,7/29/2020,1,14.87,14.87,0
11,11,1,36,1,2,7/29/2020,0,0,0,0
11,12,1,67,5,5,7/29/2020,0,0,0,0
11,13,1,61,1,5,7/29/2020,2,11.45,11.45,0
11,14,1,74,2,2,7/29/2020,1,107.13,107.13,0
11,15,1,68,2,5,7/29/2020,2,4.63,4.63,0
11,16,1,29,2,2,7/29/2020,0,0,0,1
11,17,1,40,5,1,7/29/2020,2,55.02,55.02,0
11,18,1,1,2,4,7/29/2020,2,17.14,17.14,0
11,19,1,74,1,5,7/29/2020,4,32.02,32.02,0
11,20,1,2,4,5,7/29/2020,1,50.23,50.23,0
11,21,1,4,2,4,7/29/2020,0,0,0,0
11,22,1,9,1,2,7/29/2020,2,148.51,148.51,0
11,23,1,39,5,1,7/29/2020,2,275.01,275.01,0
11,24,4,57,2,1,7/29/2020,0,0,0,0
11,25,4,17,4,1,7/29/2020,0,0,0,1
11,26,4,67,1,3,7/29/2020,0,0,0,0
11,27,4,42,2,4,7/29/2020,0,0,0,0
11,28,4,12,2,1,7/29/2020,2,49.73,49.73,0
11,29,4,30,2,1,7/29/2020,2,232.38,232.38,0
11,30,4,4,4,1,7/29/2020,1,0,0,0
11,31,4,17,4,5,7/29/2020,1,7.56,7.56,0
11,32,4,35,4,3,7/29/2020,1,14.99,14.99,0
11,33,4,68,5,5,7/29/2020,1,43.43,43.43,0
11,34,4,67,1,2,7/29/2020,3,62.84,62.84,0
11,35,4,40,3,2,7/29/2020,1,68.23,68.23,0
11,36,4,68,5,4,7/29/2020,2,71.19,71.19,0
11,37,4,4,2,1,7/29/2020,0,0,0,1
11,38,4,28,1,2,7/29/2020,1,4.97,4.97,0
11,39,4,26,1,4,7/29/2020,0,16.6,16.6,0
11,40,4,6,3,4,7/29/2020,0,0,0,1
11,41,4,16,1,1,7/29/2020,0,0,0,0
11,42,4,42,1,4,7/29/2020,0,0,0,1
11,43,4,41,1,4,7/29/2020,0,4.35,4.35,0
11,44,4,21,3,3,7/29/2020,0,0,0,0
11,45,4,35,3,3,7/29/2020,0,0,0,0
11,46,4,31,1,5,7/29/2020,0,0,0,0
12,1,3,7,1,1,7/29/2020,0,0,0,0
12,2,3,1,3,2,7/29/2020,0,0,0,0
12,3,3,47,4,3,7/29/2020,0,0,0,0
12,4,3,61,1,3,7/29/2020,2,249.71,249.71,0
12,5,3,46,1,2,7/29/2020,0,0,0,0
12,6,3,79,2,2,7/29/2020,0,0,0,0
12,7,3,9,1,4,7/29/2020,2,157.62,157.62,0
12,8,3,32,1,1,7/29/2020,0,17.47,17.47,0
12,9,3,7,2,4,7/29/2020,0,0,0,1
12,10,3,72,5,4,7/29/2020,0,0,0,0
12,11,3,47,1,4,7/29/2020,0,18.27,18.27,0
12,12,3,62,2,2,7/29/2020,1,13.21,13.21,0
12,13,3,46,3,2,7/29/2020,0,0,0,1
12,14,3,41,2,3,7/29/2020,0,0,0,0
12,15,3,67,4,1,7/29/2020,0,0,0,0
12,16,3,67,4,2,7/29/2020,1,30.46,30.46,0
12,17,3,8,1,2,7/29/2020,1,48.22,48.22,0
12,18,3,36,5,2,7/29/2020,0,29.58,29.58,0
12,19,3,57,5,5,7/29/2020,3,21.77,21.77,0
12,20,3,68,2,3,7/29/2020,1,16.38,16.38,0
12,21,3,23,1,1,7/29/2020,1,23.89,23.89,0
12,22,1,21,4,3,7/29/2020,1,83.6,83.6,0
12,23,1,6,1,1,7/29/2020,0,10.28,10.28,0
12,24,4,17,3,4,7/29/2020,0,0,0,0
12,25,4,57,4,4,7/29/2020,1,62.1,62.1,0
12,26,4,29,5,3,7/29/2020,0,0,0,0
12,27,4,6,1,2,7/29/2020,0,0,0,0
12,28,4,17,2,3,7/29/2020,0,0,0,1
12,29,4,41,1,3,7/29/2020,1,28.78,28.78,0
12,30,4,14,4,3,7/29/2020,0,72.39,72.39,0
12,31,4,51,4,1,7/29/2020,2,185.84,185.84,0
12,32,4,28,4,4,7/29/2020,1,94.37,94.37,0
12,33,4,35,5,2,7/29/2020,0,0,0,0
12,34,4,61,1,2,7/29/2020,0,0,0,0
12,35,4,72,3,3,7/29/2020,1,24.06,24.06,0
12,36,4,14,4,1,7/29/2020,1,38.34,38.34,0
12,37,4,40,4,1,7/29/2020,0,0,0,0
12,38,4,57,2,5,7/29/2020,0,20.32,20.32,0
12,39,4,68,1,1,7/29/2020,0,0,0,0
12,40,4,45,2,2,7/29/2020,0,0,0,0
12,41,4,13,1,2,7/29/2020,0,0,0,0
12,42,4,47,5,3,7/29/2020,0,0,0,0
12,43,4,19,1,5,7/29/2020,0,0,0,0
12,44,4,64,5,2,7/29/2020,0,0,0,0
12,45,4,21,5,5,7/29/2020,0,0,0,0
12,46,4,21,5,4,7/29/2020,3,19.37,19.37,0
13,1,3,72,2,2,7/29/2020,0,0,0,0
13,2,3,39,3,1,7/29/2020,1,37.33,37.33,0
13,3,3,13,1,3,7/29/2020,0,0,0,0
13,4,3,41,1,4,7/29/2020,0,6.95,6.95,0
13,5,3,77,2,5,7/29/2020,0,0,0,1
13,6,3,35,5,5,7/29/2020,0,0,0,0
13,7,3,20,2,2,7/29/2020,0,0,0,1
13,8,3,42,2,5,7/29/2020,3,145.31,145.31,0
13,9,3,77,4,4,7/29/2020,2,157.58,157.58,0
13,10,3,49,1,1,7/29/2020,2,137.19,137.19,0
13,11,3,49,2,4,7/29/2020,3,342.89,342.89,0
13,12,3,13,3,3,7/29/2020,0,0,0,1
13,13,3,17,1,2,7/29/2020,2,18.92,18.92,0
13,14,3,61,5,3,7/29/2020,0,0,0,0
13,15,3,62,1,4,7/29/2020,1,111.17,111.17,0
13,16,3,61,4,3,7/29/2020,2,63.56,63.56,0
13,17,3,14,1,2,7/29/2020,4,107.53,107.53,0
13,18,3,14,5,5,7/29/2020,0,42.29,42.29,0
13,19,3,72,3,2,7/29/2020,2,69.35,69.35,0
13,20,3,20,5,5,7/29/2020,2,47.15,47.15,0
13,21,3,19,3,1,7/29/2020,1,21.37,21.37,0
13,22,3,46,3,3,7/29/2020,3,15.72,15.72,0
13,23,3,56,4,3,7/29/2020,2,31.69,31.69,0
13,24,3,11,2,3,7/29/2020,1,39.79,39.79,0
13,25,3,62,2,4,7/29/2020,0,103.43,103.43,0
13,26,4,49,1,2,7/29/2020,3,453.07,453.07,0
13,27,4,1,2,3,7/29/2020,1,79.75,79.75,0
13,28,4,11,1,1,7/29/2020,1,21.04,21.04,0
13,29,4,12,1,2,7/29/2020,3,149.09,149.09,0
13,30,4,7,5,1,7/29/2020,1,96.23,96.23,0
13,31,4,1,2,5,7/29/2020,1,17.14,17.14,0
13,32,4,61,3,4,7/29/2020,2,40.51,40.51,0
13,33,4,57,1,5,7/29/2020,0,0,0,1
13,34,4,35,2,4,7/29/2020,0,0,0,0
13,35,4,6,5,3,7/29/2020,1,7.44,7.44,0
13,36,4,79,4,3,7/29/2020,2,32.35,32.35,0
13,37,4,39,5,4,7/29/2020,1,40.35,40.35,0
13,38,4,9,2,5,7/29/2020,0,0,0,0
13,39,4,5,1,3,7/29/2020,1,66.06,66.06,0
13,40,4,56,2,2,7/29/2020,0,0,0,1
13,41,4,12,1,3,7/29/2020,0,0,0,1
13,42,4,19,5,5,7/29/2020,0,0,0,0
13,43,4,1,3,1,7/29/2020,0,0,0,1
13,44,4,27,3,2,7/29/2020,0,0,0,0
13,45,4,19,5,1,7/29/2020,1,19.02,19.02,0
13,46,4,68,1,2,7/29/2020,1,158.23,158.23,0
14,1,3,57,2,3,7/28/2020,0,0,0,0
14,2,3,21,4,5,7/28/2020,2,105.04,105.04,0
14,3,3,21,1,3,7/28/2020,0,0,0,0
14,4,3,11,1,4,7/28/2020,0,0,0,1
14,5,3,41,2,1,7/28/2020,1,26.76,26.76,0
14,6,3,4,1,5,7/28/2020,0,0,0,0
14,7,3,21,1,4,7/28/2020,2,164.07,164.07,0
14,8,3,7,1,5,7/28/2020,2,203.62,203.62,0
14,9,3,19,3,4,7/28/2020,1,10.94,10.94,0
14,10,3,57,3,1,7/28/2020,5,261.24,261.24,0
14,11,3,74,2,4,7/28/2020,4,115.5,115.5,0
14,12,3,35,3,1,7/28/2020,2,62.26,62.26,0
14,13,3,29,2,1,7/28/2020,2,58.41,58.41,0
14,14,3,13,2,4,7/28/2020,0,0,0,0
14,15,3,77,5,4,7/28/2020,0,0,0,0
14,16,3,35,2,5,7/28/2020,1,37.41,37.41,0
14,17,3,47,3,2,7/28/2020,1,12.62,12.62,0
14,18,3,62,4,3,7/28/2020,0,0,0,0
14,19,3,30,4,2,7/28/2020,0,0,0,0
14,20,3,31,4,3,7/28/2020,0,3.86,3.86,0
14,21,3,46,4,2,7/28/2020,1,3.25,3.25,0
14,22,3,49,3,3,7/28/2020,4,393.31,393.31,0
14,23,3,49,4,1,7/28/2020,3,38.93,38.93,0
14,24,3,31,4,4,7/28/2020,2,148.69,148.69,0
14,25,3,40,4,2,7/28/2020,1,34.06,34.06,0
14,26,4,13,2,5,7/28/2020,2,22.44,22.44,0
14,27,4,6,5,2,7/28/2020,4,403.95,403.95,0
14,28,4,46,5,2,7/28/2020,4,244.27,244.27,0
14,29,4,19,1,2,7/28/2020,2,177.19,177.19,0
14,30,4,47,2,1,7/28/2020,2,416.77,416.77,0
14,31,4,2,1,3,7/28/2020,3,30.13,30.13,0
14,32,4,12,2,3,7/28/2020,2,145.93,145.93,0
14,33,4,13,3,5,7/28/2020,0,0,0,1
14,34,4,5,4,3,7/28/2020,2,45.38,45.38,0
14,35,4,79,2,4,7/28/2020,0,0,0,1
14,36,4,41,2,2,7/28/2020,1,33.87,33.87,0
14,37,4,35,4,2,7/28/2020,0,0,0,0
14,38,4,17,1,5,7/28/2020,1,32.32,32.32,0
14,39,4,13,2,1,7/28/2020,2,197.64,197.64,0
14,40,4,12,4,2,7/28/2020,0,0,0,0
14,41,4,19,2,4,7/28/2020,0,6.69,6.69,0
14,42,4,39,1,5,7/28/2020,0,0,0,0
14,43,4,41,1,2,7/28/2020,3,74.87,74.87,0
14,44,4,20,2,1,7/28/2020,0,0,0,1
14,45,4,5,1,5,7/28/2020,0,0,0,0
14,46,4,35,5,1,7/28/2020,0,0,0,0
15,1,3,4,5,4,7/28/2020,3,132.13,132.13,0
15,2,3,29,3,4,7/28/2020,0,0,0,1
15,3,3,41,1,3,7/28/2020,2,308.11,308.11,0
15,4,3,27,4,2,7/28/2020,1,61.95,61.95,0
15,5,3,46,4,3,7/28/2020,1,0,0,1
15,6,3,31,2,3,7/28/2020,0,0,0,0
15,7,3,17,4,3,7/28/2020,1,13.17,13.17,0
15,8,3,57,2,4,7/28/2020,2,107.74,107.74,0
15,9,3,18,3,3,7/28/2020,1,65.44,65.44,0
15,10,3,8,3,2,7/28/2020,0,0,0,0
15,11,3,68,2,2,7/28/2020,0,0,0,0
15,12,3,68,4,2,7/28/2020,0,0,0,0
15,13,3,27,3,4,7/28/2020,0,137.58,137.58,0
15,14,3,17,3,3,7/28/2020,1,78.56,78.56,0
15,15,3,14,3,3,7/28/2020,1,70.79,70.79,0
15,16,3,1,5,5,7/28/2020,0,0,0,0
15,17,3,57,3,4,7/28/2020,2,13.2,13.2,0
15,18,3,21,2,1,7/28/2020,1,20.48,20.48,0
15,19,3,20,3,4,7/28/2020,0,0,0,1
15,20,3,27,3,1,7/28/2020,0,0,0,0
15,21,3,67,2,4,7/28/2020,2,16.94,16.94,0
15,22,3,7,4,1,7/28/2020,0,7.09,7.09,0
15,23,3,27,5,4,7/28/2020,0,0,0,0
15,24,3,68,3,1,7/28/2020,2,112.34,112.34,0
15,25,3,74,1,2,7/28/2020,0,0,0,0
15,26,4,29,3,1,7/28/2020,0,0,0,0
15,27,4,29,2,4,7/28/2020,0,0,0,1
15,28,4,15,3,3,7/28/2020,1,0,0,0
15,29,4,14,2,5,7/28/2020,1,37.75,37.75,0
15,30,4,31,3,5,7/28/2020,0,12.76,12.76,0
15,31,4,69,1,1,7/28/2020,0,0,0,0
15,32,4,77,2,3,7/28/2020,0,0,0,1
15,33,4,4,5,1,7/28/2020,1,224.85,224.85,0
15,34,4,11,3,4,7/28/2020,0,0,0,1
15,35,4,57,4,1,7/28/2020,1,4.34,4.34,0
15,36,4,72,4,2,7/28/2020,0,0,0,0
15,37,4,5,1,1,7/28/2020,3,74.4,74.4,0
15,38,4,56,4,5,7/28/2020,1,93.32,93.32,0
15,39,4,40,2,5,7/28/2020,4,36.98,36.98,0
15,40,4,9,1,1,7/28/2020,0,0,0,0
15,41,4,40,3,3,7/28/2020,1,13.37,13.37,0
15,42,4,3,3,4,7/28/2020,0,5.55,5.55,0
15,43,4,20,5,2,7/28/2020,1,0,0,0
15,44,4,3,2,1,7/28/2020,0,0,0,0
15,45,4,41,4,5,7/28/2020,0,0,0,0
15,46,4,18,4,5,7/28/2020,0,0,0,1
16,1,3,15,4,2,7/28/2020,0,0,0,0
16,2,3,57,4,2,7/28/2020,0,0,0,0
16,3,3,27,1,1,7/28/2020,0,0,0,1
16,4,3,77,2,1,7/28/2020,0,0,0,0
16,5,3,29,4,4,7/28/2020,0,4.09,4.09,0
16,6,3,21,3,2,7/28/2020,4,545.55,545.55,0
16,7,3,31,1,2,7/28/2020,1,115.07,115.07,0
16,8,3,36,5,1,7/28/2020,2,78.84,78.84,0
16,9,3,21,4,2,7/28/2020,2,109.5,109.5,0
16,10,3,15,5,3,7/28/2020,0,0,0,0
16,11,3,46,4,4,7/28/2020,4,317.61,317.61,0
16,12,3,5,2,1,7/28/2020,1,62.41,62.41,0
16,13,3,41,1,2,7/28/2020,2,60.74,60.74,0
16,14,3,49,2,2,7/28/2020,2,19.15,19.15,0
16,15,3,67,5,4,7/28/2020,1,0,0,0
16,16,3,7,5,4,7/28/2020,1,178.22,178.22,0
16,17,3,5,4,5,7/28/2020,0,26.11,26.11,0
16,18,3,4,5,5,7/28/2020,0,0,0,1
16,19,3,68,5,1,7/28/2020,0,0,0,1
16,20,3,4,2,3,7/28/2020,1,51.5,51.5,0
16,21,3,61,4,2,7/28/2020,1,23.96,23.96,0
16,22,3,39,4,4,7/28/2020,0,0,0,0
16,23,3,1,5,3,7/28/2020,2,45.47,45.47,0
16,24,3,2,3,2,7/28/2020,0,0,0,0
16,25,3,19,1,3,7/28/2020,2,3.17,3.17,0
16,26,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,0
16,27,4,27,1,2,7/28/2020,1,3.73,3.73,0
16,28,4,2,4,2,7/28/2020,2,26.69,26.69,0
16,29,4,30,2,5,7/28/2020,4,9.4,9.4,0
16,30,4,19,1,4,7/28/2020,0,0,0,0
16,31,4,39,1,4,7/28/2020,0,0,0,1
16,32,4,79,5,5,7/28/2020,4,38.36,38.36,0
16,33,4,18,2,5,7/28/2020,0,37.97,37.97,0
16,34,4,31,2,4,7/28/2020,3,287.95,287.95,0
16,35,4,67,1,1,7/28/2020,1,11.54,11.54,0
16,36,4,45,1,5,7/28/2020,0,0,0,1
16,37,4,3,3,1,7/28/2020,0,13.49,13.49,0
16,38,4,79,2,3,7/28/2020,1,7,7,0
16,39,4,68,3,2,7/28/2020,0,12.6,12.6,0
16,40,4,39,1,2,7/28/2020,1,0,0,0
16,41,4,2,4,1,7/28/2020,1,52.54,52.54,0
16,42,4,20,5,3,7/28/2020,1,6.87,6.87,0
16,43,4,3,2,3,7/28/2020,1,16.69,16.69,0
16,44,4,18,3,5,7/28/2020,0,0,0,0
16,45,4,42,1,5,7/28/2020,0,0,0,1
16,46,4,12,3,5,7/28/2020,0,0,0,0
17,1,3,6,4,3,7/28/2020,0,0,0,0
17,2,3,8,2,1,7/28/2020,0,0,0,0
17,3,3,62,5,1,7/28/2020,0,0,0,0
17,4,3,12,5,5,7/28/2020,1,27.06,27.06,0
17,5,3,8,1,3,7/28/2020,0,0,0,1
17,6,3,79,5,4,7/28/2020,3,79.33,79.33,0
17,7,3,3,4,5,7/28/2020,2,321.48,321.48,0
17,8,3,46,3,4,7/28/2020,3,220.8,220.8,0
17,9,3,79,1,5,7/28/2020,0,0,0,0
17,10,3,39,4,5,7/28/2020,5,310.07,310.07,0
17,11,3,69,2,3,7/28/2020,3,305.89,305.89,0
17,12,3,67,4,4,7/28/2020,1,112.63,112.63,0
17,13,3,11,2,1,7/28/2020,3,265.82,265.82,0
17,14,3,13,5,1,7/28/2020,0,9.8,9.8,0
17,15,3,54,1,5,7/28/2020,0,0,0,1
17,16,3,40,2,1,7/28/2020,2,98.71,98.71,0
17,17,3,12,2,5,7/28/2020,2,110.74,110.74,0
17,18,3,15,4,5,7/28/2020,1,0,0,0
17,19,3,77,5,2,7/28/2020,1,0,0,0
17,20,3,40,1,1,7/28/2020,1,169.26,169.26,0
17,21,3,69,1,5,7/28/2020,0,0,0,1
17,22,3,67,3,1,7/28/2020,1,48.82,48.82,0
17,23,3,36,4,5,7/28/2020,0,0,0,1
17,24,3,16,1,3,7/28/2020,0,0,0,0
17,25,3,13,1,1,7/28/2020,1,10.62,10.62,0
17,26,4,18,1,5,7/28/2020,3,301.35,301.35,0
17,27,4,61,3,2,7/28/2020,2,139.28,139.28,0
17,28,4,12,4,3,7/28/2020,0,0,0,0
17,29,4,5,5,1,7/28/2020,0,0,0,0
17,30,4,49,2,5,7/28/2020,1,55.09,55.09,0
17,31,4,74,1,1,7/28/2020,0,0,0,0
17,32,4,36,4,3,7/28/2020,0,0,0,0
17,33,4,67,3,4,7/28/2020,0,0,0,0
17,34,4,15,1,3,7/28/2020,0,0,0,1
17,35,4,5,3,4,7/28/2020,0,0,0,1
17,36,4,16,3,2,7/28/2020,1,0,0,0
17,37,4,7,2,5,7/28/2020,0,0,0,1
17,38,4,26,1,5,7/28/2020,1,0,0,0
17,39,4,57,3,3,7/28/2020,0,0,0,1
17,40,4,68,2,4,7/28/2020,0,0,0,1
17,41,4,19,2,3,7/28/2020,1,0,0,0
17,42,4,61,5,4,7/28/2020,0,0,0,1
17,43,4,30,3,2,7/28/2020,0,0,0,0
17,44,4,5,4,2,7/28/2020,0,0,0,0
17,45,4,27,5,5,7/28/2020,0,0,0,0
17,46,4,1,4,4,7/28/2020,0,0,0,0
18,1,3,5,1,2,7/27/2020,0,0,0,0
18,2,3,39,2,3,7/27/2020,0,0,0,0
18,3,3,61,1,4,7/27/2020,1,18.53,18.53,0
18,4,3,64,5,4,7/27/2020,0,0,0,0
18,5,3,46,4,5,7/27/2020,1,85.27,85.27,0
18,6,3,2,3,3,7/27/2020,0,0,0,0
18,7,3,17,2,2,7/27/2020,0,0,0,1
18,8,3,68,1,3,7/27/2020,1,168.46,168.46,0
18,9,3,4,4,3,7/27/2020,0,0,0,0
18,10,3,3,5,2,7/27/2020,1,53.96,53.96,0
18,11,3,18,3,2,7/27/2020,1,81.53,81.53,0
18,12,3,56,3,2,7/27/2020,0,141.32,141.32,0
18,13,3,42,1,3,7/27/2020,3,38.18,38.18,0
18,14,3,62,5,4,7/27/2020,1,39.25,39.25,0
18,15,3,14,3,4,7/27/2020,3,39.21,39.21,0
18,16,3,28,4,2,7/27/2020,1,21.41,21.41,0
18,17,3,11,1,5,7/27/2020,1,20.67,20.67,0
18,18,3,49,3,2,7/27/2020,2,32.27,32.27,0
18,19,3,7,4,5,7/27/2020,0,0,0,0
18,20,3,15,1,1,7/27/2020,0,12.15,12.15,0
18,21,3,69,1,3,7/27/2020,0,0,0,0
18,22,3,74,5,3,7/27/2020,0,0,0,1
18,23,3,47,3,4,7/27/2020,0,0,0,0
18,24,3,62,3,2,7/27/2020,1,11.27,11.27,0
18,25,3,39,1,3,7/27/2020,2,83.08,83.08,0
18,26,4,36,5,5,7/27/2020,0,0,0,0
18,27,4,6,3,2,7/27/2020,0,0,0,0
18,28,4,39,1,1,7/27/2020,3,68.98,68.98,0
18,29,4,20,1,1,7/27/2020,1,23.34,23.34,0
18,30,4,21,1,5,7/27/2020,1,28.88,28.88,0
18,31,4,64,1,5,7/27/2020,0,0,0,0
18,32,4,5,3,3,7/27/2020,2,10.12,10.12,0
18,33,4,18,5,4,7/27/2020,1,19.68,19.68,0
18,34,4,21,1,1,7/27/2020,1,20.67,20.67,0
18,35,4,6,5,5,7/27/2020,0,0,0,1
18,36,4,35,2,3,7/27/2020,0,0,0,0
18,37,4,69,2,5,7/27/2020,0,0,0,0
18,38,4,31,4,1,7/27/2020,0,0,0,0
18,39,4,30,3,5,7/27/2020,0,17.97,17.97,0
18,40,4,46,2,1,7/27/2020,0,0,0,0
18,41,4,3,5,5,7/27/2020,1,12.93,12.93,0
18,42,4,18,2,3,7/27/2020,0,0,0,0
18,43,4,40,5,4,7/27/2020,0,0,0,0
18,44,4,20,3,1,7/27/2020,1,31.99,31.99,0
18,45,4,3,1,1,7/27/2020,1,40.79,40.79,0
18,46,4,2,2,4,7/27/2020,0,10.96,10.96,0
19,1,3,2,2,1,7/27/2020,0,0,0,0
19,2,3,31,3,1,7/27/2020,2,10.14,10.14,0
19,3,3,40,4,3,7/27/2020,0,0,0,0
19,4,3,4,2,5,7/27/2020,0,0,0,0
19,5,3,72,2,5,7/27/2020,2,13.27,13.27,0
19,6,3,64,5,5,7/27/2020,1,21.98,21.98,0
19,7,3,69,2,2,7/27/2020,0,0,0,0
19,8,3,26,1,3,7/27/2020,0,0,0,0
19,9,3,61,5,2,7/27/2020,1,69.55,69.55,0
19,10,3,45,1,3,7/27/2020,0,0,0,1
19,11,3,72,4,1,7/27/2020,0,0,0,0
19,12,3,18,3,4,7/27/2020,2,48.2,48.2,0
19,13,3,19,2,1,7/27/2020,3,87.89,87.89,0
19,14,3,64,3,1,7/27/2020,2,42.95,42.95,0
19,15,3,47,1,2,7/27/2020,0,11.04,11.04,0
19,16,3,2,5,1,7/27/2020,0,0,0,1
19,17,3,6,3,3,7/27/2020,2,0,0,0
19,18,3,12,1,1,7/27/2020,4,154.05,154.05,0
19,19,3,46,2,4,7/27/2020,1,0,0,0
19,20,3,28,4,3,7/27/2020,1,27.24,27.24,0
19,21,3,74,1,4,7/27/2020,0,0,0,0
19,22,3,46,3,1,7/27/2020,2,0,0,0
19,23,3,6,1,4,7/27/2020,0,0,0,0
19,24,3,61,3,5,7/27/2020,1,11.97,11.97,0
19,25,3,15,2,2,7/27/2020,2,148.27,148.27,0
19,26,4,8,1,5,7/27/2020,1,83.03,83.03,0
19,27,4,1,5,1,7/27/2020,1,0,0,0
19,28,4,13,2,2,7/27/2020,0,0,0,0
19,29,4,61,3,1,7/27/2020,0,7.36,7.36,0
19,30,4,7,2,1,7/27/2020,1,0,0,0
19,31,4,1,4,2,7/27/2020,1,36.41,36.41,0
19,32,4,62,5,3,7/27/2020,1,22.02,22.02,0
19,33,4,57,4,3,7/27/2020,2,38.96,38.96,0
19,34,4,29,5,5,7/27/2020,1,19.71,19.71,0
19,35,4,28,1,1,7/27/2020,0,9.74,9.74,0
19,36,4,11,4,1,7/27/2020,0,0,0,1
19,37,4,27,5,1,7/27/2020,0,7.62,7.62,0
19,38,4,79,3,2,7/27/2020,0,0,0,0
19,39,4,21,2,4,7/27/2020,2,145.34,145.34,0
19,40,4,15,1,2,7/27/2020,0,0,0,0
19,41,4,19,2,5,7/27/2020,3,60.46,60.46,0
19,42,4,9,2,3,7/27/2020,0,0,0,0
19,43,4,49,2,1,7/27/2020,0,0,0,0
19,44,4,20,3,3,7/27/2020,1,3.69,3.69,0
19,45,4,15,3,2,7/27/2020,0,0,0,0
19,46,4,46,3,5,7/27/2020,0,0,0,0
20,1,3,2,3,4,7/27/2020,2,5.6,5.6,0
20,2,3,56,3,1,7/27/2020,0,0,0,0
20,3,3,3,3,2,7/27/2020,0,0,0,0
20,4,3,46,5,4,7/27/2020,3,89.65,89.65,0
20,5,3,29,1,1,7/27/2020,0,0,0,0
20,6,3,19,5,3,7/27/2020,0,0,0,0
20,7,3,49,1,3,7/27/2020,0,0,0,1
20,8,3,27,2,2,7/27/2020,0,0,0,0
20,9,3,36,5,4,7/27/2020,0,0,0,0
20,10,3,21,5,2,7/27/2020,1,12.86,12.86,0
20,11,3,1,5,4,7/27/2020,1,200.91,200.91,0
20,12,3,67,5,2,7/27/2020,0,0,0,0
20,13,3,3,4,4,7/27/2020,8,211.96,211.96,0
20,14,3,30,4,1,7/27/2020,2,22.82,22.82,0
20,15,3,1,3,3,7/27/2020,1,21.92,21.92,0
20,16,3,72,1,4,7/27/2020,1,0,0,0
20,17,3,6,1,5,7/27/2020,0,0,0,0
20,18,3,67,3,3,7/27/2020,1,9.37,9.37,0
20,19,3,5,3,1,7/27/2020,1,48.43,48.43,0
20,20,3,11,2,2,7/27/2020,2,50.8,50.8,0
20,21,3,18,1,3,7/27/2020,0,0,0,0
20,22,3,57,2,2,7/27/2020,0,0,0,0
20,23,3,18,4,4,7/27/2020,1,23.95,23.95,0
20,24,3,8,3,4,7/27/2020,2,125.14,125.14,0
20,25,3,51,4,4,7/27/2020,3,173.54,173.54,0
20,26,4,31,4,5,7/27/2020,0,0,0,0
20,27,4,19,3,3,7/27/2020,2,0,0,0
20,28,4,5,2,5,7/27/2020,1,20.75,20.75,0
20,29,4,36,2,3,7/27/2020,2,195.56,195.56,0
20,30,4,18,4,2,7/27/2020,0,35.24,35.24,0
20,31,4,30,2,3,7/27/2020,0,153.27,153.27,0
20,32,4,79,1,2,7/27/2020,1,15.5,15.5,0
20,33,4,36,1,3,7/27/2020,1,94.3,94.3,0
20,34,4,2,5,2,7/27/2020,0,45.67,45.67,0
20,35,4,28,4,1,7/27/2020,0,4.24,4.24,0
20,36,4,77,1,3,7/27/2020,0,0,0,0
20,37,4,40,2,3,7/27/2020,1,0,0,0
20,38,4,15,4,3,7/27/2020,2,54.44,54.44,0
20,39,4,47,1,3,7/27/2020,0,6.68,6.68,0
20,40,4,3,5,3,7/27/2020,0,0,0,0
20,41,4,30,5,1,7/27/2020,0,0,0,0
20,42,4,27,4,4,7/27/2020,0,0,0,0
20,43,4,18,5,5,7/27/2020,0,0,0,1
20,44,4,2,3,5,7/27/2020,2,112.05,112.05,0
20,45,4,36,3,2,7/27/2020,0,0,0,1
20,46,4,35,3,4,7/27/2020,2,23.02,23.02,0
21,1,3,30,2,2,7/27/2020,2,136.16,136.16,0
21,2,3,8,3,1,7/27/2020,3,43.29,43.29,0
21,3,3,31,1,4,7/27/2020,0,0,0,0
21,4,3,2,1,4,7/27/2020,0,0,0,0
21,5,3,16,3,1,7/27/2020,0,0,0,1
21,6,3,29,5,1,7/27/2020,0,0,0,0
21,7,3,8,2,4,7/27/2020,0,0,0,0
21,8,3,16,1,5,7/27/2020,0,0,0,1
21,9,3,67,2,3,7/27/2020,0,0,0,0
21,10,3,46,1,4,7/27/2020,2,91.05,91.05,0
21,11,3,72,5,2,7/27/2020,0,0,0,0
21,12,3,3,1,2,7/27/2020,0,0,0,1
21,13,3,2,4,4,7/27/2020,0,0,0,1
21,14,3,47,3,1,7/27/2020,1,0,0,0
21,15,3,51,4,5,7/27/2020,0,19.75,19.75,0
21,16,3,14,2,4,7/27/2020,0,0,0,1
21,17,3,42,2,3,7/27/2020,0,0,0,0
21,18,3,13,5,3,7/27/2020,0,0,0,1
21,19,3,47,5,5,7/27/2020,4,46.28,46.28,0
21,20,3,77,4,1,7/27/2020,0,0,0,0
21,21,3,30,3,4,7/27/2020,1,72.21,72.21,0
