x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.10,2016-05-10 00:00:00,ON,2016,5,10,10,,4,,16,,0,,0,,0,,0,,,,,,0,,8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.11,2016-05-11 00:00:00,ON,2016,5,11,11.5,,5,,18,,0,,0,,0,,0,,,,,,0,,6.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.12,2016-05-12 00:00:00,ON,2016,5,12,14.3,,9,,19.5,,16,,16,,0,,0,,,,,,0,,3.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.13,2016-05-13 00:00:00,ON,2016,5,13,17.3,,13.5,,21,,4.4,,4.4,,0,,0,,,,,,0,,0.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.14,2016-05-14 00:00:00,ON,2016,5,14,12.3,,10.5,,14,,1,,1,,0,,0,,,,,,0,,5.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.15,2016-05-15 00:00:00,ON,2016,5,15,5.3,,2.5,,8,,2,,2,,0,T,0,,,,,,0,,12.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.16,2016-05-16 00:00:00,ON,2016,5,16,10,,0.5,,19.5,,1.2,,1.2,,0,,0,,,,,,0,,8,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.17,2016-05-17 00:00:00,ON,2016,5,17,11.5,,6.5,,16.5,,0,,0,,0,,0,,,,,,0,,6.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.18,2016-05-18 00:00:00,ON,2016,5,18,11.8,,6.5,,17,,0,,0,,0,,0,,,,,,0,,6.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.19,2016-05-19 00:00:00,ON,2016,5,19,14.3,,8,,20.5,,0,,0,,0,,0,,,,,,0,,3.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.20,2016-05-20 00:00:00,ON,2016,5,20,15.3,,8,,22.5,,0,,0,,0,,0,,,,,,0,,2.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.21,2016-05-21 00:00:00,ON,2016,5,21,18.5,,14,,23,,0,,0,,0,,0,,,,,,0.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.22,2016-05-22 00:00:00,ON,2016,5,22,18.3,,13,,23.5,,0,,0,,0,,0,,,,,,0.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.23,2016-05-23 00:00:00,ON,2016,5,23,19.5,,13,,26,,0,,0,,0,,0,,,,,,1.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.24,2016-05-24 00:00:00,ON,2016,5,24,21.3,,12,,30.5,,0,,0,,0,,0,,,,,,3.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.25,2016-05-25 00:00:00,ON,2016,5,25,23,,16,,30,,0,T,0,T,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.26,2016-05-26 00:00:00,ON,2016,5,26,20.5,,16,,25,,24,,24,,0,,0,,,,,,2.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.27,2016-05-27 00:00:00,ON,2016,5,27,23.5,,16,,31,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.28,2016-05-28 00:00:00,ON,2016,5,28,25,,19,,31,,7,,7,,0,,0,,,,,,7,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.29,2016-05-29 00:00:00,ON,2016,5,29,25.5,,20,,31,,0,,0,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.30,2016-05-30 00:00:00,ON,2016,5,30,22.8,,17.5,,28,,0,,0,,0,,0,,,,,,4.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.5.31,2016-05-31 00:00:00,ON,2016,5,31,21.5,,15.5,,27.5,,0,,0,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.1,2016-06-01 00:00:00,ON,2016,6,1,15.3,,12.5,,18,,0,T,0,T,0,,0,,,,,,0,,2.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.2,2016-06-02 00:00:00,ON,2016,6,2,22,,14,,30,,0,,0,,0,,0,,,,,,4,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.3,2016-06-03 00:00:00,ON,2016,6,3,21,,16,,26,,0,,0,,0,,0,,,,,,3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.4,2016-06-04 00:00:00,ON,2016,6,4,21,,16.5,,25.5,,13.4,,13.4,,0,,0,,,,,,3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.5,2016-06-05 00:00:00,ON,2016,6,5,20.3,,15.5,,25,,11,,11,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.6,2016-06-06 00:00:00,ON,2016,6,6,20.5,,15,,26,,8.6,,8.6,,0,,0,,,,,,2.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.7,2016-06-07 00:00:00,ON,2016,6,7,16.8,,13,,20.5,,3,,3,,0,,0,,,,,,0,,1.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.8,2016-06-08 00:00:00,ON,2016,6,8,11.3,,7,,15.5,,0,,0,,0,,0,,,,,,0,,6.7,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.9,2016-06-09 00:00:00,ON,2016,6,9,14,,7,,21,,0,,0,,0,,0,,,,,,0,,4,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.10,2016-06-10 00:00:00,ON,2016,6,10,15.8,,8.5,,23,,1,,1,,0,,0,,,,,,0,,2.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.11,2016-06-11 00:00:00,ON,2016,6,11,23.3,,15,,31.5,,0,,0,,0,,0,,,,,,5.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.12,2016-06-12 00:00:00,ON,2016,6,12,17,,12.5,,21.5,,0,,0,,0,,0,,,,,,0,,1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.13,2016-06-13 00:00:00,ON,2016,6,13,16.8,,12,,21.5,,0,,0,,0,,0,,,,,,0,,1.2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.14,2016-06-14 00:00:00,ON,2016,6,14,16.5,,11,,22,,0,,0,,0,,0,,,,,,0,,1.5,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.15,2016-06-15 00:00:00,ON,2016,6,15,17,,11,,23,,6.6,,6.6,,0,,0,,,,,,0,,1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.16,2016-06-16 00:00:00,ON,2016,6,16,20.3,,15,,25.5,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.17,2016-06-17 00:00:00,ON,2016,6,17,23,,16.5,,29.5,,0,,0,,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.18,2016-06-18 00:00:00,ON,2016,6,18,23.5,,16,,31,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.19,2016-06-19 00:00:00,ON,2016,6,19,25.5,,18,,33,,0,,0,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.20,2016-06-20 00:00:00,ON,2016,6,20,28,,22,,34,,0,,0,,0,,0,,,,,,10,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.21,2016-06-21 00:00:00,ON,2016,6,21,20.3,,13.5,,27,,3.4,,3.4,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.22,2016-06-22 00:00:00,ON,2016,6,22,20.3,,14,,26.5,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.23,2016-06-23 00:00:00,ON,2016,6,23,18.3,,12.5,,24,,0,,0,,0,,0,,,,,,0.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.24,2016-06-24 00:00:00,ON,2016,6,24,20.3,,13,,27.5,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.25,2016-06-25 00:00:00,ON,2016,6,25,21.5,,14.5,,28.5,,0,,0,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.26,2016-06-26 00:00:00,ON,2016,6,26,25.3,,17,,33.5,,3.4,,3.4,,0,,0,,,,,,7.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.27,2016-06-27 00:00:00,ON,2016,6,27,27.3,,20.5,,34,,0,,0,,0,,0,,,,,,9.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.28,2016-06-28 00:00:00,ON,2016,6,28,20.3,,16,,24.5,,0.4,,0.4,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.29,2016-06-29 00:00:00,ON,2016,6,29,20,,13,,27,,0,,0,,0,,0,,,,,,2,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.6.30,2016-06-30 00:00:00,ON,2016,6,30,20,,12,,28,,0,,0,,0,,0,,,,,,2,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.1,2016-07-01 00:00:00,ON,2016,7,1,19.8,,15.5,,24,,7,,7,,0,,0,,,,,,1.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.2,2016-07-02 00:00:00,ON,2016,7,2,19.5,,12,,27,,0,,0,,0,,0,,,,,,1.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.3,2016-07-03 00:00:00,ON,2016,7,3,21.3,,13,,29.5,,0,,0,,0,,0,,,,,,3.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.4,2016-07-04 00:00:00,ON,2016,7,4,21.3,,14.5,,28,,0,,0,,0,,0,,,,,,3.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.5,2016-07-05 00:00:00,ON,2016,7,5,25.8,,19,,32.5,,0,,0,,0,,0,,,,,,7.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.6,2016-07-06 00:00:00,ON,2016,7,6,25.3,,18.5,,32,,0,T,0,T,0,,0,,,,,,7.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.7,2016-07-07 00:00:00,ON,2016,7,7,26.5,,21,,32,,0,,0,,0,,0,,,,,,8.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.8,2016-07-08 00:00:00,ON,2016,7,8,24.8,,21,,28.5,,0,,0,,0,,0,,,,,,6.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.9,2016-07-09 00:00:00,ON,2016,7,9,22.3,,18.5,,26,,0,T,0,T,0,,0,,,,,,4.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.10,2016-07-10 00:00:00,ON,2016,7,10,23,,17,,29,,0,,0,,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.11,2016-07-11 00:00:00,ON,2016,7,11,21.5,,17,,26,,6,,6,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.12,2016-07-12 00:00:00,ON,2016,7,12,26,,19,,33,,0,,0,,0,,0,,,,,,8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.13,2016-07-13 00:00:00,ON,2016,7,13,28.3,,20,,36.5,,11.6,,11.6,,0,,0,,,,,,10.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.14,2016-07-14 00:00:00,ON,2016,7,14,25.5,,20.5,,30.5,,19,,19,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.15,2016-07-15 00:00:00,ON,2016,7,15,23,,18.5,,27.5,,3.4,,3.4,,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.16,2016-07-16 00:00:00,ON,2016,7,16,19.3,,15,,23.5,,0,,0,,0,,0,,,,,,1.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.17,2016-07-17 00:00:00,ON,2016,7,17,20.3,,13,,27.5,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.18,2016-07-18 00:00:00,ON,2016,7,18,25.5,,21,,30,,0,,0,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.19,2016-07-19 00:00:00,ON,2016,7,19,20.3,,14,,26.5,,0,,0,,0,,0,,,,,,2.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.20,2016-07-20 00:00:00,ON,2016,7,20,21.5,,13,,30,,0,,0,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.21,2016-07-21 00:00:00,ON,2016,7,21,25.5,,17,,34,,2,,2,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.22,2016-07-22 00:00:00,ON,2016,7,22,28,,21,,35,,0,,0,,0,,0,,,,,,10,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.23,2016-07-23 00:00:00,ON,2016,7,23,27.5,,21,,34,,0,,0,,0,,0,,,,,,9.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.24,2016-07-24 00:00:00,ON,2016,7,24,23,,20.5,,25.5,,15.4,,15.4,,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.25,2016-07-25 00:00:00,ON,2016,7,25,26.5,,21,,32,,6.4,,6.4,,0,,0,,,,,,8.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.26,2016-07-26 00:00:00,ON,2016,7,26,24.3,,17,,31.5,,0,,0,,0,,0,,,,,,6.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.27,2016-07-27 00:00:00,ON,2016,7,27,26,,18,,34,,0,,0,,0,,0,,,,,,8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.28,2016-07-28 00:00:00,ON,2016,7,28,25.5,,21.5,,29.5,,0,T,0,T,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.29,2016-07-29 00:00:00,ON,2016,7,29,23.8,,20.5,,27,,0.2,,0.2,,0,,0,,,,,,5.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.30,2016-07-30 00:00:00,ON,2016,7,30,21.5,,19,,24,,0,T,0,T,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.7.31,2016-07-31 00:00:00,ON,2016,7,31,21.8,,19,,24.5,,7,,7,,0,,0,,,,,,3.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.1,2016-08-01 00:00:00,ON,2016,8,1,23.5,,19,,28,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.2,2016-08-02 00:00:00,ON,2016,8,2,23.5,,18.5,,28.5,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.3,2016-08-03 00:00:00,ON,2016,8,3,23.5,,18,,29,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.4,2016-08-04 00:00:00,ON,2016,8,4,26,,19,,33,,0,,0,,0,,0,,,,,,8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.5,2016-08-05 00:00:00,ON,2016,8,5,28.8,,23,,34.5,,1.6,,1.6,,0,,0,,,,,,10.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.6,2016-08-06 00:00:00,ON,2016,8,6,24.3,,17.5,,31,,0,,0,,0,,0,,,,,,6.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.7,2016-08-07 00:00:00,ON,2016,8,7,23.3,,17.5,,29,,0,,0,,0,,0,,,,,,5.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.8,2016-08-08 00:00:00,ON,2016,8,8,23,,17,,29,,0,,0,,0,,0,,,,,,5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.9,2016-08-09 00:00:00,ON,2016,8,9,23.8,,16,,31.5,,0,,0,,0,,0,,,,,,5.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.10,2016-08-10 00:00:00,ON,2016,8,10,28.8,,21.5,,36,,0,,0,,0,,0,,,,,,10.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.11,2016-08-11 00:00:00,ON,2016,8,11,27,,21,,33,,1,,1,,0,,0,,,,,,9,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.12,2016-08-12 00:00:00,ON,2016,8,12,29.3,,24.5,,34,,8,,8,,0,,0,,,,,,11.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.13,2016-08-13 00:00:00,ON,2016,8,13,26.5,,23,,30,,11,,11,,0,,0,,,,,,8.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.14,2016-08-14 00:00:00,ON,2016,8,14,25,,21,,29,,0,,0,,0,,0,,,,,,7,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.15,2016-08-15 00:00:00,ON,2016,8,15,21.5,,18,,25,,14,,14,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.16,2016-08-16 00:00:00,ON,2016,8,16,25.5,,21.5,,29.5,,7.4,,7.4,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.17,2016-08-17 00:00:00,ON,2016,8,17,21.3,,15.5,,27,,0,,0,,0,,0,,,,,,3.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.18,2016-08-18 00:00:00,ON,2016,8,18,25,,20,,30,,0,,0,,0,,0,,,,,,7,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.19,2016-08-19 00:00:00,ON,2016,8,19,24,,18.5,,29.5,,12.8,,12.8,,0,,0,,,,,,6,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.20,2016-08-20 00:00:00,ON,2016,8,20,26,,20.5,,31.5,,2,,2,,0,,0,,,,,,8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.21,2016-08-21 00:00:00,ON,2016,8,21,23.3,,19.5,,27,,0,,0,,0,,0,,,,,,5.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.22,2016-08-22 00:00:00,ON,2016,8,22,19,,13,,25,,0,,0,,0,,0,,,,,,1,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.23,2016-08-23 00:00:00,ON,2016,8,23,21.5,,14,,29,,0,,0,,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.24,2016-08-24 00:00:00,ON,2016,8,24,23.8,,16.5,,31,,5.6,,5.6,,0,,0,,,,,,5.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.25,2016-08-25 00:00:00,ON,2016,8,25,26,,21,,31,,22,,22,,0,,0,,,,,,8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.26,2016-08-26 00:00:00,ON,2016,8,26,24.5,,19,,30,,0,,0,,0,,0,,,,,,6.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.27,2016-08-27 00:00:00,ON,2016,8,27,21.3,,16,,26.5,,0.6,,0.6,,0,,0,,,,,,3.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.28,2016-08-28 00:00:00,ON,2016,8,28,25.5,,20,,31,,0,,0,,0,,0,,,,,,7.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.29,2016-08-29 00:00:00,ON,2016,8,29,22,,17,,27,,0,,0,,0,,0,,,,,,4,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.30,2016-08-30 00:00:00,ON,2016,8,30,22.8,,15.5,,30,,0,,0,,0,,0,,,,,,4.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.8.31,2016-08-31 00:00:00,ON,2016,8,31,25.8,,21.5,,30,,0,,0,,0,,0,,,,,,7.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.1,2016-09-01 00:00:00,ON,2016,9,1,20.5,,17,,24,,0,,0,,0,,0,,,,,,2.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.2,2016-09-02 00:00:00,ON,2016,9,2,18.8,,14,,23.5,,0,,0,,0,,0,,,,,,0.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.3,2016-09-03 00:00:00,ON,2016,9,3,19.3,,14,,24.5,,0,,0,,0,,0,,,,,,1.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.4,2016-09-04 00:00:00,ON,2016,9,4,18,,12,,24,,0,,0,,0,,0,,,,,,0,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.5,2016-09-05 00:00:00,ON,2016,9,5,22,,15,,29,,0,,0,,0,,0,,,,,,4,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.6,2016-09-06 00:00:00,ON,2016,9,6,24.8,,18,,31.5,,0,,0,,0,,0,,,,,,6.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.7,2016-09-07 00:00:00,ON,2016,9,7,28.5,,22,,35,,9,,9,,0,,0,,,,,,10.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.8,2016-09-08 00:00:00,ON,2016,9,8,26.5,,22.5,,30.5,,0.2,,0.2,,0,,0,,,,,,8.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.9,2016-09-09 00:00:00,ON,2016,9,9,24.8,,19.5,,30,,0,,0,,0,,0,,,,,,6.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.10,2016-09-10 00:00:00,ON,2016,9,10,24.5,,19.5,,29.5,,0,,0,,0,,0,,,,,,6.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.11,2016-09-11 00:00:00,ON,2016,9,11,19.5,,14.5,,24.5,,0,,0,,0,,0,,,,,,1.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.12,2016-09-12 00:00:00,ON,2016,9,12,18.3,,11,,25.5,,0,,0,,0,,0,,,,,,0.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.13,2016-09-13 00:00:00,ON,2016,9,13,21.5,,14,,29,,0,T,0,T,0,,0,,,,,,3.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.14,2016-09-14 00:00:00,ON,2016,9,14,20.5,,18,,23,,0,,0,,0,,0,,,,,,2.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.15,2016-09-15 00:00:00,ON,2016,9,15,16,,11.5,,20.5,,0,,0,,0,,0,,,,,,0,,2,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.16,2016-09-16 00:00:00,ON,2016,9,16,17,,11,,23,,10.4,,10.4,,0,,0,,,,,,0,,1,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.17,2016-09-17 00:00:00,ON,2016,9,17,20,,16.5,,23.5,,7,,7,,0,,0,,,,,,2,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.18,2016-09-18 00:00:00,ON,2016,9,18,22.3,,16.5,,28,,0,,0,,0,,0,,,,,,4.3,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.19,2016-09-19 00:00:00,ON,2016,9,19,20.8,,14.5,,27,,0,,0,,0,,0,,,,,,2.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.20,2016-09-20 00:00:00,ON,2016,9,20,23.5,,18,,29,,0,,0,,0,,0,,,,,,5.5,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.21,2016-09-21 00:00:00,ON,2016,9,21,20.8,,13.5,,28,,0,,0,,0,,0,,,,,,2.8,,0,,,,,
-79.69,43.5125,OAKVILLE TWN,6155750,6155750.2016.9.22,2016-09-22 00:00:00,ON,2016,9,22,22,,14,,30,,6,,6,,0,,0,,,,,,4,,0,,,,,
