"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Date","Surveyor","Comment","Date_early","Surveyor_early","Comment_early","Total_Height_early","Scar_length_cm","scar_div_earlyheight","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"122","MW005",5,9,44,2,2,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,96.1,15.559,0.161904266389178,5,"AS010",43.493329,-79.747541,"Rural",34691.9910922074,34.6919910922074,"Rural",-2.80108
"123","MW006",6,4,31,2,3,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,30.5,1.09,0.0357377049180328,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"124","MW006",6,19,23,3,1,4,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,92.1,7.79,0.0845819761129208,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"125","MW006",6,4,12,1,4,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,0,0,NA,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"126","MW006",6,9,37,2,4,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,39.2,2.866,0.0731122448979592,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"127","MW006",6,7,2,1,2,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,0,0,NA,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"128","MW006",6,20,17,3,1,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,55.3,13.394,0.242206148282098,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"129","MW006",6,2,2,1,2,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,55.8,1.61,0.0288530465949821,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"130","MW006",6,8,27,2,3,5,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,170.1,11.49,0.0675485008818342,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"131","MW006",6,2,18,1,4,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,233.9,21.32,0.0911500641299701,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"132","MW006",6,6,18,1,2,1,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,0,0,NA,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"133","MW006",6,5,30,2,5,4,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,31.1,1.368,0.0439871382636656,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"134","MW006",6,2,38,2,1,3,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,191.8,13.6,0.0709071949947862,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"135","MW006",6,18,27,4,3,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,21.2,3.577,0.16872641509434,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"136","MW006",6,21,30,4,4,1,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,71.9,9.29,0.129207232267038,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"137","MW006",6,13,35,4,5,3,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,9.4,0,0,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"138","MW006",6,12,27,4,1,2,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,104,4.24,0.0407692307692308,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"139","MW006",6,11,40,4,3,4,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,24.7,0,0,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"140","MW006",6,19,17,3,3,3,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,42.3,10.69,0.252718676122931,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"141","MW006",6,21,22,3,5,1,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,9.3,0,0,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"142","MW006",6,12,23,1,1,1,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,82.3,0,0,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"143","MW006",6,17,1,3,4,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,68.6,7.04,0.102623906705539,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"144","MW006",6,1,46,2,2,4,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,31.1,0,0,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"145","MW006",6,14,27,4,5,2,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,280.8,26.06,0.0928062678062678,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"146","MW006",6,18,35,4,5,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,0,0,NA,6,"AS014",43.438669,-79.780878,"Rural",40355.1125073074,40.3551125073074,"Rural",-0.431062
"147","MW007",7,7,15,1,4,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,15.7,0,0,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"148","MW007",7,6,46,2,4,3,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,165.5,17.47,0.105558912386707,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"149","MW007",7,15,22,3,4,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,18.01,6.411,0.355968906163243,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"150","MW007",7,8,9,1,3,2,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,0,0,NA,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"151","MW007",7,3,21,1,3,1,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,22.7,0,0,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"152","MW007",7,12,9,3,2,4,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,36.1,0,0,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"153","MW007",7,16,16,3,5,4,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,42.5,7.823,0.184070588235294,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"154","MW007",7,7,3,1,1,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,65.1,7.15,0.109831029185868,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"155","MW007",7,1,19,1,2,2,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,84.4,11.73,0.138981042654028,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"156","MW007",7,1,39,2,4,2,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,41.4,5.808,0.140289855072464,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"157","MW007",7,9,28,2,3,5,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,37.7,1.907,0.0505835543766578,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"158","MW007",7,8,28,2,1,2,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,59.6,3.223,0.0540771812080537,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"159","MW007",7,12,1,3,1,1,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,52.7,15.7,0.297912713472486,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"160","MW007",7,14,8,3,1,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,60.2,0,0,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"161","MW007",7,18,19,3,4,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,37,9.82,0.265405405405405,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"162","MW007",7,13,30,4,5,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,65.8,18.668,0.28370820668693,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"163","MW007",7,17,37,4,2,5,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,0,0,NA,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"164","MW007",7,4,36,2,5,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,176.2,20.68,0.117366628830874,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"165","MW007",7,21,34,4,1,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,0,0,NA,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"166","MW007",7,6,12,1,5,2,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,36.3,4.93,0.135812672176309,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"167","MW007",7,19,30,4,2,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,49.3,1.38,0.0279918864097363,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"168","MW007",7,10,7,1,3,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,0,0,NA,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"169","MW007",7,9,20,1,3,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,55.7,2.287,0.0410592459605027,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"170","MW007",7,6,8,1,5,3,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,130.2,1.2,0.00921658986175115,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"171","MW007",7,7,24,2,2,3,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,44,2.089,0.0474772727272727,7,"AS017",43.434493,-79.904435,"Rural",48930.8160490192,48.9308160490192,"Rural",-3.0900825
"172","MW008",8,12,17,3,1,2,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,111.4,11.41,0.102423698384201,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"173","MW008",8,17,2,3,2,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,55.2,13.45,0.243659420289855,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"174","MW008",8,3,17,1,2,5,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,123.3,2.182,0.0176966747769667,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"175","MW008",8,21,7,3,2,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,79.4,5.04,0.0634760705289673,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"176","MW008",8,1,40,2,1,4,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,331.8,29.856,0.0899819168173599,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"177","MW008",8,7,28,2,2,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,193.4,26.505,0.137047569803516,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"178","MW008",8,4,20,1,1,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,48,2.85,0.059375,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"179","MW008",8,19,26,4,1,5,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,27.4,0.58,0.0211678832116788,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"180","MW008",8,5,6,1,3,5,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,333.6,68.803,0.206244004796163,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"181","MW008",8,17,5,3,1,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,0,0,NA,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"182","MW008",8,21,28,4,2,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,30,17.802,0.5934,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"183","MW008",8,5,37,2,3,3,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,78.5,13.567,0.172828025477707,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"184","MW008",8,20,24,3,3,4,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,78.2,14.133,0.180728900255754,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"185","MW008",8,15,10,3,3,2,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,41,3.929,0.0958292682926829,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"186","MW008",8,21,2,3,3,1,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,46.2,2.183,0.0472510822510822,8,"AS021",43.457451,-79.866815,"Rural",45019.0640911002,45.0190640911002,"Rural",-1.67951
"187","MW009",9,3,4,1,2,2,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,159.2,8.817,0.0553831658291457,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"188","MW009",9,12,7,3,1,4,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,79.8,0,0,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"189","MW009",9,5,20,1,1,5,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,56.8,6.514,0.114683098591549,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"190","MW009",9,15,40,4,1,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,65.9,2.583,0.039195751138088,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"191","MW009",9,19,42,4,2,3,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,31.1,0,0,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"192","MW009",9,10,19,1,2,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,63,10.987,0.174396825396825,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"193","MW009",9,11,22,1,1,2,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,26.1,5.81,0.222605363984674,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"194","MW009",9,8,1,1,2,1,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,114.4,6.87,0.0600524475524475,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"195","MW009",9,13,38,4,2,5,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,133,0.417,0.00313533834586466,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"196","MW009",9,2,19,1,1,3,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,21,0,0,9,"AS022",43.516263,-79.77922,"Rural",35701.894221116,35.701894221116,"Rural",-2.37356
"197","MW011",11,18,17,3,1,5,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,171.4,41.516,0.242217036172695,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"198","MW011",11,5,7,1,1,2,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,66.4,7.817,0.117725903614458,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"199","MW011",11,6,5,1,2,4,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,86.6,4.84,0.0558891454965358,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"200","MW011",11,7,44,2,2,5,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,18.9,2.514,0.133015873015873,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"201","MW011",11,11,4,1,3,2,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,58.9,10.94,0.185738539898132,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"202","MW011",11,20,20,3,2,2,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,17.3,2.208,0.127630057803468,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"203","MW011",11,14,4,3,1,4,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,0,0,NA,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"204","MW011",11,19,36,4,4,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,0,0,NA,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"205","MW011",11,17,13,3,2,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,115.3,25.82,0.223937554206418,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"206","MW011",11,13,24,3,2,3,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,60.6,8.913,0.147079207920792,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"207","MW011",11,21,45,4,3,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,51.6,6.411,0.124244186046512,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"208","MW011",11,15,34,4,3,4,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,0,0,NA,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"209","MW011",11,8,11,1,4,5,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,0,0,NA,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"210","MW011",11,1,24,2,3,5,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,81.3,2.36,0.0290282902829028,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"211","MW011",11,13,28,4,1,1,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,56,6.916,0.1235,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"212","MW011",11,11,3,1,1,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,231.3,29.9,0.12926934716818,11,"AS024",43.589594,-79.638468,"South",22044.809923962,22.044809923962,"Urban",2.10156
"213","MW012",12,3,1,1,5,1,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,321.9,17.35,0.0538987263125194,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"214","MW012",12,13,41,4,1,3,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,0,0,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"215","MW012",12,3,40,2,5,3,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,300.7,30.533,0.101539740605254,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"216","MW012",12,17,28,4,4,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,17.7,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"217","MW012",12,11,28,4,2,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,177,20.15,0.113841807909605,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"218","MW012",12,19,18,3,1,1,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,39.6,8.03,0.202777777777778,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"219","MW012",12,4,22,1,4,4,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,0,0,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"220","MW012",12,6,30,2,5,4,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,11.9,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"221","MW012",12,17,4,3,5,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,88.6,15.36,0.173363431151242,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"222","MW012",12,17,17,3,2,5,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,140.2,20.02,0.142796005706134,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"223","MW012",12,5,25,2,5,2,"7/2/2021","Hayden",NA,"7/2/2021","Hayden",NA,0,0,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"224","MW012",12,9,3,1,3,1,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,0,0,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"225","MW012",12,13,29,4,1,2,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,210.3,54.261,0.258017118402282,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"226","MW012",12,21,41,4,3,3,"6/28/2021","Hayden",NA,"6/28/2021","Hayden",NA,156.9,40.662,0.259158699808795,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"227","MW012",12,8,10,1,3,2,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,10.3,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"228","MW012",12,16,46,4,3,5,"6/29/2021","Hayden",NA,"6/29/2021","Hayden",NA,14.4,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"229","MW012",12,6,6,1,1,4,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,38,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"230","MW012",12,4,3,1,4,1,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,78.8,11.11,0.140989847715736,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"231","MW012",12,14,32,4,2,3,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,115,20.89,0.181652173913043,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"232","MW012",12,7,33,2,2,2,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,350.4,34.226,0.0976769406392694,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"233","MW012",12,14,40,4,4,2,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,0,0,NA,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"234","MW012",12,7,25,2,2,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,7.2,0,0,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"235","MW012",12,10,13,1,3,4,"7/1/2021","Hayden",NA,"7/1/2021","Hayden",NA,67.8,4.825,0.071165191740413,12,"AS025",43.534585,-79.645432,"South",25268.1118797278,25.2681118797278,"Urban",0.4053
"236","MW013",13,17,14,3,5,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,69.8,5.51,0.0789398280802292,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"237","MW013",13,3,5,1,5,5,"7/3/2021","Samer",NA,"7/3/2021","Samer",NA,76.8,5.138,0.0669010416666667,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"238","MW013",13,12,41,4,1,2,"6/30/2021","Kavya",NA,"6/30/2021","Kavya",NA,0,0,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"239","MW013",13,1,28,2,3,4,"7/3/2021","Sophie",NA,"7/3/2021","Sophie",NA,0,0,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"240","MW013",13,19,28,4,2,2,"6/29/2021","Sophie",NA,"6/29/2021","Sophie",NA,94.3,10.52,0.111558854718982,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"241","MW013",13,13,12,3,3,3,"6/30/2021","Hayden",NA,"6/30/2021","Hayden",NA,0,0,NA,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"242","MW013",13,8,5,1,5,4,"7/1/2021","Sophie",NA,"7/1/2021","Sophie",NA,31.1,4.73,0.152090032154341,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
"243","MW013",13,14,39,4,2,1,"6/30/2021","Sophie",NA,"6/30/2021","Sophie",NA,86.6,0.47,0.00542725173210162,13,"AS026",43.615384,-79.570454,"South",15936.9812417788,15.9369812417788,"Urban",2.12016
