"","Population","Row","Column","Block","Family","Replicate","Weevil_dam_binary","Total_Height_early","Scar_length_cm","scar_div_earlyheight","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score","Pop_ID"
"517",39,8,40,2,3,5,1,59.7,4.52,0.0757118927973199,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"518",39,3,27,2,4,2,1,190.1,1.254,0.00659652814308259,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"519",39,13,2,3,3,1,1,26.3,3.733,0.141939163498099,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"520",39,2,4,1,2,1,1,5.6,1.303,0.232678571428571,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"521",39,18,28,4,1,1,1,34.7,6.898,0.198789625360231,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"522",39,9,36,2,5,2,0,7.4,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"523",39,16,40,4,1,2,1,19.1,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"524",39,8,30,2,3,3,1,50.1,11.213,0.223812375249501,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"525",39,16,22,3,4,4,0,24.9,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"526",39,21,32,4,4,3,0,145.3,0.913,0.0062835512732278,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"527",39,5,42,2,5,3,1,69.2,3.719,0.053742774566474,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"528",39,17,10,3,4,5,1,165.9,31.007,0.186901748040989,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"529",39,8,43,2,4,1,1,101,18.891,0.187039603960396,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"530",39,16,31,4,1,4,0,9.9,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"531",39,18,2,3,2,3,0,12.8,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"532",39,3,13,1,2,2,0,24.1,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"533",39,18,25,3,1,3,1,33.8,8.308,0.245798816568047,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"534",39,9,7,1,3,4,0,25.8,0,0,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"535",39,13,37,4,5,4,1,21.3,4.035,0.18943661971831,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"536",39,7,29,2,2,5,0,39.3,0.451,0.0114758269720102,"AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,NA
"537",40,1,13,1,3,5,0,35,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"538",40,20,37,4,2,3,1,14.5,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"539",40,11,35,4,3,2,1,29.2,6.823,0.233664383561644,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"540",40,1,16,1,4,5,0,0,0,NA,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"541",40,17,20,3,1,1,1,31.3,16.926,0.540766773162939,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"542",40,19,3,3,4,3,0,45.3,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"543",40,2,16,1,2,2,1,21.4,3.556,0.166168224299065,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"544",40,12,37,4,4,1,0,41.4,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"545",40,5,33,2,3,1,1,29.7,5.272,0.177508417508418,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"546",40,4,38,2,5,3,1,79.5,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"547",40,21,39,4,4,4,0,30.9,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"548",40,1,26,2,3,4,0,16.6,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"549",40,3,43,2,5,2,1,80.5,4.568,0.0567453416149068,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"550",40,17,16,3,2,1,1,35.5,9.871,0.278056338028169,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"551",40,6,11,1,5,5,1,72.9,0.853,0.0117009602194787,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"552",40,15,41,4,3,3,1,36.6,1.337,0.0365300546448087,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"553",40,14,25,3,4,2,1,23.5,3.406,0.144936170212766,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"554",40,15,39,4,2,5,1,58,3.698,0.0637586206896552,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"555",40,18,43,4,5,4,0,26.7,0,0,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"556",40,11,17,1,5,1,1,70.9,5.502,0.0776022566995769,"AS053",43.690086,-79.572325,"North",15864.0513430648,15.8640513430648,"Urban",1.5481,NA
"557",41,1,14,1,2,5,0,11.1,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"558",41,15,45,4,4,5,0,11.6,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"559",41,10,30,2,2,4,0,18.4,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"560",41,2,30,2,1,1,0,55.2,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"561",41,12,14,3,2,3,0,51.2,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"562",41,14,5,3,2,1,1,19.2,2.676,0.139375,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"563",41,14,36,4,2,2,1,24,3.387,0.141125,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"564",41,5,36,2,1,5,0,52.9,0,0,"AS054",43.675131,-79.571575,"North",15496.0628619836,15.4960628619836,"Urban",0.524692,NA
"565",42,18,13,3,1,3,1,54.9,3.818,0.0695446265938069,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"566",42,21,17,3,2,3,0,55.5,0,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"567",42,10,8,1,1,1,1,60.2,3.992,0.066312292358804,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"568",42,11,42,4,1,4,0,0,0,NA,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"569",42,2,29,2,2,2,0,0,0,NA,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"570",42,6,41,2,1,2,0,19.1,0,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"571",42,10,14,1,2,1,0,10.5,0,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"572",42,11,27,4,2,4,0,20.6,0,0,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"573",42,13,8,3,2,5,1,97.6,14.531,0.148883196721311,"AS055",43.664067,-79.577284,"North",15838.6656760841,15.8386656760841,"Urban",2.65813,NA
"574",45,16,36,4,1,5,0,0,0,NA,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"575",45,9,23,2,2,1,0,49.6,0,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"576",45,12,40,4,2,2,0,14.3,0,0,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"577",45,9,31,2,2,4,1,76.5,7.092,0.0927058823529412,"AS058",43.335538,-79.962974,"Rural",59030.3809861202,59.0303809861202,"Rural",-2.92002,NA
"578",46,13,22,3,3,3,1,41.7,1.572,0.0376978417266187,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"579",46,14,28,4,5,2,1,81.4,24.427,0.300085995085995,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"580",46,20,4,3,5,4,1,80.2,8.965,0.111783042394015,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"581",46,21,10,3,1,4,1,71.6,9.105,0.127164804469274,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"582",46,19,22,3,3,1,1,21.8,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"583",46,6,13,1,5,1,0,78.3,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"584",46,19,19,3,2,4,1,13.9,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"585",46,5,18,1,5,3,0,77.4,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"586",46,16,11,3,4,4,1,80.3,31.761,0.395529265255293,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"587",46,19,46,4,3,5,0,36.6,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"588",46,2,17,1,1,5,1,47.1,5.093,0.108131634819533,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"589",46,12,5,3,1,2,0,24,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"590",46,10,22,1,1,1,1,40.5,7.837,0.193506172839506,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"591",46,3,38,2,2,3,0,31.9,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"592",46,15,5,3,4,3,1,23.4,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"593",46,7,14,1,5,5,0,14.2,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"594",46,18,5,3,4,5,1,77.5,8.527,0.110025806451613,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"595",46,17,8,3,3,4,1,93,22.08,0.23741935483871,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"596",46,4,46,2,4,1,0,41.7,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"597",46,18,40,4,2,1,0,14.6,0,0,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"598",46,14,21,3,4,2,1,16,0.325,0.0203125,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"599",46,8,25,2,2,5,1,59,2.217,0.0375762711864407,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"600",46,12,13,3,3,2,0,0,0,NA,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"601",46,3,42,2,2,2,1,127.3,9.278,0.0728829536527887,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"602",46,6,17,1,1,3,0,0,0,NA,"AS059",43.343046,-79.959704,"Rural",58314.3855323293,58.3143855323293,"Rural",-2.26854,NA
"603",47,5,17,1,3,3,1,45.6,6.682,0.146535087719298,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"604",47,5,21,1,4,5,1,19.4,0.418,0.0215463917525773,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"605",47,7,11,1,4,4,1,77.2,6.903,0.0894170984455959,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"606",47,8,19,1,5,1,0,22.5,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"607",47,4,5,1,1,1,0,60.5,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"608",47,21,14,3,3,1,1,23.3,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"609",47,5,16,1,1,5,0,22.6,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"610",47,18,23,3,3,4,0,19.2,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"611",47,19,15,3,1,2,0,47.3,1.104,0.0233403805496829,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"612",47,7,4,1,2,2,0,58.8,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"613",47,21,46,4,2,5,0,10.8,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"614",47,10,31,2,4,1,1,63,9.544,0.151492063492064,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"615",47,14,30,4,2,1,1,71.7,41.677,0.581269177126918,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"616",47,14,17,3,3,2,1,8.5,1.262,0.148470588235294,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"617",47,12,42,4,5,3,0,19,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"618",47,4,4,1,3,5,0,20.6,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"619",47,20,39,4,1,3,0,22.4,0.668,0.0298214285714286,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"620",47,21,19,3,5,5,1,48.5,4.628,0.0954226804123711,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"621",47,12,3,3,4,3,0,46.7,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"622",47,10,46,4,4,2,0,47.9,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"623",47,2,40,2,2,4,1,35.8,1.434,0.0400558659217877,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"624",47,10,21,1,5,2,0,0,0,NA,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"625",47,2,24,2,2,3,0,44.6,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"626",47,12,11,3,1,4,0,22.2,1.827,0.0822972972972973,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"627",47,9,42,2,5,4,0,24.5,0,0,"AS060",43.519441,-79.750471,"Rural",33468.5354488643,33.4685354488643,"Rural",-2.66342,NA
"628",49,9,35,2,3,1,1,44.3,5.301,0.119661399548533,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"629",49,3,11,1,3,4,1,19,1.106,0.0582105263157895,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"630",49,5,14,1,2,3,0,19.1,0,0,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"631",49,3,39,2,5,3,0,85.8,0,0,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"632",49,6,10,1,4,5,0,52.1,0,0,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"633",49,9,6,1,5,5,1,67.4,17.865,0.265059347181009,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"634",49,2,5,1,3,5,1,26.7,0.584,0.02187265917603,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"635",49,18,18,3,3,2,1,38.9,3.227,0.0829562982005141,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"636",49,16,14,3,2,2,1,30.8,1.915,0.0621753246753247,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"637",49,13,10,3,1,1,1,44.6,13.719,0.307600896860987,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"638",49,17,30,4,2,5,1,21.2,5.509,0.259858490566038,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"639",49,13,11,3,2,4,1,79.2,34.289,0.432941919191919,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"640",49,2,36,2,4,3,0,11.2,0,0,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"641",49,13,26,4,1,2,1,80.3,45.307,0.564221668742217,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"642",49,14,23,3,4,1,1,46.8,3.893,0.0831837606837607,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"643",49,14,22,3,3,3,1,125.5,39.331,0.313394422310757,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"644",49,19,43,4,2,1,0,35.5,0,0,"AS062",43.534939,-79.732912,"South",31431.8593230486,31.4318593230486,"Urban",0.2286,NA
"645",51,4,34,2,4,3,1,62.2,8.017,0.128890675241158,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"646",51,20,25,3,4,4,1,80.7,17.354,0.215043370508054,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"647",51,12,31,4,4,1,1,49.3,18.584,0.376957403651116,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"648",51,9,12,1,4,2,0,59.8,0,0,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"649",51,6,16,1,2,1,1,44.2,2.406,0.0544343891402715,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"650",51,21,15,3,4,5,0,13.2,1.975,0.149621212121212,"AS064",43.669676,-79.422881,"South",3692.60866191731,3.69260866191731,"Urban",2.67139,NA
"651",54,17,15,3,1,5,0,4.5,0,0,"AS067",43.67876,-79.431977,"South",4811.40388831811,4.81140388831811,"Urban",3.17675,NA
"652",56,15,38,4,4,5,1,22.9,9.332,0.407510917030568,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"653",56,10,4,1,4,1,0,18.1,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"654",56,13,40,4,2,2,0,8.3,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"655",56,3,37,2,2,1,0,32.4,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"656",56,4,26,2,2,3,1,40.1,7.098,0.177007481296758,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"657",56,20,2,3,3,1,0,6,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"658",56,7,30,2,3,5,1,27.9,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"659",56,13,23,3,4,3,1,32.7,3.169,0.0969113149847095,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"660",56,2,7,1,3,4,0,8.5,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"661",56,21,44,4,2,5,1,13.2,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"662",56,4,17,1,4,2,1,55.8,3.056,0.0547670250896057,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"663",56,3,31,2,4,4,1,49.4,1.334,0.027004048582996,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"664",56,10,35,2,2,4,0,41.3,0,0,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"665",56,18,12,3,3,2,0,160.2,14.132,0.0882147315855181,"AS069",43.671068,-79.452408,"South",5987.40587556773,5.98740587556773,"Urban",2.24942,NA
"666",57,2,43,2,1,4,0,16.6,1.755,0.105722891566265,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"667",57,8,17,1,3,2,1,88.5,4.127,0.0466327683615819,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"668",57,12,25,4,4,4,1,34.6,6.21,0.179479768786127,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"669",57,19,33,4,4,3,1,21.9,3.896,0.177899543378995,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"670",57,10,37,2,1,1,1,77.2,13.706,0.177538860103627,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"671",57,12,38,4,2,5,0,14.8,2.032,0.137297297297297,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"672",57,9,38,2,5,4,0,21,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"673",57,7,34,2,4,5,1,25.8,3.702,0.143488372093023,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"674",57,11,24,4,2,1,0,34.2,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"675",57,12,19,3,5,5,1,43.5,2.177,0.0500459770114943,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"676",57,17,39,4,3,3,0,5.4,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"677",57,15,8,3,2,4,1,31.4,10.774,0.34312101910828,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"678",57,15,17,3,3,4,1,33,1.32,0.04,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"679",57,8,2,1,1,2,0,62.6,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"680",57,6,7,1,5,3,0,27.4,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"681",57,14,1,3,2,3,0,63.9,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"682",57,10,38,2,1,3,0,5.6,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"683",57,2,42,2,5,1,0,32.2,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"684",57,20,22,3,2,2,0,2,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"685",57,15,35,4,4,1,1,48.2,0.434,0.00900414937759336,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"686",57,14,10,3,3,1,1,139,26.124,0.187942446043165,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"687",57,16,2,3,4,2,0,36.8,0,0,"AS070",43.67024,-79.462135,"South",6722.34816456428,6.72234816456428,"Urban",2.71762,NA
"688",61,19,24,3,3,5,1,24.6,1.197,0.0486585365853659,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"689",61,19,9,3,5,2,1,30.3,6.955,0.22953795379538,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"690",61,18,3,3,1,4,1,18.1,1.853,0.102375690607735,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"691",61,13,14,3,5,3,0,40.8,0,0,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"692",61,17,27,4,3,2,1,38.1,13.928,0.365564304461942,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"693",61,6,2,1,4,5,0,30.6,0,0,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
"694",61,19,29,4,3,1,0,21,0.736,0.035047619047619,"AS074",43.654607,-79.607519,"North",18252.5904969499,18.2525904969498,"Urban",0.644411,NA
