"","Population","Row","Column","Block","Family","Replicate","Herbivory_mean_late","Herbivory_mean_early","Year","Patch_ID","Latitude","Longitude","Transect_ID","City_dist","Urb_score","Deer_damage_DC3","Exposed_rhizome_DC1","Herbivory_early","Herbivory_late","Urb_Rur"
"905","2",11,9,1,"1","2",0.01,0.09,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"35,0,0,8,2","0,5,0,0,0","Urban"
"906","2",3,10,1,"5","3",0,0.084,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"42,0,0,0,0","0,0,0,0,0","Urban"
"907","2",7,45,2,"5","4",NA,0.196,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"0,40,30,3,25","0","Urban"
"908","2",4,42,2,"2","2",0.136,0.01,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"0,0,0,2,3","0,50,0,0,18","Urban"
"909","2",21,4,3,"1","4",0.06,0.022,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"0, 0, 6, 5, 0","22,5,0,1,2","Urban"
"910","2",11,20,1,"4","5",0.086,0.024,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"12,0,0,0,0","0,8,10,20,5","Urban"
"911","2",20,34,4,"5","2",0,NA,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"too small","0,0,0,0,0","Urban"
"912","2",2,34,2,"4","3",0.044,0.034,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"10,6,0,1,0","21,1,0,0,0","Urban"
"913","2",6,3,1,"2","3",0.076,0.022,"2020","AS002",43.550225,-79.654062,"South",24.987050922191,0.0619652,NA,NA,"0,4,2,5,0","0,1,28,8,1","Urban"
"914","3",16,43,4,"2","3",0,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,0,0,0,0","Urban"
"915","3",18,41,4,"5","5",0.002,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,0,0,0,01","Urban"
"916","3",5,11,1,"2","4",0.264,0.068,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"12,0,0,22,0","24,8,10,90,0","Urban"
"917","3",6,20,1,"5","1",0.01,0.014,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,4,0,3,0","1,0,4,0,0","Urban"
"918","3",1,22,1,"3","5",0.808,0.096,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"20,3,2,3,20","100,100,100,100,04","Urban"
"919","3",10,26,2,"5","4",0.066,0.026,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"1,0,0,2,10","5,2,4,16,6","Urban"
"920","3",18,10,3,"5","2",0.06,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,1,14,15,0","Urban"
"921","3",20,3,3,"3","2",1,0.05,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,25","100,100,100,100,100","Urban"
"922","3",11,2,1,"4","1",0.004,0.076,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"38,0,0,0,0","0,0,0,0,2","Urban"
"923","3",21,38,4,"3","3",0.006,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0, 0, 0, 0, 0","1,0,0,2,0","Urban"
"924","3",5,23,2,"4","3",0.082,0.01,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,05","21,20,0,0,0","Urban"
"925","3",9,9,1,"2","2",0.294,0.026,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,4,0,0,9","12,18,0,65,52","Urban"
"926","3",7,1,1,"2","5",0.004,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,0,0,0,02","Urban"
"927","3",15,42,4,"3","4",0.016,0.06,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"7,0,8,0,15","0,0,0,0,8","Urban"
"928","3",17,7,3,"4","5",0.03,0.004,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"2,0,0,0,0","3,0,3,5,4","Urban"
"929","3",21,43,4,"4","2",0.326,0.014,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"7, 0, 0, 0, 0","95,3,0,65,0","Urban"
"930","3",18,45,4,"1","1",0,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,0,0,0,0","Urban"
"931","3",15,44,4,"2","1",0.186,0,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,0,0,0,0","0,0,18,25,50","Urban"
"932","3",20,13,3,"4","4",0.024,0.286,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"65,70,3,2,3","0,0,5,4,3","Urban"
"933","3",20,40,4,"5","3",0.04,0.1,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"0,50,0,0,0","20,0,0,0,0","Urban"
"934","3",16,37,4,"3","1",0.386,0.108,"2020","AS003",43.565106,-79.671002,"South",25.4917782859607,-0.5488855,NA,NA,"3,23,0,0,28","0,7,6,80,100","Urban"
"935","4",7,12,1,"4","2",0.104,0.058,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"17,3,0,4,5","20,2,0,0,30","Urban"
"936","4",9,2,1,"3","1",0.276,0.156,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"3,4,55,0,16","30,30,20,58,0","Urban"
"937","4",11,37,4,"2","1",NA,NA,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0","0","Urban"
"938","4",8,24,2,"2","2",0.064,0.176,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"3,7,18,0,60","4,3,8,12,5","Urban"
"939","4",3,9,1,"3","5",0.312,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","82,0,74,0,0","Urban"
"940","4",3,24,2,"4","5",0.278,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","0,0,71,68,0","Urban"
"941","4",4,16,1,"1","1",0.08,0.028,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"9,0,2,0,3","0,32,0,8,0","Urban"
"942","4",14,6,3,"1","5",0.026,0.018,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,09","0,0,10,0,3","Urban"
"943","4",18,9,3,"4","3",0,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","0,0,0,0,0","Urban"
"944","4",4,30,2,"1","4",0.056,0.006,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,03","0,0,0,28,0","Urban"
"945","4",19,4,3,"2","5",0.032,0.044,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,22,0,0","0,6,3,7,0","Urban"
"946","4",4,33,2,"3","2",0.012,0.014,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"4,0,0,1,2","4,0,0,0,2","Urban"
"947","4",2,35,2,"1","2",0.016,0.04,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,20,0,0,0","5,0,3,0,0","Urban"
"948","4",11,21,1,"2","4",0.004,0.224,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"9,81,0,22,0","0,0,1,1,0","Urban"
"949","4",1,42,2,"1","3",0.084,0.012,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,6,0,0","12,25,5,0,0","Urban"
"950","4",5,8,1,"5","2",0.4,0.004,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,02","0,0,100,100,0","Urban"
"951","4",15,1,3,"5","4",0.028,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","12,2,0,0,0","Urban"
"952","4",15,33,4,"5","1",0.098,0.116,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,3,55,0,0","0,15,10,8,16","Urban"
"953","4",16,20,3,"2","3",0.128,0.016,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,8,0","3,10,35,12,4","Urban"
"954","4",8,32,2,"3","3",0.11,0.012,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"3,3,0,0,0","3,0,4,26,22","Urban"
"955","4",11,30,4,"4","1",0.164,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","4,3,6,5,64","Urban"
"956","4",3,29,2,"4","4",0.064,0,"2020","AS005",43.567334,-79.686386,"South",26.5396859866781,-0.9282644,NA,NA,"0,0,0,0,0","18,0,2,12,0","Urban"
"957","5",20,28,4,"2","5",0,0,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,0","0,0,0,0,0","Rural"
"958","5",7,17,1,"2","4",0.114,0.016,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,8","16,4,3,20,14","Rural"
"959","5",16,12,3,"2","1",0.006,0.014,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,3,2,0,2","0,0,0,0,03","Rural"
"960","5",18,32,4,"3","3",0.124,0.044,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"20,2,0,0,0","0,2,60,0,0","Rural"
"961","5",1,29,2,"2","2",0.008,0,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,0","2,0,2,0,0","Rural"
"962","5",8,39,2,"4","1",0,0,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,0","0,0,0,0,0","Rural"
"963","5",14,34,4,"4","3",0.026,0.03,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"6,5,0,4,0","0,10,0,0,3","Rural"
"964","5",10,42,4,"4","4",0.008,0.004,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,02","0,4,0,0,0","Rural"
"965","5",14,45,4,"1","5",NA,0.018,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,5,0,0,4","0","Rural"
"966","5",7,8,1,"5","4",0.272,0.02,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"10,0,0,0,0","70,4,58,0,4","Rural"
"967","5",7,18,1,"3","2",0.016,0.092,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,46","2,2,4,0,0","Rural"
"968","5",6,27,2,"5","3",0.02,0,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,0","0,0,0,10,0","Rural"
"969","5",16,17,3,"4","5",0,0.086,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"12,5,20,5,1","0,0,0,0,0","Rural"
"970","5",17,29,4,"5","1",0.116,0.054,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"8,9,10,0,0","4,0,50,3,1","Rural"
"971","5",9,44,2,"2","3",0.248,0.152,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,28,20,0,28","10,38,0,62,14","Rural"
"972","5",10,24,2,"3","5",0.068,0.024,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,12","16,5,0,10,3","Rural"
"973","5",13,39,4,"1","3",0.168,0.106,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"6,7,28,8,4","28,4,50,0,2","Rural"
"974","5",18,1,3,"1","2",0.02,0.058,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"10,11,0,0,8","0,0,9,1,0","Rural"
"975","5",10,34,2,"5","2",0.38,0.006,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,03","65,8,75,32,10","Rural"
"976","5",15,37,4,"1","1",0.148,0.006,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,03","0,1,0,5,68","Rural"
"977","5",20,19,3,"3","1",0.048,0.028,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"3,7,2,1,1","0,0,5,15,4","Rural"
"978","5",17,35,4,"3","4",NA,NA,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0","0","Rural"
"979","5",17,44,4,"4","2",0,0,"2020","AS010",43.493329,-79.747541,"Rural",34.6919910922074,-2.80108,NA,NA,"0,0,0,0,-","0,0,0,0,0","Rural"
"980","6",2,18,1,"4","2",0.026,0.004,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,02","0,4,8,1,0","Rural"
"981","6",13,35,4,"5","3",0.024,0.018,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,4,0,2,3","2,3,0,0,7","Rural"
"982","6",19,17,3,"3","3",0.026,0,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,0","6,4,0,3,0","Rural"
"983","6",2,2,1,"2","5",0.03,NA,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0","0,0,12,0,3","Rural"
"984","6",14,27,4,"5","2",0.02,0.038,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"18,0,0,0,1","0,4,2,2,2","Rural"
"985","6",12,23,1,"1","1",0.02,0,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,0","0,0,0,0,10","Rural"
"986","6",20,17,3,"1","5",0.102,0.034,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,10,6,1","40,0,8,3,0","Rural"
"987","6",21,30,4,"4","1",0.1575,0.004,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0, 0, 0, 2, 0","55,4,04,0","Rural"
"988","6",11,40,4,"3","4",NA,NA,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0","0","Rural"
"989","6",1,46,2,"2","4",0.8,0.058,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"28,0,1,0,0","100,100,100,100,0","Rural"
"990","6",5,30,2,"5","4",0.042,0.01,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,05","4,3,4,5,5","Rural"
"991","6",4,12,1,"4","5",NA,NA,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0","0","Rural"
"992","6",2,38,2,"1","3",0.082,0.034,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"5,5,4,3,0","35,2,3,1,0","Rural"
"993","6",7,2,1,"2","3",NA,NA,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0","0","Rural"
"994","6",4,31,2,"3","1",0.18,0,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,0","30,0,56,0,4","Rural"
"995","6",19,23,3,"1","4",0.062,0.006,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,03","18,6,4,0,3","Rural"
"996","6",9,37,2,"4","4",0.404,0.046,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"23,0,0,0,0","0,100,100,2,0","Rural"
"997","6",8,27,2,"3","5",0.026,0.01,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,3,0,2,0","1,0,8,4,0","Rural"
"998","6",17,1,3,"4","3",0.016,0.044,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,22","0,0,0,0,08","Rural"
"999","6",18,27,4,"3","2",0.04,0.024,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,6,6,0,0","8,4,1,0,7","Rural"
"1000","6",12,27,4,"1","2",0.004,0.004,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0,0,0,0,2","0,0,0,0,02","Rural"
"1001","6",6,18,1,"2","1",NA,NA,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0","0","Rural"
"1002","6",21,22,3,"5","1",0.046,0.03,"2020","AS014",43.438669,-79.780878,"Rural",40.3551125073074,-0.431062,NA,NA,"0, 0, 0, 8, 7","0,0,0,15,8","Rural"
"1003","7",16,16,3,"5","4",0.068,0,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,0,0,0","20,3,0,5,6","Rural"
"1004","7",15,22,3,"4","1",0.082,0,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,0,0,0","0,0,4,13,24","Rural"
"1005","7",7,15,1,"4","4",1,NA,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0","100,100,100,100,100","Rural"
"1006","7",7,24,2,"2","3",0.154,0.014,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,0,0,07","30,26,1,6,14","Rural"
"1007","7",18,19,3,"4","5",0.032,0.006,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"3,0,0,0,0","8,0,0,4,4","Rural"
"1008","7",9,20,1,"3","3",0.404,0.038,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"3,4,0,5,7","2,0,0,100,100","Rural"
"1009","7",12,1,3,"1","1",0.024,0.128,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,46,0,0,18","0,0,0,0,12","Rural"
"1010","7",1,39,2,"4","2",NA,NA,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0","0","Rural"
"1011","7",6,46,2,"4","3",0.13,0.048,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"22,0,0,0,2","4,5,10,28,18","Rural"
"1012","7",7,3,1,"1","3",0.014,0.09,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,0,0,45","3,1,0,3,0","Rural"
"1013","7",1,19,1,"2","2",0.018,0.018,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"4,5,0,0,0","5,4,0,0,0","Rural"
"1014","7",14,8,3,"1","5",0.474,0.014,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"3,4,0,0,0","15,56,33,33,100","Rural"
"1015","7",19,30,4,"2","1",0.024,0.02,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"2,0,8,0,0","7,5,0,0,0","Rural"
"1016","7",3,21,1,"3","1",0.034,0.072,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,3,33,0","0,2,0,5,10","Rural"
"1017","7",10,7,1,"3","4",NA,NA,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0","0","Rural"
"1018","7",4,36,2,"5","5",0.094,0.016,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"3,0,0,4,1","28,3,9,0,7","Rural"
"1019","7",8,28,2,"1","2",0.012,0.03,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"12,3,0,0,0","0,0,0,3,3","Rural"
"1020","7",8,9,1,"3","2",0.016,0.008,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,2,2,0,0","3,0,0,2,3","Rural"
"1021","7",9,28,2,"3","5",0.1,0.08,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"32,6,0,0,2","0,3,3,40,4","Rural"
"1022","7",17,37,4,"2","5",NA,NA,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0","0","Rural"
"1023","7",6,12,1,"5","2",0.292,0.052,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,7,19,0","48,0,58,40,0","Rural"
"1024","7",21,34,4,"1","4",0.016,0.004,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"2, 0, 0, 0, 0","0,5,3,0,0","Rural"
"1025","7",13,30,4,"5","1",0.226,0.216,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"58,13,20,7,10","3,2,45,58,5","Rural"
"1026","7",6,8,1,"5","3",0.286,0,"2020","AS017",43.434493,-79.904435,"Rural",48.9308160490192,-3.0900825,NA,NA,"0,0,0,0,0","0,0,3,78,62","Rural"
"1027","8",5,6,1,"3","5",0.008,0.028,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"2,6,3,1,2","0,0,0,2,2","Rural"
"1028","8",4,20,1,"1","1",0.718,0.022,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"3,4,2,0,2","11,48,100,100,100","Rural"
"1029","8",1,40,2,"1","4",0.062,0.036,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"5,6,0,4,3","6,0,0,25,0","Rural"
"1030","8",19,26,4,"1","5",NA,0.006,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0,1,2,0,0","0","Rural"
"1031","8",21,7,3,"2","4",0,0.014,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0, 0, 0, 0, 7","0,0,0,0,0","Rural"
"1032","8",21,2,3,"3","1",0.116,0.04,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"13, 1, 0, 3, 3","0,46,0,0,12","Rural"
"1033","8",12,17,3,"1","2",0.09,0.008,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0,0,0,0,04","0,1,2,42,0","Rural"
"1034","8",3,17,1,"2","5",0.076,0.014,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"3,4,0,0,0","1,2,25,6,4","Rural"
"1035","8",20,24,3,"3","4",0.006,0,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0,0,0,0,0","0,0,0,0,03","Rural"
"1036","8",5,37,2,"3","3",0.16,0.058,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"5,2,0,15,7","20,8,0,48,4","Rural"
"1037","8",21,28,4,"2","3",0.116,0.02,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0, 5, 0, 0, 5","0,0,30,24,4","Rural"
"1038","8",15,10,3,"3","2",0,0.19,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0,0,0,0,095","0,0,0,0,0","Rural"
"1039","8",17,2,3,"2","1",0.1,0.154,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"17,0,0,0,60","0,1,24,21,4","Rural"
"1040","8",7,28,2,"2","2",0.02,0.004,"2020","AS021",43.457451,-79.866815,"Rural",45.0190640911002,-1.67951,NA,NA,"0,0,0,0,02","2,5,1,1,1","Rural"
"1041","9",11,22,1,"1","2",0.202,0.006,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"0,0,0,0,03","90,5,0,6,0","Rural"
"1042","9",3,4,1,"2","2",0.052,0.046,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"2,15,0,3,3","15,5,3,1,2","Rural"
"1043","9",2,19,1,"1","3",0.05,0.042,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"0,0,0,0,21","22,3,0,0,0","Rural"
"1044","9",5,20,1,"1","5",0.832,0.048,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"10,0,0,8,6","100,100,8,100,108","Rural"
"1045","9",8,1,1,"2","1",0.11,0.018,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"8,0,1,0,0","4,4,10,12,25","Rural"
"1046","9",13,38,4,"2","5",0.01,NA,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"0","0,0,0,0,05","Rural"
"1047","9",12,7,3,"1","4",0.034,0.02,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"2,0,0,0,8","6,5,6,0,0","Rural"
"1048","9",15,40,4,"1","1",0.156,0.01,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"1,4,0,0,0","0,7,45,20,6","Rural"
"1049","9",19,42,4,"2","3",0,0.002,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"0,0,0,0,1","0,0,0,0,0","Rural"
"1050","9",10,19,1,"2","4",0.012,0.026,"2020","AS022",43.516263,-79.77922,"Rural",35.701894221116,-2.37356,NA,NA,"0,3,6,0,4","5,1,0,0,0","Rural"
"1051","11",1,24,2,"3","5",0.022,0.04,"2020","AS024",43.589594,-79.638468,"South",22.044809923962,2.10156,NA,NA,"15,3,2,0,0","0,5,2,4,0","Urban"
"1052","11",7,44,2,"2","5",NA,0.018,"2020","AS024",43.589594,-79.638468,"South",22.044809923962,2.10156,NA,NA,"0,4,2,3,0","0","Urban"
"1053","11",18,17,3,"1","5",0.042,0.004,"2020","AS024",43.589594,-79.638468,"South",22.044809923962,2.10156,NA,NA,"2,0,0,0,0","0,10,0,1,10","Urban"
"1054","11",11,3,1,"1","3",0.02,0,"2020","AS024",43.589594,-79.638468,"South",22.044809923962,2.10156,NA,NA,"0,0,0,0,0","4,2,4,0,0","Urban"
