"","Population","Row","Column","Block","Family","Replicate","Date","Dead","Monarch_Quantity_Past","Monarch_Quantity_Observed","Monarch_Note","Tetraopes_tetropthalmus","Liriomyza_asclepiadis","Aphis_nerii","Aphis_asclepiadis","Myzocallis_asclepiadis","Euchaetes_egle","Lygaeus_kalmii","Labidomera_clivicollis","Rhyssomatus_lineaticollis","Comment","Sample","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score","Year","Surveyor"
"851",31,15,30,4,3,5,"07/15/2020",0,0,0,"",0,0,19,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"852",31,10,20,1,2,1,"08/16/2020",0,0,0,"",0,12,0,0,8,0,4,1,1,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"853",31,21,3,3,1,4,"07/13/2020",0,0,0,"",0,17,0,8,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"854",31,15,30,4,3,5,"08/15/2020",0,0,1,"2nd/3rd ins",0,8,65,0,0,0,1,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"855",31,21,42,4,2,5,"07/13/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"856",31,2,23,1,4,2,"08/18/2020",0,0,1,"5th ins",0,7,0,0,0,0,1,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"857",31,1,31,2,1,1,"07/20/2020",0,0,1,"1 egg",0,20,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"858",31,11,46,4,1,5,"07/16/2020",0,0,2,"2 eggs",0,24,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"859",31,10,23,1,3,3,"08/16/2020",0,0,0,"",0,7,0,1,1,0,1,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"860",31,16,34,4,2,4,"08/15/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"861",31,1,38,2,5,1,"07/20/2020",0,0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"862",31,1,31,2,1,1,"08/18/2020",0,2,1,"2 empty eggs, 1 alive egg",0,15,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"863",31,3,34,2,1,3,"07/20/2020",0,0,2,"1 egg + 1st/2nd instar",0,11,0,2,0,0,1,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"864",31,14,20,3,4,3,"08/15/2020",0,0,0,"",0,12,0,350,1,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"865",31,19,2,3,3,1,"08/13/2020",0,0,0,"",1,1,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"866",31,15,6,3,2,3,"07/15/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"867",31,1,38,2,5,1,"08/18/2020",0,0,0,"",0,4,0,0,3,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"868",31,10,20,1,2,1,"07/18/2020",0,0,1,"1 egg",0,10,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"869",31,10,45,4,3,2,"07/18/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"870",31,21,42,4,2,5,"08/13/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"871",31,14,20,3,4,3,"07/15/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"872",31,20,26,4,4,5,"08/13/2020",0,0,0,"",0,4,1,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"873",31,10,45,4,3,2,"08/16/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"874",31,11,46,4,1,5,"08/16/2020",0,0,0,"",0,13,0,0,23,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"875",31,3,34,2,1,3,"08/18/2020",0,0,0,"",1,9,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"876",31,3,16,1,2,2,"08/18/2020",0,0,0,"",0,14,0,0,0,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"877",31,19,2,3,3,1,"07/14/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"878",31,3,16,1,2,2,"07/20/2020",0,0,0,"",0,19,0,0,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"879",31,16,7,3,1,2,"07/15/2020",0,0,0,"",0,9,0,5,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"880",31,10,29,2,5,2,"08/16/2020",0,0,0,"",0,5,0,0,2,0,1,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"881",31,20,26,4,4,5,"07/14/2020",0,0,0,"",0,8,0,1,0,0,0,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"882",31,10,23,1,3,3,"07/18/2020",0,0,0,"",0,19,0,0,0,0,1,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"883",31,14,24,3,4,4,"08/15/2020",0,0,0,"",0,10,0,0,2,0,1,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"884",31,2,23,1,4,2,"07/20/2020",0,0,0,"",0,12,0,0,0,0,2,0,0,"","Early","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"885",31,21,3,3,1,4,"08/13/2020",0,0,0,"",0,15,0,35,25,0,0,0,0,"","Late","AS044",43.713092,-79.515599,"North",12549.9941861896,12.5499941861896,"Urban",1.87618,"2020","Kavya"
"886",32,12,8,3,1,1,"07/16/2020",0,0,0,"",0,9,0,0,0,0,0,0,0,"","Early","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"887",32,4,27,2,1,2,"07/20/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Early","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"888",32,5,5,1,1,3,"07/20/2020",0,0,1,"1 egg",0,14,0,0,0,0,0,0,0,"","Early","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"889",32,12,8,3,1,1,"08/16/2020",0,0,1,"1 egg",0,13,0,0,8,0,0,0,0,"","Late","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"890",32,4,27,2,1,2,"08/18/2020",0,0,0,"",0,7,0,0,0,0,0,0,0,"","Late","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"891",32,5,5,1,1,3,"08/18/2020",0,0,0,"",0,9,0,0,0,0,1,0,0,"","Late","AS045",43.66963,-79.498027,"South",9547.46298971845,9.54746298971845,"Urban",1.9821,"2020","Kavya"
"892",35,18,36,4,2,3,"07/14/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"893",35,8,29,2,3,5,"07/18/2020",0,0,0,"",0,10,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"894",35,7,21,1,3,2,"07/18/2020",0,0,0,"",0,13,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"895",35,2,14,1,2,1,"07/20/2020",0,0,1,"1 egg",0,25,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"896",35,18,36,4,2,3,"08/13/2020",0,0,1,"1 egg",0,6,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"897",35,11,32,4,4,3,"08/16/2020",0,0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"898",35,9,29,2,4,1,"07/18/2020",0,0,0,"",0,15,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"899",35,11,45,4,3,3,"07/16/2020",0,0,1,"2nd/3rd instar",0,2,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"900",35,7,22,1,4,4,"07/18/2020",0,0,1,"1 egg",0,4,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"901",35,11,7,1,5,3,"08/16/2020",0,0,1,"1st/2nd ins",0,5,0,0,3,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"902",35,2,14,1,2,1,"08/18/2020",0,0,0,"",0,40,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"903",35,14,16,3,2,5,"08/15/2020",0,0,0,"",1,7,0,0,1,0,1,0,0,"14 white cluster eggs (could be tussock moth eggs)","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"904",35,20,46,4,3,4,"07/13/2020",0,0,0,"",0,0,0,2,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"905",35,11,32,4,4,3,"07/16/2020",0,0,1,"1 egg",0,0,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"906",35,9,29,2,4,1,"08/17/2020",0,0,0,"",0,13,0,0,0,0,1,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"907",35,14,46,4,5,1,"08/15/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"908",35,9,43,2,2,2,"07/18/2020",0,0,0,"",0,10,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"909",35,21,24,3,5,4,"08/13/2020",0,0,1,"1 egg",0,0,13,0,20,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"910",35,14,46,4,5,1,"07/15/2020",0,0,0,"",0,3,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"911",35,7,22,1,4,4,"08/17/2020",0,0,0,"",0,0,0,0,0,0,0,1,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"912",35,7,21,1,3,2,"08/17/2020",0,0,0,"",0,1,0,0,4,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"913",35,13,34,4,2,4,"07/15/2020",0,0,1,"1 egg",0,22,0,0,0,0,1,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"914",35,13,6,3,5,5,"08/15/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"915",35,9,43,2,2,2,"08/17/2020",0,0,0,"",0,9,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"916",35,13,6,3,5,5,"07/16/2020",0,0,1,"3rd/4th  instar",0,2,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"917",35,21,24,3,5,4,"07/13/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"918",35,12,33,4,5,2,"08/16/2020",0,0,0,"",0,2,0,0,0,0,2,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"919",35,12,33,4,5,2,"07/16/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"920",35,8,29,2,3,5,"08/17/2020",0,0,1,"1st ins",0,0,1,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"921",35,11,45,4,3,3,"08/16/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"922",35,14,16,3,2,5,"07/15/2020",0,0,0,"",0,7,0,3,0,0,0,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"923",35,11,7,1,5,3,"07/16/2020",0,0,0,"",0,4,0,1,0,0,1,0,0,"","Early","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"924",35,13,34,4,2,4,"08/15/2020",0,0,0,"",0,0,0,0,0,0,1,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"925",35,20,46,4,3,4,"08/13/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Late","AS048",43.349551,-80.098407,"Rural",67250.0474239397,67.2500474239397,"Rural",-3.55182,"2020","Kavya"
"926",36,5,43,2,3,4,"07/20/2020",0,0,0,"",0,24,0,0,115,1,2,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"927",36,4,40,2,1,4,"08/18/2020",0,0,1,"3rd/4th ins",1,15,0,0,400,0,0,1,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"928",36,12,18,3,5,2,"07/16/2020",0,0,1,"1 egg",0,8,0,0,0,0,1,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"929",36,17,32,4,4,3,"08/15/2020",0,0,1,"1 egg",0,5,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"930",36,4,15,1,2,1,"07/20/2020",0,0,0,"",0,13,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"931",36,20,9,3,5,4,"08/13/2020",0,0,1,"1st ins",0,17,0,0,4,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"932",36,1,25,2,4,2,"07/20/2020",0,0,2,"2nd instar + 1st instar",0,12,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"933",36,6,1,1,4,4,"07/18/2020",0,0,0,"",0,9,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"934",36,2,13,1,2,4,"07/20/2020",0,0,0,"",0,17,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"935",36,5,43,2,3,4,"08/18/2020",0,0,0,"",0,9,0,0,30,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"936",36,4,41,2,1,5,"08/18/2020",0,0,0,"",0,39,0,0,800,0,2,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"937",36,12,18,3,5,2,"08/16/2020",0,0,0,"",0,0,0,0,0,0,1,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"938",36,9,30,2,4,1,"08/17/2020",0,0,0,"",0,8,0,0,3,0,1,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"939",36,3,20,1,2,2,"07/20/2020",0,0,1,"1 egg",0,15,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"940",36,3,20,1,2,2,"08/18/2020",0,0,0,"",0,4,0,0,8,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"941",36,6,28,2,1,1,"08/18/2020",0,0,0,"",0,0,0,0,0,0,1,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"942",36,1,25,2,4,2,"08/18/2020",0,0,0,"",0,5,0,0,2,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"943",36,18,26,4,5,5,"07/14/2020",0,0,0,"",0,25,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"944",36,4,37,2,5,3,"07/20/2020",0,0,1,"1 egg",0,16,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"945",36,6,14,1,2,5,"07/18/2020",0,0,0,"",0,3,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"946",36,6,1,1,4,4,"08/18/2020",0,0,0,"",0,12,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"947",36,20,29,4,2,3,"07/13/2020",0,0,0,"",0,10,0,14,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"948",36,20,33,4,1,3,"08/13/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"949",36,2,13,1,2,4,"08/18/2020",0,0,0,"",0,26,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"950",36,4,15,1,2,1,"08/18/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"951",36,6,14,1,2,5,"08/18/2020",0,0,0,"",0,1,0,0,0,0,3,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"952",36,20,9,3,5,4,"07/14/2020",0,0,0,"",0,16,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"953",36,11,11,1,1,2,"08/16/2020",0,0,1,"2nd ins",0,24,0,0,0,0,3,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"954",36,4,37,2,5,3,"08/18/2020",0,0,2,"1st ins, 1 egg",0,14,0,0,30,0,1,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"955",36,1,43,2,3,3,"08/18/2020",0,0,2,"2nd instar, 1 chrysalis",0,14,0,0,6,0,3,1,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"956",36,20,29,4,2,3,"08/13/2020",0,0,0,"",0,17,2000,100,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"957",36,16,8,3,5,1,"07/15/2020",0,0,0,"",0,10,0,1,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"958",36,18,26,4,5,5,"08/13/2020",0,0,0,"",0,30,0,0,0,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"959",36,20,33,4,1,3,"07/13/2020",0,0,0,"",0,11,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"960",36,1,43,2,3,3,"07/20/2020",0,0,1,"1 egg",0,14,0,0,0,0,1,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"961",36,9,30,2,4,1,"07/18/2020",0,0,0,"",0,14,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"962",36,6,28,2,1,1,"07/18/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"963",36,4,40,2,1,4,"07/20/2020",0,0,0,"",0,35,0,4,0,0,1,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"964",36,4,41,2,1,5,"07/20/2020",0,0,0,"",2,31,0,1,0,1,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"965",36,16,8,3,5,1,"08/15/2020",0,0,1,"1 egg",0,8,0,0,5,0,0,0,0,"","Late","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"966",36,11,11,1,1,2,"07/16/2020",0,0,1,"1st instar",0,29,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"967",36,17,32,4,4,3,"07/14/2020",0,0,0,"",0,5,0,0,0,0,0,0,0,"","Early","AS049",43.321018,-80.049313,"Rural",65630.649050805,65.630649050805,"Rural",-3.25583,"2020","Kavya"
"968",39,18,25,3,1,3,"07/14/2020",0,0,1,"1 egg",0,9,0,0,0,0,0,0,0,"","Early","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
"969",39,13,2,3,3,1,"08/15/2020",0,0,0,"",0,11,0,0,0,0,1,0,0,"","Late","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
"970",39,9,36,2,5,2,"07/18/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
"971",39,8,40,2,3,5,"08/17/2020",0,0,1,"1 egg",0,6,0,0,8,0,0,0,0,"","Late","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
"972",39,3,27,2,4,2,"07/20/2020",0,0,0,"",0,34,0,0,0,0,0,0,0,"","Early","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
"973",39,14,42,4,1,5,"07/15/2020",0,0,0,"",0,0,0,0,0,0,0,0,0,"","Early","AS052",43.701432,-79.56251,"North",15458.9940728025,15.4589940728025,"Urban",2.30737,"2020","Kavya"
