Row,Column,Block,Population,Family,Replicate,Comment,Date,Dead,Leaf_not_coll,Extra_leaf_for_DNA_Needed,Date_weighed_Soaked,Leaf_weight_g_Soaked,Photographed,Date_processed_ImageJ,Area_mm_sq,Length_mm,Width_mm,Len_div_wid,Comment,Dates_dried,Date_weighed_dried,Leaf_weight_g_Dried,Weighed_by,SLA,LDMC
3,44,2,67,2,5,,,0,,,8/6/2020,1.428,yes,20200913,4793.064,128.13,49.31,2.5985,,6/1/21-6/3/21,6/3/2021,0.2294,Olivia,20.89391456,0.160644258
3,45,2,1,1,5,,,0,,,8/6/2020,0.7146,yes,20200913,2078.032,94.57,30.9,3.0605,,6/1/21-6/3/21,6/3/2021,0.1344,Olivia,15.46154762,0.188077246
3,46,2,19,1,1,,,0,,,8/6/2020,1.9672,yes,20200913,5379.659,130.29,51.16,2.5467,,6/1/21-6/3/21,6/3/2021,0.3542,Olivia,15.18819593,0.180052867
4,1,1,21,4,1,,,0,,,8/6/2020,0.9141,yes,20200913,2171.945,91.27,32.73,2.7886,,6/1/21-6/3/21,6/3/2021,0.1572,Olivia,13.81644402,0.171972432
4,2,1,79,2,1,,,0,,,8/6/2020,0.3584,yes,20200913,1244.645,69.75,24.96,2.7945,,6/1/21-6/3/21,6/3/2021,0.0688,Olivia,18.09077035,0.191964286
4,3,1,12,4,1,,,0,,,8/6/2020,0.2556,yes,20200913,1523.352,81.74,26.64,3.0683,,6/1/21-6/3/21,6/3/2021,0.0527,Olivia,28.90611006,0.206181534
4,4,1,47,3,5,,,0,,,8/6/2020,0.3353,yes,20200913,1071.798,62.05,23,2.6978, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.0513,Olivia,20.89274854,0.152997316
4,5,1,47,1,1,,,0,,,8/6/2020,0.769,yes,20200913,2198.488,94.48,33.75,2.7994,,6/1/21-6/3/21,6/3/2021,0.114,Olivia,19.28498246,0.148244473
4,6,1,21,2,3,,,0,,,8/6/2020,0.8118,yes,20200913,2363.859,94.64,35.19,2.6894,,6/1/21-6/3/21,6/3/2021,0.1397,Olivia,16.92096636,0.172086721
4,7,1,1,2,1,,,0,,,8/6/2020,1.1706,yes,20200913,3868.959,135.29,38.18,3.5435,,6/1/21-6/3/21,6/3/2021,0.2102,Olivia,18.40608468,0.179566035
4,8,1,1,2,2,,,0,,,8/6/2020,0.7689,yes,20200913,2493.756,94.34,37.59,2.5097,,6/1/21-6/3/21,6/3/2021,0.1114,Olivia,22.38560144,0.144882299
4,9,1,30,4,3,,,0,,,8/6/2020,0.5204,yes,20200913,2141.034,94.64,32.78,2.8871,,6/1/21-6/3/21,6/3/2021,0.0803,Olivia,26.66293898,0.154304381
4,10,1,61,5,1,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,11,1,1,4,1,,,0,,,8/6/2020,0.7763,yes,20200913,2831.417,111.25,37.08,3.0003,,6/1/21-6/3/21,6/3/2021,0.1355,Olivia,20.89606642,0.174545923
4,12,1,6,4,5,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,13,1,17,4,4,,,0,,,8/6/2020,0.1324,yes,20200913,519.884,47.31,15.11,3.131,,6/1/21-6/3/21,6/3/2021,0.0239,Olivia,21.75246862,0.180513595
4,14,1,79,4,4,,,0,,,8/6/2020,0.4092,yes,20200913,1544.875,78.2,26.24,2.9802,,6/1/21-6/3/21,6/3/2021,0.0791,Olivia,19.5306574,0.193304008
4,15,1,36,2,1,,,0,,,8/6/2020,0.7,yes,20200913,2084.574,88.54,38.28,2.313,,6/1/21-6/3/21,6/3/2021,0.1192,Olivia,17.48803691,0.170285714
4,16,1,4,1,1,,,0,,,8/6/2020,0.2221,yes,20200913,730.413,54.49,18.23,2.989, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.0338,Olivia,21.60985207,0.152183701
4,17,1,56,4,2,,,0,,,8/6/2020,0.6796,yes,20200913,1977.47,84.19,30.2,2.7877,,6/1/21-6/3/21,6/3/2021,0.1204,Olivia,16.42416944,0.177163037
4,18,1,67,1,4,,,0,,,8/6/2020,0.4142,yes,20200913,1439.192,72.81,26.62,2.7352,,6/1/21-6/3/21,6/3/2021,0.0596,Olivia,24.14751678,0.14389184
4,19,1,2,3,1,,,0,,,8/6/2020,0.4225,yes,20200913,1467.285,78.98,27.14,2.9101,,6/1/21-6/3/21,6/3/2021,0.0663,Olivia,22.13099548,0.156923077
4,20,1,8,1,1,,,0,,,8/6/2020,1.3515,yes,20200913,4161.812,104.69,54.2,1.9315,,6/1/21-6/3/21,6/3/2021,0.2106,Olivia,19.76169041,0.155826859
4,21,1,72,5,5,,,0,,,8/6/2020,0.1515,yes,20200913,521.598,47.27,14.86,3.181,,6/1/21-6/3/21,6/3/2021,0.0251,Olivia,20.78079681,0.165676568
4,22,1,12,4,4,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,23,1,74,2,5,,,0,,,8/6/2020,1.674,yes,20200914,3597.904,114.11,44.49,2.5648,,6/1/21-6/3/21,6/3/2021,0.2854,Olivia,12.60653118,0.170489845
4,24,2,77,1,4,,,0,,,8/6/2020,1.2026,yes,20200914,3724.698,106.99,51.52,2.0767,,6/1/21-6/3/21,6/3/2021,0.2414,Olivia,15.42956918,0.200731748
4,25,2,15,2,5,,,0,,,8/6/2020,0.5801,yes,20200914,1717.76,91.08,25.84,3.5248,,6/1/21-6/3/21,6/3/2021,0.096,Olivia,17.89333333,0.165488709
4,26,2,56,2,3,,,0,,,8/6/2020,0.9016,yes,20200914,2860.06,95.74,43.58,2.1969,,6/1/21-6/3/21,6/3/2021,0.1621,Olivia,17.64380012,0.179791482
4,27,2,32,1,2,,,0,,,8/6/2020,1.1879,yes,20200914,3407.203,104.38,44.64,2.3383,,6/1/21-6/3/21,6/3/2021,0.1946,Olivia,17.50875128,0.163818503
4,28,2,68,4,3,,,0,,,8/6/2020,2.493,yes,20200914,6540.95,140.19,63.91,2.1936,,6/1/21-6/3/21,6/3/2021,0.4516,Olivia,14.48394597,0.181147212
4,29,2,23,1,2,,,0,,,8/6/2020,1.0969,yes,20200914,3393.584,104.91,44.93,2.335,,6/1/21-6/3/21,6/3/2021,0.163,Olivia,20.81953374,0.148600602
4,30,2,4,1,4,,,0,,,8/6/2020,1.164,yes,20200914,3544.845,126.13,36.68,3.4387,,6/1/21-6/3/21,6/3/2021,0.194,Olivia,18.27239691,0.166666667
4,31,2,6,3,1,,,0,,,8/6/2020,0.5389,yes,20200914,1711.094,87.3,28.71,3.0408,,6/1/21-6/3/21,6/3/2021,0.0921,Olivia,18.57865364,0.170903693
4,32,2,72,5,3,,,0,,,8/6/2020,0.9114,yes,20200914,2421.911,103.11,32.47,3.1755,,6/1/21-6/3/21,6/3/2021,0.1471,Olivia,16.46438477,0.161400044
4,33,2,4,3,2,,,0,,,8/6/2020,1.8405,yes,20200914,4424.798,106.15,58.28,1.8214,,6/1/21-6/3/21,6/3/2021,0.2836,Olivia,15.60224965,0.154088563
4,34,2,51,4,3,,,0,,,8/6/2020,1.6398,yes,20200914,4738.464,92.27,39.16,2.3562,,6/1/21-6/3/21,6/3/2021,0.2803,Olivia,16.90497324,0.17093548
4,35,2,20,3,2,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,36,2,7,5,5,,,0,,,8/6/2020,2.5262,yes,20200914,7768.493,168.31,62.64,2.6869,,6/1/21-6/3/21,6/3/2021,0.4,Olivia,19.4212325,0.158340591
4,37,2,36,5,3,,,0,,,8/6/2020,0.7925,yes,20200914,2485.804,92.27,39.16,2.3562,,6/1/21-6/3/21,6/3/2021,0.1243,Olivia,19.99842317,0.156845426
4,38,2,40,5,3,,,0,,,8/6/2020,1.3417,yes,20200914,3505.123,111.09,43.24,2.5691,,6/1/21-6/3/21,6/3/2021,0.188,Olivia,18.64427128,0.140120742
4,39,2,18,1,1,,,0,,,8/6/2020,1.7365,yes,20200914,5419.2,133.75,57.77,2.3152,,6/1/21-6/3/21,6/3/2021,0.3069,Olivia,17.65786901,0.176734811
4,40,2,36,1,4,,,0,,,8/6/2020,1.424,yes,20200914,3315.237,116.79,38.09,3.0662,,6/1/21-6/3/21,6/3/2021,0.2869,Olivia,11.5553747,0.201474719
4,42,2,2,2,2,,,0,,,8/6/2020,1.2633,yes,20200914,3070.206,115.07,35.99,3.1973,,6/1/21-6/3/21,6/3/2021,0.2361,Olivia,13.00383736,0.186891475
4,41,2,36,1,5,,,0,,,8/6/2020,1.0372,yes,20200914,2851.051,133.38,30.41,4.3861,,6/1/21-6/3/21,6/3/2021,0.2437,Olivia,11.69901929,0.234959506
4,43,2,1,3,5,,,0,,,8/6/2020,1.3624,yes,20200914,3653.924,115.36,45.61,2.5293,,6/1/21-6/3/21,6/3/2021,0.1936,Olivia,18.87357438,0.142102173
4,44,2,61,4,4,,,0,,,8/6/2020,1.3464,yes,20200915,3577.735,127.08,37.92,3.3513,,6/1/21-6/3/21,6/3/2021,0.2415,Olivia,14.81463768,0.179367201
4,45,2,18,5,2,,,0,,,8/6/2020,0.1561,yes,20200915,788.798,66.25,17.1,3.8743,,6/1/21-6/3/21,6/3/2021,0.0389,Olivia,20.27758355,0.249199231
4,46,2,46,4,1,,,0,,,8/6/2020,0.9786,yes,20200915,2626.914,88.54,44.94,1.9702,,6/1/21-6/3/21,6/3/2021,0.1315,Olivia,19.97653232,0.134375639
5,1,1,77,1,1,,,0,,,8/6/2020,0.9616,yes,20200915,3189.347,121.3,37.91,3.1997,,6/1/21-6/3/21,6/3/2021,0.1596,Olivia,19.98337719,0.165973378
5,2,1,21,5,3,,,0,,,8/6/2020,0.328,yes,20200915,1146.394,77.95,20.39,3.823,,6/1/21-6/3/21,6/3/2021,0.0707,Olivia,16.21490806,0.215548781
5,3,1,19,3,5,,,0,,,8/6/2020,0.3388,yes,20200915,1033.157,67.01,22.34,2.9996,,6/1/21-6/3/21,6/3/2021,0.071,Olivia,14.55150704,0.209563164
5,4,1,56,3,3,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,5,1,32,1,3,,,0,,,8/6/2020,1.399,yes,20200915,3862.55,124.69,43.56,2.8625,,6/1/21-6/3/21,6/3/2021,0.1976,Olivia,19.54731781,0.141243746
5,6,1,8,3,5,,,0,,,8/6/2020,2.8039,yes,20200915,6284.554,125.03,65.75,1.9016,,6/1/21-6/3/21,6/3/2021,0.4512,Olivia,13.9285328,0.16091872
5,7,1,11,1,2,,,0,,,8/6/2020,2.7403,yes,20200915,5982.931,156.2,51.1,3.0568,,6/1/21-6/3/21,6/3/2021,0.4848,Olivia,12.34102929,0.176914936
5,8,1,4,5,2,,,0,,,8/6/2020,1.2927,yes,20200915,3295.221,116.48,39.92,2.9178,,6/1/21-6/3/21,6/3/2021,0.264,Olivia,12.48189773,0.204223718
5,9,1,28,1,3,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,10,1,29,1,3,,,0,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,11,1,3,2,4,,,0,,,8/6/2020,0.8614,yes,20200915,3006.411,98.12,42.06,2.3329,,6/1/21-6/3/21,6/3/2021,0.1321,Olivia,22.75859955,0.153355004
5,12,1,23,1,5,,,0,,,8/6/2020,1.198,yes,20200915,4391.48,117.05,51.09,2.2911,,6/1/21-6/3/21,6/3/2021,0.1927,Olivia,22.78920602,0.160851419
5,13,1,21,3,1,,,0,,,8/6/2020,1.0783,yes,20200915,2974.026,104.23,39.34,2.6495,,6/1/21-6/3/21,6/3/2021,0.1711,Olivia,17.38180012,0.158675693
5,14,1,49,2,3,,,0,,,8/6/2020,0.3103,yes,20200915,1098.881,71.19,21.36,3.3329,,6/1/21-6/3/21,6/3/2021,0.0559,Olivia,19.65797853,0.180148244
5,15,1,72,3,5,,,0,,,8/6/2020,1.379,yes,20200915,3842.032,120.73,42.16,2.8636,,6/1/21-6/3/21,6/3/2021,0.2,Olivia,19.21016,0.145032632
5,16,1,47,1,5,,,0,,,8/6/2020,2.3096,yes,20200915,5846.651,158.69,50.67,3.1318,,6/1/21-6/3/21,6/3/2021,0.4358,Olivia,13.41590408,0.188690682
5,17,1,47,3,3,,,0,,,8/6/2020,0.6682,yes,20200915,1591.38,88.79,21.46,4.1375, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.1241,Olivia,12.82336825,0.185722838
5,18,1,46,5,3,,,0,,,8/6/2020,1.5093,yes,20200916,4615.731,132.75,47.84,2.7749,,6/1/21-6/3/21,6/3/2021,0.261,Olivia,17.6847931,0.172927847
5,19,1,21,3,5,,,0,,,8/6/2020,0.7512,yes,20200916,2422.135,94.22,34.91,2.6989,,6/1/21-6/3/21,6/3/2021,0.1331,Olivia,18.19785875,0.177183174
5,20,1,9,1,5,,,0,,,8/6/2020,1.7236,yes,20200916,1689.452,79.73,29.34,2.7175,,6/1/21-6/3/21,6/3/2021,0.2688,Olivia,6.28516369,0.155952657
5,21,1,47,4,5,,,0,,,8/6/2020,0.6022,yes,20200916,5059.953,121.4,53.72,2.2599,,6/1/21-6/3/21,6/3/2021,0.0927,Olivia,54.58417476,0.15393557
5,22,1,13,1,4,,,0,,,8/6/2020,0.4876,yes,20200916,1501.882,97.99,21.46,4.5662,,6/1/21-6/3/21,6/3/2021,0.0705,Olivia,21.30329078,0.144585726
5,23,2,3,4,3,,,0,,,8/6/2020,0.3123,yes,20200916,1355.624,77.38,24,3.2242,,6/1/21-6/3/21,6/3/2021,0.0843,Olivia,16.08094899,0.269932757
5,24,2,62,1,1,,,0,,,8/6/2020,0.2057,yes,20200916,728.472,62.23,16.39,3.7968,,6/1/21-6/3/21,6/3/2021,0.0419,Olivia,17.38596659,0.203694701
5,25,2,12,5,2,,,0,,,8/6/2020,0.4309,yes,20200916,1654.43,90.22,25.88,3.4861,,6/1/21-6/3/21,6/3/2021,0.1013,Olivia,16.33198421,0.235089348
5,26,2,74,2,1,,,0,,,8/6/2020,1.8739,yes,20200916,5836.611,134.49,56.26,2.3905,,6/1/21-6/3/21,6/3/2021,0.2455,Olivia,23.77438289,0.131010193
5,27,2,30,5,2,,,0,,,8/6/2020,2.1753,yes,20200916,6896.053,133.66,65.15,2.0516, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.3438,Olivia,20.05832752,0.158047166
5,28,2,79,1,3,,,0,,,8/6/2020,0.6984,yes,20200916,1825.913,89.37,29.82,2.997, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.1248,Olivia,14.63071314,0.178694158
5,29,2,17,1,3,,,0,,,8/6/2020,0.611,yes,20200916,1425.326,76.53,27.04,2.8303,,6/1/21-6/3/21,6/3/2021,0.1024,Olivia,13.91919922,0.167594108
5,30,2,6,5,4,,,0,,,8/6/2020,1.6779,yes,20200916,4373.981,138.89,42.97,3.2323, the leaf had noticeable herbivory,6/1/21-6/3/21,6/3/2021,0.2929,Olivia,14.93335951,0.174563442
5,31,2,77,4,2,,,0,,,8/6/2020,1.6077,yes,20200916,4857.681,116.18,56.31,2.0632,,6/1/21-6/3/21,6/3/2021,0.2594,Olivia,18.7266037,0.16134851
5,32,2,27,5,3,,,0,,,8/6/2020,0.7642,yes,20200916,2640.23,97.29,39.12,2.487,,6/1/21-6/3/21,6/3/2021,0.1533,Olivia,17.22263536,0.200601937
5,33,2,40,3,1,,,0,,,8/6/2020,0.5734,yes,20200916,2438.077,93.4,35.94,2.5988,,6/1/21-6/3/21,6/3/2021,0.1111,Olivia,21.94488749,0.19375654
5,34,2,67,5,1,,,0,,,8/6/2020,0.237,yes,20200916,1007.444,66.18,19.78,3.3458,,6/1/21-6/3/21,6/3/2021,0.0361,Olivia,27.90703601,0.152320675
5,35,2,17,5,1,,,0,,,8/6/2020,1.0845,yes,20200916,3589.923,121.5,41.76,2.9095,,6/1/21-6/3/21,6/3/2021,0.1826,Olivia,19.66003834,0.168372522
5,36,2,41,1,5,,,0,,,8/6/2020,0.9801,yes,20200916,3292.739,102.48,43.27,2.3684,,6/1/21-6/3/21,6/3/2021,0.1606,Olivia,20.5027335,0.163860831
5,37,2,8,3,3,,,0,,,8/6/2020,0.5816,yes,20200916,1412.339,82.64,24.85,3.3256,,6/1/21-6/3/21,6/3/2021,0.1117,Olivia,12.6440376,0.192056396
5,38,2,72,4,3,,,0,,1,8/6/2020,0.1135,yes,20200916,328.891,41.2,10.2,4.0392,,6/1/21-6/3/21,6/3/2021,0.0187,Olivia,17.58775401,0.164757709
5,39,2,77,5,1,,,0,,,8/6/2020,2.7267,yes,20200916,6268.509,147.52,56.99,2.5885,,6/1/21-6/3/21,6/3/2021,0.4884,Olivia,12.83478501,0.179117615
5,40,2,14,1,4,,,0,,,8/6/2020,1.573,yes,20200916,4333.478,131.99,43.88,3.008,,6/1/21-6/3/21,6/3/2021,0.3109,Olivia,13.93849469,0.197647807
5,41,2,2,1,5,,,0,,,8/6/2020,0.6864,yes,20200916,2448.504,103.39,33.6,3.0771,,6/1/21-6/3/21,6/3/2021,0.0912,Olivia,26.84763158,0.132867133
5,42,2,39,5,3,,,0,,,8/6/2020,3.6321,yes,20200915,10740.599,174.1,78.53,2.217,,6/1/21-6/3/21,6/3/2021,0.585,Olivia,18.35999829,0.161063847
5,43,2,36,3,4,,,0,,,8/6/2020,1.8982,yes,20200915,5062.944,126.7,52.22,2.4263,,6/1/21-6/3/21,6/3/2021,0.3514,Olivia,14.4079226,0.185122748
5,44,2,69,1,4,,,0,,,8/6/2020,0.6287,yes,20200915,1907.352,92.13,29.16,3.1595,,6/1/21-6/3/21,6/3/2021,0.1051,Olivia,18.14797336,0.167170352
5,45,2,64,1,2,,,0,,,8/6/2020,0.4164,yes,20200915,1293.928,75.63,23.92,3.1618,,6/1/21-6/3/21,6/3/2021,0.1043,Olivia,12.40582934,0.250480307
5,46,2,29,5,4,,,0,,,8/6/2020,0.0391,yes,20200915,189.322,32.34,9.32,3.47,,6/1/21-6/3/21,6/3/2021,0.009,Olivia,21.03577778,0.230179028
6,1,1,36,4,4,,,0,,,8/6/2020,0.221,yes,20200917,648.116,54.33,16.71,3.2513,,5/22/21-5/24/21,5/31/2021,0.049,Olivia ,13.22685714,0.221719457
6,2,1,61,4,5,,,0,,,8/6/2020,0.6912,yes,20200917,1979.362,92.59,24.73,3.744,,5/22/21-5/24/21,5/28/2021,0.1147,Olivia,17.25686138,0.165943287
6,3,1,2,2,3,,,0,,,8/6/2020,0.7018,yes,20200917,1980.759,108.82,24.01,4.5323,,5/22/21-5/24/21,5/31/2021,0.1375,Olivia ,14.40552,0.195924765
6,4,1,27,3,3,,,0,,,8/6/2020,0.1915,yes,20200917,889.354,64.18,19.78,3.2447,,5/22/21-5/24/21,5/28/2021,0.0155,Olivia,57.37767742,0.080939948
6,5,1,11,2,4,,,0,,,8/6/2020,1.0645,yes,20200917,2374.595,91.55,33.59,2.7255,,5/22/21-5/24/21,5/28/2021,0.3225,Olivia,7.363085271,0.302959136
6,6,1,12,1,4,,,0,,,8/6/2020,0.1227,yes,20200917,501.542,52.34,13.98,3.7439,,5/22/21-5/24/21,5/28/2021,0.0131,Olivia,38.28564885,0.106764466
6,7,1,57,5,3,,,0,,,8/6/2020,0.4667,yes,20200917,1451.538,84.68,23.75,3.5655,,5/22/21-5/24/21,5/28/2021,0.2045,Olivia,7.09798533,0.438182987
6,8,1,7,5,3,,,0,,,8/6/2020,0.2034,yes,20200917,806.619,50.88,21.01,2.4217,,5/22/21-5/24/21,5/28/2021,0.0084,Olivia,96.02607143,0.041297935
6,9,1,21,4,4,,,0,,,8/6/2020,0.3975,yes,20200917,1238.298,76.59,23.92,3.2019,,5/22/21-5/24/21,5/28/2021,0.0591,Olivia,20.95258883,0.148679245
6,10,1,49,4,5,,,0,,,8/6/2020,0.0748,yes,20200917,349.634,47.45,10.33,4.5934,,5/22/21-5/24/21,5/28/2021,0.1269,Olivia,2.755193065,1.696524064
6,11,1,40,5,5,,,0,,,8/6/2020,0.3277,yes,20200917,1036.736,69.48,20.11,3.455,,5/22/21-5/24/21,5/28/2021,0.0328,Olivia,31.60780488,0.100091547
6,12,1,7,5,2,,,0,,,8/6/2020,1.0319,yes,20200917,2817.286,99.32,39.53,2.5125,,5/22/21-5/24/21,5/28/2021,0.2237,Olivia,12.59403666,0.216784572
6,13,1,46,5,1,,,0,,,8/6/2020,0.2057,yes,20200917,593.039,57.59,14.53,3.9635,,5/22/21-5/24/21,5/28/2021,0.0219,Olivia,27.07940639,0.106465727
6,14,1,36,2,5,,,0,,,8/6/2020,0.4128,yes,20200917,1002.892,66.66,21.22,3.1414,,5/22/21-5/24/21,5/28/2021,0.0739,Olivia,13.57093369,0.179021318
6,15,1,26,1,2,,,0,,,8/6/2020,0.2821,yes,20200917,957.129,58.61,23.88,2.4544,,5/22/21-5/24/21,5/28/2021,0.0581,Olivia,16.473821,0.205955335
6,16,1,51,2,1,,,0,,,8/6/2020,0.661,yes,20200917,1800.814,79.71,32.3,2.4678,,5/22/21-5/24/21,5/28/2021,0.0611,Olivia,29.47322422,0.092435703
6,17,1,46,1,3,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,18,1,6,2,1,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,19,1,19,5,2,,,0,,,8/6/2020,2.1881,yes,20200917,5380.374,133.47,52.03,2.5653,,5/22/21-5/24/21,5/28/2021,0.307,Olivia,17.52564821,0.140304374
6,20,1,3,5,1,,,0,,,8/6/2020,1.7488,yes,20200917,5873.82,145.66,48.75,2.9879,,5/22/21-5/24/21,5/28/2021,0.2275,Olivia,25.81898901,0.130089204
6,21,1,29,4,5,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,22,1,79,4,1,,,0,,,8/6/2020,1.4404,yes,20200917,4468.906,106.56,53.96,1.9748,,5/22/21-5/24/21,5/28/2021,0.2143,Olivia,20.85350443,0.148778117
6,23,2,21,2,2,,,0,,,8/6/2020,0.3413,yes,20200918,1244.209,78.67,19.39,4.0572,,5/22/21-5/24/21,5/28/2021,0.0676,Olivia,18.40545858,0.198066217
6,24,2,77,4,5,,,0,,,8/6/2020,0.95,yes,20200918,2734.482,95.19,40.15,2.3709,,5/22/21-5/24/21,5/31/2021,0.1184,Olivia ,23.09528716,0.124631579
6,25,2,72,2,4,,,0,,1,8/6/2020,0.032,yes,20200918,128.514,29.23,5.96,4.9044, the leaf had noticeable herbivory,5/22/21-5/24/21,5/31/2021,0.0031,Olivia ,41.45612903,0.096875
6,26,2,1,1,3,,,0,,,8/6/2020,0.9685,yes,20200918,2176.967,89.17,34.13,2.6127,,5/22/21-5/24/21,5/31/2021,0.1243,Olivia ,17.51381335,0.128342798
6,27,2,5,5,3,,,0,,,8/6/2020,0.5579,yes,20200918,1385.695,70.07,27.44,2.5536,,5/22/21-5/24/21,5/31/2021,0.0783,Olivia ,17.69725415,0.140347733
6,28,2,36,1,1,,,0,,,8/6/2020,0.613,yes,20200918,1820.727,77.69,32.71,2.3751,,5/22/21-5/24/21,5/31/2021,0.0838,Olivia ,21.72705251,0.136704731
6,29,2,62,3,4,,,0,,,8/6/2020,0.416,yes,20200918,980.572,67.95,20.08,3.384,,5/22/21-5/24/21,5/31/2021,0.0399,Olivia ,24.57573935,0.095913462
6,30,2,12,5,4,,,0,,,8/6/2020,0.1054,yes,20200918,409.853,51.28,11.39,4.5022,,5/22/21-5/24/21,5/31/2021,0.0039,Olivia ,105.0905128,0.037001898
6,31,2,18,4,3,,,0,,,8/6/2020,0.8451,yes,20200918,2256.207,83.52,37.05,2.2543,,5/22/21-5/24/21,5/31/2021,0.1281,Olivia ,17.61285714,0.151579695
6,32,2,18,2,1,,,0,,,8/6/2020,0.62,yes,20200918,2388.959,95.89,34.8,2.7555,,5/22/21-5/24/21,5/31/2021,0.126,Olivia ,18.95999206,0.203225807
6,33,2,14,1,1,,,0,,,8/6/2020,0.6067,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.0837,Olivia ,NA,0.137959453
6,34,2,57,5,2,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,there isn't an image associated with them,NA,NA,NA,NA,NA,NA
6,35,2,1,3,4,,,0,,,8/6/2020,1.166,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1814,Olivia ,NA,0.155574614
6,36,2,74,2,3,,,0,,,8/6/2020,1.29,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1886,Olivia ,NA,0.14620155
6,37,2,17,3,2,,,0,,,8/6/2020,0.3941,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.089,Olivia ,NA,0.225831007
6,38,2,1,4,5,,,0,,,8/6/2020,0.8338,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1184,Olivia ,NA,0.14200048
6,39,2,62,4,1,,,0,,,8/6/2020,1.4301,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1977,Olivia ,NA,0.138242081
6,40,2,17,2,1,,,0,,,8/6/2020,0.7509,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1005,Olivia ,NA,0.133839393
6,41,2,42,1,2,,,0,,,8/6/2020,0.8896,No,NA,NA,NA,NA,NA,there isn't an image associated with them,5/22/21-5/24/21,5/31/2021,0.1218,Olivia ,NA,0.136915468
6,42,2,4,3,4,,,1,,1,8/6/2020,,No,NA,NA,NA,NA,NA,there isn't an image associated with them,NA,NA,NA,NA,NA,NA
6,43,2,79,2,5,,,0,,,8/6/2020,1.4044,yes,20200918,3087.043,96.47,43.04,2.2414,,5/22/21-5/24/21,5/31/2021,0.1989,Olivia ,15.52057818,0.141626317
6,44,2,17,5,2,,,0,,,8/6/2020,1.1806,yes,20200918,3195.832,99.81,43.14,2.3136,,5/22/21-5/24/21,5/31/2021,0.1476,Olivia ,21.65197832,0.125021176
6,45,2,18,2,4,,,0,,,8/6/2020,0.902,yes,20200918,2193.833,89.61,34.75,2.5787,,5/22/21-5/24/21,5/31/2021,0.1556,Olivia ,14.0991838,0.172505543
6,46,2,7,4,3,,,0,,,8/6/2020,1.0391,yes,20200918,2917.508,99.14,39.84,2.4885,,5/22/21-5/24/21,5/31/2021,0.1812,Olivia ,16.10103753,0.174381677
7,1,1,3,2,5,,,0,,,8/7/2020,0.7174,yes,20200918,2030.172,95.05,30.23,3.1442,,5/15/21-5/17/21,5/18/2021,0.1701,Olivia,11.93516755,0.237106217
7,2,1,6,2,3,,,1,,1,,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,3,1,7,1,3,,,0,,,8/7/2020,1.6413,yes,20200918,5372.214,135.24,64.11,2.1095,,5/15/21-5/17/21,5/18/2021,0.3056,Olivia,17.57923429,0.186193871
7,4,1,47,2,2,,,0,,,,leaves too small,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,5,1,62,1,5,,,0,,,8/7/2020,0.9031,yes,20200918,3002.147,118.05,33.35,3.5397,,5/15/21-5/17/21,5/18/2021,0.1476,Olivia,20.33974932,0.16343705
7,6,1,64,2,3,,,1,,1,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
