"","Row","Column","Block","Population","Family","Replicate","Comment.early","Date.early","Alive.early","Herbivory.early","Surveyor.early","Alive.late","Herbivory.late","Date.late","Surveyor.late","Comment.late"
"212",5,40,"2","14","1","4","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,0,2,1","8/26/2021","Sophie",NA
"213",5,41,"2","2","1","5","","6/25/2021","1","0,0,0,0,03","Sophie","","3,28,26,2,10","8/26/2021","Sophie",NA
"214",5,42,"2","39","5","3","","6/25/2021","1","0,0,0,0,03","Sophie","","6,6,3,2,1","8/26/2021","Sophie",NA
"215",5,43,"2","36","3","4","","6/25/2021","1","0,0,0,0,02","Sophie","","0,0,0,1,2","8/26/2021","Sophie",NA
"216",5,44,"2","69","1","4","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,0,1,2","8/26/2021","Sophie",NA
"217",5,45,"2","64","1","2","","6/25/2021","1","5,12,0,0,0","Sophie","","0,0,0,0,0","8/26/2021","Sophie",NA
"218",5,46,"2","29","5","4","","6/25/2021","1","0,03,0,0,05","Sophie","","4,2,1,18,4","8/26/2021","Sophie",NA
"219",6,1,"1","36","4","4","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,4,2,1","8/26/2021","Sophie",NA
"220",6,2,"1","61","4","5","","6/25/2021","1","0,0,0,0,02","Sophie","","0,0,0,0,01","8/26/2021","Sophie",NA
"221",6,3,"1","2","2","3","","6/25/2021","1","0,0,0,0,0","Sophie","","5,2,1,1,1","8/26/2021","Sophie",NA
"222",6,4,"1","27","3","3","","6/25/2021","1","0,0,0,5,4","Sophie","","0,1,2,1,2","8/26/2021","Sophie",NA
"223",6,5,"1","11","2","4","","6/25/2021","1","0,3,3,0,0","Sophie","","0,0,0,0,04","8/26/2021","Sophie",NA
"224",6,6,"1","12","1","4","","6/25/2021","1","0,0,0,0,0","Sophie","","3,0,3,4,3","8/26/2021","Sophie",NA
"225",6,7,"1","57","5","3","","6/25/2021","1","0,0,0,0,0","Sophie","","0,2,0,1,0","8/26/2021","Sophie",NA
"226",6,8,"1","7","5","3","","6/25/2021","1","0,0,0,0,024","Sophie","","0,1,2,0,0","8/26/2021","Sophie",NA
"227",6,9,"1","21","4","4","","6/25/2021","1","0,0,0,0,0","Sophie","","60,0,0,3,4","8/26/2021","Sophie",NA
"228",6,10,"1","49","4","5","","6/25/2021","1","0,0,0,0,0","Sophie","","3,4,25,2,8","8/26/2021","Sophie",NA
"229",6,11,"1","40","5","5","","6/25/2021","1","6,5,30,0,54","Sophie","","54,26,2,24,58","8/26/2021","Sophie",NA
"230",6,12,"1","7","5","2","","6/25/2021","1","0,0,0,0,05","Sophie","","8,10,22,22,5","8/26/2021","Sophie",NA
"231",6,13,"1","46","5","1","","6/25/2021","1","4,0,10,0,0","Sophie","0","","8/26/2021","Sophie",NA
"232",6,14,"1","36","2","5","","6/25/2021","1","0,0,0,0,0","Sophie","","0,1,2,0,0","8/26/2021","Sophie",NA
"233",6,15,"1","26","1","2","","6/25/2021","1","0,0,0,0,0","Sophie","","18,6,2,5,4","8/26/2021","Sophie",NA
"234",6,16,"1","51","2","1","","6/25/2021","1","0,0,24,40,2","Sophie","","10,3,1,2,1","8/26/2021","Sophie",NA
"235",6,17,"1","46","1","3","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"236",6,18,"1","6","2","1","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"237",6,19,"1","19","5","2","","6/25/2021","1","5,0,0,3,1","Sophie","","0,0,0,0,0","8/26/2021","Sophie",NA
"238",6,20,"1","3","5","1","","6/25/2021","1","0,0,0,0,50","Sophie","","18,0,0,0,5","8/26/2021","Sophie",NA
"239",6,21,"1","29","4","5","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"240",6,22,"1","79","4","1","","6/25/2021","1","0,0,0,0,02","Sophie","","10,20,10,16,8","8/26/2021","Sophie",NA
"241",6,23,"2","21","2","2","","6/25/2021","0","NA","Sophie","","20,0,46,48,0","8/26/2021","Sophie",NA
"242",6,24,"2","77","4","5","","6/25/2021","1","0,0,14,18,0","Sophie","","2,1,2,0,4","8/26/2021","Sophie",NA
"243",6,25,"2","72","2","4","","6/25/2021","1","0,0,0,0,04","Sophie","","16,5,6,3,3","8/26/2021","Sophie",NA
"244",6,26,"2","1","1","3","","6/25/2021","1","4,0,3,0,1","Sophie","","0,0,0,2,2","8/26/2021","Sophie",NA
"245",6,27,"2","5","5","3","","6/25/2021","1","0,0,0,0,0","Sophie","","0,1,2,0,4","8/26/2021","Sophie",NA
"246",6,28,"2","36","1","1","","6/25/2021","1","0,0,0,0,0","Sophie","0","","8/26/2021","Sophie",NA
"247",6,29,"2","62","3","4","","6/25/2021","1","0,0,0,0,40","Sophie","","2,3,1,1,3","8/26/2021","Sophie",NA
"248",6,30,"2","12","5","4","","6/25/2021","1","12,0,70,2,0","Sophie","","0,30,5,50,64","8/26/2021","Sophie",NA
"249",6,31,"2","18","4","3","","6/25/2021","1","0,0,0,0,0","Sophie","","5,4,2,0,1","8/26/2021","Sophie",NA
"250",6,32,"2","18","2","1","","6/25/2021","1","0,0,0,0,08","Sophie","","0,2,25,46,54","8/26/2021","Sophie",NA
"251",6,33,"2","14","1","1","","6/25/2021","1","0,0,0,0,0","Sophie","","0,5,0,2,44","8/26/2021","Sophie",NA
"252",6,34,"2","57","5","2","","6/25/2021","0","NA","Sophie","","4,5,2,2,5","8/26/2021","Sophie",NA
"253",6,35,"2","1","3","4","","6/25/2021","1","0,05,0,0,05","Sophie","","0,14,1,0,2","8/26/2021","Sophie",NA
"254",6,36,"2","74","2","3","","6/25/2021","1","0,0,0,0,0","Sophie","","1,4,4,6,25","8/26/2021","Sophie",NA
"255",6,37,"2","17","3","2","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,-,-,-","8/26/2021","Sophie",NA
"256",6,38,"2","1","4","5","","6/25/2021","1","0,0,0,0,0","Sophie","","16,0,5,2,0","8/26/2021","Sophie",NA
"257",6,39,"2","62","4","1","","6/25/2021","1","0,0,0,0,05","Sophie","","2,5,3,3,0","8/26/2021","Sophie",NA
"258",6,40,"2","17","2","1","","6/25/2021","1","0,0,2, 1,0","Sophie","","0,0,2,0,1","8/26/2021","Sophie",NA
"259",6,41,"2","42","1","2","","6/25/2021","1","24,0,16,0,0","Sophie","","12,58,40,56,92","8/26/2021","Sophie",NA
"260",6,42,"2","4","3","4","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"261",6,43,"2","79","2","5","","6/25/2021","1","0,0,0,0,10","Sophie","0","","8/26/2021","Sophie",NA
"262",6,44,"2","17","5","2","","6/25/2021","1","0,4,0,0,9","Sophie","","3,0,4,0,8","8/26/2021","Sophie",NA
"263",6,45,"2","18","2","4","","6/25/2021","1","0,0,0,0,5","Sophie","","6,3,44,0,20","8/26/2021","Sophie",NA
"264",6,46,"2","7","4","3","","6/25/2021","1","0,0,0,0,0","Sophie","","22,3,0,1,4","8/26/2021","Sophie",NA
"265",7,1,"1","3","2","5","","6/25/2021","1","0,0,0,0,0","Sophie","","0,25,22,0,4","8/26/2021","Sophie",NA
"266",7,2,"1","6","2","3","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"267",7,3,"1","7","1","3","","6/25/2021","1","2,0,3,0,0","Sophie","","1,0,0,2,28","8/26/2021","Sophie",NA
"268",7,4,"1","47","2","2","","6/25/2021","1","0,0,0,0,0","Sophie","","3,1,2,6,3","8/26/2021","Sophie",NA
"269",7,5,"1","62","1","5","","6/25/2021","1","0,0,0,0,025","Sophie","","22,4,0,3,2","8/26/2021","Sophie",NA
"270",7,6,"1","64","2","3","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"271",7,7,"1","67","2","1","","6/25/2021","1","0,0,0,0,0","Sophie","","26,3,14,3,0","8/26/2021","Sophie",NA
"272",7,8,"1","5","5","4","","6/25/2021","1","0,0,0,0,0","Sophie","","2,1,1,1,2","8/26/2021","Sophie",NA
"273",7,9,"1","39","2","4","","6/25/2021","1","0,0,0,0,05","Sophie","","2,1,10,3,4","8/26/2021","Sophie",NA
"274",7,10,"1","79","3","4","","6/25/2021","1","0,48,50,3,0","Sophie","","2,3,18,3,2","8/26/2021","Sophie",NA
"275",7,11,"1","47","4","4","","6/25/2021","1","0,0,0,0,02","Sophie","","2,8,0,0,1","8/26/2021","Sophie",NA
"276",7,12,"1","4","4","2","","6/25/2021","1","0,0,0,0,01","Sophie","","0,0,1,0,3","8/26/2021","Sophie",NA
"277",7,13,"1","19","2","2","","6/25/2021","1","0,0,0,0,0","Sophie","","14,0,0,0,10","8/26/2021","Sophie",NA
"278",7,14,"1","46","5","5","","6/25/2021","1","0,1,0,0,2","Sophie","0","","8/26/2021","Sophie",NA
"279",7,15,"1","7","4","4","","6/25/2021","1","0,1,1,0,4","Sophie","","3,3,5,5,1","8/26/2021","Sophie",NA
"280",7,16,"1","68","1","5","","6/25/2021","1","0,0,0,4,1","Sophie","","0,2,3,0,0","8/26/2021","Sophie",NA
"281",7,17,"1","5","2","4","","6/25/2021","1","0,0,8,16,64","Sophie","","3,6,50,5,8","8/26/2021","Sophie",NA
"282",7,18,"1","5","3","2","","6/25/2021","1","24,10,0,0,1","Sophie","","3,26,2,0,4","8/26/2021","Sophie",NA
"283",7,19,"1","29","1","2","","6/25/2021","1","0,0,0,0,12","Sophie","","2,0,0,44,10","8/26/2021","Sophie",NA
"284",7,20,"1","79","3","3","","6/25/2021","1","0,0,0,4,4","Sophie","","3,5,2,0,6","8/26/2021","Sophie",NA
"285",7,21,"1","35","3","2","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,0,0,0","8/26/2021","Sophie",NA
"286",7,22,"1","35","4","4","","6/25/2021","1","0,0,0,0,06","Sophie","","4,2,3,5,3","8/26/2021","Sophie",NA
"287",7,23,"2","14","4","4","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"288",7,24,"2","7","2","3","","6/25/2021","1","0,0,50,0,78","Sophie","","4,3,3,2,3","8/26/2021","Sophie",NA
"289",7,25,"2","12","2","4","","6/25/2021","1","0,0,0,0,0","Sophie","0","","8/26/2021","Sophie",NA
"290",7,26,"2","67","1","5","","6/25/2021","1","0,0,0,0,0","Sophie","","3,2,3,0,0","8/26/2021","Sophie",NA
"291",7,27,"2","30","2","4","","6/25/2021","1","0,0,0,0,0","Sophie","","1,3,4,0,0","8/26/2021","Sophie",NA
"292",7,28,"2","8","2","2","","6/25/2021","1","0,0,0,0,0","Sophie","","0,1,0,2,2","8/26/2021","Sophie",NA
"293",7,29,"2","39","2","5","","6/25/2021","1","0,0,0,2,4","Sophie","","0,1,3,1,0","8/26/2021","Sophie",NA
"294",7,30,"2","56","3","5","","6/25/2021","1","0,0,0,0,0","Sophie","0","","8/26/2021","Sophie",NA
"295",7,31,"2","62","2","3","","6/25/2021","1","0,0,0,0,20","Sophie","","4,0,0,0,1","8/26/2021","Sophie",NA
"296",7,32,"2","5","1","4","only stem in outside pot check alive last year","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,0,0,3","8/26/2021","Sophie",NA
"297",7,33,"2","12","2","2","","6/25/2021","1","0,0,0,0,0","Sophie","","0,1,0,0,1","8/26/2021","Sophie",NA
"298",7,34,"2","57","4","5","","6/25/2021","1","0,0,0,0,02","Sophie","","0,3,1,0,0","8/26/2021","Sophie",NA
"299",7,35,"2","62","3","5","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"300",7,36,"2","79","5","1","","6/25/2021","1","0,0,0,0,0","Sophie","","0,0,0,0,0","8/26/2021","Sophie",NA
"301",7,37,"2","1","1","1","","6/25/2021","1","0,0,0,0,0","Sophie","","22,0,10,0,0","8/26/2021","Sophie",NA
"302",7,38,"2","64","3","4","","6/25/2021","1","0,0,0,0,02","Sophie","","1,4,4,28,5","8/26/2021","Sophie",NA
"303",7,39,"2","19","5","3","","6/25/2021","1","0,0,0,0,0","Sophie","","2,2,0,0,1","8/26/2021","Sophie",NA
"304",7,40,"2","30","4","4","","6/25/2021","1","0,0,0,0,02","Sophie","","2,0,18,0,18","8/26/2021","Sophie",NA
"305",7,41,"2","16","3","5","","6/25/2021","1","0,0,0,0,0","Sophie","","2,0,2,0,0","8/26/2021","Sophie",NA
"306",7,42,"2","13","3","1","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"307",7,43,"2","27","4","3","","6/25/2021","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"308",7,44,"2","11","2","5","","6/25/2021","1","0,25,0,0,2","Sophie","","6,22,24,40,12","8/26/2021","Sophie",NA
"309",7,45,"2","2","5","4","","6/25/2021","1","0,0,0,0,024","Sophie","","0,30,2,38,5","8/26/2021","Sophie",NA
"310",7,46,"2","29","5","2","","6/25/2021","1","0,4,0,6,0","Sophie","","25,0,2,03","8/26/2021","Sophie",NA
"311",8,1,"1","9","2","1","","6/23/2022","1","0,0,0,0,0","Sophie","","0,2,1,1,1","8/26/2021","Sophie",NA
"312",8,2,"1","57","1","2","","6/23/2022","1","3,16,0,0,0","Sophie","","0,2,14,0,1","8/26/2021","Sophie",NA
"313",8,3,"1","67","3","2","","6/23/2022","1","0,0,0,0,02","Sophie","","0,1,1,2,2","8/26/2021","Sophie",NA
"314",8,4,"1","21","5","1","","6/23/2022","1","8,0,0,0,30","Sophie","","0,1,0,0,2","8/26/2021","Sophie",NA
"315",8,5,"1","13","5","4","","6/23/2022","1","0,0,0,0,0","Sophie","","4,0,0,5,1","8/26/2021","Sophie",NA
"316",8,6,"1","74","1","3","","6/23/2022","1","0,0,0,0,50","Sophie","","0,0,0,48,6","8/26/2021","Sophie",NA
"317",8,7,"1","17","1","4","","6/23/2022","1","0,0,0,0,0","Sophie","","4,28,0,1,3","8/26/2021","Sophie",NA
"318",8,8,"1","15","4","4","","6/23/2022","1","0,0,0,0,0","Sophie","","2,2,22,2,1","8/26/2021","Sophie",NA
"319",8,9,"1","7","3","2","","6/23/2022","0","NA","Sophie","","12,3,0,3,2","8/26/2021","Sophie",NA
"320",8,10,"1","12","3","2","","6/23/2022","1","too withered","Sophie","0","","8/26/2021","Sophie",NA
"321",8,11,"1","11","4","5","","6/23/2022","0","NA","Sophie","","25,0,1,28,22","8/26/2021","Sophie",NA
"322",8,12,"1","20","5","1","","6/23/2022","1","0,0,0,0,025","Sophie","","1,1,0,5,22","8/26/2021","Sophie",NA
"323",8,13,"1","72","4","5","","6/23/2022","1","0,0,0,0,0","Sophie","","3,0,40,1,0","8/26/2021","Sophie",NA
"324",8,14,"1","62","2","5","","6/23/2022","1","too withered","Sophie","","0,3,1,25,0","8/26/2021","Sophie",NA
"325",8,15,"1","15","1","5","","6/23/2022","1","0,0,0,0,08","Sophie","","0,10,0,8,0","8/26/2021","Sophie",NA
"326",8,16,"1","14","3","2","","6/23/2022","1","0,0,0,0,0","Sophie","","0,34,20,0,1","8/26/2021","Sophie",NA
"327",8,17,"1","57","3","2","","6/23/2022","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"328",8,18,"1","62","1","2","","6/23/2022","1","4,5,0,2,40","Sophie","0","","8/26/2021","Sophie",NA
"329",8,19,"1","47","5","1","","6/23/2022","1","25,0,5,0,8","Sophie","","0,22,36,5,4","8/26/2021","Sophie",NA
"330",8,20,"1","15","5","1","","6/23/2022","1","0,0,0,5,3","Sophie","","0,0,20,0,0","8/26/2021","Sophie",NA
"331",8,21,"1","16","2","1","","6/23/2022","1","0,0,0,0,05","Sophie","0","","8/26/2021","Sophie",NA
"332",8,22,"1","29","4","3","","6/23/2022","1","0,0,0,0,04","Sophie","","2,4,2,0,0","8/26/2021","Sophie",NA
"333",8,23,"2","68","5","2","","6/23/2022","1","0,0,0,0,0","Sophie","","2,1,2,1,3","8/26/2021","Sophie",NA
"334",8,24,"2","4","2","2","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,4,25,2","8/26/2021","Sophie",NA
"335",8,25,"2","46","2","5","","6/23/2022","1","0,0,0,0,20","Sophie","","0,0,0,0,3","8/26/2021","Sophie",NA
"336",8,26,"2","68","4","1","","6/23/2022","1","0,0,0,0,0","Sophie","","1,1,2,2,0","8/26/2021","Sophie",NA
"337",8,27,"2","6","3","5","","6/23/2022","1","0,0,0,0,0","Sophie","","1,1,1,0,2","8/26/2021","Sophie",NA
"338",8,28,"2","7","1","2","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,2,4,3","8/26/2021","Sophie",NA
"339",8,29,"2","35","3","5","","6/23/2022","1","too withered","Sophie","0","","8/26/2021","Sophie",NA
"340",8,30,"2","39","3","3","","6/23/2022","1","0,0,0,0,0","Sophie","","3,16,4,0,2","8/26/2021","Sophie",NA
"341",8,31,"2","62","4","4","","6/23/2022","1","0,0,0,0,01","Sophie","","0,0,1,1,0","8/26/2021","Sophie",NA
"342",8,32,"2","4","3","3","","6/23/2022","1","0,0,0,0,01","Sophie","","14,1,0,1,1","8/26/2021","Sophie",NA
"343",8,33,"2","21","1","2","","6/23/2022","1","0,0,0,0,40","Sophie","","2,0,1,0,0","8/26/2021","Sophie",NA
"344",8,34,"2","77","4","3","","6/23/2022","1","0,0,0,0,0","Sophie","","0,3,2,2,5","8/26/2021","Sophie",NA
"345",8,35,"2","17","4","2","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,2,22,0","8/26/2021","Sophie",NA
"346",8,36,"2","27","5","2","","6/23/2022","1","0,0,0,0,0","Sophie","","1,2,1,6,4","8/26/2021","Sophie",NA
"347",8,37,"2","26","1","1","","6/23/2022","1","1,0,0,2,1","Sophie","","12,0,2,0,2","8/26/2021","Sophie",NA
"348",8,38,"2","17","3","1","","6/23/2022","1","0,0,0,0,0","Sophie","","18,5,2,0,32","8/26/2021","Sophie",NA
"349",8,39,"2","5","4","1","","6/23/2022","1","0,0,0,0,01","Sophie","2","","8/26/2021","Sophie",NA
"350",8,40,"2","39","3","5","","6/23/2022","1","0,0,0,0,01","Sophie","","0,4,0,2,2","8/26/2021","Sophie",NA
"351",8,41,"2","64","2","2","","6/23/2022","1","0,0,0,0,20","Sophie","0","","8/26/2021","Sophie",NA
"352",8,42,"2","64","3","3","","6/23/2022","1","0,0,0,0,028","Sophie","","4,10,0,10,30","8/26/2021","Sophie",NA
"353",8,43,"2","39","4","1","","6/23/2022","1","2,4,1,2,0","Sophie","","0,0,0,0,2","8/26/2021","Sophie",NA
"354",8,44,"2","62","1","3","","6/23/2022","1","0,0,0,0,04","Sophie","2","","8/26/2021","Sophie",NA
"355",8,45,"2","67","2","2","","6/23/2022","1","0,0,0,0,02","Sophie","","3,0,4,2,28","8/26/2021","Sophie",NA
"356",8,46,"2","67","5","3","","6/23/2022","0","NA","Sophie","0","","8/26/2021","Sophie",NA
"357",9,1,"1","28","1","5","","6/23/2022","1","0,0,0,0,05","Sophie","","0,0,5,2,1","8/25/2021","Sophie",NA
"358",9,2,"1","4","3","1","","6/23/2022","1","0,0,0,0,02","Sophie","","2,5,2,0,0","8/25/2021","Sophie",NA
"359",9,3,"1","12","3","1","","6/23/2022","0","NA","Sophie","","3,3,5,2,4","8/25/2021","Sophie",NA
"360",9,4,"1","27","4","1","","6/23/2022","1","6,2,0,0,5","Sophie","","3,1,1,0,10","8/25/2021","Sophie",NA
"361",9,5,"1","1","4","3","","6/23/2022","1","0,0,0,0,01","Sophie","","0,0,1,4,2","8/25/2021","Sophie",NA
"362",9,6,"1","49","5","5","","6/23/2022","1","0,0,0,0,04","Sophie","","22,2,2,1,0","8/25/2021","Sophie",NA
"363",9,7,"1","39","3","4","","6/23/2022","1","0,0,0,0,0","Sophie","","0,16,0,0,3","8/25/2021","Sophie",NA
"364",9,8,"1","77","3","1","","6/23/2022","1","0,0,0,0,02","Sophie","","3,6,0,2,0","8/25/2021","Sophie",NA
"365",9,9,"1","3","2","2","","6/23/2022","1","0,0,0,0,08","Sophie","0","","8/25/2021","Sophie",NA
"366",9,10,"1","69","2","4","","6/23/2022","0","NA","Sophie","2","","8/25/2021","Sophie",NA
"367",9,11,"1","17","2","5","","6/23/2022","1","0,0,0,0,0","Sophie","2","","8/25/2021","Sophie",NA
"368",9,12,"1","51","4","2","","6/23/2022","1","0,0,0,0,0","Sophie","","","8/25/2021","Sophie",NA
"369",9,13,"1","79","1","1","","6/23/2022","1","0,0,0,0,0","Sophie","","0,1,1,14,1","8/25/2021","Sophie",NA
"370",9,14,"1","5","5","5","","6/23/2022","0","NA","Sophie","0","","8/25/2021","Sophie",NA
"371",9,15,"1","13","5","2","NO POT","6/23/2022","na","","Sophie","","no pot","8/25/2021","Sophie",NA
"372",9,16,"1","30","5","3","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,1,3,3","8/25/2021","Sophie",NA
"373",9,17,"1","39","3","2","","6/23/2022","1","28,2,25,60,72","Sophie","","0,18,4,4,3","8/25/2021","Sophie",NA
"374",9,18,"1","20","1","2","","6/23/2022","0","NA","Sophie","0","","8/25/2021","Sophie",NA
"375",9,19,"1","72","3","1","","6/23/2022","1","0,0,0,0,0","Sophie","","1,5,0,0,0","8/25/2021","Sophie",NA
"376",9,20,"1","7","3","3","","6/23/2022","1","0,0,0,0,0","Sophie","","2,30,5,1,0","8/25/2021","Sophie",NA
"377",9,21,"1","79","4","2","","6/23/2022","1","0,0,0,0,02","Sophie","","20,2,0,0,0","8/25/2021","Sophie",NA
"378",9,22,"1","15","3","5","","6/23/2022","0","NA","Sophie","","10,6,44,2,0","8/25/2021","Sophie",NA
"379",9,23,"2","45","2","1","","6/23/2022","1","0,0,0,0,0","Sophie","","1,5,3,3,0","8/25/2021","Sophie",NA
"380",9,24,"2","27","4","5","","6/23/2022","1","0,75,44,15,58","Sophie","0","","8/25/2021","Sophie",NA
"381",9,25,"2","64","5","3","","6/23/2022","1","0,0,0,0,0","Sophie","","2,0,1,0,0","8/25/2021","Sophie",NA
"382",9,26,"2","77","1","2","","6/23/2022","1","0,3,4,0,2","Sophie","","0,4,0,0,1","8/25/2021","Sophie",NA
"383",9,27,"2","64","2","4","","6/23/2022","0","NA","Sophie","0","","8/25/2021","Sophie",NA
"384",9,28,"2","7","3","5","","6/23/2022","1","0,0,0,0,50","Sophie","2","","8/25/2021","Sophie",NA
"385",9,29,"2","35","4","1","","6/23/2022","1","0,1,12,0,0","Sophie","","2,0,0,2,0","8/25/2021","Sophie",NA
"386",9,30,"2","36","4","1","","6/23/2022","1","0,10,8,0,2","Sophie","","0,3,5,0,1","8/25/2021","Sophie",NA
"387",9,31,"2","45","2","4","","6/23/2022","1","0,0,0,0,0","Sophie","","4,2,2,2,8","8/25/2021","Sophie",NA
"388",9,32,"2","15","3","1","","6/23/2022","1","0,0,0,0,0","Sophie","","24,3,1,0,2","8/25/2021","Sophie",NA
"389",9,33,"2","77","5","3","","6/23/2022","1","0,0,20,0,0","Sophie","","0,5,1,0,0","8/25/2021","Sophie",NA
"390",9,34,"2","36","3","1","","6/23/2022","0","NA","Sophie","0","","8/25/2021","Sophie",NA
"391",9,35,"2","49","3","1","","6/23/2022","1","0,0,0,0,0","Sophie","","2,3,0,3,0","8/25/2021","Sophie",NA
"392",9,36,"2","39","5","2","","6/23/2022","1","0,0,0,0,0","Sophie","","5,30,15,4,5","8/25/2021","Sophie",NA
"393",9,37,"2","6","4","4","","6/23/2022","1","0,0,0,0,05","Sophie","","0,4,3,6,4","8/25/2021","Sophie",NA
"394",9,38,"2","57","5","4","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,0,0,01","8/25/2021","Sophie",NA
"395",9,39,"2","15","5","4","","6/23/2022","1","22,18,0,82,52","Sophie","2","","8/25/2021","Sophie",NA
"396",9,40,"2","62","5","5","","6/23/2022","1","0,0,0,0,0","Sophie","","25,1,0,1,2","8/25/2021","Sophie",NA
"397",9,41,"2","17","3","5","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,0,5,4","8/25/2021","Sophie",NA
"398",9,42,"2","47","5","4","","6/23/2022","1","0,0,0,0,0","Sophie","","3,0,2,2,22","8/25/2021","Sophie",NA
"399",9,43,"2","35","2","2","","6/23/2022","1","0,0,0,0,0","Sophie","","2,5,8,10,3","8/25/2021","Sophie",NA
"400",9,44,"2","5","2","3","","6/23/2022","1","0,0,0,0,05","Sophie","","40,10,0,0,1","8/25/2021","Sophie",NA
"401",9,45,"2","72","3","4","","6/23/2022","1","0,0,0,0,0","Sophie","","0,0,0,0,02","8/25/2021","Sophie",NA
"402",9,46,"2","1","1","4","","6/23/2022","1","0,0,0,5,5","Sophie","0","","8/25/2021","Sophie",NA
"403",10,1,"1","14","4","5","","6/22/2021","1","0,0,0,0,0","Kavya","","8,0,10,2,6","8/25/2021","Sophie",NA
"404",10,2,"1","62","4","5","","6/22/2021","1","0,0,0,0,01","Kavya","","2,1,0,0,0","8/25/2021","Sophie",NA
"405",10,3,"1","79","3","1","","6/22/2021","1","0,0,0,30,3","Kavya","","18,2,1,0,0","8/25/2021","Sophie",NA
"406",10,4,"1","56","4","1","","6/22/2021","1","too withered","Kavya","","0,0,0,0,50","8/25/2021","Sophie",NA
"407",10,5,"1","1","5","2","","6/22/2021","1","0,0,0,0,0","Kavya","","23,2,0,1,5","8/25/2021","Sophie",NA
"408",10,6,"1","62","4","2","","6/22/2021","1","0,0,0,1,10","Kavya","","0,22,5,5,2","8/25/2021","Sophie",NA
"409",10,7,"1","7","3","4","","6/22/2021","0","NA","Kavya","0","","8/25/2021","Sophie",NA
"410",10,8,"1","42","1","1","","6/22/2021","1","2,3,0,0,0","Kavya","","0,12,2,0,12","8/25/2021","Sophie",NA
"411",10,9,"1","69","1","2","","6/22/2021","1","4,1,2,4,0","Kavya","","1,3,4,5,26","8/25/2021","Sophie",NA
"412",10,10,"1","67","4","5","","6/22/2021","1","0,0,0,0,01","Kavya","","0,0,0,0,06","8/25/2021","Sophie",NA
"413",10,11,"1","16","3","3","","6/22/2021","1","2,5,4,65,5","Kavya","","0,3,3,5,2","8/25/2021","Sophie",NA
"414",10,12,"1","72","4","4","","6/22/2021","1","0,0,0,0,0","Kavya","","2,0,1,1,25","8/25/2021","Sophie",NA
"415",10,13,"1","12","3","4","","6/22/2021","1","10,1,40,0,0","Kavya","","0,0,15,2,14","8/25/2021","Sophie",NA
"416",10,14,"1","42","2","1","","6/22/2021","1","0,0,0,0,02","Kavya","","0,8,3,14,1","8/25/2021","Sophie",NA
"417",10,15,"1","61","3","3","","6/22/2021","1","0,0,0,0,02","Kavya","","1,2,0,0,0","8/25/2021","Sophie",NA
"418",10,16,"1","23","1","4","","6/22/2021","1","99,19,2,0,0","Kavya","","2,2,2,0,0","8/25/2021","Sophie",NA
"419",10,17,"1","17","5","3","","6/22/2021","1","6,2,0,0,0","Kavya","","1,8,1,32,4","8/25/2021","Sophie",NA
"420",10,18,"1","72","1","5","","6/22/2021","1","0,0,0,0,08","Kavya","","1,0,0,1,0","8/25/2021","Sophie",NA
"421",10,19,"1","9","2","4","","6/22/2021","1","0,0,0,0,01","Kavya","","3,0,0,2,2","8/25/2021","Sophie",NA
"422",10,20,"1","31","2","1","","6/22/2021","1","4,8,0,0,0","Kavya","","5,3,10,2,4","8/25/2021","Sophie",NA
"423",10,21,"1","47","5","2","","6/22/2021","0","NA","Kavya","0","","8/25/2021","Sophie",NA
"424",10,22,"1","46","1","1","","6/22/2021","1","99,3,22,94,0","Kavya","","0,0,2,0,1","8/25/2021","Sophie",NA
"425",10,23,"1","31","3","3","","6/22/2021","1","1,2,0,0,0","Kavya","","0,0,0,0,02","8/25/2021","Sophie",NA
"426",10,24,"2","5","3","5","","6/22/2021","1","0,0,0,0,0","Kavya","","0,2,3,1,5","8/25/2021","Sophie",NA
