Row,Column,Block,Population,Family,Replicate,Alive_DC1,Comment,Date,Herbivory,Surveyor
8,44,2,62,1,3,1,,7/17/2020,"11,0,0,0,8",Sophie
8,45,2,67,2,2,1,,7/17/2020,"0,0,0,0,0",Sophie
8,46,2,67,5,3,0,,7/17/2020,0,Sophie
9,1,1,28,1,5,1,,7/17/2020,"0,0,0,0,01",Sophie
9,2,1,4,3,1,1,,7/17/2020,"3,4,55,0,16",Sophie
9,3,1,12,3,1,0,,7/17/2020,0,Sophie
9,4,1,27,4,1,1,,7/17/2020,"0,0,0,0,02",Sophie
9,5,1,1,4,3,1,,7/17/2020,"0,0,0,3,3",Sophie
9,6,1,49,5,5,1,,7/17/2020,"0,0,0,0,02",Sophie
9,7,1,39,3,4,1,,7/17/2020,"2,3,8,2,4",Sophie
9,8,1,77,3,1,1,,7/17/2020,"0,0,0,0,10",Sophie
9,9,1,3,2,2,1,,7/17/2020,"0,4,0,0,9",Sophie
9,10,1,69,2,4,0,,7/17/2020,0,Sophie
9,11,1,17,2,5,1,,7/17/2020,"0,0,0,0,0",Sophie
9,12,1,51,4,2,1,,7/17/2020,"20,18,2,0,0",Sophie
9,13,1,79,1,1,1,,7/17/2020,"7,0,0,0,0",Sophie
9,14,1,5,5,5,0,,7/17/2020,0,Sophie
9,15,1,13,5,2,1,,7/17/2020,"55,23,0,0,0",Sophie
9,16,1,30,5,3,1,,7/17/2020,"25,0,0,3,21",Sophie
9,17,1,39,3,2,1,,7/17/2020,"0,3,22,0,8",Sophie
9,18,1,20,1,2,0,,7/17/2020,0,Sophie
9,19,1,72,3,1,1,,7/17/2020,"0,15,3,0,0",Sophie
9,20,1,7,3,3,1,,7/17/2020,"3,4,0,5,7",Sophie
9,21,1,79,4,2,1,,7/17/2020,"0,0,0,0,0",Sophie
9,22,1,15,3,5,0,,7/17/2020,0,Sophie
9,23,2,45,2,1,1,,7/17/2020,"4,0,0,0,25",Sophie
9,24,2,27,4,5,1,,7/17/2020,"0,0,0,0,0",Sophie
9,25,2,64,5,3,1,,7/17/2020,"0,0,0,0,12",Sophie
9,26,2,77,1,2,1,,7/17/2020,"0,0,0,0,07",Sophie
9,27,2,64,2,4,0,,7/17/2020,0,Sophie
9,28,2,7,3,5,1,,7/17/2020,"32,6,0,0,2",Sophie
9,29,2,35,4,1,1,,7/17/2020,"0,0,0,0,04",Sophie
9,30,2,36,4,1,1,,7/17/2020,"0,54,0,0,5",Sophie
9,31,2,45,2,4,1,,7/17/2020,"0,0,0,0,0",Sophie
9,32,2,15,3,1,1,,7/17/2020,"18,1,4,0,0",Sophie
9,33,2,77,5,3,1,,7/17/2020,"1,0,0,0,1",Sophie
9,34,2,36,3,1,0,,7/17/2020,0,Sophie
9,35,2,49,3,1,1,,7/17/2020,"4,3,0,0,1",Sophie
9,36,2,39,5,2,1,,7/17/2020,"0,0,0,0,0",Sophie
9,37,2,6,4,4,1,,7/17/2020,"23,0,0,0,0",Sophie
9,38,2,57,5,4,1,,7/17/2020,"8,1,0,4,0",Sophie
9,39,2,15,5,4,1,,7/17/2020,"3,4,0,3,1",Sophie
9,40,2,62,5,5,1,,7/17/2020,"17,4,0,0,0",Sophie
9,41,2,17,3,5,1,,7/17/2020,"0,0,0,0,03",Sophie
9,42,2,47,5,4,1,,7/17/2020,"29,0,0,0,0",Sophie
9,43,2,35,2,2,1,,7/17/2020,"0,25,3,5,8",Sophie
9,44,2,5,2,3,1,,7/17/2020,"0,28,20,0,28",Sophie
9,45,2,72,3,4,1,,7/17/2020,"0,0,0,0,0",Sophie
9,46,2,1,1,4,1,,7/17/2020,"0,0,0,0,015",Sophie
10,1,1,14,4,5,1,,7/17/2020,"0,0,0,0,0",Sophie
10,2,1,62,4,5,1,,7/17/2020,"0,0,7,6,0",Sophie
10,3,1,79,3,1,1,,7/17/2020,"22,0,0,9,0",Sophie
10,4,1,56,4,1,1,,7/17/2020,"0,0,0,0,015",Sophie
10,5,1,1,5,2,1,,7/17/2020,"0,0,0,0,02",Sophie
10,6,1,62,4,2,1,,7/17/2020,"0,29,1,0,6",Sophie
10,7,1,7,3,4,1,,7/17/2020,0,Sophie
10,8,1,42,1,1,1,,7/17/2020,"0,0,20,0,3",Sophie
10,9,1,69,1,2,1,,7/17/2020,"0,1,3,0,0",Sophie
10,10,1,67,4,5,1,,7/17/2020,"0,0,0,0,4",Sophie
10,11,1,16,3,3,1,,7/17/2020,0,Sophie
10,12,1,72,4,4,1,,7/17/2020,"18,3,0,0,0",Sophie
10,13,1,12,3,4,1,,7/17/2020,"12,3,0,0,0",Sophie
10,14,1,42,2,1,1,,7/17/2020,"0,24,0,9,0",Sophie
10,15,1,61,3,3,1,,7/17/2020,"0,0,0,0,0",Sophie
10,16,1,23,1,4,1,,7/17/2020,"0,0,0,0,0",Sophie
10,17,1,17,5,3,1,,7/17/2020,"3,2,0,0,0",Sophie
10,18,1,72,1,5,1,,7/17/2020,"0,0,0,0,0",Sophie
10,19,1,9,2,4,1,,7/17/2020,"0,3,6,0,4",Sophie
10,20,1,31,2,1,1,,7/17/2020,"42,0,1,0,0",Sophie
10,21,1,47,5,2,0,,7/17/2020,"23,8,0,0,0",Sophie
10,22,1,46,1,1,1,,7/17/2020,0,Sophie
10,23,1,31,3,3,1,,7/17/2020,"3,2,0,0,16",Sophie
10,24,2,5,3,5,1,,7/17/2020,"0,0,0,0,12",Sophie
10,25,2,14,1,3,1,,7/17/2020,"0,0,0,0,0",Sophie
10,26,2,3,5,4,1,,7/17/2020,"1,0,0,2,10",Sophie
10,27,2,30,3,3,1,,7/17/2020,"0,0,0,0,0",Sophie
10,28,2,61,4,1,1,,7/17/2020,"0,11,0,7,0",Sophie
10,29,2,31,5,2,1,,7/17/2020,"0,0,0,0,0",Sophie
10,30,2,41,2,4,1,,7/17/2020,"0,0,0,3,3",Sophie
10,31,2,47,4,1,1,,7/17/2020,"0,0,0,0,0",Sophie
10,32,2,16,1,2,0,,7/17/2020,0,Sophie
10,33,2,28,4,5,1,,7/17/2020,"8,53,0,0,3",Sophie
10,34,2,5,5,2,1,,7/17/2020,"0,0,0,0,03",Sophie
10,35,2,56,2,4,1,,7/17/2020,"2,18,4,0,0",Sophie
10,36,2,72,5,1,1,,7/17/2020,"0,0,0,0,0",Sophie
10,37,2,57,1,1,1,,7/17/2020,"0,0,0,22,0",Sophie
10,38,2,57,1,3,1,,7/17/2020,"0,0,0,0,0",Sophie
10,39,2,79,3,5,1,,7/17/2020,"25,13,0,0,0",Sophie
10,40,2,68,4,4,1,,7/17/2020,"0,3,0,0,24",Sophie
10,41,4,15,2,1,1,,7/17/2020,too small,Sophie
10,42,4,5,4,4,1,,7/17/2020,"0,0,0,0,02",Sophie
10,43,4,32,1,4,1,,7/17/2020,0,Sophie
10,44,4,61,1,1,1,,7/17/2020,"0,14,9,0,0",Sophie
10,45,4,31,3,2,1,,7/17/2020,"0,0,0,0,0",Sophie
10,46,4,47,4,2,1,,7/17/2020,"0,0,0,0,22",Sophie
11,1,1,64,1,1,1,,7/17/2020,"44,0,0,0,0",Sophie
11,2,1,3,4,1,1,,7/17/2020,"38,0,0,0,0",Sophie
11,3,1,11,1,3,1,,7/17/2020,"0,0,0,0,0",Sophie
11,4,1,11,3,2,1,,7/17/2020,"0,0,0,0,04",Sophie
11,5,1,18,3,1,1,,7/17/2020,"13,0,2,0,0",Sophie
11,6,1,29,4,1,0,,7/17/2020,0,Sophie
11,7,1,35,5,3,1,,7/17/2020,"16,0,0,0,0",Sophie
11,8,1,64,1,4,1,,7/17/2020,"0,0,0,0,0",Sophie
11,9,1,2,1,2,1,,7/17/2020,"35,0,0,8,2",Sophie
11,10,1,64,5,1,1,,7/17/2020,"1,6,0,21,0",Sophie
11,11,1,36,1,2,1,,7/17/2020,"0,0,0,0,03",Sophie
11,12,1,67,5,5,1,,7/17/2020,"0,0,0,0,06",Sophie
11,13,1,61,1,5,1,,7/17/2020,"0,0,0,0,0",Sophie
11,14,1,74,2,2,1,,7/17/2020,too small,Sophie
11,15,1,68,2,5,1,,7/17/2020,"4,0,0,22,0",Sophie
11,16,1,29,2,2,0,,7/17/2020,0,Sophie
11,17,1,40,5,1,1,,7/17/2020,"27,0,0,1,23",Sophie
11,18,1,1,2,4,1,,7/17/2020,"0,0,0,0,01",Sophie
11,19,1,74,1,5,1,,7/17/2020,"0,8,0,0,46",Sophie
11,20,1,2,4,5,1,,7/17/2020,"12,0,0,0,0",Sophie
11,21,1,4,2,4,1,,7/17/2020,"9,81,0,22,0",Sophie
11,22,1,9,1,2,1,,7/17/2020,"0,0,0,0,03",Sophie
11,23,1,39,5,1,1,,7/17/2020,"9,12,0,0,0",Sophie
11,24,4,57,2,1,1,,7/17/2020,"0,0,0,0,0",Sophie
11,25,4,17,4,1,1,,7/17/2020,0,Sophie
11,26,4,67,1,3,1,,7/17/2020,"7,2,0,0,0",Sophie
11,27,4,42,2,4,1,,7/17/2020,"55,27,2,0,2",Sophie
11,28,4,12,2,1,1,,7/17/2020,"0,0,0,0,0",Sophie
11,29,4,30,2,1,1,,7/17/2020,"0,0,0,0,012",Sophie
11,30,4,4,4,1,1,,7/17/2020,"0,0,0,0,0",Sophie
11,31,4,17,4,5,1,,7/17/2020,"0,0,0,0,0",Sophie
11,32,4,35,4,3,1,,7/17/2020,"0,0,0,0,0",Sophie
11,33,4,68,5,5,1,,7/17/2020,"0,0,0,0,04",Sophie
11,34,4,67,1,2,1,,7/17/2020,"0,0,0,0,09",Sophie
11,35,4,40,3,2,1,,7/17/2020,"12,0,0,6,0",Sophie
11,36,4,68,5,4,1,,7/17/2020,"0,0,0,0,06",Sophie
11,37,4,4,2,1,1,,7/17/2020,0,Sophie
11,38,4,28,1,2,1,,7/17/2020,"60,0,3,0,0",Sophie
11,39,4,26,1,4,1,,7/17/2020,"0,0,0,0,0",Sophie
11,40,4,6,3,4,0,,7/17/2020,0,Sophie
11,41,4,16,1,1,1,,7/17/2020,"0,0,0,0,0",Sophie
11,42,4,42,1,4,0,,7/17/2020,0,Sophie
11,43,4,41,1,4,1,,7/17/2020,"98,0,0,0,0",Sophie
11,44,4,21,3,3,1,,7/17/2020,"0,15,0,0,0",Sophie
11,45,4,35,3,3,1,,7/17/2020,"41,0,0,17,14",Sophie
11,46,4,31,1,5,1,,7/17/2020,"0,2,2,2,0",Sophie
12,1,3,7,1,1,1,,7/17/2020,"0,46,0,0,18",Sophie
12,2,3,1,3,2,1,,7/17/2020,"13,0,0,0,0",Sophie
12,3,3,47,4,3,1,,7/17/2020,"0,17,0,10,0",Sophie
12,4,3,61,1,3,1,,7/17/2020,"3,0,0,6,0",Sophie
12,5,3,46,1,2,1,,7/17/2020,"16,0,0,0,0",Sophie
12,6,3,79,2,2,1,,7/17/2020,"0,0,0,40,0",Sophie
12,7,3,9,1,4,1,,7/17/2020,"2,0,0,0,8",Sophie
12,8,3,32,1,1,1,,7/17/2020,"12,0,5,0,0",Sophie
12,9,3,7,2,4,0,,7/17/2020,0,Sophie
12,10,3,72,5,4,1,,7/17/2020,"0,0,0,0,05",Sophie
12,11,3,47,1,4,1,,7/17/2020,"0,0,0,0,25",Sophie
12,12,3,62,2,2,1,,7/17/2020,"44,9,0,7,0",Sophie
12,13,3,46,3,2,0,,7/17/2020,0,Sophie
12,14,3,41,2,3,1,,7/17/2020,"0,7,0,0,2",Sophie
12,15,3,67,4,1,1,,7/17/2020,"3,0,10,0,0",Sophie
12,16,3,67,4,2,1,,7/17/2020,"0,0,0,0,0",Sophie
12,17,3,8,1,2,1,,7/17/2020,"0,0,0,0,04",Sophie
12,18,3,36,5,2,1,,7/17/2020,"0,0,0,0,022",Sophie
12,19,3,57,5,5,1,,7/17/2020,"0,0,0,0,05",Sophie
12,20,3,68,2,3,1,,7/17/2020,"7,5,4,0,0",Sophie
12,21,3,23,1,1,1,,7/17/2020,"0,0,0,0,0",Sophie
12,22,1,21,4,3,1,,7/17/2020,"0,0,0,0,02",Sophie
12,23,1,6,1,1,1,,7/17/2020,"0,0,0,0,0",Sophie
12,24,4,17,3,4,1,,7/17/2020,"4,22,0,0,8",Sophie
12,25,4,57,4,4,1,,7/17/2020,0,Sophie
12,26,4,29,5,3,1,,7/17/2020,"0,0,0,0,03",Sophie
12,27,4,6,1,2,1,,7/17/2020,"0,0,0,0,2",Sophie
12,28,4,17,2,3,0,,7/17/2020,0,Sophie
12,29,4,41,1,3,1,,7/17/2020,"0,0,0,0,05",Sophie
12,30,4,14,4,3,1,,7/17/2020,"0,3,2,0,4",Sophie
12,31,4,51,4,1,1,,7/17/2020,"0,0,0,0,04",Sophie
12,32,4,28,4,4,1,,7/17/2020,"0,0,0,0,04",Sophie
12,33,4,35,5,2,1,,7/17/2020,"0,0,0,0,03",Sophie
12,34,4,61,1,2,1,,7/17/2020,"0,1,28,0,40",Sophie
12,35,4,72,3,3,1,,7/17/2020,"0,0,4,3,0",Sophie
12,36,4,14,4,1,1,,7/17/2020,"88,78,42,95,79",Sophie
12,37,4,40,4,1,1,,7/17/2020,"0,0,0,0,04",Sophie
12,38,4,57,2,5,1,,7/17/2020,"25,15,0,0,0",Sophie
12,39,4,68,1,1,1,,7/17/2020,"0,0,0,0,0",Sophie
12,40,4,45,2,2,1,,7/17/2020,"0,0,0,0,0",Sophie
12,41,4,13,1,2,1,,7/17/2020,too small,Sophie
12,42,4,47,5,3,1,,7/17/2020,"0,0,0,0,0",Sophie
12,43,4,19,1,5,1,,7/17/2020,"0,0,0,0,0",Sophie
12,44,4,64,5,2,1,,7/17/2020,"0,0,0,0,3",Sophie
12,45,4,21,5,5,1,,7/17/2020,"2,0,0,14,0",Sophie
12,46,4,21,5,4,1,,7/17/2020,"0,0,0,0,06",Sophie
13,1,3,72,2,2,1,,7/17/2020,"0,0,0,0,0",Sophie
13,2,3,39,3,1,1,,7/17/2020,"5,1,0,0,0",Sophie
13,3,3,13,1,3,1,,7/17/2020,"0,25,0,27,0",Sophie
13,4,3,41,1,4,1,,7/17/2020,"0,0,0,0,0",Sophie
13,5,3,77,2,5,0,,7/17/2020,0,Sophie
13,6,3,35,5,5,1,,7/17/2020,"0,0,0,22,65",Sophie
13,7,3,20,2,2,0,,7/17/2020,0,Sophie
13,8,3,42,2,5,1,,7/17/2020,"0,0,0,0,04",Sophie
13,9,3,77,4,4,1,,7/17/2020,"2,3,0,83,2",Sophie
13,10,3,49,1,1,1,,7/17/2020,"0,0,0,0,20",Sophie
13,11,3,49,2,4,1,,7/17/2020,0,Sophie
13,12,3,13,3,3,0,,7/17/2020,0,Sophie
13,13,3,17,1,2,1,,7/17/2020,"0,0,0,0,0",Sophie
13,14,3,61,5,3,1,,7/17/2020,"70,0,0,0,50",Sophie
13,15,3,62,1,4,1,,7/17/2020,"0,5,0,0,15",Sophie
13,16,3,61,4,3,1,,7/17/2020,"0,0,0,0,01",Sophie
13,17,3,14,1,2,1,,7/17/2020,"0,0,0,0,0",Sophie
13,18,3,14,5,5,1,,7/17/2020,"0,2,0,0,6",Sophie
13,19,3,72,3,2,1,,7/17/2020,"15,28,0,0,0",Sophie
13,20,3,20,5,5,1,,7/17/2020,"0,0,3,3,0",Sophie
13,21,3,19,3,1,1,,7/17/2020,"0,25,5,0,4",Sophie
13,22,3,46,3,3,1,,7/17/2020,"0,0,0,0,0",Sophie
13,23,3,56,4,3,1,,7/17/2020,"0,0,3,1,8",Sophie
13,24,3,11,2,3,1,,7/17/2020,"11,3,1,0,0",Sophie
13,25,3,62,2,4,1,,7/17/2020,"4,6,0,1,0",Sophie
13,26,4,49,1,2,1,,7/17/2020,"2,55,0,0,0",Sophie
13,27,4,1,2,3,1,,7/17/2020,"13,2,0,0,0",Sophie
13,28,4,11,1,1,1,,7/17/2020,"0,0,0,0,02",Sophie
13,29,4,12,1,2,1,,7/17/2020,"10,0,0,2,6",Sophie
13,30,4,7,5,1,1,,7/17/2020,"58,13,20,7,10",Sophie
13,31,4,1,2,5,1,,7/17/2020,"0,0,0,0,013",Sophie
13,32,4,61,3,4,1,,7/17/2020,"0,0,0,0,03",Sophie
13,33,4,57,1,5,0,,7/17/2020,0,Sophie
13,34,4,35,2,4,1,,7/17/2020,"0,0,6,5,0",Sophie
13,35,4,6,5,3,1,,7/17/2020,"0,4,0,2,3",Sophie
13,36,4,79,4,3,1,,7/17/2020,"0,0,5,2,0",Sophie
13,37,4,39,5,4,1,,7/17/2020,"0,0,0,0,07",Sophie
13,38,4,9,2,5,1,,7/17/2020,0,Sophie
13,39,4,5,1,3,1,,7/17/2020,"6,7,28,8,4",Sophie
13,40,4,56,2,2,1,,7/17/2020,0,Sophie
13,41,4,12,1,3,0,,7/17/2020,0,Sophie
13,42,4,19,5,5,1,,7/17/2020,"0,0,0,0,02",Sophie
13,43,4,1,3,1,0,,7/17/2020,0,Sophie
13,44,4,27,3,2,1,,7/17/2020,"3,0,0,20,3",Sophie
13,45,4,19,5,1,1,,7/17/2020,"0,0,0,0,0",Sophie
13,46,4,68,1,2,1,,7/17/2020,"0,0,0,0,0",Sophie
14,1,3,57,2,3,1,,7/17/2020,"0,0,0,0,035",Sophie
14,2,3,21,4,5,1,,7/17/2020,"13,40,0,0,0",Sophie
14,3,3,21,1,3,1,,7/17/2020,"0,0,0,0,09",Sophie
14,4,3,11,1,4,0,,7/17/2020,0,Sophie
14,5,3,41,2,1,1,,7/17/2020,"0,0,0,0,03",Sophie
14,6,3,4,1,5,1,,7/17/2020,"0,0,0,0,09",Sophie
14,7,3,21,1,4,1,,7/17/2020,"2,0,4,0,0",Sophie
14,8,3,7,1,5,1,,7/17/2020,"3,4,0,0,0",Sophie
14,9,3,19,3,4,1,,7/17/2020,"0,0,0,0,0",Sophie
14,10,3,57,3,1,1,,7/17/2020,"8,3,0,0,0",Sophie
14,11,3,74,2,4,1,,7/17/2020,"0,0,0,0,01",Sophie
14,12,3,35,3,1,1,,7/17/2020,"0,0,0,0,0",Sophie
14,13,3,29,2,1,1,,7/17/2020,"23,0,0,0,0",Sophie
14,14,3,13,2,4,1,,7/17/2020,"18,0,8,0,4",Sophie
14,15,3,77,5,4,1,,7/17/2020,"0,0,0,0,0",Sophie
14,16,3,35,2,5,1,,7/17/2020,"2,20,0,0,0",Sophie
14,17,3,47,3,2,1,,7/17/2020,"0,0,0,0,02",Sophie
14,18,3,62,4,3,1,,7/17/2020,"4,0,0,4,0",Sophie
14,19,3,30,4,2,1,,7/17/2020,"0,0,0,0,0",Sophie
14,20,3,31,4,3,1,,7/17/2020,"0,0,0,0,0",Sophie
14,21,3,46,4,2,1,,7/17/2020,"0,4,7,2,0",Sophie
14,22,3,49,3,3,1,,7/17/2020,"3,3,4,2,0",Sophie
14,23,3,49,4,1,1,,7/17/2020,"0,0,0,0,0",Sophie
14,24,3,31,4,4,1,,7/17/2020,"3,4,0,0,0",Sophie
14,25,3,40,4,2,1,,7/17/2020,"3,3,0,0,0",Sophie
14,26,4,13,2,5,1,,7/17/2020,"22,6,0,0,0",Sophie
14,27,4,6,5,2,1,,7/17/2020,"18,0,0,0,1",Sophie
14,28,4,46,5,2,1,,7/17/2020,"0,0,0,0,08",Sophie
14,29,4,19,1,2,1,,7/17/2020,"6,1,5,0,5",Sophie
14,30,4,47,2,1,1,,7/17/2020,"0,0,0,0,01",Sophie
14,31,4,2,1,3,1,,7/17/2020,"0,0,0,0,028",Sophie
14,32,4,12,2,3,1,,7/17/2020,"48,50,4,3,0",Sophie
14,33,4,13,3,5,0,,7/17/2020,0,Sophie
14,34,4,5,4,3,1,,7/17/2020,"6,5,0,4,0",Sophie
14,35,4,79,2,4,1,,7/17/2020,0,Sophie
14,36,4,41,2,2,1,,7/17/2020,"4,8,0,0,0",Sophie
14,37,4,35,4,2,1,,7/17/2020,"30,0,0,0,0",Sophie
14,38,4,17,1,5,1,,7/17/2020,"5,0,0,6,0",Sophie
14,39,4,13,2,1,1,,7/17/2020,"45,0,0,78,35",Sophie
14,40,4,12,4,2,1,,7/17/2020,"0,0,0,0,0",Sophie
14,41,4,19,2,4,1,,7/17/2020,"0,0,0,0,0",Sophie
14,42,4,39,1,5,1,,7/17/2020,"0,0,0,0,03",Sophie
14,43,4,41,1,2,1,,7/17/2020,"19,6,0,0,0",Sophie
14,44,4,20,2,1,0,,7/17/2020,0,Sophie
14,45,4,5,1,5,1,,7/17/2020,"0,5,0,0,4",Sophie
14,46,4,35,5,1,1,,7/17/2020,"0,0,75,20,0",Sophie
15,1,3,4,5,4,1,,7/16/2020,"0,0,0,0,0",Sophie
15,2,3,29,3,4,0,,7/16/2020,0,Sophie
15,3,3,41,1,3,1,,7/16/2020,"0,0,0,0,0",Sophie
15,4,3,27,4,2,1,,7/16/2020,"14,0,15,8,9",Sophie
15,5,3,46,4,3,1,,7/16/2020,"0,0,0,0,0",Sophie
15,6,3,31,2,3,1,,7/16/2020,"20,0,0,0,6",Sophie
15,7,3,17,4,3,1,,7/16/2020,"0,0,0,0,04",Sophie
15,8,3,57,2,4,1,,7/16/2020,"2,0,0,0,1",Sophie
15,9,3,18,3,3,1,,7/16/2020,"0,0,0,0,0",Sophie
15,10,3,8,3,2,1,,7/16/2020,"0,0,0,0,095",Sophie
15,11,3,68,2,2,1,,7/16/2020,"18,3,2,5,6",Sophie
15,12,3,68,4,2,1,,7/16/2020,"0,0,0,0,0",Sophie
15,13,3,27,3,4,1,,7/16/2020,"20,0,25,31,98",Sophie
15,14,3,17,3,3,1,,7/16/2020,"0,0,0,0,0",Sophie
15,15,3,14,3,3,1,,7/16/2020,"0,0,0,0,5",Sophie
15,16,3,1,5,5,1,,7/16/2020,"6,0,0,4,4",Sophie
15,17,3,57,3,4,1,,7/16/2020,"0,0,0,0,18",Sophie
15,18,3,21,2,1,1,,7/16/2020,"0,0,0,0,30",Sophie
15,19,3,20,3,4,0,,7/16/2020,0,Sophie
15,20,3,27,3,1,1,,7/16/2020,"0,1,0,2,28",Sophie
15,21,3,67,2,4,1,,7/16/2020,"9,0,3,4,0",Sophie
15,22,3,7,4,1,1,,7/16/2020,"0,0,0,0,0",Sophie
15,23,3,27,5,4,1,,7/16/2020,"0,3,1,3,2",Sophie
15,24,3,68,3,1,1,,7/16/2020,"0,0,0,2,21",Sophie
15,25,3,74,1,2,1,,7/16/2020,"0,6,3,0,0",Sophie
15,26,4,29,3,1,1,,7/16/2020,"0,0,0,0,0",Sophie
15,27,4,29,2,4,0,,7/16/2020,0,Sophie
15,28,4,15,3,3,1,,7/16/2020,"0,0,0,78,40",Sophie
15,29,4,14,2,5,1,,7/16/2020,"8,1,3,2,1",Sophie
15,30,4,31,3,5,1,,7/16/2020,"23,0,0,0,25",Sophie
15,31,4,69,1,1,1,,7/16/2020,"0,0,0,0,0",Sophie
15,32,4,77,2,3,0,,7/16/2020,0,Sophie
15,33,4,4,5,1,1,,7/16/2020,"0,3,55,0,0",Sophie
15,34,4,11,3,4,0,,7/16/2020,0,Sophie
15,35,4,57,4,1,1,,7/16/2020,"15,1,3,0,1",Sophie
15,36,4,72,4,2,1,,7/16/2020,"0,0,0,0,46",Sophie
15,37,4,5,1,1,1,,7/16/2020,"0,0,0,0,03",Sophie
15,38,4,56,4,5,1,,7/16/2020,"60,0,0,0,0",Sophie
15,39,4,40,2,5,1,,7/16/2020,"0,0,0,0,02",Sophie
15,40,4,9,1,1,1,,7/16/2020,"1,4,0,0,0",Sophie
15,41,4,40,3,3,1,,7/16/2020,"10,0,0,2,0",Sophie
15,42,4,3,3,4,1,,7/16/2020,"7,0,8,0,15",Sophie
15,43,4,20,5,2,1,,7/16/2020,"0,0,0,0,0",Sophie
15,44,4,3,2,1,1,,7/16/2020,"0,0,0,0,0",Sophie
15,45,4,41,4,5,1,,7/16/2020,"0,0,0,0,07",Sophie
15,46,4,18,4,5,0,,7/16/2020,0,Sophie
16,1,3,15,4,2,1,,7/16/2020,"0,0,0,0,0",Sophie
16,2,3,57,4,2,1,,7/16/2020,"100,100,100,100,100",Sophie
16,3,3,27,1,1,0,,7/16/2020,0,Sophie
16,4,3,77,2,1,1,,7/16/2020,"0,0,0,0,08",Sophie
16,5,3,29,4,4,1,,7/16/2020,"0,55,80,0,29",Sophie
16,6,3,21,3,2,1,,7/16/2020,"2,1,10,0,0",Sophie
16,7,3,31,1,2,1,,7/16/2020,"0,0,0,0,0",Sophie
16,8,3,36,5,1,1,,7/16/2020,"0,0,0,0,03",Sophie
16,9,3,21,4,2,1,,7/16/2020,"0,0,0,0,05",Sophie
16,10,3,15,5,3,1,,7/16/2020,"0,5,0,0,2",Sophie
16,11,3,46,4,4,1,,7/16/2020,"0,0,0,0,01",Sophie
16,12,3,5,2,1,1,,7/16/2020,"0,3,2,0,2",Sophie
16,13,3,41,1,2,1,,7/16/2020,"0,4,3,0,57",Sophie
16,14,3,49,2,2,1,,7/16/2020,"0,0,0,0,0",Sophie
16,15,3,67,5,4,1,,7/16/2020,"0,0,0,0,0",Sophie
16,16,3,7,5,4,1,,7/16/2020,"0,0,0,0,0",Sophie
16,17,3,5,4,5,1,,7/16/2020,"12,5,20,5,1",Sophie
16,18,3,4,5,5,0,,7/16/2020,0,Sophie
16,19,3,68,5,1,1,,7/16/2020,0,Sophie
16,20,3,4,2,3,1,,7/16/2020,"0,0,0,8,0",Sophie
16,21,3,61,4,2,1,,7/16/2020,"0,0,0,50,19",Sophie
16,22,3,39,4,4,1,,7/16/2020,"0,10,8,0,0",Sophie
16,23,3,1,5,3,1,,7/16/2020,"75,----",Sophie
16,24,3,2,3,2,1,,7/16/2020,"0,0,0,0,0",Sophie
16,25,3,19,1,3,1,,7/16/2020,"0,0,0,0,034",Sophie
16,26,4,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT,NO PLANT
16,27,4,27,1,2,1,,7/16/2020,"15,35,45,8,14",Sophie
16,28,4,2,4,2,1,,7/16/2020,"4,2,1,0,0",Sophie
16,29,4,30,2,5,1,,7/16/2020,"0,0,1,2,2",Sophie
16,30,4,19,1,4,1,,7/16/2020,"0,0,0,0,025",Sophie
16,31,4,39,1,4,1,,7/16/2020,0,Sophie
16,32,4,79,5,5,1,,7/16/2020,"17,3,2,3,2",Sophie
16,33,4,18,2,5,1,,7/16/2020,"4,1,3,0,1",Sophie
16,34,4,31,2,4,1,,7/16/2020,"3,0,0,65,7",Sophie
16,35,4,67,1,1,1,,7/16/2020,"20,0,2,4,4",Sophie
16,36,4,45,1,5,0,,7/16/2020,0,Sophie
16,37,4,3,3,1,1,,7/16/2020,"3,23,0,0,28",Sophie
16,38,4,79,2,3,1,,7/16/2020,"25,60,100,100,-",Sophie
16,39,4,68,3,2,1,,7/16/2020,"16,0,50,0,50",Sophie
16,40,4,39,1,2,1,,7/16/2020,"0,0,0,0,50",Sophie
16,41,4,2,4,1,1,,7/16/2020,"4,0,0,0,0",Sophie
16,42,4,20,5,3,1,,7/16/2020,"15,0,25,3,16",Sophie
16,43,4,3,2,3,1,,7/16/2020,"0,0,0,0,0",Sophie
16,44,4,18,3,5,1,,7/16/2020,"0,0,0,0,0",Sophie
16,45,4,42,1,5,0,,7/16/2020,0,Sophie
16,46,4,12,3,5,1,,7/16/2020,"0,0,0,0,15",Sophie
17,1,3,6,4,3,1,,7/16/2020,"0,0,0,0,22",Sophie
17,2,3,8,2,1,1,,7/16/2020,"17,0,0,0,60",Sophie
17,3,3,62,5,1,1,,7/16/2020,"0,0,0,0,3",Sophie
17,4,3,12,5,5,1,,7/16/2020,"4,0,0,9,2",Sophie
17,5,3,8,1,3,0,,7/16/2020,0,Sophie
17,6,3,79,5,4,1,,7/16/2020,"5,12,0,0,6",Sophie
17,7,3,3,4,5,1,,7/16/2020,"2,0,0,0,0",Sophie
