Row,Column,Block,Population,Family,Replicate,Date,Row,Column,Dead,Monarch_Quantity_Past,Monarch_Quantity_Observed,Monarch_Note,Tetraopes_tetropthalmus,Liriomyza_asclepiadis,Aphis_nerii,Aphis_asclepiadis,Myzocallis_asclepiadis,Euchaetes_egle,Lygaeus_kalmii,Labidomera_clivicollis,Rhyssomatus_lineaticollis,Comment,,,,,,,,,
15,43,4,20,5,2,07/15/2020,15,43,0,,,,,,,,,,,,,,,,,,,,,,
15,42,4,3,3,4,07/15/2020,15,42,0,,,,,8,,,,,,,,,,,,,,,,,
15,41,4,40,3,3,07/15/2020,15,41,0,,,,,13,,,,,,,,,,,,,,,,,
15,40,4,9,1,1,07/15/2020,15,40,0,,,,,3,,,,,,,,,,,,,,,,,
15,39,4,40,2,5,07/15/2020,15,39,0,,,,,,,,,,,1,,,,,,,,,,,
15,38,4,56,4,5,07/15/2020,15,38,0,,,,,2,,,,,,,,,,,,,,,,,
15,37,4,5,1,1,07/15/2020,15,37,0,,,,,12,,,,,,,,,,,,,,,,,
15,36,4,72,4,2,07/15/2020,15,36,0,,1,1 egg,,3,,,,,,,,,,,,,,,,,
15,35,4,57,4,1,07/15/2020,15,35,0,,,,,17,,,,,,,,,,,,,,,,,
15,34,4,11,3,4,07/15/2020,15,34,1,,,,,,,,,,,,,,,,,,,,,,
15,33,4,4,5,1,07/15/2020,15,33,0,,,,,,2,3,,,,,,,,,,,,,,,
15,32,4,77,2,3,07/15/2020,15,32,1,,,,,,,,,,,,,,,,,,,,,,
15,31,4,69,1,1,07/15/2020,15,31,0,,,,,,8,,,,,,,,,,,,,,,,
15,30,4,31,3,5,07/15/2020,15,30,0,,,,,,19,,,,,,,,,,,,,,,,
15,29,4,14,2,5,07/15/2020,15,29,0,,,,,,4,,,,,,,,,,,,,,,,
15,28,4,15,3,3,07/15/2020,15,28,1,,,,,,,,,,,,,,,,,,,,,,
15,27,4,29,2,4,07/15/2020,15,27,1,,,,,,,,,,,,,,,,,,,,,,
15,26,4,29,3,1,07/15/2020,15,26,0,,,,,,,,,,,,,,,,,,,,,,
15,25,3,74,1,2,07/15/2020,15,25,0,,,,,17,,,,,,,,,,,,,,,,,
15,24,3,68,3,1,07/15/2020,15,24,0,,,,,11,,,,,,,,,,,,,,,,,
15,23,3,27,5,4,07/15/2020,15,23,0,,,,,30,,,,,,,,,,,,,,,,,
15,22,3,7,4,1,07/15/2020,15,22,0,,1,1 egg,,2,,,,,,,,,,,,,,,,,
15,21,3,67,2,4,07/15/2020,15,21,0,,,,,4,,,,,,,,,,,,,,,,,
15,20,3,27,3,1,07/15/2020,15,20,0,,,,,9,,,,,,,,,,,,,,,,,
15,19,3,20,3,4,07/15/2020,15,19,1,,,,,,,,,,,,,,,,,,,,,,
15,18,3,21,2,1,07/15/2020,15,18,0,,,,,3,,,,,,,,,,,,,,,,,
15,17,3,57,3,4,07/15/2020,15,17,0,,,,,5,,,,,1,,,,,,,,,,,,
15,16,3,1,5,5,07/15/2020,15,16,0,,,,,10,,,,,,,,,,,,,,,,,
15,15,3,14,3,3,07/15/2020,15,15,0,,1,1 egg,,6,,,,,,,,,,,,,,,,,
15,14,3,17,3,3,07/15/2020,15,14,0,,,,,2,,,,,1,,,,,,,,,,,,
15,13,3,27,3,4,07/15/2020,15,13,0,,,,,10,,,,,,,,,,,,,,,,,
15,12,3,68,4,2,07/15/2020,15,12,0,,1,2nd/3rd instar,,16,,,,,,,,,,,,,,,,,
15,11,3,68,2,2,07/15/2020,15,11,0,,,,,22,,4,,,,,,,,,,,,,,,
15,10,3,8,3,2,07/15/2020,15,10,0,,1,1 egg,,3,,,,,,,,,,,,,,,,,
15,9,3,18,3,3,07/15/2020,15,9,0,,,,,1,,,,,,,,,,,,,,,,,
15,8,3,57,2,4,07/15/2020,15,8,0,,1,1 egg,,11,,,,,,,,,,,,,,,,,
15,7,3,17,4,3,07/15/2020,15,7,0,,,,,4,,,,,,,,,,,,,,,,,
15,6,3,31,2,3,07/15/2020,15,6,0,,,,,5,,,,,,,,,,,,,,,,,
15,5,3,46,4,3,07/15/2020,15,5,0,,,,,,,,,,,,,,,,,,,,,,
15,4,3,27,4,2,07/15/2020,15,4,0,,,,,10,,,,,,,,,,,,,,,,,
15,3,3,41,1,3,07/15/2020,15,3,0,,,,,,,,,,,,,,,,,,,,,,
15,2,3,29,3,4,07/15/2020,15,2,1,,,,,,,,,,,,,,,,,,,,,,
15,1,3,4,5,4,07/15/2020,15,1,0,,,,,3,,,,,,,,,,,,,,,,,
14,46,4,35,5,1,07/15/2020,14,46,0,,,,,3,,,,,,,,,,,,,,,,,
14,45,4,5,1,5,07/15/2020,14,45,0,,,,,3,,,,,,,,,,,,,,,,,
14,44,4,20,2,1,07/15/2020,14,44,0,,,,,,,,,,,,,,,,,,,,,,
14,43,4,41,1,2,07/15/2020,14,43,0,,,,,1,,1,,,,,,,,,,,,,,,
14,42,4,39,1,5,07/15/2020,14,42,0,,,,,,,,,,,,,,,,,,,,,,
14,41,4,19,2,4,07/15/2020,14,41,0,,,,,,,,,,,,,,,,,,,,,,
14,40,4,12,4,2,07/15/2020,14,40,0,,,,,,,,,,,,,,,,,,,,,,
14,39,4,13,2,1,07/15/2020,14,39,0,,,,,14,,,,,,,,,,,,,,,,,
14,38,4,17,1,5,07/15/2020,14,38,0,,,,,7,,,,,,,,,,,,,,,,,
14,37,4,35,4,2,07/15/2020,14,37,0,,,,,1,,,,,,,,,,,,,,,,,
14,36,4,41,2,2,07/15/2020,14,36,0,,,,,1,,,,,,,,,,,,,,,,,
14,35,4,79,2,4,07/15/2020,14,35,1,,,,,,,,,,,,,,,,,,,,,,
14,34,4,5,4,3,07/15/2020,14,34,0,,,,,6,,3,,,1,,,,,,,,,,,,
14,33,4,13,3,5,07/15/2020,14,33,1,,,,,,,,,,,,,,,,,,,,,,
14,32,4,12,2,3,07/15/2020,14,32,0,,,,,15,,11,,,,,,,,,,,,,,,
14,31,4,2,1,3,07/15/2020,14,31,0,,,,,2,,,,,,,,,,,,,,,,,
14,30,4,47,2,1,07/15/2020,14,30,0,,,,,8,,,,,1,,,,,,,,,,,,
14,29,4,19,1,2,07/15/2020,14,29,0,,,,,7,,9,,,,,,,,,,,,,,,
14,28,4,46,5,2,07/15/2020,14,28,0,,,,,14,,1,,,,,,,,,,,,,,,
14,27,4,6,5,2,07/15/2020,14,27,0,,,,,18,,,,,,,,,,,,,,,,,
14,26,4,13,2,5,07/15/2020,14,26,0,,,,,10,,,,,,,,,,,,,,,,,
14,25,3,40,4,2,07/15/2020,14,25,0,,,,,6,,,,,,,,,,,,,,,,,
14,24,3,31,4,4,07/15/2020,14,24,0,,,,,15,,,,,,,,,,,,,,,,,
14,23,3,49,4,1,07/15/2020,14,23,0,,,,,10,,9,,,,,,,,,,,,,,,
14,22,3,49,3,3,07/15/2020,14,22,0,,1,1 egg,,11,,,,,,,,,,,,,,,,,
14,21,3,46,4,2,07/15/2020,14,21,0,,,,,13,,,,,,,,,,,,,,,,,
14,20,3,31,4,3,07/15/2020,14,20,0,,,,,1,,,,,,,,,,,,,,,,,
14,19,3,30,4,2,07/15/2020,14,19,0,,,,,,,,,,,,,,,,,,,,,,
14,18,3,62,4,3,07/15/2020,14,18,0,,,,,21,,4,,,,,,,,,,,,,,,
14,17,3,47,3,2,07/15/2020,14,17,0,,,,,1,,,,,,,,,,,,,,,,,
14,16,3,35,2,5,07/15/2020,14,16,0,,,,,7,,3,,,,,,,,,,,,,,,
14,15,3,77,5,4,07/15/2020,14,15,0,,,,,5,,,,,,,,,,,,,,,,,
14,14,3,13,2,4,07/15/2020,14,14,0,,,,,9,,,,,,,,,,,,,,,,,
14,13,3,29,2,1,07/15/2020,14,13,0,,,,,,,,,,,,,,,,,,,,,,
14,12,3,35,3,1,07/15/2020,14,12,0,,,,,1,,24,,,,,,,,,,,,,,,
14,11,3,74,2,4,07/15/2020,14,11,0,,,,,,,1,,,,,,,,,,,,,,,
14,10,3,57,3,1,07/15/2020,14,10,0,,1,1st instar,,16,,,,,,,,,,,,,,,,,
14,9,3,19,3,4,07/15/2020,14,9,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
14,8,3,7,1,5,07/15/2020,14,8,0,,,,,11,,,,,,,,,,,,,,,,,
14,7,3,21,1,4,07/15/2020,14,7,0,,,,,7,,,,,,,1,,,,,,,,,,
14,6,3,4,1,5,07/15/2020,14,6,0,,,,,11,,4,,,,,,,,,,,,,,,
14,5,3,41,2,1,07/15/2020,14,5,0,,,,,1,,,,,,,,,,,,,,,,,
14,4,3,11,1,4,07/15/2020,14,4,1,,,,,,,,,,,,,,,,,,,,,,
14,3,3,21,1,3,07/15/2020,14,3,0,,,,,4,,,,,,,,,,,,,,,,,
14,2,3,21,4,5,07/15/2020,14,2,0,,,,,13,,,,,,,,,,,,,,,,,
14,1,3,57,2,3,07/15/2020,14,1,0,,1,1 egg,,2,,,,,,,,,,,,,,,,,
13,46,4,68,1,2,07/15/2020,13,46,0,,,,,,,,,,,,,,,,,,,,,,
13,45,4,19,5,1,07/15/2020,13,45,0,,,,,,,,,,1,,,,,,,,,,,,
13,44,4,27,3,2,07/15/2020,13,44,0,,1,1 egg,,5,,,,,,,,,,,,,,,,,
13,43,4,1,3,1,07/15/2020,13,43,1,,,,,,,,,,,,,,,,,,,,,,
13,42,4,19,5,5,07/15/2020,13,42,0,,1,1st instar,,,,,,,,,,,,,,,,,,,
13,41,4,12,1,3,07/15/2020,13,41,1,,,,,,,,,,,,,,,,,,,,,,
13,40,4,56,2,2,07/15/2020,13,40,1,,,,,,,,,,,,,,,,,,,,,,
13,39,4,5,1,3,07/15/2020,13,39,0,,,,,18,,,,,,,,,,,,,,,,,
13,38,4,9,2,5,07/15/2020,13,38,0,,,,,,,,,,1,,,,,,,,,,,,
13,37,4,39,5,4,07/15/2020,13,37,0,,,,,,,,,,,,,,,,,,,,,,
13,36,4,79,4,3,07/15/2020,13,36,0,,1,1st instar,,25,,,,,1,,,,,,,,,,,,
13,35,4,6,5,3,07/15/2020,13,35,0,,,,,25,,12,,,,,,,,,,,,,,,
13,34,4,35,2,4,07/15/2020,13,34,0,,1,1 egg,,22,,,,,1,,,,,,,,,,,,
13,33,4,57,1,5,07/15/2020,13,33,1,,,,,,,,,,,,,,,,,,,,,,
13,32,4,61,3,4,07/15/2020,13,32,0,,,,,9,,1,,,,,,,,,,,,,,,
13,31,4,1,2,5,07/15/2020,13,31,0,,,,,1,,,,,,,,,,,,,,,,,
13,30,4,7,5,1,07/15/2020,13,30,0,,1,1 egg,,16,,,,,,,,,,,,,,,,,
13,29,4,12,1,2,07/15/2020,13,29,0,,1,4th instar,,6,,,,,,,,,,,,,,,,,
13,28,4,11,1,1,07/15/2020,13,28,0,,,,,,,,,,1,,,,,,,,,,,,
13,27,4,1,2,3,07/15/2020,13,27,0,,,,,1,11,10,60,,,,,,,,,,,,,,
13,26,4,49,1,2,07/15/2020,13,26,0,,1,1 egg,,2,,,,,,,,,,,,,,,,,
13,25,3,62,2,4,07/15/2020,13,25,0,,,,,11,,1,,,,,,,,,,,,,,,
13,24,3,11,2,3,07/16/2020,13,24,0,,,,,10,,,,,,,,,,,,,,,,,
13,23,3,56,4,3,07/16/2020,13,23,0,,,,,8,,,,,,,,,,,,,,,,,
13,22,3,46,3,3,07/16/2020,13,22,0,,,,,6,,32,,,,,,,,,,,,,,,
13,21,3,19,3,1,07/16/2020,13,21,0,,,,,16,3,52,,,,,,,,,,,,,,,
13,20,3,20,5,5,07/16/2020,13,20,0,,1,1 egg,,17,,,,,,,,,,,,,,,,,
13,19,3,72,3,2,07/16/2020,13,19,0,,,,,,,,,,,,,,,,,,,,,,
13,18,3,14,5,5,07/16/2020,13,18,0,,,,,12,,,,,,,,,,,,,,,,,
13,17,3,14,1,2,07/16/2020,13,17,0,,3,3 eggs,,8,,,,,,,,,,,,,,,,,
13,16,3,61,4,3,07/16/2020,13,16,0,,,,,11,,,,,,,,,,,,,,,,,
13,15,3,62,1,4,07/16/2020,13,15,0,,,,,2,,,,,,,,,,,,,,,,,
13,14,3,61,5,3,07/16/2020,13,14,0,,,,,1,,,,,,,,,,,,,,,,,
13,13,3,17,1,2,07/16/2020,13,13,0,,,,,7,,2,,,,,,,,,,,,,,,
13,12,3,13,3,3,07/16/2020,13,12,1,,,,,,,,,,,,,,,,,,,,,,
13,11,3,49,2,4,07/16/2020,13,11,1,,,,,,,,,,,,,,,,,,,,,,
13,10,3,49,1,1,07/16/2020,13,10,0,,,,,3,,34,,,,,,,,,,,,,,,
13,9,3,77,4,4,07/16/2020,13,9,0,,2,"1st instar, 1 egg",,7,,,,,,,,,,,,,,,,,
13,8,3,42,2,5,07/16/2020,13,8,0,,,,,1,,21,,,,,,,,,,,,,,,
13,7,3,20,2,2,07/16/2020,13,7,1,,,,,,,,,,,,,,,,,,,,,,
13,6,3,35,5,5,07/16/2020,13,6,0,,1,3rd/4th  instar,,2,,,,,,,,,,,,,,,,,
13,5,3,77,2,5,07/16/2020,13,5,1,,,,,,,,,,,,,,,,,,,,,,
13,4,3,41,1,4,07/16/2020,13,4,0,,,,,,,,,,,,,,,,,,,,,,
13,3,3,13,1,3,07/16/2020,13,3,0,,,,,3,,,,,,,,,,,,,,,,,
13,2,3,39,3,1,07/16/2020,13,2,0,,,,,23,,,,,,,,,,,,,,,,,
13,1,3,72,2,2,07/16/2020,13,1,0,,,,,4,,,,,,,,,,,,,,,,,
12,46,4,21,5,4,07/16/2020,12,46,0,,,,,,,,,,,,,,,,,,,,,,
12,45,4,21,5,5,07/16/2020,12,45,0,,,,,4,,1,,,,,,,,,,,,,,,
12,44,4,64,5,2,07/16/2020,12,44,0,,,,,1,,,,,,,,,,,,,,,,,
12,43,4,19,1,5,07/16/2020,12,43,0,,,,,4,,,,,,,,,,,,,,,,,
12,42,4,47,5,3,07/16/2020,12,42,0,,,,,,,,,,,,,,,,,,,,,,
12,41,4,13,1,2,07/16/2020,12,41,1,,,,,,,,,,,,,,,,,,,,,,
12,40,4,45,2,2,07/16/2020,12,40,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
12,39,4,68,1,1,07/16/2020,12,39,0,,,,,,,,,,,,,,,,,,,,,,
12,38,4,57,2,5,07/16/2020,12,38,0,,,,,,,,,,,,,,,,,,,,,,
12,37,4,40,4,1,07/16/2020,12,37,0,,,,,,,,,,,,,,,,,,,,,,
12,36,4,14,4,1,07/16/2020,12,36,0,,1,1 egg,,,,,,,1,,,,,,,,,,,,
12,35,4,72,3,3,07/16/2020,12,35,0,,,,,,,,,,,,,,,,,,,,,,
12,34,4,61,1,2,07/16/2020,12,34,0,,1,1 egg,,6,,,,,,,,,,,,,,,,,
12,33,4,35,5,2,07/16/2020,12,33,0,,,,,,,,,,,,,,,,,,,,,,
12,32,4,28,4,4,07/16/2020,12,32,0,,1,1 egg,,8,,,,,,,,,,,,,,,,,
12,31,4,51,4,1,07/16/2020,12,31,0,,,,,8,,,,,1,,,,,,,,,,,,
12,30,4,14,4,3,07/16/2020,12,30,0,,,,,23,,,,,,,,,,,,,,,,,
12,29,4,41,1,3,07/16/2020,12,29,0,,,,,2,,30,,,,,,,,,,,,,,,
12,28,4,17,2,3,07/16/2020,12,28,1,,,,,,,,,,,,,,,,,,,,,,
12,27,4,6,1,2,07/16/2020,12,27,0,,1,1 egg,,22,,,,,,,,,,,,,,,,,
12,26,4,29,5,3,07/16/2020,12,26,0,,,,,4,,,,,,,,,,,,,,,,,
12,25,4,57,4,4,07/16/2020,12,25,1,,,,,,,,,,,,,,,,,,,,,,
12,24,4,17,3,4,07/16/2020,12,24,0,,,,,20,,,,,,,,,,,,,,,,,
12,23,1,6,1,1,07/16/2020,12,23,0,,,,,,,,,,,,,,,,,,,,,,
12,22,1,21,4,3,07/16/2020,12,22,0,,1,1 egg,,12,,,,,,,,,,,,,,,,,
12,21,3,23,1,1,07/16/2020,12,21,0,,,,,10,,,,,,,,,,,,,,,,,
12,20,3,68,2,3,07/16/2020,12,20,0,,,,,11,,,,,,,,,,,,,,,,,
12,19,3,57,5,5,07/16/2020,12,19,0,,,,,19,,,,,,,,,,,,,,,,,
12,18,3,36,5,2,07/16/2020,12,18,0,,1,1 egg,,8,,,,,1,,,,,,,,,,,,
12,17,3,8,1,2,07/16/2020,12,17,0,,,,,6,,,,,,,,,,,,,,,,,
12,16,3,67,4,2,07/16/2020,12,16,0,,,,,15,,,,,,,,,,,,,,,,,
12,15,3,67,4,1,07/16/2020,12,15,0,,,,,7,,,,,,,,,,,,,,,,,
12,14,3,41,2,3,07/16/2020,12,14,0,,2,2 eggs,,11,,1,,,,,,,,,,,,,,,
12,13,3,46,3,2,07/16/2020,12,13,1,,,,,,,,,,,,,,,,,,,,,,
12,12,3,62,2,2,07/16/2020,12,12,0,,,,,5,,,,,,,,,,,,,,,,,
12,11,3,47,1,4,07/16/2020,12,11,0,,,,,3,,,,,,,,,,,,,,,,,
12,10,3,72,5,4,07/16/2020,12,10,0,,,,,3,,,,,,,,,,,,,,,,,
12,9,3,7,2,4,07/16/2020,12,9,1,,,,,,,,,,,,,,,,,,,,,,
12,8,3,32,1,1,07/16/2020,12,8,0,,,,,9,,,,,,,,,,,,,,,,,
12,7,3,9,1,4,07/16/2020,12,7,0,,,,,27,,,,,,,,,,,,,,,,,
12,6,3,79,2,2,07/16/2020,12,6,0,,,,,10,,,,,,,,,,,,,,,,,
12,5,3,46,1,2,07/16/2020,12,5,0,,,,,10,,,,,,,,,,,,,,,,,
12,4,3,61,1,3,07/16/2020,12,4,0,,1,1 egg,,9,,,,,,,,,,,,,,,,,
12,3,3,47,4,3,07/16/2020,12,3,0,,,,,15,,,,,,,,,,,,,,,,,
12,2,3,1,3,2,07/16/2020,12,2,0,,1,1 egg,,11,,,,,,,,,,,,,,,,,
12,1,3,7,1,1,07/16/2020,12,1,0,,,,,7,,,,,,,,,,,,,,,,,
11,46,4,31,1,5,07/16/2020,11,46,0,,2,2 eggs,,24,,,,,,,,,,,,,,,,,
11,45,4,35,3,3,07/16/2020,11,45,0,,1,2nd/3rd instar,,2,,,,,,,,,,,,,,,,,
11,44,4,21,3,3,07/16/2020,11,44,0,,,,,3,,,,,,,,,,,,,,,,,
11,43,4,41,1,4,07/16/2020,11,43,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
11,42,4,42,1,4,07/16/2020,11,42,1,,,,,,,,,,,,,,,,,,,,,,
11,41,4,16,1,1,07/16/2020,11,41,1,,,,,,,,,,,,,,,,,,,,,,
11,40,4,6,3,4,07/16/2020,11,40,1,,,,,,,,,,,,,,,,,,,,,,
11,39,4,26,1,4,07/16/2020,11,39,0,,,,,3,,,,,,,,,,,,,,,,,
11,38,4,28,1,2,07/16/2020,11,38,0,,,,,5,,,,,,,,,,,,,,,,,
11,37,4,4,2,1,07/16/2020,11,37,1,,,,,,,,,,,,,,,,,,,,,,
11,36,4,68,5,4,07/16/2020,11,36,0,,,,,5,,,,,,,,,,,,,,,,,
11,35,4,40,3,2,07/16/2020,11,35,0,,,,,8,,,,,1,,,,,,,,,,,,
11,34,4,67,1,2,07/16/2020,11,34,0,,,,,,,,,,,,,,,,,,,,,,
11,33,4,68,5,5,07/16/2020,11,33,0,,1,1 egg,,11,,4,,,,,,,,,,,,,,,
11,32,4,35,4,3,07/16/2020,11,32,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
11,31,4,17,4,5,07/16/2020,11,31,0,,,,,6,,,,,,,,,,,,,,,,,
11,30,4,4,4,1,07/16/2020,11,30,0,,,,,1,,,,,,,,,,,,,,,,,
11,29,4,30,2,1,07/16/2020,11,29,0,,1,1 egg,,3,,,,,,,,,,,,,,,,,
11,28,4,12,2,1,07/16/2020,11,28,0,,3,3 egg,,12,,1,,,,,,,,,,,,,,,
11,27,4,42,2,4,07/16/2020,11,27,0,,1,1 egg,,17,,,,,,,,,,,,,,,,,
11,26,4,67,1,3,07/16/2020,11,26,0,,1,1 egg,,17,,,,,,,,,,,,,,,,,
11,25,4,17,4,1,07/16/2020,11,25,1,,,,,,,,,,,,,,,,,,,,,,
11,24,4,57,2,1,07/16/2020,11,24,0,,2,2 eggs,,15,,,,,,,,,,,,,,,,,
11,23,1,39,5,1,07/16/2020,11,23,0,,,,,7,,6,,,,,1,,,,,,,,,,
11,22,1,9,1,2,07/16/2020,11,22,0,,,,,3,25,,,,,,,,,,,,,,,,
11,21,1,4,2,4,07/16/2020,11,21,0,,1,1 egg,,6,,,,,,,,,,,,,,,,,
11,20,1,2,4,5,07/16/2020,11,20,0,,1,1st instar,,8,,1,,,,,,,,,,,,,,,
11,19,1,74,1,5,07/16/2020,11,19,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
11,18,1,1,2,4,07/16/2020,11,18,0,,,,,13,,,,,,,,,,,,,,,,,
11,17,1,40,5,1,07/16/2020,11,17,0,,,,,6,,,,,1,,,,,,,,,,,,
11,16,1,29,2,2,07/16/2020,11,16,1,,,,,,,,,,,,,,,,,,,,,,
11,15,1,68,2,5,07/16/2020,11,15,0,,,,,5,,,,,,,,,,,,,,,,,
11,14,1,74,2,2,07/16/2020,11,14,1,,,,,,,,,,,,,,,,,,,,,,
11,13,1,61,1,5,07/16/2020,11,13,0,,1,1 egg,,4,,,,,,,,,,,,,,,,,
11,12,1,67,5,5,07/16/2020,11,12,0,,,,,2,,4,,,,,,,,,,,,,,,
11,11,1,36,1,2,07/16/2020,11,11,0,,1,1st instar,,29,,,,,,,,,,,,,,,,,
11,10,1,64,5,1,07/16/2020,11,10,0,,,,,18,,,,,,,,,,,,,,,,,
11,9,1,2,1,2,07/16/2020,11,9,0,,1,1 egg,,20,,,,,,,,,,,,,,,,,
11,8,1,64,1,4,07/16/2020,11,8,0,,,,,6,,,,,,,,,,,,,,,,,
11,7,1,35,5,3,07/16/2020,11,7,0,,,,,4,,1,,,1,,,,,,,,,,,,
11,6,1,29,4,1,07/18/2020,11,6,1,,,,,,,,,,,,,,,,,,,,,,
11,5,1,18,3,1,07/18/2020,11,5,0,,,,,15,,,,,,,,,,,,,,,,,
11,4,1,11,3,2,07/18/2020,11,4,0,,,,,15,,1,,,,,,,,,,,,,,,
11,3,1,11,1,3,07/18/2020,11,3,0,,1,1 egg,,17,,,,,,,,,,,,,,,,,
11,2,1,3,4,1,07/18/2020,11,2,0,,,,,16,,,,,,,,,,,,,,,,,
11,1,1,64,1,1,07/18/2020,11,1,0,,,,,2,,,,,,,,,,,,,,,,,
10,46,4,47,4,2,07/18/2020,10,46,0,,,,,6,,,,,,,,,,,,,,,,,
10,45,4,31,3,2,07/18/2020,10,45,0,,,,,,,,,,,,,,,,,,,,,,
10,44,4,61,1,1,07/18/2020,10,44,0,,1,1 egg,,2,,,,,,,,,,,,,,,,,
10,43,4,32,1,4,07/18/2020,10,43,1,,,,,,,,,,,,,,,,,,,,,,
10,42,4,5,4,4,07/18/2020,10,42,0,,2,2 eggs,,1,,,,,,,,,,,,,,,,,
10,41,4,15,2,1,07/18/2020,10,41,0,,,,,,,,,,,,,,,,,,,,,,
10,40,2,68,4,4,07/18/2020,10,40,0,,1,1st instar,,10,,,,,,,,,,,,,,,,,
10,39,2,79,3,5,07/18/2020,10,39,0,,,,,4,,,,,,,,,,,,,,,,,
10,38,2,57,1,3,07/18/2020,10,38,0,,,,,1,,,,,,,,,,,,,,,,,
10,37,2,57,1,1,07/18/2020,10,37,0,,,,,22,,,,,,,,,,,,,,,,,
10,36,2,72,5,1,07/18/2020,10,36,0,,1,1 egg,,10,,,,,1,,,,,,,,,,,,
10,35,2,56,2,4,07/18/2020,10,35,0,,,,,18,,,,,,,,,,,,,,,,,
10,34,2,5,5,2,07/18/2020,10,34,0,,,,,21,,,,,,,,,,,,,,,,,
10,33,2,28,4,5,07/18/2020,10,33,0,,,,,11,,,,,,,,,,,,,,,,,
10,32,2,16,1,2,07/18/2020,10,32,1,,,,,,,,,,,,,,,,,,,,,,
10,31,2,47,4,1,07/18/2020,10,31,0,,,,,14,,,,,,,,,,,,,,,,,
10,30,2,41,2,4,07/18/2020,10,30,0,,,,,12,,,,,,,,,,,,,,,,,
10,29,2,31,5,2,07/18/2020,10,29,0,,1,1 egg,,,,2,,,,,,,,,,,,,,,
10,28,2,61,4,1,07/18/2020,10,28,0,,,,,15,,,,,,,,,,,,,,,,,
10,27,2,30,3,3,07/18/2020,10,27,0,,1,1 egg,,25,,,,,,,,,,,,,,,,,
10,26,2,3,5,4,07/18/2020,10,26,0,,,,,12,,,,,,,,,,,,,,,,,
10,25,2,14,1,3,07/18/2020,10,25,0,,1,1 egg,,3,,,,,,,,,,,,,,,,,
10,24,2,5,3,5,07/18/2020,10,24,0,,,,,2,,,,,,,,,,,,,,,,,
10,23,1,31,3,3,07/18/2020,10,23,0,,,,,19,,,,,1,,,,,,,,,,,,
10,22,1,46,1,1,07/18/2020,10,22,0,,,,,15,,,,,1,,,,,,,,,,,,
10,21,1,47,5,2,07/18/2020,10,21,1,,,,,,,,,,,,,,,,,,,,,,
10,20,1,31,2,1,07/18/2020,10,20,0,,1,1 egg,,10,,,,,,,,,,,,,,,,,
10,19,1,9,2,4,07/18/2020,10,19,0,,,,,9,,,,,,,,,,,,,,,,,
10,18,1,72,1,5,07/18/2020,10,18,0,,,,,8,,,,,,,,,,,,,,,,,
10,17,1,17,5,3,07/18/2020,10,17,0,,,,,9,,,,,1,1,,,,,,,,,,,
10,16,1,23,1,4,07/18/2020,10,16,0,,2,2 eggs,,16,,,,,1,1,,,,,,,,,,,
10,15,1,61,3,3,07/18/2020,10,15,0,,,,,,,,,,,,,,,,,,,,,,
10,14,1,42,2,1,07/18/2020,10,14,0,,1,1 egg,,6,,,,,,,,,,,,,,,,,
10,13,1,12,3,4,07/18/2020,10,13,0,,,,,13,,,,,,,,,,,,,,,,,
10,12,1,72,4,4,07/18/2020,10,12,0,,,,,4,,,,,,,,,,,,,,,,,
10,11,1,16,3,3,07/18/2020,10,11,1,,,,,,,,,,,,,,,,,,,,,,
10,10,1,67,4,5,07/18/2020,10,10,0,,1,1 egg,,14,,,,,,,,,,,,,,,,,
10,9,1,69,1,2,07/18/2020,10,9,0,,,,,18,,,,,,,,,,,,,,,,,
10,8,1,42,1,1,07/18/2020,10,8,0,,,,,,,,,,,,,,,,,,,,,,
10,7,1,7,3,4,07/18/2020,10,7,1,,,,,,,,,,,,,,,,,,,,,,
10,6,1,62,4,2,07/18/2020,10,6,0,,,,,9,,,,,,1,,,,,,,,,,,
10,5,1,1,5,2,07/18/2020,10,5,0,,2,2 eggs,,18,,,,,,1,,,,,,,,,,,
10,4,1,56,4,1,07/18/2020,10,4,0,,1,1 egg,,2,,,,,,,,,,,,,,,,,
10,3,1,79,3,1,07/18/2020,10,3,0,,,,,5,,,,,,,,,,,,,,,,,
10,2,1,62,4,5,07/18/2020,10,2,0,,,,,14,,,,,,,,,,,,,,,,,
10,1,1,14,4,5,07/18/2020,10,1,0,,1,1 egg,,,,,,,,,,,,,,,,,,,
9,46,2,1,1,4,07/18/2020,9,46,0,,,,,2,,,,,,,,,,,,,,,,,
9,45,2,72,3,4,07/18/2020,9,45,0,,3,3 eggs,,5,,,,,1,,,,,,,,,,,,
9,44,2,5,2,3,07/18/2020,9,44,0,,,,,15,,,,,,,,,,,,,,,,,
9,43,2,35,2,2,07/18/2020,9,43,0,,,,,10,,,,,,,,,,,,,,,,,
9,42,2,47,5,4,07/18/2020,9,42,0,,,,,9,,,,,,,,,,,,,,,,,
9,41,2,17,3,5,07/18/2020,9,41,0,,,,,5,,,,,1,,,,,,,,,,,,
9,40,2,62,5,5,07/18/2020,9,40,0,,,,,11,,,,,,,,,,,,,,,,,
