"","Row","Column","Block","Population","Family","Replicate","Survival_LateJune","Survival_LateJune_Date","Survival_LateJune_Comment","Survival_LateJune_Surveyor","Survival_LateAugust","Survival_LateAugust_Date","Survival_LateAugust_Comment","Survival_LateAugust_Surveyor"
"273",6,43,"2","79","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"274",6,44,"2","17","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"275",6,45,"2","18","2","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"276",6,46,"2","7","4","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"277",7,1,"1","3","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"278",7,2,"1","6","2","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"279",7,3,"1","7","1","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"280",7,4,"1","47","2","2","1","6/24/2022","wilting","Yimin","1","8/23/2022",NA,"Yimin"
"281",7,5,"1","62","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"282",7,6,"1","64","2","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"283",7,7,"1","67","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"284",7,8,"1","5","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"285",7,9,"1","39","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"286",7,10,"1","79","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"287",7,11,"1","47","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"288",7,12,"1","4","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"289",7,13,"1","19","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"290",7,14,"1","46","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"291",7,15,"1","7","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"292",7,16,"1","68","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"293",7,17,"1","5","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"294",7,18,"1","5","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"295",7,19,"1","29","1","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"296",7,20,"1","79","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"297",7,21,"1","35","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"298",7,22,"1","35","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"299",7,23,"2","14","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"300",7,24,"2","7","2","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"301",7,25,"2","12","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"302",7,26,"2","67","1","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"303",7,27,"2","30","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"304",7,28,"2","8","2","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"305",7,29,"2","39","2","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"306",7,30,"2","56","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"307",7,31,"2","62","2","3","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"308",7,32,"2","5","1","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"309",7,33,"2","12","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"310",7,34,"2","57","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"311",7,35,"2","62","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"312",7,36,"2","79","5","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"313",7,37,"2","1","1","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"314",7,38,"2","64","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"315",7,39,"2","19","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"316",7,40,"2","30","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"317",7,41,"2","16","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"318",7,42,"2","13","3","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"319",7,43,"2","27","4","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"320",7,44,"2","11","2","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"321",7,45,"2","2","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"322",7,46,"2","29","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"323",8,1,"1","9","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"324",8,2,"1","57","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"325",8,3,"1","67","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"326",8,4,"1","21","5","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"327",8,5,"1","13","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"328",8,6,"1","74","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"329",8,7,"1","17","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"330",8,8,"1","15","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"331",8,9,"1","7","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"332",8,10,"1","12","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"333",8,11,"1","11","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"334",8,12,"1","20","5","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"335",8,13,"1","72","4","5","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"336",8,14,"1","62","2","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"337",8,15,"1","15","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"338",8,16,"1","14","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"339",8,17,"1","57","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"340",8,18,"1","62","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"341",8,19,"1","47","5","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"342",8,20,"1","15","5","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"343",8,21,"1","16","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"344",8,22,"1","29","4","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"345",8,23,"2","68","5","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"346",8,24,"2","4","2","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"347",8,25,"2","46","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"348",8,26,"2","68","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"349",8,27,"2","6","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"350",8,28,"2","7","1","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"351",8,29,"2","35","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"352",8,30,"2","39","3","3","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"353",8,31,"2","62","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"354",8,32,"2","4","3","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"355",8,33,"2","21","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"356",8,34,"2","77","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"357",8,35,"2","17","4","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"358",8,36,"2","27","5","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"359",8,37,"2","26","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"360",8,38,"2","17","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"361",8,39,"2","5","4","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"362",8,40,"2","39","3","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"363",8,41,"2","64","2","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"364",8,42,"2","64","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"365",8,43,"2","39","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"366",8,44,"2","62","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"367",8,45,"2","67","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"368",8,46,"2","67","5","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"369",9,1,"1","28","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"370",9,2,"1","4","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"371",9,3,"1","12","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"372",9,4,"1","27","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"373",9,5,"1","1","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"374",9,6,"1","49","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"375",9,7,"1","39","3","4","1","6/24/2022","wilting","Yimin","1","8/23/2022",NA,"Yimin"
"376",9,8,"1","77","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"377",9,9,"1","3","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"378",9,10,"1","69","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"379",9,11,"1","17","2","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"380",9,12,"1","51","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"381",9,13,"1","79","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"382",9,14,"1","5","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"383",9,15,"1","13","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"384",9,16,"1","30","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"385",9,17,"1","39","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"386",9,18,"1","20","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"387",9,19,"1","72","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"388",9,20,"1","7","3","3","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"389",9,21,"1","79","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"390",9,22,"1","15","3","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"391",9,23,"2","45","2","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"392",9,24,"2","27","4","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"393",9,25,"2","64","5","3","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"394",9,26,"2","77","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"395",9,27,"2","64","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"396",9,28,"2","7","3","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"397",9,29,"2","35","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"398",9,30,"2","36","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"399",9,31,"2","45","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"400",9,32,"2","15","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"401",9,33,"2","77","5","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"402",9,34,"2","36","3","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"403",9,35,"2","49","3","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"404",9,36,"2","39","5","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"405",9,37,"2","6","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"406",9,38,"2","57","5","4","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"407",9,39,"2","15","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"408",9,40,"2","62","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"409",9,41,"2","17","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"410",9,42,"2","47","5","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"411",9,43,"2","35","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"412",9,44,"2","5","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"413",9,45,"2","72","3","4","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"414",9,46,"2","1","1","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"415",10,1,"1","14","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"416",10,2,"1","62","4","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"417",10,3,"1","79","3","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"418",10,4,"1","56","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"419",10,5,"1","1","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"420",10,6,"1","62","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"421",10,7,"1","7","3","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"422",10,8,"1","42","1","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"423",10,9,"1","69","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"424",10,10,"1","67","4","5","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"425",10,11,"1","16","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"426",10,12,"1","72","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"427",10,13,"1","12","3","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"428",10,14,"1","42","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"429",10,15,"1","61","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"430",10,16,"1","23","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"431",10,17,"1","17","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"432",10,18,"1","72","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"433",10,19,"1","9","2","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"434",10,20,"1","31","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"435",10,21,"1","47","5","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"436",10,22,"1","46","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"437",10,23,"1","31","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"438",10,24,"2","5","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"439",10,25,"2","14","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"440",10,26,"2","3","5","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"441",10,27,"2","30","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"442",10,28,"2","61","4","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"443",10,29,"2","31","5","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"444",10,30,"2","41","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"445",10,31,"2","47","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"446",10,32,"2","16","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"447",10,33,"2","28","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"448",10,34,"2","5","5","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"449",10,35,"2","56","2","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"450",10,36,"2","72","5","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"451",10,37,"2","57","1","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"452",10,38,"2","57","1","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"453",10,39,"2","79","3","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"454",10,40,"2","68","4","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"455",10,41,"4","15","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"456",10,42,"4","5","4","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"457",10,43,"4","32","1","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"458",10,44,"4","61","1","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"459",10,45,"4","31","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"460",10,46,"4","47","4","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"461",11,1,"1","64","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"462",11,2,"1","3","4","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"463",11,3,"1","11","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"464",11,4,"1","11","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"465",11,5,"1","18","3","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"466",11,6,"1","29","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"467",11,7,"1","35","5","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"468",11,8,"1","64","1","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"469",11,9,"1","2","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"470",11,10,"1","64","5","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"471",11,11,"1","36","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"472",11,12,"1","67","5","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"473",11,13,"1","61","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"474",11,14,"1","74","2","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"475",11,15,"1","68","2","5","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"476",11,16,"1","29","2","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"477",11,17,"1","40","5","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"478",11,18,"1","1","2","4","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"479",11,19,"1","74","1","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"480",11,20,"1","2","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"481",11,21,"1","4","2","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"482",11,22,"1","9","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"483",11,23,"1","39","5","1","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"484",11,24,"4","57","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"485",11,25,"4","17","4","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"486",11,26,"4","67","1","3","1","6/24/2022","wilting","Yimin","1","8/23/2022",NA,"Yimin"
"487",11,27,"4","42","2","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"488",11,28,"4","12","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"489",11,29,"4","30","2","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"490",11,30,"4","4","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"491",11,31,"4","17","4","5","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"492",11,32,"4","35","4","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"493",11,33,"4","68","5","5","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"494",11,34,"4","67","1","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"495",11,35,"4","40","3","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"496",11,36,"4","68","5","4","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"497",11,37,"4","4","2","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"498",11,38,"4","28","1","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"499",11,39,"4","26","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"500",11,40,"4","6","3","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"501",11,41,"4","16","1","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"502",11,42,"4","42","1","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"503",11,43,"4","41","1","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"504",11,44,"4","21","3","3","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"505",11,45,"4","35","3","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"506",11,46,"4","31","1","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"507",12,1,"3","7","1","1","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"508",12,2,"3","1","3","2","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"509",12,3,"3","47","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"510",12,4,"3","61","1","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"511",12,5,"3","46","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"512",12,6,"3","79","2","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"513",12,7,"3","9","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"514",12,8,"3","32","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"515",12,9,"3","7","2","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"516",12,10,"3","72","5","4","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"517",12,11,"3","47","1","4","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"518",12,12,"3","62","2","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"519",12,13,"3","46","3","2","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"520",12,14,"3","41","2","3","0","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"521",12,15,"3","67","4","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"522",12,16,"3","67","4","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"523",12,17,"3","8","1","2","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"524",12,18,"3","36","5","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"525",12,19,"3","57","5","5","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"526",12,20,"3","68","2","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"527",12,21,"3","23","1","1","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"528",12,22,"1","21","4","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"529",12,23,"1","6","1","1","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"530",12,24,"4","17","3","4","0","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
"531",12,25,"4","57","4","4","1","6/24/2022","wilting","Yimin","0","8/23/2022",NA,"Yimin"
"532",12,26,"4","29","5","3","1","6/24/2022",NA,"Yimin","1","8/23/2022",NA,"Yimin"
"533",12,27,"4","6","1","2","1","6/24/2022",NA,"Yimin","0","8/23/2022",NA,"Yimin"
